numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
5739	5738	emperor	21291	690	184	366	117	13.5294	2.8395	2.1936	2.2672	Noun	689	0.99855	4.1313	3	34.67	7	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_5739_emperor_high3	3250	11250	
4807	4806	destiny	17652	1175	588	987	553	23.0392	3.0704	7.01	2.7701	Noun	1172	0.9983	4.3622	3	212.83	7	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_4807_destiny_high3	3350	11350	
694	693	ark	3101	199	82	46	42	3.902	2.301	0.97759	1.9191	Noun	186	0.93467	3.5929	1	3	3	5	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_694_ark_low1	3250	11250	
889	888	attraction	3781	348	263	307	251	6.8235	2.5428	3.1354	2.4216	Noun	348	1	3.8347	3	117.89	10	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_889_attraction_high3	3450	11450	
4892	4891	diaphragm	17987	105	69	97	66	2.0588	2.0253	0.8226	1.8451	Noun	105	1	3.3171	3	32.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_4892_diaphragm_low3	3250	11250	
10549	10548	maniac	38914	479	351	434	339	9.3922	2.6812	4.1845	2.5465	Noun	460	0.96436	3.9731	3	48.2	6	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_10549_maniac_high3	3500	11500	
10398	10397	mackerel	38438	108	87	102	85	2.1176	2.0374	1.0372	1.9445	Noun	108	1	3.3293	3	77.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_10398_mackerel_low3	3500	11500	
16020	16019	silk	59165	499	345	443	320	9.7843	2.699	4.113	2.5391	Noun	494	0.99197	3.9908	1	22	4	7	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_16020_silk_high1	3450	11450	
15798	15797	sheet	58402	592	464	579	459	11.6078	2.7731	5.5317	2.6675	Noun	590	1	4.0649	1	38.25	5	5	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_15798_sheet_high1	3200	11200	
15707	15706	sesame	58060	78	70	45	40	1.5294	1.8976	0.83453	1.8513	Noun	45	0.57692	3.1895	3	28.4	6	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_15707_sesame_low3	3400	11400	
15453	15452	scout	57133	657	411	362	216	12.8824	2.8182	4.8999	2.6149	Noun	517	0.78811	4.1101	1	19.75	5	6	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_15453_scout_high1	3250	11250	
