numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
13551	13550	pox	49579	75	54	74	53	1.4706	1.8808	0.64378	1.7404	Noun	76	1	3.1726	1	4.5	3	8	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_13551_pox_low1	3300	11300	
7978	7977	handicap	29303	139	105	124	101	2.7255	2.1461	1.2518	2.0253	Noun	139	1	3.438	3	49	8	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_7978_handicap_low3	3500	11500	
7211	7210	gasp	26765	88	60	82	55	1.7255	1.9494	0.71531	1.7853	Noun	45	0.50562	3.2412	1	20.67	4	3	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_7211_gasp_low1	3300	11300	
1700	1699	bloke	6633	238	135	227	128	4.6667	2.3784	1.6094	2.1335	Noun	239	1	3.6702	1	32.5	5	1	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_1700_bloke_high1	3200	11200	
8565	8564	hound	31260	257	167	197	134	5.0392	2.4116	1.9909	2.2253	Noun	235	0.92885	3.7035	1	38	5	7	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_8565_hound_high1	3300	11300	
18345	18344	truth	68015	9801	4193	9350	4095	192.1765	3.9913	49.9881	3.6226	Noun	9787	1	5.2831	1	30.75	5	0	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_18345_truth_high1	3300	11300	
4272	4271	crust	15521	166	126	163	124	3.2549	2.2227	1.5021	2.1038	Noun	164	0.98795	3.5146	1	34	5	4	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_4272_crust_low1	3450	11450	
6663	6662	flea	24755	169	110	133	102	3.3137	2.2304	1.3114	2.0453	Noun	139	0.82738	3.5223	1	12.67	4	5	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_6663_flea_low1	3500	11500	
618	617	approval	2836	428	333	423	330	8.3922	2.6325	3.97	2.5237	Noun	429	1	3.9243	3	35.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_618_approval_high3	3450	11450	
3722	3721	condition	13296	1936	1375	1891	1360	37.9608	3.2871	16.3925	3.1386	Noun	1911	0.98913	4.579	3	142	9	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_3722_condition_high3	3300	11300	
