numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
3533	3532	collection	12552	926	669	892	655	18.1569	2.9671	7.9757	2.8261	Noun	926	1	4.2589	3	149	10	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_3533_collection_high3	3450	11450	
6611	6610	flake	24598	89	68	84	65	1.7451	1.9542	0.81068	1.8388	Noun	67	0.75281	3.2461	1	35.75	5	4	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_6611_flake_low1	3200	11200	
6736	6735	fluke	25036	89	65	80	61	1.7451	1.9542	0.77492	1.8195	Noun	89	1	3.2461	1	25.25	5	2	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_6736_fluke_low1	3350	11350	
13712	13711	privacy	50272	774	618	749	604	15.1765	2.8893	7.3677	2.7917	Noun	773	1	4.1811	3	44.67	7	1	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_13712_privacy_high3	3250	11250	
19294	19293	wilderness	72996	201	145	174	137	3.9412	2.3054	1.7287	2.1644	Noun	196	0.97512	3.5972	3	49.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_19294_wilderness_low3	3400	11400	
14299	14298	ratio	52340	164	92	160	91	3.2157	2.2175	1.0968	1.9685	Noun	158	1	3.5093	3	28	5	2	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_14299_ratio_low3	3200	11200	
16220	16219	slope	59933	150	120	125	104	2.9412	2.179	1.4306	2.0828	Noun	147	0.98	3.4708	1	32.25	5	3	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_16220_slope_low1	3450	11450	
729	728	arrogance	3206	144	128	136	123	2.8235	2.1614	1.526	2.1106	Noun	144	1	3.4532	3	38.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_729_arrogance_low3	3450	11450	
9082	9081	internship	33907	152	74	148	74	2.9804	2.1847	0.88221	1.8751	Noun	150	1	3.4765	3	60.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_9082_internship_low3	3250	11250	
14072	14071	quart	51629	106	77	100	74	2.0784	2.0294	0.91798	1.8921	Noun	105	1	3.3212	1	28	5	0	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_14072_quart_low1	3350	11350	
16706	16705	stag	61960	81	56	72	48	1.5882	1.9138	0.66762	1.7559	Noun	75	0.90361	3.2056	1	8.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_16706_stag_low1	3250	11250	
2479	2478	cadillac	8931	292	170	11	6	5.7255	2.4669	2.0267	2.233	Noun	146	0.50345	3.7587	3	35.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_2479_cadillac_high3	3450	11450	
12918	12917	pet	47588	1029	623	910	574	20.1765	3.0128	7.4273	2.7952	Noun	887	0.86537	4.3047	1	10	3	22	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_12918_pet_high1	3450	11450	
9147	9146	ironing	34304	75	60	74	59	1.4706	1.8808	0.71531	1.7853	Noun	40	0.53333	3.1726	3	288.17	7	1	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_9147_ironing_low3	3200	11200	
11610	11609	nap	42539	645	487	626	481	12.6471	2.8102	5.8059	2.6884	Noun	611	0.94876	4.1021	1	7	3	13	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_11610_nap_high1	3400	11400	
12881	12880	perk	47368	72	63	58	55	1.4118	1.8633	0.75107	1.8062	Noun	46	0.63014	3.1552	1	18	4	7	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_12881_perk_low1	3450	11450	
12032	12031	odds	44297	970	708	906	667	19.0196	2.9872	8.4406	2.8506	Noun	971	1	4.2791	1	8.67	4	1	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_12032_odds_high1	3250	11250	
13855	13854	prototype	50828	169	109	164	108	3.3137	2.2304	1.2995	2.0414	Noun	168	1	3.5223	3	38.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_13855_prototype_low3	3250	11250	
14191	14190	rage	52019	577	407	503	386	11.3137	2.7619	4.8522	2.6107	Noun	538	0.94221	4.0538	1	19	4	13	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_14191_rage_high1	3500	11500	
6330	6329	feast	23771	342	236	304	209	6.7059	2.5353	2.8135	2.3747	Noun	312	0.90962	3.8271	1	45.5	5	3	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_6330_feast_high1	3250	11250	
13107	13106	pint	48243	167	122	159	116	3.2745	2.2253	1.4545	2.0899	Noun	167	1	3.5171	1	32.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_13107_pint_low1	3450	11450	
16742	16741	stance	62056	96	73	93	73	1.8824	1.9868	0.87029	1.8692	Noun	95	1	3.2786	1	55	6	1	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_16742_stance_low1	3450	11450	
6747	6746	flute	25078	108	71	100	65	2.1176	2.0374	0.84645	1.8573	Noun	108	1	3.3293	1	32.75	5	1	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_6747_flute_low1	3250	11250	
42	41	accountant	407	315	191	303	185	6.1765	2.4997	2.2771	2.2833	Noun	315	1	3.7915	3	38.89	10	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_42_accountant_high3	3200	11200	
3279	3278	clan	11716	209	125	154	106	4.098	2.3222	1.4902	2.1004	Noun	207	0.99519	3.6141	1	18	4	7	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_3279_clan_low1	3400	11400	
2725	2724	carnival	9712	363	177	306	150	7.1176	2.5611	2.1102	2.2504	Noun	286	0.78788	3.8529	3	60.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_2725_carnival_high3	3200	11200	
887	886	attorney	3775	2060	930	1592	820	40.3922	3.3141	11.0873	2.9689	Noun	2046	0.99708	4.6059	3	36.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_887_attorney_high3	3300	11300	
13692	13691	principal	50225	701	366	470	320	13.7451	2.8463	4.3634	2.5647	Noun	437	0.62607	4.1382	3	48.25	9	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_13692_principal_high3	3300	11300	
1919	1918	borderline	7309	81	75	73	70	1.5882	1.9138	0.89413	1.8808	Noun	81	1	3.2056	3	99.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_1919_borderline_low3	3250	11250	
18604	18603	urge	70510	339	307	333	304	6.6471	2.5315	3.66	2.4886	Noun	232	0.68235	3.8233	1	4.67	4	0	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_18604_urge_high1	3250	11250	
12873	12872	period	47325	1417	1022	1278	927	27.7843	3.1517	12.1841	3.0099	Noun	1417	1	4.4435	3	40.2	6	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_12873_period_high3	3450	11450	
3015	3014	character	10660	1946	1169	1911	1157	38.1569	3.2894	13.9366	3.0682	Noun	1943	1	4.5812	3	79.5	9	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_3015_character_high3	3450	11450	
11944	11943	nun	43944	355	175	331	163	6.9608	2.5514	2.0863	2.2455	Noun	354	1	3.8433	1	6	3	10	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_11944_nun_high1	3300	11300	
6696	6695	flood	24908	291	202	225	176	5.7059	2.4654	2.4082	2.3075	Noun	171	0.58763	3.7572	1	34.75	5	2	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_6696_flood_high1	3400	11400	
3670	3669	complexion	13043	98	84	97	83	1.9216	1.9956	1.0014	1.9294	Noun	98	1	3.2875	3	99.44	10	1	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_3670_complexion_low3	3350	11350	
5311	5310	draft	19781	371	300	351	287	7.2745	2.5705	3.5765	2.4786	Noun	303	0.81892	3.8624	1	33.75	5	3	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_5311_draft_high1	3400	11400	
802	801	assessment	3470	158	132	155	129	3.098	2.2014	1.5737	2.1239	Noun	158	1	3.4932	3	43.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_802_assessment_low3	3500	11500	
15072	15071	rum	55874	382	204	280	169	7.4902	2.5832	2.432	2.3118	Noun	369	0.9685	3.875	1	6	3	12	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_15072_rum_high1	3450	11450	
8849	8848	incident	32672	883	685	878	683	17.3137	2.9465	8.1664	2.8363	Noun	883	1	4.2383	3	62.43	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_8849_incident_high3	3200	11200	
15368	15367	scenery	56872	193	161	187	157	3.7843	2.2878	1.9194	2.2095	Noun	193	1	3.5796	3	88.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_15368_scenery_low3	3500	11500	
