numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
3700	3699	conception	13199	106	90	87	81	2.0784	2.0294	1.073	1.959	Noun	106	1	3.3212	3	147.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_3700_conception_low3	3350	11350	
11431	11430	mound	41872	77	47	77	47	1.5098	1.8921	0.56032	1.6812	Noun	77	1	3.1839	1	40	5	9	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_11431_mound_low1	3400	11400	
10269	10268	loot	37927	181	136	168	128	3.549	2.2601	1.6214	2.1367	Noun	143	0.79006	3.5519	1	35	4	16	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_10269_loot_low1	3500	11500	
18118	18117	trade	67160	1795	1126	1498	1047	35.1961	3.2543	13.4239	3.0519	Noun	1114	0.622	4.5461	1	42.5	5	2	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_18118_trade_high1	3300	11300	
3639	3638	communion	12904	106	66	61	45	2.0784	2.0294	0.78684	1.8261	Noun	106	1	3.3212	3	100.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_3639_communion_low3	3200	11200	
1395	1394	beef	5383	1005	643	895	598	19.7059	3.0026	7.6657	2.8089	Noun	994	0.99004	4.2944	1	25.67	4	6	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_1395_beef_high1	3450	11450	
4896	4895	diary	17996	458	235	398	213	8.9804	2.6618	2.8016	2.3729	Noun	437	0.94384	3.9536	3	34.75	5	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_4896_diary_high3	3450	11450	
19024	19023	wallpaper	71912	171	122	164	120	3.3529	2.2355	1.4545	2.0899	Noun	171	1	3.5274	3	38.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_19024_wallpaper_low3	3500	11500	
9038	9037	instrument	33647	413	313	410	311	8.098	2.617	3.7315	2.4969	Noun	413	1	3.9088	3	70.56	10	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_9038_instrument_high3	3300	11300	
8188	8187	hedge	29985	79	58	73	54	1.549	1.9031	0.69146	1.7709	Noun	66	0.83544	3.1949	1	23.5	5	3	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_8188_hedge_low1	3300	11300	
14935	14934	rod	55417	547	265	304	207	10.7255	2.7388	3.1593	2.4249	Noun	537	0.98172	4.0306	1	7	3	14	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_14935_rod_high1	3500	11500	
10234	10233	lollipop	37808	91	61	65	47	1.7843	1.9638	0.72723	1.7924	Noun	89	1	3.2556	3	35.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_10234_lollipop_low3	3200	11200	
17894	17893	tin	66443	441	269	270	220	8.6471	2.6454	3.207	2.4314	Noun	410	0.94253	3.9373	1	8	3	17	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_17894_tin_high1	3500	11500	
16429	16428	sorcerer	60862	87	39	75	36	1.7059	1.9445	0.46495	1.6021	Noun	79	0.90805	3.2363	3	99.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_16429_sorcerer_low3	3300	11300	
15114	15113	rye	56007	212	140	154	106	4.1569	2.3284	1.6691	2.1492	Noun	156	0.73585	3.6202	1	3.5	3	7	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_15114_rye_low1	3300	11300	
4044	4043	cove	14759	166	80	57	33	3.2549	2.2227	0.95374	1.9085	Noun	164	0.98795	3.5146	1	22.33	4	14	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_4044_cove_low1	3300	11300	
2493	2492	cage	8959	1034	564	810	481	20.2745	3.0149	6.7239	2.752	Noun	952	0.91981	4.3068	1	18	4	13	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_2493_cage_high1	3200	11200	
3793	3792	consulate	13763	249	78	187	62	4.8824	2.3979	0.9299	1.8976	Noun	237	0.95565	3.6898	3	85.38	9	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_3793_consulate_high3	3450	11450	
15832	15831	shin	58514	157	62	32	29	3.0784	2.1987	0.73915	1.7993	Noun	138	0.8961	3.4905	1	16.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_15832_shin_low1	3450	11450	
10600	10599	mare	39115	148	85	113	65	2.902	2.1732	1.0134	1.9345	Noun	110	0.7483	3.465	1	43.67	4	22	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_10600_mare_low1	3450	11450	
8152	8151	heap	29872	249	210	240	205	4.8824	2.3979	2.5036	2.3243	Noun	218	0.88259	3.6898	1	31.67	4	8	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_8152_heap_high1	3450	11450	
2575	2574	canary	9236	149	96	118	78	2.9216	2.1761	1.1445	1.9868	Noun	99	0.66443	3.4679	3	62.6	6	1	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_2575_canary_low3	3350	11350	
16514	16513	spear	61161	232	108	173	98	4.549	2.3674	1.2876	2.0374	Noun	161	0.69397	3.6592	1	33.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_16514_spear_high1	3500	11500	
12984	12983	photograph	47830	579	407	566	400	11.3529	2.7634	4.8522	2.6107	Noun	464	0.80277	4.0553	3	18.78	10	1	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_12984_photograph_high3	3300	11300	
5793	5792	enema	21547	72	52	65	50	1.4118	1.8633	0.61993	1.7243	Noun	72	1	3.1552	3	9.75	5	1	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_5793_enema_low3	3300	11300	
2674	2673	caravan	9532	74	45	68	42	1.451	1.8751	0.53648	1.6628	Noun	74	1	3.1669	3	64.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_2674_caravan_low3	3300	11300	
9972	9971	liberty	37109	849	539	502	392	16.6471	2.9294	6.4258	2.7324	Noun	832	0.97998	4.2213	3	38.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_9972_liberty_high3	3400	11400	
