numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
8461	8460	honeymoon	30935	826	485	772	468	16.1961	2.9175	5.7821	2.6866	Noun	806	0.97934	4.2093	3	48.88	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_8461_honeymoon_high3	3450	11450	
3473	3472	cod	12323	114	70	34	25	2.2353	2.0607	0.83453	1.8513	Noun	66	0.57895	3.3525	1	11	3	22	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_3473_cod_low1	3250	11250	
3152	3151	chimp	11109	153	57	150	57	3	2.1875	0.67954	1.7634	Noun	142	0.9281	3.4794	1	30	5	4	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_3152_chimp_low1	3300	11300	
13189	13188	plank	48479	104	63	84	58	2.0392	2.0212	0.75107	1.8062	Noun	95	0.91346	3.313	1	40.75	5	8	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_13189_plank_low1	3400	11400	
832	831	astronaut	3591	202	99	190	99	3.9608	2.3075	1.1803	2	Noun	182	0.91	3.5993	3	32.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_832_astronaut_low3	3250	11250	
17948	17947	toe	66628	647	386	627	376	12.6863	2.8116	4.6018	2.5877	Noun	648	0.99846	4.1034	1	8	3	17	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_17948_toe_high1	3250	11250	
4750	4749	deposit	17375	551	373	524	360	10.8039	2.7419	4.4468	2.5729	Noun	432	0.78403	4.0338	3	34.67	7	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_4750_deposit_high3	3350	11350	
3045	3044	chase	10746	1673	944	894	743	32.8039	3.2238	11.2542	2.9754	Noun	842	0.50389	4.5156	1	44.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_3045_chase_high1	3450	11450	
11336	11335	moose	41623	282	126	152	88	5.5294	2.4518	1.5021	2.1038	Noun	275	0.97518	3.7436	1	44.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_11336_moose_high1	3350	11350	
2046	2045	brat	7678	317	228	299	219	6.2157	2.5024	2.7182	2.3598	Noun	317	1	3.7943	1	20	4	8	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_2046_brat_high1	3200	11200	
17616	17615	telegram	65358	471	235	414	216	9.2353	2.6739	2.8016	2.3729	Noun	467	1	3.9658	3	27	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_17616_telegram_high3	3200	11200	
2693	2692	cardinal	9589	208	85	90	48	4.0784	2.3201	1.0134	1.9345	Noun	156	0.75	3.612	3	82.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_2693_cardinal_low3	3200	11200	
5117	5116	diversion	19156	158	133	151	130	3.098	2.2014	1.5856	2.1271	Noun	158	1	3.4932	3	105.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_5117_diversion_low3	3500	11500	
8686	8685	hymn	31726	83	62	63	49	1.6275	1.9243	0.73915	1.7993	Noun	82	1	3.2161	1	1.33	4	0	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_8686_hymn_low1	3350	11350	
1620	1619	bitterness	6301	72	68	71	67	1.4118	1.8633	0.81068	1.8388	Noun	72	1	3.1552	3	51.33	10	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_1620_bitterness_low3	3400	11400	
12689	12688	patriot	46702	133	95	91	66	2.6078	2.1271	1.1326	1.9823	Noun	129	0.96992	3.4189	3	60	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_12689_patriot_low3	3350	11350	
18033	18032	tornado	66909	130	76	106	66	2.549	2.1173	0.90606	1.8865	Noun	120	0.92308	3.4091	3	37.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_18033_tornado_low3	3500	11500	
13112	13111	pioneer	48258	106	73	67	55	2.0784	2.0294	0.87029	1.8692	Noun	101	0.97115	3.3212	3	79.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_13112_pioneer_low3	3500	11500	
592	591	appearance	2714	591	498	585	494	11.5882	2.7723	5.9371	2.6981	Noun	593	1	4.0642	3	46.33	10	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_592_appearance_high3	3200	11200	
17188	17187	summary	63688	85	69	79	65	1.6667	1.9345	0.8226	1.8451	Noun	85	1	3.2263	3	52.67	7	1	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_17188_summary_low3	3200	11200	
8652	8651	hurricane	31591	447	178	370	151	8.7647	2.6513	2.1221	2.2529	Noun	445	1	3.9431	3	48.38	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_8652_hurricane_high3	3500	11500	
9906	9905	lens	36918	238	177	229	172	4.6667	2.3784	2.1102	2.2504	Noun	238	1	3.6702	1	27	4	13	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_9906_lens_high1	3400	11400	
14822	14821	ridge	55066	361	193	191	137	7.0784	2.5587	2.3009	2.2878	Noun	348	0.96667	3.8505	1	26.5	5	1	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_14822_ridge_high1	3400	11400	
3031	3030	charity	10705	841	538	787	522	16.4902	2.9253	6.4139	2.7316	Noun	840	1	4.2171	3	77.5	7	1	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_3031_charity_high3	3250	11250	
