numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
1207	1206	bargaining	4846	106	79	94	74	2.0784	2.0294	0.94182	1.9031	Noun	65	0.61905	3.3212	3	140.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_1207_bargaining_low3	3250	11250	
7395	7394	gland	27419	77	54	76	53	1.5098	1.8921	0.64378	1.7404	Noun	77	1	3.1839	1	37.75	5	3	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_7395_gland_low1	3500	11500	
4365	4364	curve	15848	235	179	209	166	4.6078	2.3729	2.134	2.2553	Noun	224	0.95319	3.6647	1	25.25	5	2	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_4365_curve_high1	3200	11200	
16631	16630	spouse	61644	97	80	96	79	1.902	1.9912	0.95374	1.9085	Noun	97	1	3.2831	1	37	6	0	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_16631_spouse_low1	3400	11400	
851	850	atmosphere	3663	493	362	483	356	9.6667	2.6937	4.3157	2.5599	Noun	493	1	3.9856	3	20.56	10	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_851_atmosphere_high3	3350	11350	
6609	6608	flair	24596	116	88	110	86	2.2745	2.0682	1.0491	1.9494	Noun	115	1	3.36	1	35.25	5	1	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_6609_flair_low1	3400	11400	
12209	12208	origin	44867	227	169	205	154	4.451	2.3579	2.0148	2.2304	Noun	227	1	3.6498	3	35.4	6	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_12209_origin_low3	3300	11300	
12897	12896	personnel	47498	835	534	773	501	16.3725	2.9222	6.3662	2.7284	Noun	833	0.9976	4.214	3	42.5	9	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_12897_personnel_high3	3200	11200	
3339	3338	clientele	11925	80	71	77	70	1.5686	1.9085	0.84645	1.8573	Noun	80	1	3.2003	3	50.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_3339_clientele_low3	3300	11300	
17320	17319	sweat	64277	1115	863	1056	831	21.8627	3.0477	10.2885	2.9365	Noun	625	0.56155	4.3395	1	25.25	5	3	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_17320_sweat_high1	3400	11400	
