numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
8455	8454	honesty	30924	368	298	317	267	7.2157	2.567	3.5527	2.4757	Noun	365	0.99455	3.8589	3	44	7	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_8455_honesty_high3	3450	11450	
13724	13723	probation	50315	299	180	284	172	5.8627	2.4771	2.1459	2.2577	Noun	299	1	3.769	3	122.38	9	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_13724_probation_high3	3350	11350	
10322	10321	lug	38166	132	104	118	99	2.5882	2.1239	1.2399	2.0212	Noun	84	0.63636	3.4157	1	5.5	3	12	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_10322_lug_low1	3350	11350	
13754	13753	profession	50429	461	380	452	374	9.0392	2.6646	4.5303	2.5809	Noun	461	1	3.9565	3	107.33	10	1	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_13754_profession_high3	3450	11450	
1743	1742	blueberry	6761	131	88	91	65	2.5686	2.1206	1.0491	1.9494	Noun	125	0.9542	3.4124	3	33.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_1743_blueberry_low3	3200	11200	
4144	4143	creed	15096	129	51	51	37	2.5294	2.1139	0.60801	1.716	Noun	124	0.96124	3.4058	1	80.75	5	7	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_4144_creed_low1	3300	11300	
8810	8809	importance	32437	390	334	390	334	7.6471	2.5922	3.9819	2.525	Noun	391	1	3.884	3	49.56	10	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_8810_importance_high3	3200	11200	
15082	15081	rump	55907	72	64	68	62	1.4118	1.8633	0.76299	1.8129	Noun	72	1	3.1552	1	16.33	4	8	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_15082_rump_low1	3500	11500	
5364	5363	drift	19952	327	255	284	236	6.4118	2.5159	3.0401	2.4082	Noun	174	0.53211	3.8077	1	31.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_5364_drift_high1	3200	11200	
4257	4256	crumb	15475	92	63	64	60	1.8039	1.9685	0.75107	1.8062	Noun	92	1	3.2603	1	25	5	0	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_4257_crumb_low1	3300	11300	
6660	6659	flaw	24743	155	130	154	129	3.0392	2.1931	1.5498	2.1173	Noun	155	1	3.485	1	16	4	9	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_6660_flaw_low1	3350	11350	
16681	16680	squid	61853	141	75	112	65	2.7647	2.1523	0.89413	1.8808	Noun	141	0.99296	3.4441	1	9.25	5	1	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_16681_squid_low1	3350	11350	
17664	17663	tenderness	65521	129	96	116	87	2.5294	2.1139	1.1445	1.9868	Noun	129	1	3.4058	3	57.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_17664_tenderness_low3	3350	11350	
18859	18858	vinegar	71375	86	70	77	66	1.6863	1.9395	0.83453	1.8513	Noun	83	1	3.2314	3	28.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_18859_vinegar_low3	3250	11250	
11643	11642	nausea	42681	110	89	93	78	2.1569	2.0453	1.061	1.9542	Noun	110	1	3.3372	3	36.8	6	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_11643_nausea_low3	3250	11250	
