numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
5796	5795	enemy	21550	2474	1229	2328	1193	48.5098	3.3936	14.6519	3.0899	Noun	2472	0.99919	4.6854	3	12	5	1	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_5796_enemy_high3	3350	11350	
11998	11997	observer	44158	188	81	152	73	3.6863	2.2765	0.96567	1.9138	Noun	187	1	3.5683	3	69.14	8	2	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_11998_observer_low3	3500	11500	
14311	14310	rave	52397	129	89	109	80	2.5294	2.1139	1.061	1.9542	Noun	91	0.70543	3.4058	1	20	4	14	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_14311_rave_low1	3500	11500	
11280	11279	monk	41444	376	150	239	124	7.3725	2.5763	1.7883	2.179	Noun	243	0.64628	3.8682	1	24.33	4	3	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_11280_monk_high1	3500	11500	
7932	7931	hall	29177	2649	1573	1798	1248	51.9412	3.4232	18.753	3.197	Noun	2576	0.97318	4.7151	1	37.67	4	17	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_7932_hall_high1	3200	11200	
16364	16363	sodium	60594	126	80	87	59	2.4706	2.1038	0.95374	1.9085	Noun	126	1	3.3956	3	25.8	6	1	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_16364_sodium_low3	3450	11450	
157	156	agony	1226	191	171	176	159	3.7451	2.2833	2.0386	2.2355	Noun	191	1	3.5751	3	19	5	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_157_agony_low3	3500	11500	
3089	3088	chef	10901	606	322	467	282	11.8824	2.7832	3.8388	2.5092	Noun	603	0.99669	4.075	1	9.33	4	1	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_3089_chef_high1	3250	11250	
12994	12993	physician	47886	313	235	293	222	6.1373	2.4969	2.8016	2.3729	Noun	313	1	3.7888	3	26.88	9	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_12994_physician_high3	3400	11400	
2841	2840	catering	10055	138	86	113	76	2.7059	2.143	1.0253	1.9395	Noun	86	0.62319	3.4348	3	305.86	8	2	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_2841_catering_low3	3300	11300	
7416	7415	glitch	27507	103	77	102	76	2.0196	2.017	0.91798	1.8921	Noun	98	0.95146	3.3089	1	31.2	6	0	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_7416_glitch_low1	3500	11500	
17272	17271	surgery	64048	1651	768	1514	749	32.3725	3.218	9.1559	2.8859	Noun	1648	1	4.5098	3	104.5	7	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_17272_surgery_high3	3450	11450	
17587	17586	tech	65262	326	215	192	149	6.3922	2.5145	2.5632	2.3345	Noun	325	1	3.8064	1	12.33	4	1	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_17587_tech_high1	3200	11200	
2059	2058	breach	7721	317	220	305	214	6.2157	2.5024	2.6228	2.3444	Noun	274	0.86435	3.7943	1	48.8	6	5	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_2059_breach_high1	3300	11300	
11985	11984	objection	44086	1108	361	263	193	21.7255	3.0449	4.3038	2.5587	Noun	1098	1	4.3368	3	96.75	9	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_11985_objection_high3	3350	11350	
15224	15223	samurai	56351	160	70	103	51	3.1373	2.2068	0.83453	1.8513	Noun	159	1	3.4987	3	24.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_15224_samurai_low3	3200	11200	
4218	4217	crop	15332	248	178	232	173	4.8627	2.3962	2.1221	2.2529	Noun	233	0.94332	3.688	1	13	4	5	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_4218_crop_high1	3200	11200	
3146	3145	chill	11088	828	540	559	412	16.2353	2.9186	6.4378	2.7332	Noun	428	0.51816	4.2104	1	40	5	1	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_3146_chill_high1	3450	11450	
9851	9850	ledge	36763	179	109	175	108	3.5098	2.2553	1.2995	2.0414	Noun	179	1	3.5471	1	24	5	4	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_9851_ledge_low1	3250	11250	
13908	13907	publishing	51087	194	134	161	115	3.8039	2.29	1.5975	2.1303	Noun	134	0.69072	3.5819	3	130	10	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_13908_publishing_low3	3300	11300	
19229	19228	whim	72682	119	96	117	96	2.3333	2.0792	1.1445	1.9868	Noun	119	1	3.371	1	11	4	5	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_19229_whim_low1	3500	11500	
13279	13278	ploy	48718	78	68	76	66	1.5294	1.8976	0.81068	1.8388	Noun	78	1	3.1895	1	12	4	4	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_13279_ploy_low1	3350	11350	
9043	9042	insurance	33681	1955	1025	1852	994	38.3333	3.2914	12.2198	3.0111	Noun	1953	0.99898	4.5832	3	69.13	9	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_9043_insurance_high3	3400	11400	
16219	16218	slop	59932	94	72	85	68	1.8431	1.9777	0.85837	1.8633	Noun	64	0.68085	3.2696	1	18.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_16219_slop_low1	3200	11200	
16521	16520	specialty	61195	272	240	261	231	5.3333	2.4362	2.8612	2.382	Noun	272	1	3.728	3	36.38	9	1	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_16521_specialty_high3	3200	11200	
13332	13331	poisoning	48885	302	226	298	224	5.9216	2.4814	2.6943	2.356	Noun	213	0.7053	3.7733	3	204.25	9	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_13332_poisoning_high3	3400	11400	
9778	9777	lavender	36552	104	64	65	44	2.0392	2.0212	0.76299	1.8129	Noun	94	0.90385	3.313	3	75.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_9778_lavender_low3	3500	11500	
15387	15386	schmuck	56947	234	168	194	145	4.5882	2.3711	2.0029	2.2279	Noun	150	0.64103	3.6629	1	18	7	0	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_15387_schmuck_high1	3450	11450	
10060	10059	limp	37337	187	152	183	149	3.6667	2.2742	1.8121	2.1847	Noun	109	0.57979	3.566	1	18	4	6	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_10060_limp_low1	3350	11350	
14579	14578	rendezvous	53899	312	223	291	209	6.1176	2.4955	2.6586	2.3502	Noun	240	0.76923	3.7874	3	56.11	10	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_14579_rendezvous_high3	3250	11250	
5192	5191	dome	19417	100	74	82	61	1.9608	2.0043	0.88221	1.8751	Noun	97	0.9798	3.2962	1	18.67	4	12	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_5192_dome_low1	3250	11250	
17390	17389	syndicate	64577	102	66	83	62	2	2.0128	0.78684	1.8261	Noun	102	1	3.3047	3	49.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_17390_syndicate_low3	3200	11200	
3243	3242	cinema	11533	198	135	163	111	3.8824	2.2989	1.6094	2.1335	Noun	197	0.99495	3.5907	3	26	6	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_3243_cinema_low3	3450	11450	
14291	14290	raspberry	52304	96	71	75	57	1.8824	1.9868	0.84645	1.8573	Noun	93	0.97895	3.2786	3	35.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_14291_raspberry_low3	3200	11200	
19226	19225	whiff	72666	127	112	123	109	2.4902	2.1072	1.3352	2.0531	Noun	117	0.936	3.399	1	21.25	5	0	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_19226_whiff_low1	3450	11450	
12718	12717	paw	46781	159	112	150	107	3.1176	2.2041	1.3352	2.0531	Noun	118	0.74214	3.496	1	8.5	3	16	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_12718_paw_low1	3250	11250	
557	556	apartment	2610	4235	1774	4152	1755	83.0392	3.627	21.1493	3.2492	Noun	4230	1	4.9188	3	52.63	9	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_557_apartment_high3	3350	11350	
10168	10167	loan	37629	1013	580	937	555	19.8627	3.006	6.9146	2.7642	Noun	868	0.85856	4.2979	1	25.33	4	8	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_10168_loan_high1	3350	11350	
6383	6382	fence	23922	819	552	803	544	16.0588	2.9138	6.5808	2.7427	Noun	765	0.93635	4.2056	1	28.75	5	2	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_6383_fence_high1	3250	11250	
7642	7641	gravity	28271	351	265	298	238	6.8824	2.5465	3.1593	2.4249	Noun	351	1	3.8384	3	62.5	7	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_7642_gravity_high3	3350	11350	
