numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
5940	5939	espresso	22268	105	78	97	75	2.0588	2.0253	0.9299	1.8976	Noun	100	1	3.3171	3	12.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_5940_espresso_low3	3500	11500	
9116	9115	invention	34151	310	195	309	195	6.0784	2.4928	2.3247	2.2923	Noun	310	1	3.7846	3	129.63	9	1	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_9116_invention_high3	3350	11350	
6763	6762	foe	25136	94	76	91	75	1.8431	1.9777	0.90606	1.8865	Noun	92	1	3.2696	1	5.5	3	11	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_6763_foe_low1	3250	11250	
4597	4596	deception	16584	160	135	144	127	3.1373	2.2068	1.6094	2.1335	Noun	160	1	3.4987	3	114.88	9	1	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_4597_deception_low3	3400	11400	
8229	8228	hemisphere	30141	76	62	45	39	1.4902	1.8865	0.73915	1.7993	Noun	76	1	3.1783	3	27.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_8229_hemisphere_low3	3400	11400	
3002	3001	chant	10610	116	82	108	77	2.2745	2.0682	0.97759	1.9191	Noun	62	0.52991	3.36	1	42	5	1	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_3002_chant_low1	3350	11350	
6113	6112	explorer	23003	97	63	58	45	1.902	1.9912	0.75107	1.8062	Noun	97	1	3.2831	3	83.43	8	2	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_6113_explorer_low3	3350	11350	
6758	6757	foam	25117	179	140	165	132	3.5098	2.2553	1.6691	2.1492	Noun	163	0.91061	3.5471	1	21	4	4	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_6758_foam_low1	3200	11200	
1650	1649	blast	6453	825	598	661	513	16.1765	2.917	7.1292	2.7774	Noun	455	0.55218	4.2088	1	43.5	5	3	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_1650_blast_high1	3350	11350	
10369	10368	luxury	38324	307	272	298	267	6.0196	2.4886	3.2427	2.4362	Noun	203	0.6634	3.7804	3	20	6	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_10369_luxury_high3	3250	11250	
11865	11864	noon	43656	924	703	848	673	18.1176	2.9661	8.381	2.8476	Noun	922	1	4.258	1	25.67	4	7	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_11865_noon_high1	3200	11200	
6180	6179	face	23275	14747	5610	14152	5529	289.1569	4.1687	66.8813	3.749	Noun	11894	0.80719	5.4606	1	19	4	11	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_6180_face_high1	3450	11450	
