numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
810	809	assistant	3503	1643	977	1414	861	32.2157	3.2159	11.6476	2.9903	Noun	1095	0.6685	4.5077	3	57.13	9	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_810_assistant_high3	3500	11500	
10103	10102	lip	37436	548	434	517	418	10.7451	2.7396	5.1741	2.6385	Noun	538	0.98716	4.0314	1	7.5	3	15	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_10103_lip_high1	3450	11450	
17834	17833	thumb	66200	603	404	559	388	11.8235	2.781	4.8164	2.6075	Noun	591	0.9801	4.0729	1	14.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_17834_thumb_high1	3300	11300	
15182	15181	salary	56214	548	406	535	400	10.7451	2.7396	4.8402	2.6096	Noun	548	1	4.0314	3	50.8	6	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_15182_salary_high3	3350	11350	
13435	13434	popsicle	49199	82	58	33	26	1.6078	1.9191	0.69146	1.7709	Noun	73	0.89024	3.2109	3	35.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_13435_popsicle_low3	3300	11300	
18609	18608	urn	70533	99	46	88	43	1.9412	2	0.5484	1.6721	Noun	88	0.88889	3.2918	1	1	3	0	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_18609_urn_low1	3350	11350	
13350	13349	policy	48933	1378	847	1351	836	27.0196	3.1396	10.0978	2.9284	Noun	1380	1	4.4314	3	40.2	6	2	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_13350_policy_high3	3450	11450	
2105	2104	brick	7853	519	255	365	232	10.1765	2.716	3.0401	2.4082	Noun	494	0.95183	4.0078	1	43.5	5	5	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_2105_brick_high1	3450	11450	
19487	19486	wrist	73695	527	370	515	363	10.3333	2.7226	4.4111	2.5694	Noun	526	1	4.0145	1	35.75	5	4	1	high	high1	1	10	1	2	11	12	13	14	5	list5	list5_19487_wrist_high1	3300	11300	
11159	11158	mist	41060	181	121	144	100	3.549	2.2601	1.4425	2.0864	Noun	173	0.9558	3.5519	1	25.33	4	8	1	low	low1	3	30	1	2	31	32	33	34	5	list5	list5_11159_mist_low1	3450	11450	
6495	6494	filmmaker	24263	104	62	100	59	2.0392	2.0212	0.73915	1.7993	Noun	101	0.97115	3.313	3	29	9	0	1	low	low3	4	40	1	2	41	42	43	44	5	list5	list5_6495_filmmaker_low3	3200	11200	
357	356	ambition	1846	273	233	257	221	5.3529	2.4378	2.7778	2.3692	Noun	273	1	3.7296	3	82.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_357_ambition_high3	3500	11500	
4128	4127	creation	15062	310	247	282	234	6.0784	2.4928	2.9447	2.3945	Noun	310	1	3.7846	3	118.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	5	list5	list5_4128_creation_high3	3350	11350	
