numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	
3629	3628	committee	12861	1123	528	796	418	22.0196	3.0508	6.2947	2.7235	Noun	1120	1	4.3426	3	91.38	9	1	1	high	
14476	14475	reflection	53286	256	225	254	224	5.0196	2.4099	2.6824	2.3541	Noun	257	1	3.7018	3	138.33	10	1	1	high	
11278	11277	monitor	41439	669	472	623	450	13.1176	2.8261	5.6271	2.6749	Noun	375	0.56054	4.1179	3	41.83	7	0	1	high	
16974	16973	strategy	62847	482	371	461	364	9.451	2.6839	4.423	2.5705	Noun	482	1	3.9758	3	57	8	0	1	high	
7642	7641	gravity	28271	351	265	298	238	6.8824	2.5465	3.1593	2.4249	Noun	351	1	3.8384	3	62.5	7	0	1	high	
3562	3561	colony	12631	302	128	259	115	5.9216	2.4814	1.526	2.1106	Noun	302	1	3.7733	3	47.4	6	0	1	high	
3627	3626	commitment	12855	550	438	533	429	10.7843	2.7412	5.2217	2.6425	Noun	550	1	4.033	3	76.56	10	0	1	high	
17737	17736	theatre	65812	582	236	488	188	11.4118	2.7657	2.8135	2.3747	Noun	578	0.99827	4.0575	3	48.33	7	0	1	high	
4818	4817	detective	17694	3117	988	1405	675	61.1176	3.4939	11.7787	2.9952	Noun	3092	0.99325	4.7857	3	102.75	9	1	1	high	
5954	5953	estimate	22303	243	201	233	192	4.7647	2.3874	2.3963	2.3054	Noun	150	0.62241	3.6792	3	44.57	8	0	1	high	
887	886	attorney	3775	2060	930	1592	820	40.3922	3.3141	11.0873	2.9689	Noun	2046	0.99708	4.6059	3	36.86	8	0	1	high	
5153	5152	document	19289	515	319	496	305	10.098	2.7126	3.8031	2.5051	Noun	439	0.85243	4.0045	3	45	8	0	1	high	
3015	3014	character	10660	1946	1169	1911	1157	38.1569	3.2894	13.9366	3.0682	Noun	1943	1	4.5812	3	79.5	9	0	1	high	
4377	4376	customer	15883	775	578	727	550	15.1961	2.8899	6.8908	2.7627	Noun	770	0.99741	4.1817	3	60	8	0	1	high	
5749	5748	employer	21322	274	206	272	204	5.3725	2.4393	2.4559	2.316	Noun	270	0.99631	3.7312	3	47.57	8	2	1	high	
18629	18628	vacation	70644	1673	979	1615	969	32.8039	3.2238	11.6714	2.9912	Noun	1672	0.99821	4.5156	3	88.29	8	1	1	high	
15414	15413	scientist	57024	621	397	601	390	12.1765	2.7938	4.733	2.5999	Noun	617	0.99516	4.0856	3	85.63	9	0	1	high	
5608	5607	editor	20693	633	330	592	311	12.4118	2.8021	3.9342	2.5198	Noun	626	0.99365	4.0939	3	23.4	6	0	1	high	
8820	8819	impression	32487	946	787	946	787	18.549	2.9763	9.3825	2.8965	Noun	947	1	4.2682	3	98.78	10	0	1	high	
12049	12048	officer	44362	5265	2026	3313	1580	103.2353	3.7215	24.1536	3.3069	Noun	5229	0.99543	5.0133	3	73.33	7	1	1	high	
17053	17052	studio	63106	1190	566	1071	517	23.3333	3.0759	6.7477	2.7536	Noun	1187	0.99832	4.3677	3	30.8	6	0	1	high	
10288	10287	lottery	37987	344	166	300	160	6.7451	2.5378	1.979	2.2227	Noun	344	1	3.8297	3	108	7	1	1	high	
10473	10472	majesty	38661	1863	310	236	87	36.5294	3.2704	3.6958	2.4928	Noun	1861	1	4.5623	3	33.5	7	0	1	high	
9216	9215	janitor	34625	292	179	274	173	5.7255	2.4669	2.134	2.2553	Noun	289	0.98973	3.7587	3	39	7	0	1	high	
9116	9115	invention	34151	310	195	309	195	6.0784	2.4928	2.3247	2.2923	Noun	310	1	3.7846	3	129.63	9	1	1	high	
7533	7532	gorilla	27918	283	156	259	148	5.549	2.4533	1.8598	2.1959	Noun	281	1	3.7452	3	41.33	7	0	1	high	
139	138	agenda	1157	373	272	360	267	7.3137	2.5729	3.2427	2.4362	Noun	372	0.99732	3.8647	3	14.2	6	0	1	high	
14383	14382	reception	52766	568	420	539	404	11.1373	2.7551	5.0072	2.6243	Noun	568	1	4.0469	3	126.13	9	1	1	high	
885	884	attitude	3770	1330	1016	1291	994	26.0784	3.1242	12.1125	3.0073	Noun	1327	0.99925	4.416	3	34.71	8	2	1	high	
15603	15602	selection	57692	232	201	225	196	4.549	2.3674	2.3963	2.3054	Noun	232	1	3.6592	3	112.25	9	0	1	high	
18556	18555	universe	69592	1289	703	1184	682	25.2745	3.1106	8.381	2.8476	Noun	1269	0.98448	4.4024	3	48.43	8	0	1	high	
7475	7474	godfather	27720	278	122	126	65	5.451	2.4456	1.4545	2.0899	Noun	277	0.9964	3.7374	3	39.88	9	0	1	high	
5606	5605	edition	20691	249	194	229	177	4.8824	2.3979	2.3128	2.29	Noun	248	1	3.6898	3	62.17	7	0	1	high	
17272	17271	surgery	64048	1651	768	1514	749	32.3725	3.218	9.1559	2.8859	Noun	1648	1	4.5098	3	104.5	7	0	1	high	
13606	13605	pregnancy	49836	334	220	322	213	6.549	2.525	2.6228	2.3444	Noun	334	1	3.8169	3	51.38	9	0	1	high	
13754	13753	profession	50429	461	380	452	374	9.0392	2.6646	4.5303	2.5809	Noun	461	1	3.9565	3	107.33	10	1	1	high	
837	836	asylum	3610	234	163	222	159	4.5882	2.3711	1.9433	2.2148	Noun	233	0.99573	3.6629	3	9.2	6	0	1	high	
13712	13711	privacy	50272	774	618	749	604	15.1765	2.8893	7.3677	2.7917	Noun	773	1	4.1811	3	44.67	7	1	1	high	
4936	4935	dignity	18174	551	418	524	412	10.8039	2.7419	4.9833	2.6222	Noun	549	1	4.0338	3	56.17	7	1	1	high	
5739	5738	emperor	21291	690	184	366	117	13.5294	2.8395	2.1936	2.2672	Noun	689	0.99855	4.1313	3	34.67	7	0	1	high	
9027	9026	inspector	33567	1124	290	465	190	22.0392	3.0512	3.4573	2.4639	Noun	1133	1	4.343	3	55.5	9	0	1	high	
17377	17376	sympathy	64529	426	356	400	344	8.3529	2.6304	4.2442	2.5527	Noun	424	1	3.9223	3	25.86	8	0	1	high	
12533	12532	paradise	46227	676	420	460	339	13.2549	2.8306	5.0072	2.6243	Noun	653	0.98939	4.1224	3	80.14	8	0	1	high	
9150	9149	irony	34316	233	200	219	192	4.5686	2.3692	2.3844	2.3032	Noun	233	1	3.661	3	34.25	5	1	1	high	
17603	17602	teenager	65314	351	288	341	280	6.8824	2.5465	3.4335	2.4609	Noun	353	1	3.8384	3	55.71	8	0	1	high	
899	898	audio	3823	284	188	255	167	5.5686	2.4548	2.2413	2.2765	Noun	145	0.51418	3.7467	3	8.25	5	1	1	high	
618	617	approval	2836	428	333	423	330	8.3922	2.6325	3.97	2.5237	Noun	429	1	3.9243	3	35.86	8	0	1	high	
9977	9976	library	37121	1170	687	1061	647	22.9412	3.0686	8.1903	2.8376	Noun	1169	1	4.3604	3	42	7	0	1	high	
13692	13691	principal	50225	701	366	470	320	13.7451	2.8463	4.3634	2.5647	Noun	437	0.62607	4.1382	3	48.25	9	0	1	high	
357	356	ambition	1846	273	233	257	221	5.3529	2.4378	2.7778	2.3692	Noun	273	1	3.7296	3	82.29	8	0	1	high	
12336	12335	override	45566	263	114	244	108	5.1569	2.4216	1.3591	2.0607	Noun	174	0.64925	3.7134	3	60.29	8	1	1	high	
2643	2642	capital	9421	648	491	574	443	12.7059	2.8122	5.8536	2.692	Noun	637	0.98151	4.1041	3	51	7	0	1	high	
18531	18530	underwear	69152	1105	754	1063	734	21.6667	3.0438	8.989	2.8779	Noun	1102	0.99909	4.3356	3	53.38	9	0	1	high	
10800	10799	medicine	39769	1744	1000	1552	941	34.1961	3.2418	11.9218	3.0004	Noun	1731	1	4.5336	3	158.43	8	0	1	high	
3718	3717	concussion	13269	229	182	206	170	4.4902	2.3617	2.1698	2.2625	Noun	229	1	3.6536	3	118.33	10	1	1	high	
2479	2478	cadillac	8931	292	170	11	6	5.7255	2.4669	2.0267	2.233	Noun	146	0.50345	3.7587	3	35.29	8	0	1	high	
3613	3612	commander	12780	1887	484	582	307	37	3.276	5.7701	2.6857	Noun	1863	0.98833	4.5678	3	83.63	9	1	1	high	
10239	10238	loneliness	37824	255	207	225	184	5	2.4082	2.4678	2.3181	Noun	255	1	3.7001	3	66	10	1	1	high	
7301	7300	gentleman	27027	2135	1254	2030	1212	41.8627	3.3296	14.9499	3.0986	Noun	2126	1	4.6214	3	28.38	9	1	1	high	
13484	13483	possession	49359	680	522	630	493	13.3333	2.8331	6.2232	2.7185	Noun	593	0.87592	4.125	3	88.67	10	0	1	high	
12994	12993	physician	47886	313	235	293	222	6.1373	2.4969	2.8016	2.3729	Noun	313	1	3.7888	3	26.88	9	0	1	high	
5803	5802	engagement	21592	666	431	649	423	13.0588	2.8241	5.1383	2.6355	Noun	666	1	4.116	3	43.22	10	0	1	high	
7210	7209	gasoline	26764	333	218	312	202	6.5294	2.5237	2.599	2.3404	Noun	333	1	3.8156	3	178.86	8	0	1	high	
6037	6036	exception	22644	409	375	396	367	8.0196	2.6128	4.4707	2.5752	Noun	410	1	3.9046	3	101.5	9	0	1	high	
851	850	atmosphere	3663	493	362	483	356	9.6667	2.6937	4.3157	2.5599	Noun	493	1	3.9856	3	20.56	10	0	1	high	
9113	9112	invasion	34142	434	237	390	209	8.5098	2.6385	2.8255	2.3766	Noun	433	1	3.9303	3	66.14	8	0	1	high	
15203	15202	salvation	56304	256	217	187	164	5.0196	2.4099	2.587	2.3385	Noun	255	1	3.7018	3	106.88	9	0	1	high	
14407	14406	recorder	52953	252	178	232	169	4.9412	2.4031	2.1221	2.2529	Noun	252	1	3.695	3	99	8	1	1	high	
5009	5008	disaster	18462	881	684	848	664	17.2745	2.9455	8.1545	2.8357	Noun	876	0.99772	4.2373	3	100.14	8	0	1	high	
12137	12136	opponent	44665	240	182	239	182	4.7059	2.382	2.1698	2.2625	Noun	239	1	3.6739	3	55.86	8	0	1	high	
14511	14510	register	53440	561	423	543	409	11	2.7497	5.0429	2.6274	Noun	359	0.64107	4.0416	3	117.29	8	0	1	high	
8810	8809	importance	32437	390	334	390	334	7.6471	2.5922	3.9819	2.525	Noun	391	1	3.884	3	49.56	10	0	1	high	
8049	8048	harmony	29544	419	202	194	159	8.2157	2.6232	2.4082	2.3075	Noun	414	0.98807	3.9151	3	65.5	7	0	1	high	
16852	16851	stereo	62380	304	216	260	191	5.9608	2.4843	2.5751	2.3365	Noun	301	1	3.7761	3	49	6	0	1	high	
17115	17114	substitute	63429	238	197	233	192	4.6667	2.3784	2.3486	2.2967	Noun	130	0.54622	3.6702	3	46.89	10	0	1	high	
6027	6026	example	22610	1527	1184	1508	1168	29.9412	3.1841	14.1154	3.0737	Noun	907	0.59281	4.476	3	39.17	7	0	1	high	
12344	12343	overtime	45657	318	261	306	251	6.2353	2.5038	3.1116	2.4183	Noun	178	0.55975	3.7956	3	75.43	8	0	1	high	
4046	4045	covenant	14761	341	53	15	14	6.6863	2.534	0.63186	1.7324	Noun	336	0.98534	3.8259	3	82.29	8	0	1	high	
12862	12861	perfection	47266	275	218	239	198	5.3922	2.4409	2.599	2.3404	Noun	274	0.99636	3.7327	3	128.22	10	0	1	high	
4807	4806	destiny	17652	1175	588	987	553	23.0392	3.0704	7.01	2.7701	Noun	1172	0.9983	4.3622	3	212.83	7	0	1	high	
13838	13837	protection	50783	1197	854	1073	798	23.4706	3.0785	10.1812	2.932	Noun	1196	0.99916	4.3703	3	145.78	10	1	1	high	
8972	8971	injury	33373	520	399	514	396	10.1961	2.7168	4.7568	2.6021	Noun	519	1	4.0087	3	30	6	1	1	high	
12805	12804	penalty	47060	464	307	449	301	9.098	2.6675	3.66	2.4886	Noun	464	1	3.9593	3	47	7	0	1	high	
4739	4738	departure	17314	275	219	259	210	5.3922	2.4409	2.6109	2.3424	Noun	274	0.99636	3.7327	3	50.63	9	0	1	high	
470	469	animal	2264	2320	1372	2086	1281	45.4902	3.3657	16.3567	3.1377	Noun	2312	0.99741	4.6575	3	31.8	6	0	1	high	
14671	14670	residence	54359	421	342	403	332	8.2549	2.6253	4.0773	2.5353	Noun	421	1	3.9171	3	79.38	9	0	1	high	
9037	9036	instructor	33644	240	165	235	163	4.7059	2.382	1.9671	2.2201	Noun	240	1	3.6739	3	49.11	10	0	1	high	
14743	14742	reunion	54747	450	270	433	263	8.8235	2.6542	3.2189	2.433	Noun	449	0.99778	3.946	3	76.83	7	0	1	high	
3793	3792	consulate	13763	249	78	187	62	4.8824	2.3979	0.9299	1.8976	Noun	237	0.95565	3.6898	3	85.38	9	0	1	high	
933	932	autograph	3966	416	273	406	271	8.1569	2.6201	3.2546	2.4378	Noun	371	0.89183	3.912	3	24.38	9	0	1	high	
18715	18714	vegetable	70931	291	238	273	228	5.7059	2.4654	2.8374	2.3784	Noun	291	1	3.7572	3	45.13	9	0	1	high	
14058	14057	quality	51594	947	736	891	709	18.5686	2.9768	8.7744	2.8675	Noun	947	1	4.2686	3	59.17	7	1	1	high	
17161	17160	suggestion	63607	622	519	617	517	12.1961	2.7945	6.1874	2.716	Noun	622	1	4.0863	3	119.89	10	0	1	high	
10783	10782	mechanic	39703	258	185	250	181	5.0588	2.4133	2.2055	2.2695	Noun	257	0.99612	3.7051	3	41.57	8	0	1	high	
1090	1089	balcony	4515	373	267	369	264	7.3137	2.5729	3.1831	2.4281	Noun	374	1	3.8647	3	45.33	7	0	1	high	
889	888	attraction	3781	348	263	307	251	6.8235	2.5428	3.1354	2.4216	Noun	348	1	3.8347	3	117.89	10	0	1	high	
7554	7553	governor	27987	1369	401	744	295	26.8431	3.1367	4.7806	2.6042	Noun	1342	0.97956	4.4286	3	42	8	0	1	high	
4996	4995	direction	18361	1228	979	1208	967	24.0784	3.0896	11.6714	2.9912	Noun	1230	1	4.3814	3	121.25	9	0	1	high	
9972	9971	liberty	37109	849	539	502	392	16.6471	2.9294	6.4258	2.7324	Noun	832	0.97998	4.2213	3	38.33	7	0	1	high	
10423	10422	magician	38525	390	191	372	187	7.6471	2.5922	2.2771	2.2833	Noun	382	0.99479	3.884	3	42.57	8	0	1	high	
18721	18720	vehicle	70946	1153	668	1099	648	22.6078	3.0622	7.9638	2.8254	Noun	1148	1	4.354	3	33.83	7	0	1	high	
3469	3468	coconut	12316	234	140	170	116	4.5882	2.3711	1.6691	2.1492	Noun	234	1	3.6629	3	46.67	7	0	1	high	
4764	4763	deputy	17443	798	373	432	241	15.6471	2.9025	4.4468	2.5729	Noun	792	0.99373	4.1944	3	38	6	0	1	high	
14674	14673	resident	54363	374	242	285	207	7.3333	2.574	2.8851	2.3856	Noun	252	0.6738	3.8659	3	84	8	0	1	high	
2788	2787	casino	9898	1039	325	889	281	20.3725	3.017	3.8746	2.5132	Noun	954	0.91819	4.3089	3	88.2	6	1	1	high	
9059	9058	intention	33754	559	456	558	456	10.9608	2.7482	5.4363	2.6599	Noun	558	1	4.04	3	137.25	9	1	1	high	
9122	9121	investment	34188	497	373	485	362	9.7451	2.6972	4.4468	2.5729	Noun	497	1	3.9891	3	65	10	0	1	high	
5751	5750	employment	21325	272	234	252	219	5.3333	2.4362	2.7897	2.3711	Noun	271	1	3.728	3	45	10	0	1	high	
16524	16523	specimen	61209	242	175	234	171	4.7451	2.3856	2.0863	2.2455	Noun	238	1	3.6774	3	38.86	8	0	1	high	
3031	3030	charity	10705	841	538	787	522	16.4902	2.9253	6.4139	2.7316	Noun	840	1	4.2171	3	77.5	7	1	1	high	
4949	4948	dimension	18224	236	133	226	133	4.6275	2.3747	1.5856	2.1271	Noun	234	1	3.6666	3	89.13	9	0	1	high	
303	302	allowance	1659	265	191	256	189	5.1961	2.4249	2.2771	2.2833	Noun	265	0.99624	3.7167	3	39.75	9	0	1	high	
266	265	alibi	1538	426	249	417	241	8.3529	2.6304	2.9685	2.3979	Noun	428	1	3.9223	3	17	5	0	1	high	
3713	3712	conclusion	13241	465	404	455	397	9.1176	2.6684	4.8164	2.6075	Noun	464	1	3.9602	3	110	10	0	1	high	
5743	5742	empire	21306	646	370	323	208	12.6667	2.8109	4.4111	2.5694	Noun	553	0.85471	4.1027	3	24.6	6	2	1	high	
3597	3596	comedy	12735	602	322	541	303	11.8039	2.7803	3.8388	2.5092	Noun	598	0.99667	4.0722	3	38.8	6	1	1	high	
592	591	appearance	2714	591	498	585	494	11.5882	2.7723	5.9371	2.6981	Noun	593	1	4.0642	3	46.33	10	0	1	high	
7048	7047	fugitive	26219	264	195	249	185	5.1765	2.4232	2.3247	2.2923	Noun	262	1	3.7151	3	64.71	8	0	1	high	
5736	5735	emotion	21269	423	341	398	330	8.2941	2.6274	4.0653	2.534	Noun	424	1	3.9192	3	65.5	7	0	1	high	
294	293	alliance	1630	465	190	174	115	9.1176	2.6684	2.2651	2.281	Noun	471	1	3.9602	3	42.14	8	0	1	high	
8849	8848	incident	32672	883	685	878	683	17.3137	2.9465	8.1664	2.8363	Noun	883	1	4.2383	3	62.43	8	0	1	high	
3657	3656	compassion	12966	319	265	292	249	6.2549	2.5051	3.1593	2.4249	Noun	319	1	3.797	3	111.22	10	0	1	high	
727	726	arrival	3199	422	354	410	345	8.2745	2.6263	4.2203	2.5502	Noun	422	1	3.9182	3	35.17	7	0	1	high	
6012	6011	evidence	22523	4335	1755	4177	1721	85	3.6371	20.9227	3.2445	Noun	4332	1	4.9289	3	38.57	8	0	1	high	
1304	1303	battalion	5103	298	140	181	94	5.8431	2.4757	1.6691	2.1492	Noun	298	1	3.7675	3	89.63	9	0	1	high	
3264	3263	citizen	11623	680	515	602	472	13.3333	2.8331	6.1397	2.7126	Noun	679	0.99853	4.125	3	28.83	7	0	1	high	
10902	10901	messenger	40173	411	283	359	267	8.0588	2.6149	3.3739	2.4533	Noun	413	1	3.9067	3	62.88	9	0	1	high	
4750	4749	deposit	17375	551	373	524	360	10.8039	2.7419	4.4468	2.5729	Noun	432	0.78403	4.0338	3	34.67	7	0	1	high	
13811	13810	prophecy	50658	321	118	307	114	6.2941	2.5079	1.4068	2.0755	Noun	319	0.99687	3.7997	3	56.57	8	1	1	high	
5019	5018	discipline	18510	462	335	419	315	9.0588	2.6656	3.9938	2.5263	Noun	462	1	3.9574	3	105.89	10	0	1	high	
2725	2724	carnival	9712	363	177	306	150	7.1176	2.5611	2.1102	2.2504	Noun	286	0.78788	3.8529	3	60.29	8	0	1	high	
5704	5703	embassy	21148	397	182	233	117	7.7843	2.5999	2.1698	2.2625	Noun	397	1	3.8917	3	12	7	0	1	high	
12218	12217	orphanage	44907	273	136	256	132	5.3529	2.4378	1.6214	2.1367	Noun	273	1	3.7296	3	24.63	9	0	1	high	
7553	7552	government	27983	3327	1523	3024	1423	65.2353	3.5222	18.1569	3.183	Noun	3320	0.9997	4.814	3	52.33	10	0	1	high	
6550	6549	fireplace	24407	259	189	253	186	5.0784	2.415	2.2532	2.2788	Noun	258	1	3.7068	3	36.63	9	0	1	high	
12000	11999	obsession	44166	289	224	271	217	5.6667	2.4624	2.6705	2.3522	Noun	289	1	3.7542	3	72.63	9	0	1	high	
11067	11066	minimum	40748	415	363	378	333	8.1373	2.6191	4.3276	2.5611	Noun	225	0.54217	3.9109	3	34.33	7	0	1	high	
14409	14408	recording	52955	748	371	712	353	14.6667	2.8745	4.423	2.5705	Noun	552	0.73797	4.1663	3	230.5	9	0	1	high	
14881	14880	ritual	55263	456	286	437	275	8.9412	2.6599	3.4096	2.4579	Noun	345	0.76497	3.9518	3	33.2	6	0	1	high	
