numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
727	726	arrival	3199	422	354	410	345	8.2745	2.6263	4.2203	2.5502	Noun	422	1	3.9182	3	35.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_727_arrival_high3	3450	11450	
10628	10627	marketing	39189	243	156	209	140	4.7647	2.3874	1.8598	2.1959	Noun	235	0.96708	3.6792	3	244.63	9	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_10628_marketing_high3	3250	11250	
18439	18438	tux	68297	176	124	175	123	3.451	2.248	1.4783	2.0969	Noun	170	0.96591	3.5398	1	1.5	3	4	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_18439_tux_low1	3250	11250	
4818	4817	detective	17694	3117	988	1405	675	61.1176	3.4939	11.7787	2.9952	Noun	3092	0.99325	4.7857	3	102.75	9	1	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_4818_detective_high3	3200	11200	
4881	4880	dialogue	17959	208	149	179	137	4.0784	2.3201	1.7763	2.1761	Noun	208	1	3.612	3	32.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_4881_dialogue_low3	3250	11250	
2085	2084	breed	7805	323	248	300	244	6.3333	2.5105	2.9566	2.3962	Noun	174	0.5387	3.8024	1	77.25	5	5	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_2085_breed_high1	3500	11500	
2343	2342	burglary	8570	182	105	151	97	3.5686	2.2625	1.2518	2.0253	Noun	175	1	3.5543	3	47.14	8	1	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_2343_burglary_low3	3350	11350	
18787	18786	vest	71158	284	203	280	199	5.5686	2.4548	2.4201	2.3096	Noun	284	1	3.7467	1	21.33	4	11	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_18787_vest_high1	3450	11450	
1641	1640	blade	6386	663	392	469	362	13	2.8222	4.6733	2.5944	Noun	639	0.99688	4.114	1	36.5	5	5	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_1641_blade_high1	3250	11250	
3421	3420	clutch	12160	127	82	118	78	2.4902	2.1072	0.97759	1.9191	Noun	100	0.7874	3.399	1	28.2	6	1	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_3421_clutch_low1	3250	11250	
7818	7817	gulf	28792	241	177	53	40	4.7255	2.3838	2.1102	2.2504	Noun	131	0.54812	3.6756	1	12.67	4	3	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_7818_gulf_high1	3350	11350	
6192	6191	fact	23309	8801	4369	8649	4339	172.5686	3.9446	52.0863	3.6405	Noun	7423	0.84324	5.2364	1	16	4	5	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_6192_fact_high1	3250	11250	
