numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
14329	14328	reaction	52475	830	653	803	638	16.2745	2.9196	7.7849	2.8156	Noun	831	1	4.2114	3	125.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_14329_reaction_high3	3400	11400	
3039	3038	chart	10735	483	339	464	331	9.4706	2.6848	4.0415	2.5315	Noun	439	0.9089	3.9767	1	42	5	4	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_3039_chart_high1	3400	11400	
15458	15457	scrap	57162	223	170	196	160	4.3725	2.3502	2.0267	2.233	Noun	169	0.75785	3.6421	1	15.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_15458_scrap_low1	3400	11400	
6261	6260	fantasy	23533	828	557	777	527	16.2353	2.9186	6.6404	2.7466	Noun	812	0.99877	4.2104	3	48.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_6261_fantasy_high3	3500	11500	
13484	13483	possession	49359	680	522	630	493	13.3333	2.8331	6.2232	2.7185	Noun	593	0.87592	4.125	3	88.67	10	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_13484_possession_high3	3250	11250	
17493	17492	tank	64942	1306	674	1122	643	25.6078	3.1163	8.0353	2.8293	Noun	1256	0.96319	4.4081	1	30.33	4	12	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_17493_tank_high1	3350	11350	
10980	10979	midst	40480	175	157	167	156	3.4314	2.2455	1.8717	2.1987	Noun	174	1	3.5373	1	22.5	5	1	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_10980_midst_low1	3350	11350	
4291	4290	cubicle	15603	131	62	123	60	2.5686	2.1206	0.73915	1.7993	Noun	130	0.99237	3.4124	3	42.33	7	1	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_4291_cubicle_low3	3500	11500	
9027	9026	inspector	33567	1124	290	465	190	22.0392	3.0512	3.4573	2.4639	Noun	1133	1	4.343	3	55.5	9	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_9027_inspector_high3	3450	11450	
18555	18554	unity	69585	138	86	104	72	2.7059	2.143	1.0253	1.9395	Noun	137	0.98561	3.4348	3	27	5	3	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_18555_unity_low3	3200	11200	
2309	2308	bun	8462	147	109	111	85	2.8824	2.1703	1.2995	2.0414	Noun	145	0.98639	3.4621	1	8	3	17	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_2309_bun_low1	3300	11300	
331	330	altitude	1765	198	146	175	133	3.8824	2.2989	1.7406	2.1673	Noun	196	0.99492	3.5907	3	35.57	8	2	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_331_altitude_low3	3350	11350	
15989	15988	sigh	59081	173	131	163	125	3.3922	2.2405	1.5618	2.1206	Noun	129	0.74566	3.5324	1	10.33	4	3	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_15989_sigh_low1	3350	11350	
4646	4645	defender	16828	152	111	127	96	2.9804	2.1847	1.3233	2.0492	Noun	153	1	3.4765	3	87.57	8	1	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_4646_defender_low3	3450	11450	
8590	8589	hub	31365	156	61	63	50	3.0588	2.1959	0.72723	1.7924	Noun	137	0.87821	3.4877	1	7	3	13	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_8590_hub_low1	3450	11450	
6707	6706	flop	24932	118	91	117	90	2.3137	2.0755	1.0849	1.9638	Noun	87	0.73729	3.3674	1	18.33	4	7	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_6707_flop_low1	3300	11300	
5261	5260	dot	19608	338	184	190	152	6.6275	2.5302	2.1936	2.2672	Noun	313	0.93155	3.822	1	8	3	14	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_5261_dot_high1	3200	11200	
2198	2197	bruise	8137	165	132	162	130	3.2353	2.2201	1.5737	2.1239	Noun	128	0.78049	3.5119	1	43	6	1	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_2198_bruise_low1	3200	11200	
18172	18171	trap	67455	1216	806	1107	757	23.8431	3.0853	9.609	2.9069	Noun	958	0.78913	4.3771	1	17.67	4	6	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_18172_trap_high1	3350	11350	
16889	16888	sting	62521	358	265	289	236	7.0196	2.5551	3.1593	2.4249	Noun	174	0.48468	3.8469	1	48.75	5	6	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_16889_sting_high1	3250	11250	
17841	17840	tiara	66267	91	45	88	44	1.7843	1.9638	0.53648	1.6628	Noun	89	1	3.2556	3	25.5	5	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_17841_tiara_low3	3250	11250	
1330	1329	beach	5178	2888	1291	2180	1025	56.6275	3.4607	15.391	3.1113	Noun	2859	0.9903	4.7526	1	55	5	7	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_1330_beach_high1	3300	11300	
5799	5798	energy	21564	1678	995	1587	963	32.902	3.2251	11.8622	2.9983	Noun	1675	1	4.5169	3	16.4	6	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_5799_energy_high3	3300	11300	
18473	18472	typewriter	68445	161	92	154	91	3.1569	2.2095	1.0968	1.9685	Noun	160	1	3.5013	3	48	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_18473_typewriter_low3	3500	11500	
19385	19384	wolf	73342	1034	376	623	288	20.2745	3.0149	4.4826	2.5763	Noun	925	0.89632	4.3068	1	19.33	4	2	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_19385_wolf_high1	3200	11200	
4377	4376	customer	15883	775	578	727	550	15.1961	2.8899	6.8908	2.7627	Noun	770	0.99741	4.1817	3	60	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_4377_customer_high3	3250	11250	
17618	17617	telegraph	65360	167	104	121	78	3.2745	2.2253	1.2399	2.0212	Noun	160	0.95808	3.5171	3	33.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_17618_telegraph_low3	3450	11450	
7999	7998	handyman	29365	93	57	88	56	1.8235	1.9731	0.67954	1.7634	Noun	92	0.98925	3.265	3	42.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_7999_handyman_low3	3450	11450	
12141	12140	oppression	44690	76	63	75	63	1.4902	1.8865	0.75107	1.8062	Noun	76	1	3.1783	3	92.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_12141_oppression_low3	3200	11200	
7100	7099	fuzz	26424	95	71	88	66	1.8627	1.9823	0.84645	1.8573	Noun	95	1	3.2741	1	6	4	2	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_7100_fuzz_low1	3450	11450	
3301	3300	clause	11808	143	99	122	89	2.8039	2.1584	1.1803	2	Noun	130	0.90909	3.4502	1	40	6	0	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_3301_clause_low1	3450	11450	
14396	14395	recital	52808	150	75	148	73	2.9412	2.179	0.89413	1.8808	Noun	150	1	3.4708	3	68.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_14396_recital_low3	3500	11500	
16473	16472	spa	61018	239	139	213	130	4.6863	2.3802	1.6571	2.1461	Noun	238	1	3.672	1	1.5	3	2	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_16473_spa_high1	3300	11300	
6632	6631	flare	24651	215	138	196	132	4.2157	2.3345	1.6452	2.143	Noun	182	0.85047	3.6263	1	51	5	4	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_6632_flare_low1	3350	11350	
3713	3712	conclusion	13241	465	404	455	397	9.1176	2.6684	4.8164	2.6075	Noun	464	1	3.9602	3	110	10	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_3713_conclusion_high3	3400	11400	
18339	18338	trunk	67993	1010	561	985	553	19.8039	3.0048	6.6881	2.7497	Noun	1010	0.99901	4.2966	1	33.5	5	2	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_18339_trunk_high1	3400	11400	
