numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
12585	12584	parliament	46415	114	61	34	21	2.2353	2.0607	0.72723	1.7924	Noun	114	1	3.3525	3	49.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_12585_parliament_low3	3250	11250	
18532	18531	underworld	69160	181	123	159	114	3.549	2.2601	1.4664	2.0934	Noun	181	1	3.5519	3	47.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_18532_underworld_low3	3200	11200	
15190	15189	saliva	56242	135	92	122	86	2.6471	2.1335	1.0968	1.9685	Noun	135	1	3.4254	3	39	6	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_15190_saliva_low3	3400	11400	
15931	15930	shred	58832	150	129	134	118	2.9412	2.179	1.5379	2.1139	Noun	95	0.64189	3.4708	1	76.75	5	3	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_15931_shred_low1	3200	11200	
384	383	amnesia	1939	189	112	162	99	3.7059	2.2788	1.3352	2.0531	Noun	189	1	3.5706	3	14	7	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_384_amnesia_low3	3300	11300	
9977	9976	library	37121	1170	687	1061	647	22.9412	3.0686	8.1903	2.8376	Noun	1169	1	4.3604	3	42	7	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_9977_library_high3	3400	11400	
7896	7895	habitat	29005	114	74	90	65	2.2353	2.0607	0.88221	1.8751	Noun	114	1	3.3525	3	28.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_7896_habitat_low3	3450	11450	
12468	12467	pan	46058	627	366	345	265	12.2941	2.798	4.3634	2.5647	Noun	291	0.46486	4.0898	1	9	3	19	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_12468_pan_high1	3350	11350	
16958	16957	strain	62800	361	291	354	287	7.0784	2.5587	3.4692	2.4654	Noun	278	0.77222	3.8505	1	50.4	6	2	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_16958_strain_high1	3300	11300	
14898	14897	road	55319	5709	2766	5043	2567	111.9412	3.7566	32.9757	3.442	Noun	5690	0.9979	5.0485	1	22	4	8	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_14898_road_high1	3450	11450	
7670	7669	grid	28386	282	190	267	183	5.5294	2.4518	2.2651	2.281	Noun	282	1	3.7436	1	14.67	4	5	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_7670_grid_high1	3350	11350	
17013	17012	string	62978	646	505	595	466	12.6667	2.8109	6.0205	2.7042	Noun	519	0.8059	4.1027	1	128.2	6	3	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_17013_string_high1	3250	11250	
10839	10838	membership	39914	165	133	159	129	3.2353	2.2201	1.5856	2.1271	Noun	165	1	3.5119	3	30.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_10839_membership_low3	3400	11400	
14671	14670	residence	54359	421	342	403	332	8.2549	2.6253	4.0773	2.5353	Noun	421	1	3.9171	3	79.38	9	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_14671_residence_high3	3350	11350	
15062	15061	rug	55846	531	354	495	346	10.4118	2.7259	4.2203	2.5502	Noun	531	1	4.0177	1	8	3	16	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_15062_rug_high1	3500	11500	
7210	7209	gasoline	26764	333	218	312	202	6.5294	2.5237	2.599	2.3404	Noun	333	1	3.8156	3	178.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_7210_gasoline_high3	3350	11350	
9867	9866	legacy	36798	256	193	245	188	5.0196	2.4099	2.3009	2.2878	Noun	256	1	3.7018	3	20.4	6	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_9867_legacy_high3	3300	11300	
18362	18361	tug	68097	140	79	82	69	2.7451	2.1492	0.94182	1.9031	Noun	85	0.61151	3.4411	1	6.5	3	12	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_18362_tug_low1	3500	11500	
13838	13837	protection	50783	1197	854	1073	798	23.4706	3.0785	10.1812	2.932	Noun	1196	0.99916	4.3703	3	145.78	10	1	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_13838_protection_high3	3500	11500	
2237	2236	buff	8279	127	98	102	87	2.4902	2.1072	1.1683	1.9956	Noun	69	0.53906	3.399	1	13.33	4	6	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_2237_buff_low1	3200	11200	
663	662	architect	2984	334	169	311	161	6.549	2.525	2.0148	2.2304	Noun	331	0.99399	3.8169	3	24.13	9	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_663_architect_high3	3500	11500	
16526	16525	speck	61213	95	62	58	51	1.8627	1.9823	0.73915	1.7993	Noun	90	0.94737	3.2741	1	30.75	5	2	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_16526_speck_low1	3350	11350	
948	947	avalanche	4025	173	54	58	43	3.3922	2.2405	0.64378	1.7404	Noun	173	1	3.5324	3	23.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_948_avalanche_low3	3250	11250	
13175	13174	plaid	48442	82	72	76	67	1.6078	1.9191	0.85837	1.8633	Noun	82	1	3.2109	1	35.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_13175_plaid_low1	3200	11200	
16557	16556	sphere	61335	126	47	74	39	2.4706	2.1038	0.56032	1.6812	Noun	126	1	3.3956	1	50.4	6	0	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_16557_sphere_low1	3450	11450	
14052	14051	quake	51575	82	48	47	35	1.6078	1.9191	0.57225	1.6902	Noun	81	0.9878	3.2109	1	16.25	5	0	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_14052_quake_low1	3350	11350	
6069	6068	exercise	22762	904	640	859	625	17.7255	2.9566	7.6299	2.8069	Noun	642	0.71096	4.2485	3	54.86	8	1	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_6069_exercise_high3	3350	11350	
2053	2052	brawl	7700	108	88	106	86	2.1176	2.0374	1.0491	1.9494	Noun	96	0.8972	3.3293	1	34.5	5	4	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_2053_brawl_low1	3300	11300	
12533	12532	paradise	46227	676	420	460	339	13.2549	2.8306	5.0072	2.6243	Noun	653	0.98939	4.1224	3	80.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_12533_paradise_high3	3400	11400	
8769	8768	imagery	32147	74	62	72	62	1.451	1.8751	0.73915	1.7993	Noun	74	1	3.1669	3	84.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_8769_imagery_low3	3350	11350	
12796	12795	pelican	47033	89	38	26	15	1.7451	1.9542	0.45303	1.5911	Noun	88	0.98876	3.2461	3	44.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_12796_pelican_low3	3500	11500	
