numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
13199	13198	plantation	48494	170	81	150	74	3.3333	2.233	0.96567	1.9138	Noun	168	1	3.5248	3	138.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_13199_plantation_low3	3450	11450	
6634	6633	flash	24656	783	578	609	502	15.3529	2.8943	6.8908	2.7627	Noun	444	0.56705	4.1862	1	42.5	5	5	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_6634_flash_high1	3400	11400	
6800	6799	foot	25259	3311	2054	3184	2016	64.9216	3.5201	24.4874	3.3128	Noun	3289	0.99306	4.8119	1	31.33	4	12	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_6800_foot_high1	3250	11250	
2944	2943	century	10375	1063	727	950	663	20.8431	3.0269	8.6671	2.8621	Noun	1065	1	4.3188	3	54.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_2944_century_high3	3450	11450	
14380	14379	receiver	52756	151	105	141	100	2.9608	2.1818	1.2518	2.0253	Noun	151	1	3.4737	3	85.57	8	3	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_14380_receiver_low3	3200	11200	
7584	7583	gram	28073	132	93	102	73	2.5882	2.1239	1.1087	1.9731	Noun	132	1	3.4157	1	19.33	4	7	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_7584_gram_low1	3500	11500	
19237	19236	whirl	72722	89	72	85	70	1.7451	1.9542	0.85837	1.8633	Noun	74	0.83146	3.2461	1	23.25	5	1	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_19237_whirl_low1	3200	11200	
5976	5975	etiquette	22370	96	85	94	85	1.8824	1.9868	1.0134	1.9345	Noun	98	1	3.2786	3	25.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_5976_etiquette_low3	3200	11200	
13638	13637	president	50006	7174	1551	3077	1103	140.6667	3.8558	18.4907	3.1909	Noun	5724	0.79944	5.1477	3	70.25	9	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_13638_president_high3	3250	11250	
7435	7434	glove	27580	515	336	475	324	10.098	2.7126	4.0057	2.5276	Noun	514	1	4.0045	1	30	5	3	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_7435_glove_high1	3200	11200	
8347	8346	hip	30549	786	505	668	474	15.4118	2.896	6.0205	2.7042	Noun	673	0.85623	4.1878	1	7.5	3	16	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_8347_hip_high1	3300	11300	
5001	5000	director	18370	1834	809	1287	646	35.9608	3.2636	9.6447	2.9085	Noun	1813	0.99234	4.5555	3	50.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_5001_director_high3	3450	11450	
13082	13081	pin	48156	835	545	719	507	16.3725	2.9222	6.4974	2.7372	Noun	542	0.6491	4.214	1	8.5	3	18	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_13082_pin_high1	3450	11450	
4996	4995	direction	18361	1228	979	1208	967	24.0784	3.0896	11.6714	2.9912	Noun	1230	1	4.3814	3	121.25	9	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_4996_direction_high3	3500	11500	
13900	13899	pub	51057	190	115	169	112	3.7255	2.281	1.371	2.0645	Noun	190	1	3.5729	1	6.5	3	11	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_13900_pub_low1	3200	11200	
15231	15230	sand	56375	1035	618	891	581	20.2941	3.0154	7.3677	2.7917	Noun	995	0.96135	4.3072	1	30.33	4	11	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_15231_sand_high1	3300	11300	
9195	9194	jade	34553	259	69	98	43	5.0784	2.415	0.8226	1.8451	Noun	259	1	3.7068	1	13.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_9195_jade_high1	3250	11250	
381	380	ammonia	1934	76	49	60	44	1.4902	1.8865	0.58417	1.699	Noun	76	1	3.1783	3	15.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_381_ammonia_low3	3450	11450	
12784	12783	peek	46974	272	226	252	220	5.3333	2.4362	2.6943	2.356	Noun	170	0.625	3.728	1	24	4	10	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_12784_peek_high1	3300	11300	
9414	9413	karate	35333	386	138	304	115	7.5686	2.5877	1.6452	2.143	Noun	380	0.99738	3.8795	3	54	6	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_9414_karate_high3	3450	11450	
14879	14878	rite	55260	74	59	63	50	1.451	1.8751	0.70339	1.7782	Noun	72	1	3.1669	1	21	4	12	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_14879_rite_low1	3500	11500	
18156	18155	trance	67253	268	92	81	65	5.2549	2.4298	1.0968	1.9685	Noun	268	1	3.7216	1	57.8	6	1	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_18156_trance_high1	3350	11350	
7750	7749	grudge	28627	226	186	220	181	4.4314	2.356	2.2175	2.2718	Noun	210	0.93333	3.6479	1	33.2	6	2	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_7750_grudge_low1	3200	11200	
10681	10680	masquerade	39348	82	45	58	44	1.6078	1.9191	0.53648	1.6628	Noun	51	0.62963	3.2109	3	31.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_10681_masquerade_low3	3400	11400	
5276	5275	dove	19669	284	133	171	122	5.5686	2.4548	1.5856	2.1271	Noun	197	0.69366	3.7467	1	17.33	4	13	1	high	high1	1	10	1	2	11	12	13	14	7	list7	list7_5276_dove_high1	3200	11200	
14058	14057	quality	51594	947	736	891	709	18.5686	2.9768	8.7744	2.8675	Noun	947	1	4.2686	3	59.17	7	1	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_14058_quality_high3	3250	11250	
16464	16463	souvenir	60996	240	202	221	186	4.7059	2.382	2.4082	2.3075	Noun	239	1	3.6739	3	38.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_16464_souvenir_high3	3450	11450	
1801	1800	bodyguard	6947	292	160	263	153	5.7255	2.4669	1.9075	2.2068	Noun	291	0.99658	3.7587	3	19.25	9	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_1801_bodyguard_high3	3500	11500	
14367	14366	rebellion	52669	130	106	115	95	2.549	2.1173	1.2637	2.0294	Noun	129	1	3.4091	3	102.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_14367_rebellion_low3	3250	11250	
9567	9566	knob	35844	125	99	118	95	2.451	2.1004	1.1803	2	Noun	124	0.992	3.3922	1	5.33	4	3	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_9567_knob_low1	3300	11300	
17032	17031	stroll	63023	211	186	206	182	4.1373	2.3263	2.2175	2.2718	Noun	140	0.66038	3.6182	1	44.2	6	1	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_17032_stroll_low1	3300	11300	
14331	14330	reactor	52485	204	66	170	58	4	2.3118	0.78684	1.8261	Noun	198	0.97537	3.6036	3	72.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_14331_reactor_low3	3350	11350	
5687	5686	elm	21054	73	47	16	15	1.4314	1.8692	0.56032	1.6812	Noun	51	0.70833	3.1611	1	2	3	2	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_5687_elm_low1	3300	11300	
15011	15010	rouge	55670	165	100	51	45	3.2353	2.2201	1.1922	2.0043	Noun	110	0.66265	3.5119	1	37	5	4	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_15011_rouge_low1	3450	11450	
3766	3765	connection	13549	1386	1008	1356	988	27.1765	3.1421	12.0172	3.0039	Noun	1314	0.94942	4.4339	3	154.78	10	2	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_3766_connection_high3	3500	11500	
9731	9730	lasagna	36403	183	94	144	80	3.5882	2.2648	1.1206	1.9777	Noun	175	0.95628	3.5567	3	24.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_9731_lasagna_low3	3250	11250	
4100	4099	cranberry	14933	99	72	82	61	1.9412	2	0.85837	1.8633	Noun	96	0.9697	3.2918	3	43.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_4100_cranberry_low3	3250	11250	
9428	9427	keg	35422	175	99	159	96	3.4314	2.2455	1.1803	2	Noun	160	0.91429	3.5373	1	4	3	6	1	low	low1	3	30	1	2	31	32	33	34	7	list7	list7_9428_keg_low1	3450	11450	
18202	18201	treasury	67548	194	93	50	37	3.8039	2.29	1.1087	1.9731	Noun	193	0.99485	3.5819	3	65.29	8	1	1	low	low3	4	40	1	2	41	42	43	44	7	list7	list7_18202_treasury_low3	3500	11500	
5009	5008	disaster	18462	881	684	848	664	17.2745	2.9455	8.1545	2.8357	Noun	876	0.99772	4.2373	3	100.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	7	list7	list7_5009_disaster_high3	3400	11400	
