numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
809	808	assistance	3501	558	447	532	429	10.9412	2.7474	5.329	2.6513	Noun	557	1	4.0392	3	47.44	10	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_809_assistance_high3	3450	11450	
17590	17589	technician	65272	132	101	109	91	2.5882	2.1239	1.2041	2.0086	Noun	117	0.89313	3.4157	3	26.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_17590_technician_low3	3350	11350	
16315	16314	snitch	60356	161	110	142	100	3.1569	2.2095	1.3114	2.0453	Noun	110	0.68323	3.5013	1	24.2	6	3	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_16315_snitch_low1	3400	11400	
7397	7396	glare	27423	82	72	80	71	1.6078	1.9191	0.85837	1.8633	Noun	62	0.7561	3.2109	1	44.75	5	4	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_7397_glare_low1	3200	11200	
5704	5703	embassy	21148	397	182	233	117	7.7843	2.5999	2.1698	2.2625	Noun	397	1	3.8917	3	12	7	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_5704_embassy_high3	3200	11200	
3633	3632	commodore	12869	184	29	6	4	3.6078	2.2672	0.34573	1.4771	Noun	184	1	3.559	3	65	9	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_3633_commodore_low3	3200	11200	
1090	1089	balcony	4515	373	267	369	264	7.3137	2.5729	3.1831	2.4281	Noun	374	1	3.8647	3	45.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_1090_balcony_high3	3500	11500	
653	652	arch	2944	188	117	107	85	3.6863	2.2765	1.3948	2.0719	Noun	138	0.73404	3.5683	1	7.33	4	1	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_653_arch_low1	3500	11500	
18678	18677	vanity	70803	210	168	158	135	4.1176	2.3243	2.0029	2.2279	Noun	210	1	3.6161	3	53.6	6	1	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_18678_vanity_low3	3350	11350	
6777	6776	folk	25188	365	267	317	248	7.1569	2.5635	3.1831	2.4281	Noun	356	0.97534	3.8553	1	22.33	4	3	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_6777_folk_high1	3250	11250	
13270	13269	plot	48698	591	410	557	393	11.5882	2.7723	4.8879	2.6138	Noun	475	0.80372	4.0642	1	17.67	4	6	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_13270_plot_high1	3400	11400	
14534	14533	relation	53664	210	165	204	161	4.1176	2.3243	1.9671	2.2201	Noun	171	0.81043	3.6161	3	122.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_14534_relation_low3	3250	11250	
277	276	allegiance	1596	159	128	133	106	3.1176	2.2041	1.526	2.1106	Noun	161	1	3.496	3	36.33	10	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_277_allegiance_low3	3400	11400	
145	144	aggression	1183	143	109	134	105	2.8039	2.1584	1.2995	2.0414	Noun	143	1	3.4502	3	88.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_145_aggression_low3	3500	11500	
166	165	aid	1276	709	496	613	448	13.902	2.8513	5.9132	2.6964	Noun	604	0.85311	4.1431	1	6	3	12	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_166_aid_high1	3500	11500	
3845	3844	conviction	14065	303	237	295	233	5.9412	2.4829	2.8255	2.3766	Noun	302	1	3.7747	3	157.33	10	1	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_3845_conviction_high3	3300	11300	
16675	16674	squat	61808	160	133	146	125	3.1373	2.2068	1.5856	2.1271	Noun	74	0.4625	3.4987	1	7.25	5	2	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_16675_squat_low1	3400	11400	
9503	9502	kin	35631	218	167	185	155	4.2745	2.3404	1.9909	2.2253	Noun	216	0.99083	3.6323	1	7.5	3	14	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_9503_kin_low1	3200	11200	
5035	5034	discussion	18617	619	543	608	537	12.1373	2.7924	6.4735	2.7356	Noun	618	1	4.0842	3	101.89	10	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_5035_discussion_high3	3200	11200	
8203	8202	heir	30042	266	168	245	161	5.2157	2.4265	2.0029	2.2279	Noun	266	1	3.7183	1	11.67	4	3	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_8203_heir_high1	3450	11450	
12951	12950	pharmacy	47683	175	130	148	115	3.4314	2.2455	1.5498	2.1173	Noun	166	0.94857	3.5373	3	32.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_12951_pharmacy_low3	3450	11450	
18709	18708	veal	70911	181	105	138	93	3.549	2.2601	1.2518	2.0253	Noun	176	0.97238	3.5519	1	30.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_18709_veal_low1	3250	11250	
9037	9036	instructor	33644	240	165	235	163	4.7059	2.382	1.9671	2.2201	Noun	240	1	3.6739	3	49.11	10	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_9037_instructor_high3	3400	11400	
3226	3225	chute	11489	184	116	181	115	3.6078	2.2672	1.3829	2.0682	Noun	174	0.97207	3.559	1	27.75	5	0	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_3226_chute_low1	3500	11500	
9821	9820	league	36660	950	607	576	391	18.6275	2.9782	7.2365	2.7839	Noun	936	0.9863	4.27	1	38.2	6	0	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_9821_league_high1	3450	11450	
12399	12398	pact	45838	192	115	185	112	3.7647	2.2856	1.371	2.0645	Noun	193	1	3.5774	1	20.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_12399_pact_low1	3400	11400	
16524	16523	specimen	61209	242	175	234	171	4.7451	2.3856	2.0863	2.2455	Noun	238	1	3.6774	3	38.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_16524_specimen_high3	3400	11400	
4627	4626	deed	16749	475	273	444	267	9.3137	2.6776	3.2546	2.4378	Noun	448	1	3.9694	1	32.67	4	13	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_4627_deed_high1	3400	11400	
4820	4819	detector	17696	166	127	164	125	3.2549	2.2227	1.5141	2.1072	Noun	166	1	3.5146	3	52.57	8	1	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_4820_detector_low3	3500	11500	
16699	16698	stadium	61951	312	184	185	122	6.1176	2.4955	2.1936	2.2672	Noun	312	1	3.7874	3	55.5	7	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_16699_stadium_high3	3300	11300	
3469	3468	coconut	12316	234	140	170	116	4.5882	2.3711	1.6691	2.1492	Noun	234	1	3.6629	3	46.67	7	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_3469_coconut_high3	3400	11400	
9231	9230	jaw	34678	364	283	348	276	7.1373	2.5623	3.3739	2.4533	Noun	361	0.99449	3.8541	1	7	3	12	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_9231_jaw_high1	3200	11200	
14288	14287	rash	52296	410	291	401	289	8.0392	2.6138	3.4692	2.4654	Noun	288	0.70073	3.9057	1	29	4	11	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_14288_rash_high1	3300	11300	
16921	16920	stool	62665	179	156	174	153	3.5098	2.2553	1.8598	2.1959	Noun	179	1	3.5471	1	34	5	3	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_16921_stool_low1	3200	11200	
9100	9099	intruder	34094	186	122	145	106	3.6471	2.2718	1.4545	2.0899	Noun	186	1	3.5637	3	73	8	2	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_9100_intruder_low3	3200	11200	
16635	16634	spray	61660	492	342	459	320	9.6471	2.6928	4.0773	2.5353	Noun	320	0.65041	3.9847	1	23.25	5	2	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_16635_spray_high1	3450	11450	
18454	18453	twin	68372	532	339	395	286	10.4314	2.7267	4.0415	2.5315	Noun	461	0.86654	4.0186	1	10.33	4	3	1	high	high1	1	10	1	2	11	12	13	14	1	list1	list1_18454_twin_high1	3400	11400	
14064	14063	quantity	51610	95	81	88	77	1.8627	1.9823	0.96567	1.9138	Noun	95	1	3.2741	3	91	8	1	1	low	low3	4	40	1	2	41	42	43	44	1	list1	list1_14064_quantity_low3	3400	11400	
19159	19158	wedge	72347	119	97	107	90	2.3333	2.0792	1.1564	1.9912	Noun	91	0.76471	3.371	1	21.5	5	3	1	low	low1	3	30	1	2	31	32	33	34	1	list1	list1_19159_wedge_low1	3350	11350	
14701	14700	restaurant	54486	2373	1244	2248	1212	46.5294	3.3755	14.8307	3.0952	Noun	2365	1	4.6673	3	63	10	0	1	high	high3	2	20	1	2	21	22	23	24	1	list1	list1_14701_restaurant_high3	3300	11300	
