numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
8256	8255	herd	30238	360	195	326	187	7.0588	2.5575	2.3247	2.2923	Noun	338	0.93889	3.8493	1	19.33	4	8	1	high	high1	1	10	1	2	11	12	13	14	2	list2	list2_8256_herd_high1	3500	11500	
18192	18191	tray	67522	410	281	353	268	8.0392	2.6138	3.35	2.4502	Noun	410	0.99757	3.9057	1	17.33	4	7	1	high	high1	1	10	1	2	11	12	13	14	2	list2	list2_18192_tray_high1	3350	11350	
19066	19065	warmth	72028	227	199	218	192	4.451	2.3579	2.3724	2.301	Noun	223	0.98673	3.6498	1	45.8	6	0	1	low	low1	3	30	1	2	31	32	33	34	2	list2	list2_19066_warmth_low1	3400	11400	
5660	5659	election	20919	560	271	530	264	10.9804	2.749	3.2308	2.4346	Noun	559	1	4.0408	3	84.86	8	3	1	high	high3	2	20	1	2	21	22	23	24	2	list2	list2_5660_election_high3	3450	11450	
12880	12879	perjury	47367	115	70	105	69	2.2549	2.0645	0.83453	1.8513	Noun	114	1	3.3563	3	48.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	2	list2	list2_12880_perjury_low3	3400	11400	
7758	7757	grunt	28658	113	87	104	84	2.2157	2.0569	1.0372	1.9445	Noun	62	0.54867	3.3487	1	36.75	5	3	1	low	low1	3	30	1	2	31	32	33	34	2	list2	list2_7758_grunt_low1	3200	11200	
17735	17734	theater	65809	1226	594	1059	537	24.0392	3.0888	7.0815	2.7745	Noun	1159	0.95234	4.3807	3	130	7	0	1	high	high3	2	20	1	2	21	22	23	24	2	list2	list2_17735_theater_high3	3250	11250	
3944	3943	corridor	14422	284	207	266	198	5.5686	2.4548	2.4678	2.3181	Noun	283	1	3.7467	3	69.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	2	list2	list2_3944_corridor_high3	3250	11250	
6078	6077	exhaustion	22791	82	73	78	70	1.6078	1.9191	0.87029	1.8692	Noun	82	1	3.2109	3	110.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	2	list2	list2_6078_exhaustion_low3	3450	11450	
8631	8630	hump	31509	225	162	197	156	4.4118	2.3541	1.9313	2.2122	Noun	127	0.56696	3.6459	1	16	4	8	1	low	low1	3	30	1	2	31	32	33	34	2	list2	list2_8631_hump_low1	3250	11250	
12913	12912	pest	47573	146	112	116	97	2.8627	2.1673	1.3352	2.0531	Noun	145	1	3.4592	1	23.33	4	14	1	low	low1	3	30	1	2	31	32	33	34	2	list2	list2_12913_pest_low1	3400	11400	
15327	15326	scale	56732	485	391	469	383	9.5098	2.6866	4.6614	2.5933	Noun	425	0.8781	3.9785	1	27.75	5	6	1	high	high1	1	10	1	2	11	12	13	14	2	list2	list2_15327_scale_high1	3400	11400	
19078	19077	warrior	72058	516	267	449	251	10.1176	2.7135	3.1831	2.4281	Noun	517	1	4.0053	3	78.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	2	list2	list2_19078_warrior_high3	3500	11500	
13276	13275	plow	48710	96	73	87	67	1.8824	1.9868	0.87029	1.8692	Noun	59	0.61458	3.2786	1	15.33	4	9	1	low	low1	3	30	1	2	31	32	33	34	2	list2	list2_13276_plow_low1	3400	11400	
7065	7064	fundraiser	26298	97	75	92	71	1.902	1.9912	0.89413	1.8808	Noun	97	1	3.2831	3	37	10	0	1	low	low3	4	40	1	2	41	42	43	44	2	list2	list2_7065_fundraiser_low3	3450	11450	
3668	3667	completion	13040	79	71	76	70	1.549	1.9031	0.84645	1.8573	Noun	79	1	3.1949	3	146.44	10	1	1	low	low3	4	40	1	2	41	42	43	44	2	list2	list2_3668_completion_low3	3300	11300	
17362	17361	sword	64449	1335	462	1245	436	26.1765	3.1258	5.5079	2.6656	Noun	1335	1	4.4176	1	20	5	3	1	high	high1	1	10	1	2	11	12	13	14	2	list2	list2_17362_sword_high1	3500	11500	
5063	5062	dispatcher	18854	75	54	50	39	1.4706	1.8808	0.64378	1.7404	Noun	68	0.91892	3.1726	3	52.33	10	2	1	low	low3	4	40	1	2	41	42	43	44	2	list2	list2_5063_dispatcher_low3	3400	11400	
15587	15586	seed	57600	386	278	371	272	7.5686	2.5877	3.3143	2.4456	Noun	360	0.93506	3.8795	1	33.67	4	18	1	high	high1	1	10	1	2	11	12	13	14	2	list2	list2_15587_seed_high1	3200	11200	
837	836	asylum	3610	234	163	222	159	4.5882	2.3711	1.9433	2.2148	Noun	233	0.99573	3.6629	3	9.2	6	0	1	high	high3	2	20	1	2	21	22	23	24	2	list2	list2_837_asylum_high3	3350	11350	
5320	5319	drain	19812	440	337	420	327	8.6275	2.6444	4.0176	2.5289	Noun	290	0.6576	3.9363	1	41.5	5	4	1	high	high1	1	10	1	2	11	12	13	14	2	list2	list2_5320_drain_high1	3200	11200	
15547	15546	seat	57477	4018	2443	3943	2416	78.7843	3.6041	29.1249	3.3881	Noun	3978	0.99078	4.896	1	35	4	15	1	high	high1	1	10	1	2	11	12	13	14	2	list2	list2_15547_seat_high1	3250	11250	
