numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
552	551	anytime	2591	1248	1031	805	709	24.4706	3.0966	12.2914	3.0137	Noun	1246	1	4.3884	3	45.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_552_anytime_high3	3200	11200	
14476	14475	reflection	53286	256	225	254	224	5.0196	2.4099	2.6824	2.3541	Noun	257	1	3.7018	3	138.33	10	1	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_14476_reflection_high3	3300	11300	
561	560	ape	2617	493	173	387	168	9.6667	2.6937	2.0625	2.2405	Noun	464	0.94118	3.9856	1	1.5	3	9	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_561_ape_high1	3250	11250	
14565	14564	reminder	53820	192	178	186	173	3.7647	2.2856	2.1221	2.2529	Noun	192	1	3.5774	3	100	8	1	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_14565_reminder_low3	3200	11200	
12950	12949	pharmacist	47677	78	43	68	41	1.5294	1.8976	0.51264	1.6435	Noun	76	0.98701	3.1895	3	30.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_12950_pharmacist_low3	3200	11200	
10703	10702	match	39425	2521	1557	2416	1521	49.4314	3.4017	18.5622	3.1926	Noun	1609	0.63925	4.6936	1	45.25	5	7	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_10703_match_high1	3300	11300	
789	788	assassin	3425	302	188	291	184	5.9216	2.4814	2.2413	2.2765	Noun	301	1	3.7733	3	20.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_789_assassin_high3	3300	11300	
8107	8106	haze	29765	77	47	43	37	1.5098	1.8921	0.56032	1.6812	Noun	64	0.83117	3.1839	1	15.67	4	10	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_8107_haze_low1	3300	11300	
18707	18706	vault	70901	614	237	588	231	12.0392	2.7889	2.8255	2.3766	Noun	595	0.97064	4.0807	1	14.25	5	1	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_18707_vault_high1	3200	11200	
6948	6947	fraud	25831	512	342	492	332	10.0392	2.7101	4.0773	2.5353	Noun	512	1	4.002	1	27.75	5	0	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_6948_fraud_high1	3500	11500	
953	952	avenue	4047	861	564	87	72	16.8824	2.9355	6.7239	2.752	Noun	857	1	4.2273	3	15.2	6	1	1	high	high3	2	20	1	2	21	22	23	24	6	list6	list6_953_avenue_high3	3400	11400	
14105	14104	quid	51755	161	75	146	67	3.1569	2.2095	0.89413	1.8808	Noun	161	1	3.5013	1	8.33	4	3	1	low	low1	3	30	1	2	31	32	33	34	6	list6	list6_14105_quid_low1	3350	11350	
15658	15657	sentiment	57882	162	148	154	143	3.1765	2.2122	1.7644	2.1732	Noun	162	1	3.504	3	70.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	6	list6	list6_15658_sentiment_low3	3450	11450	
9903	9902	length	36902	358	270	349	263	7.0196	2.5551	3.2189	2.433	Noun	337	0.94134	3.8469	1	36.2	6	0	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_9903_length_high1	3500	11500	
16577	16576	spine	61407	293	241	288	237	5.7451	2.4683	2.8732	2.3838	Noun	291	1	3.7602	1	43.75	5	9	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_16577_spine_high1	3450	11450	
16447	16446	soul	60919	3925	2041	3768	1994	76.9608	3.594	24.3324	3.3101	Noun	3881	0.99056	4.8858	1	17	4	4	1	high	high1	1	10	1	2	11	12	13	14	6	list6	list6_16447_soul_high1	3250	11250	
