"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue"
"43890","nudging",15,14,12,11,0.294117647058824,1.20411998265592,0.16690510252742,1.17609125905568,"Verb",15,1,"Verb","15",2.49595412480038
"43904","nuked",14,14,14,14,0.274509803921569,1.17609125905568,0.16690510252742,1.17609125905568,"Verb",14,1,"Verb","14",2.46792540120014
"43906","nuking",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"43907","nul",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"43909","nulled",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"43911","nullified",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Verb",6,1,"Verb","6",2.13693218215872
"43912","nullifies",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Verb",8,1,"Verb","8",2.24607665158378
"43913","nullify",16,12,16,12,0.313725490196078,1.23044892137827,0.143061516452074,1.11394335230684,"Verb",16,1,"Verb","16",2.52228306352273
"43920","numbering",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"43925","numbs",9,7,6,6,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Verb",9,1,"Verb","9",2.29183414214446
"43955","nursed",49,49,48,48,0.96078431372549,1.69897000433602,0.58416785884597,1.69897000433602,"Verb",49,1,"Verb","49",2.99080414648048
"43964","nurtured",28,28,27,27,0.549019607843137,1.46239799789896,0.33381020505484,1.46239799789896,"Verb",28,1,"Verb","28",2.75423214004342
"43966","nurtures",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"43990","nutted",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Verb",4,1,"Verb","4",1.99080414648048
"43998","nuzzled",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"43999","nuzzles",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44000","nuzzling",11,9,8,6,0.215686274509804,1.07918124604762,0.107296137339056,1,"Verb",11,1,"Verb","11",2.37101538819208
"44033","oaring",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44062","obey",456,340,394,304,8.94117647058824,2.65991620006985,4.05340963280877,2.5327543789925,"Verb",455,1,"Verb","455",3.95175034221431
"44063","obeyed",62,56,61,55,1.2156862745098,1.79934054945358,0.667620410109681,1.75587485567249,"Verb",62,1,"Verb","62",3.09117469159804
"44067","obfuscates",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44079","objected",40,39,39,38,0.784313725490196,1.61278385671974,0.464949928469242,1.60205999132796,"Verb",40,1,"Verb","40",2.9046179988642
"44083","objectify",11,11,8,8,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,"Verb",11,1,"Verb","11",2.37101538819208
"44098","oblate",2,2,0,0,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44099","obligate",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Verb",6,1,"Verb","6",2.13693218215872
"44101","obligates",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44102","obligating",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44109","obliges",7,7,6,6,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Verb",7,1,"Verb","7",2.1949241291364
"44115","obliterate",18,17,16,16,0.352941176470588,1.27875360095283,0.202670481640439,1.25527250510331,"Verb",19,1,"Verb","19",2.57058774309729
"44141","obscured",28,23,28,23,0.549019607843137,1.46239799789896,0.274201239866476,1.38021124171161,"Verb",28,1,"Verb","28",2.75423214004342
"44143","obscures",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Verb",7,1,"Verb","7",2.1949241291364
"44144","obscuring",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Verb",8,1,"Verb","8",2.24607665158378
"44156","observe",499,382,380,319,9.7843137254902,2.69897000433602,4.55412494039104,2.58319877396862,"Verb",501,1,"Verb","501",3.99080414648048
"44160","observes",11,10,11,10,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Verb",11,1,"Verb","11",2.37101538819208
"44161","observing",145,120,134,111,2.84313725490196,2.16435285578444,1.43061516452074,2.08278537031645,"Verb",146,1,"Verb","146",3.4561869979289
"44162","obsess",31,26,30,26,0.607843137254902,1.50514997831991,0.309966618979495,1.43136376415899,"Verb",31,1,"Verb","31",2.79698412046437
"44164","obsesses",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44186","obstruct",30,25,29,25,0.588235294117647,1.49136169383427,0.298044825941822,1.41497334797082,"Verb",30,1,"Verb","30",2.78319583597873
"44191","obstructs",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"44192","obtain",190,151,184,148,3.72549019607843,2.28103336724773,1.8001907486886,2.18184358794477,"Verb",190,1,"Verb","190",3.57286750939219
"44193","obtained",123,110,123,110,2.41176470588235,2.09342168516224,1.31139723414402,2.04532297878666,"Verb",123,1,"Verb","123",3.3852558273067
"44195","obtaining",40,37,39,36,0.784313725490196,1.61278385671974,0.441106342393896,1.57978359661681,"Verb",40,1,"Verb","40",2.9046179988642
"44196","obtains",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"44197","obtrude",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44199","obtunded",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44201","obviate",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44211","occasioned",14,14,14,14,0.274509803921569,1.17609125905568,0.16690510252742,1.17609125905568,"Verb",14,1,"Verb","14",2.46792540120014
"44218","occlude",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44234","occupies",19,19,19,19,0.372549019607843,1.30102999566398,0.226514067715784,1.30102999566398,"Verb",19,1,"Verb","19",2.59286413780844
"44235","occupy",126,114,123,111,2.47058823529412,2.10380372095596,1.35908440629471,2.06069784035361,"Verb",126,1,"Verb","126",3.39563786310042
"44237","occur",379,337,378,336,7.43137254901961,2.57978359661681,4.01764425369576,2.52891670027765,"Verb",378,1,"Verb","378",3.87161773876127
"44238","occurred",737,626,737,626,14.4509803921569,2.86805636182304,7.46304244158321,2.79726754083072,"Verb",736,1,"Verb","736",4.1598905039675
"44241","occurring",41,37,41,37,0.803921568627451,1.6232492903979,0.441106342393896,1.57978359661681,"Verb",41,1,"Verb","41",2.91508343254236
"44242","occurs",170,150,167,149,3.33333333333333,2.23299611039215,1.78826895565093,2.17897694729317,"Verb",170,1,"Verb","170",3.52483025253661
"44256","ock",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44283","ocurred",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44338","offed",28,27,27,27,0.549019607843137,1.46239799789896,0.321888412017167,1.44715803134222,"Verb",28,1,"Verb","28",2.75423214004342
"44341","offend",266,220,258,217,5.2156862745098,2.42651126136458,2.62279446828803,2.34439227368511,"Verb",267,1,"Verb","267",3.71834540350904
"44346","offends",57,52,57,52,1.11764705882353,1.76342799356294,0.619933237958989,1.72427586960079,"Verb",57,1,"Verb","57",3.0552621357074
"44369","officiate",11,10,11,10,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Verb",11,1,"Verb","11",2.37101538819208
"44370","officiated",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44371","officiates",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44379","offload",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Verb",4,1,"Verb","4",1.99080414648048
"44380","offloaded",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44385","offsets",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"44400","ogled",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"44405","ogress",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44407","ohing",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44422","oiling",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"44428","oilskins",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44437","okayed",35,31,35,31,0.686274509803922,1.55630250076729,0.369575584167859,1.50514997831991,"Verb",35,1,"Verb","35",2.84813664291175
"44438","okaying",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44467","olease",9,2,0,0,0.176470588235294,1,0.0238435860753457,0.477121254719662,"Verb",9,1,"Verb","9",2.29183414214446
"44499","omadhaun",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44519","omit",14,13,9,9,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Verb",14,1,"Verb","14",2.46792540120014
"44520","omitted",18,18,18,18,0.352941176470588,1.27875360095283,0.214592274678112,1.27875360095283,"Verb",18,1,"Verb","18",2.57058774309729
"44521","omitting",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"44585","oohed",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44600","oozed",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Verb",4,1,"Verb","4",1.99080414648048
"44609","opaline",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44623","opens",848,648,806,618,16.6274509803922,2.92890769024395,7.72532188841202,2.81224469680037,"Verb",844,1,"Verb","844",4.22074183238841
"44628","operate",682,533,668,527,13.3725490196078,2.83442070368153,6.35431568907964,2.72754125702856,"Verb",679,1,"Verb","679",4.12625484582599
"44629","operated",166,148,163,146,3.25490196078431,2.22271647114758,1.76442536957558,2.17318626841227,"Verb",166,1,"Verb","166",3.51455061329204
"44631","operates",98,89,97,89,1.92156862745098,1.99563519459755,1.06103958035289,1.95424250943932,"Verb",98,1,"Verb","98",3.28746933674201
"44655","opining",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44658","opinioned",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44676","oppose",110,95,110,95,2.15686274509804,2.04532297878666,1.13257033857892,1.98227123303957,"Verb",111,1,"Verb","111",3.33715712093112
"44680","opposes",20,20,20,20,0.392156862745098,1.32221929473392,0.238435860753457,1.32221929473392,"Verb",20,1,"Verb","20",2.61405343687838
"44686","oppress",11,11,11,11,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,"Verb",11,1,"Verb","11",2.37101538819208
"44688","oppresses",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44689","oppressing",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Verb",8,1,"Verb","8",2.24607665158378
"44697","opt",20,19,20,19,0.392156862745098,1.32221929473392,0.226514067715784,1.30102999566398,"Verb",20,1,"Verb","20",2.61405343687838
"44698","opted",21,21,21,21,0.411764705882353,1.34242268082221,0.25035765379113,1.34242268082221,"Verb",21,1,"Verb","21",2.63425682296667
"44712","optimize",5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"44714","opting",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"44718","optioned",6,5,6,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Verb",6,1,"Verb","6",2.13693218215872
"44719","optioning",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44724","opts",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"44745","orate",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44753","orbed",23,13,22,13,0.450980392156863,1.38021124171161,0.154983309489747,1.14612803567824,"Verb",23,1,"Verb","23",2.67204538385607
"44759","orbited",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Verb",7,1,"Verb","7",2.1949241291364
"44787","ordain",9,7,7,6,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Verb",9,1,"Verb","9",2.29183414214446
"44789","ordains",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44830","organise",30,28,26,24,0.588235294117647,1.49136169383427,0.33381020505484,1.46239799789896,"Verb",30,1,"Verb","30",2.78319583597873
"44834","organises",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44843","organize",220,198,206,185,4.31372549019608,2.34439227368511,2.36051502145923,2.29885307640971,"Verb",220,1,"Verb","220",3.63622641582957
"44847","organizes",15,14,15,14,0.294117647058824,1.20411998265592,0.16690510252742,1.17609125905568,"Verb",15,1,"Verb","15",2.49595412480038
"44859","orientate",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44860","orientated",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"44872","originate",15,15,15,15,0.294117647058824,1.20411998265592,0.178826895565093,1.20411998265592,"Verb",15,1,"Verb","15",2.49595412480038
"44873","originated",68,64,67,63,1.33333333333333,1.83884909073726,0.762994754411063,1.81291335664286,"Verb",68,1,"Verb","68",3.13068323288172
"44874","originates",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"44883","orl",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"44920","orthoclase",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44951","oscillate",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"44952","oscillated",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"44953","oscillates",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45004","ostracised",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45007","ostracized",21,19,19,19,0.411764705882353,1.34242268082221,0.226514067715784,1.30102999566398,"Verb",21,1,"Verb","21",2.63425682296667
"45037","ought",4118,2110,4052,2093,80.7450980392157,3.61479179195642,25.1549833094897,3.32448823330766,"Verb",4927,1,"Verb","4927",4.90662593410088
"45046","oust",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"45049","ousting",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45050","ousts",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45052","outact",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45056","outbid",21,20,19,19,0.411764705882353,1.34242268082221,0.238435860753457,1.32221929473392,"Verb",21,1,"Verb","21",2.63425682296667
"45057","outbids",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45061","outboxed",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45070","outclass",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45081","outdid",19,18,19,18,0.372549019607843,1.30102999566398,0.214592274678112,1.27875360095283,"Verb",19,1,"Verb","19",2.59286413780844
"45084","outdo",26,26,26,26,0.509803921568627,1.43136376415899,0.309966618979495,1.43136376415899,"Verb",26,1,"Verb","26",2.72319790630345
"45085","outdoes",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45086","outdoing",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45087","outdone",54,51,54,51,1.05882352941176,1.74036268949424,0.608011444921316,1.7160033436348,"Verb",54,1,"Verb","54",3.0321968316387
"45093","outdraw",7,4,7,4,0.137254901960784,0.903089986991944,0.0476871721506915,0.698970004336019,"Verb",7,1,"Verb","7",2.1949241291364
"45094","outdrew",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"45095","outdrink",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45096","outdrive",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Verb",3,1,"Verb","3",1.89389413347242
"45100","outerwear",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45101","outfacing",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45105","outfight",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"45111","outfitting",7,7,6,6,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Verb",7,1,"Verb","7",2.1949241291364
"45112","outflank",14,13,13,12,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Verb",14,1,"Verb","14",2.46792540120014
"45113","outflanked",9,8,8,7,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Verb",9,1,"Verb","9",2.29183414214446
"45116","outfought",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"45117","outfox",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45118","outfoxed",8,8,6,6,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Verb",8,1,"Verb","8",2.24607665158378
"45125","outgrew",17,15,17,15,0.333333333333333,1.25527250510331,0.178826895565093,1.20411998265592,"Verb",17,1,"Verb","17",2.54710664724777
"45126","outgrow",21,21,21,21,0.411764705882353,1.34242268082221,0.25035765379113,1.34242268082221,"Verb",21,1,"Verb","21",2.63425682296667
"45127","outgrowing",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45128","outgrown",32,29,31,29,0.627450980392157,1.51851393987789,0.345731998092513,1.47712125471966,"Verb",32,1,"Verb","32",2.81034808202235
"45129","outgrows",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45132","outguess",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45133","outguessed",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45134","outgun",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45135","outgunned",15,13,15,13,0.294117647058824,1.20411998265592,0.154983309489747,1.14612803567824,"Verb",15,1,"Verb","15",2.49595412480038
"45137","outhitting",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45142","outjump",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45143","outlander",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45145","outlast",19,18,18,17,0.372549019607843,1.30102999566398,0.214592274678112,1.27875360095283,"Verb",19,1,"Verb","19",2.59286413780844
"45146","outlasted",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"45147","outlasts",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45150","outlawing",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45158","outlined",40,38,39,37,0.784313725490196,1.61278385671974,0.453028135431569,1.5910646070265,"Verb",40,1,"Verb","40",2.9046179988642
"45160","outlining",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Verb",8,1,"Verb","8",2.24607665158378
"45161","outlive",57,52,57,52,1.11764705882353,1.76342799356294,0.619933237958989,1.72427586960079,"Verb",57,1,"Verb","57",3.0552621357074
"45162","outlived",29,29,28,28,0.568627450980392,1.47712125471966,0.345731998092513,1.47712125471966,"Verb",29,1,"Verb","29",2.76895539686412
"45163","outlives",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Verb",5,1,"Verb","5",2.0699853925281
"45164","outliving",4,3,2,2,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Verb",4,1,"Verb","4",1.99080414648048
"45172","outmatched",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Verb",4,1,"Verb","4",1.99080414648048
"45177","outmoding",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45178","outnumber",39,37,39,37,0.764705882352941,1.60205999132796,0.441106342393896,1.57978359661681,"Verb",41,1,"Verb","41",2.89389413347242
"45181","outnumbers",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"45182","outpaced",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45183","outpacing",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
"45186","outperform",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Verb",3,1,"Verb","3",1.89389413347242
"45189","outplay",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Verb",2,1,"Verb","2",1.76895539686412
"45190","outplayed",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Verb",5,1,"Verb","5",2.0699853925281
"45191","outplaying",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45200","outrace",5,4,4,3,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Verb",5,1,"Verb","5",2.0699853925281
"45201","outraced",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45208","outran",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Verb",6,1,"Verb","6",2.13693218215872
"45209","outrange",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Verb",1,1,"Verb","1",1.59286413780844
"45210","outrank",30,29,30,29,0.588235294117647,1.49136169383427,0.345731998092513,1.47712125471966,"Verb",30,1,"Verb","30",2.78319583597873
"45211","outranked",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Verb",4,1,"Verb","4",1.99080414648048
"45212","outranks",12,12,12,12,0.235294117647059,1.11394335230684,0.143061516452074,1.11394335230684,"Verb",12,1,"Verb","12",2.4057774944513
"45215","outride",6,5,5,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Verb",6,1,"Verb","6",2.13693218215872
"45220","outrun",99,96,99,96,1.94117647058824,2,1.1444921316166,1.98677173426624,"Verb",99,1,"Verb","99",3.29183414214446
"45221","outrunning",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Verb",6,1,"Verb","6",2.13693218215872
"45222","outruns",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Verb",2,1,"Verb","2",1.76895539686412
