numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
1179	7423	25136	foe	94	76	91	75	1.8431	1.9777	0.90606	1.8865	Noun	1	92	1	Noun	92	3.2696	high	2	1	4179.33	5.5	3	11	
3196	22386	7785	breathe	2474	1424	1862	1279	48.5098	3.3936	16.9766	3.1538	Verb	2	2465	1	Verb	2465	4.6854	high	2	1	564.14	53.33	7	1	
2798	18809	64121	survival	515	421	463	388	10.098	2.7126	5.0191	2.6253	Noun	1	515	1	Noun	515	4.0045	high	2	3	584.59	46.14	8	0	
1729	11409	38349	lymphoma	28	19	28	19	0.54902	1.4624	0.22651	1.301	Noun	1	28	1	Noun	28	2.7542	low	1	3	114.54	17.86	8	0	
3092	20964	72197	waterway	6	5	6	5	0.11765	0.8451	0.059609	0.77815	Noun	1	6	1	Noun	6	2.1369	low	1	3	462.12	49	8	0	
2630	17242	58284	shap	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	5790.33	13.33	4	10	
2674	17722	60033	slut	579	388	507	354	11.3529	2.7634	4.6257	2.5899	Noun	1	579	1	Noun	579	4.0553	high	2	1	191.91	16.33	4	8	
836	5365	17924	diadem	2	1	2	1	0.039216	0.47712	0.011922	0.30103	Noun	1	2	1	Noun	2	1.769	low	1	3	468.46	44	6	0	
2240	14971	49654	prayer	805	564	752	537	15.7843	2.9063	6.7239	2.752	Noun	1	805	1	Noun	805	4.1982	high	2	1	1700.56	112.8	6	2	
1452	9684	32310	impassion	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	767.08	73.88	9	0	
2648	17409	58860	shrimp	444	246	384	215	8.7059	2.6484	2.9328	2.3927	Noun	1	444	1	Noun	444	3.9402	high	2	1	640.39	38.4	6	0	
3385	24531	24752	flay	8	6	5	4	0.15686	0.95424	0.071531	0.8451	Verb	2	8	1	Verb	8	2.2461	low	1	1	708.55	18.33	4	11	
963	6174	20659	edelweiss	21	3	0	0	0.41176	1.3424	0.035765	0.60206	Noun	1	21	1	Noun	21	2.6343	low	1	3	141.21	31.13	9	0	
800	5213	17281	dentistry	19	11	19	11	0.37255	1.301	0.13114	1.0792	Noun	1	19	1	Noun	19	2.5929	low	1	3	490.65	65.38	9	0	
2383	15746	52557	realm	238	155	196	144	4.6667	2.3784	1.8479	2.1931	Noun	1	238	1	Noun	238	3.6702	high	2	1	1332.12	39.75	5	1	
1878	12490	41793	motherhood	58	49	49	45	1.1373	1.7709	0.58417	1.699	Noun	1	58	1	Noun	58	3.0627	high	2	3	161.29	28.44	10	0	
2494	16165	54825	reversion	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	3	949.77	118.25	9	0	
3786	28767	62934	strew	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	1162.57	36	5	3	
564	3772	12091	cloudiness	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	3	88.85	44.44	10	0	
2126	14157	47208	percentage	192	164	186	159	3.7647	2.2856	1.9552	2.2175	Noun	1	192	1	Noun	192	3.5774	high	2	3	193.5	41.22	10	0	
2717	18171	61708	sprite	33	27	9	9	0.64706	1.5315	0.32189	1.4472	Noun	1	33	1	Noun	33	2.8233	high	2	1	529.46	50.8	6	0	
2933	19817	67236	tram	70	40	63	33	1.3725	1.8513	0.47687	1.6128	Noun	1	70	1	Noun	70	3.1431	high	2	1	185.98	19	4	9	
3501	25847	37976	losh	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	1717.15	26.33	4	9	
481	3119	9978	catalog	149	116	143	111	2.9216	2.1761	1.3829	2.0682	Noun	1	149	1	Noun	149	3.4679	high	2	3	435.78	43.17	7	0	
1226	7816	26424	fuzz	95	71	88	66	1.8627	1.9823	0.84645	1.8573	Noun	1	95	1	Noun	95	3.2741	high	2	1	141.73	6	4	2	
3646	27269	52580	reappear	17	16	16	15	0.33333	1.2553	0.19075	1.2304	Verb	2	17	1	Verb	17	2.5471	low	1	3	559.94	68.29	8	0	
389	2344	7678	brat	317	228	299	219	6.2157	2.5024	2.7182	2.3598	Noun	1	317	1	Noun	317	3.7943	high	2	1	5272.69	20	4	8	
1874	12463	41711	morphs	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	1	660.33	35.4	6	0	
3745	28223	58114	sew	280	211	248	198	5.4902	2.4487	2.5155	2.3263	Verb	2	280	1	Verb	280	3.7405	high	2	1	1746.97	6.5	3	13	
1910	12703	42416	myrmidon	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	323.07	26.71	8	0	
773	5068	16628	declarant	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	657.97	74.38	9	0	
2579	16864	57098	scorn	59	43	56	41	1.1569	1.7782	0.51264	1.6435	Noun	1	59	1	Noun	59	3.07	high	2	1	307.13	21.75	5	4	
