numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
1626	10683	36232	lamp	657	384	640	375	12.8824	2.8182	4.578	2.5855	Noun	1	654	1	Noun	654	4.1101	high	2	1	1288.74	23.33	4	8	
719	4702	15549	crypt	70	38	67	35	1.3725	1.8513	0.45303	1.5911	Noun	1	71	1	Noun	71	3.1431	high	2	1	178.91	16.75	5	1	
3592	26647	46332	parch	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	1894.84	47.75	5	5	
735	4818	15878	custody	982	603	971	600	19.2549	2.9926	7.1888	2.781	Noun	1	985	1	Noun	985	4.2844	high	2	3	554.3	46.17	7	0	
2839	19098	65025	tardiness	22	18	20	16	0.43137	1.3617	0.21459	1.2788	Noun	1	22	1	Noun	22	2.6536	low	1	3	295.07	85	9	1	
3712	27750	54311	resemble	87	64	78	64	1.7059	1.9445	0.76299	1.8129	Verb	2	87	1	Verb	87	3.2363	high	2	3	951.23	78	8	0	
1582	10301	34982	joist	3	2	3	2	0.058824	0.60206	0.023844	0.47712	Noun	1	3	1	Noun	3	1.8939	low	1	1	1122.94	21.25	5	3	
1181	7451	25201	follicle	12	12	12	12	0.23529	1.1139	0.14306	1.1139	Noun	1	12	1	Noun	12	2.4058	low	1	3	465.24	58.43	8	0	
3430	25127	31122	horrify	7	7	6	6	0.13725	0.90309	0.083453	0.90309	Verb	2	7	1	Verb	7	2.1949	low	1	3	702.17	62.17	7	0	
1557	10100	34258	iou	2	2	0	0	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	3595.83	1.5	3	3	
352	2016	6633	bloke	238	135	227	128	4.6667	2.3784	1.6094	2.1335	Noun	1	239	1	Noun	239	3.6702	high	2	1	792.12	32.5	5	1	
2877	19363	65879	therapy	944	576	878	552	18.5098	2.9754	6.867	2.7612	Noun	1	941	1	Noun	941	4.2673	high	2	3	657.91	32.33	7	0	
1310	8495	28492	groat	3	2	3	2	0.058824	0.60206	0.023844	0.47712	Noun	1	3	1	Noun	3	1.8939	low	1	1	1075.33	33.5	5	3	
3191	22257	6063	bilk	5	4	5	4	0.098039	0.77815	0.047687	0.69897	Verb	2	5	1	Verb	5	2.07	low	1	1	1270.74	20.67	4	6	
3106	21137	72884	whorl	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	1	2338.92	22.75	5	2	
150	693	2235	anglophile	7	7	0	0	0.13725	0.90309	0.083453	0.90309	Noun	1	7	1	Noun	7	2.1949	low	1	3	151.77	27.22	10	0	
654	4207	13899	contortion	4	3	2	2	0.078431	0.69897	0.035765	0.60206	Noun	1	4	1	Noun	4	1.9908	low	1	3	1188.46	152.33	10	0	
618	4079	13199	conception	106	90	87	81	2.0784	2.0294	1.073	1.959	Noun	1	106	1	Noun	106	3.3212	high	2	3	1170.66	147.22	10	0	
1900	12636	42251	muscovite	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	261.43	44.5	9	0	
3880	29912	73704	write	6467	2942	5943	2777	126.8039	3.8108	35.0739	3.4688	Verb	2	6467	1	Verb	6467	5.1026	high	2	1	1333.31	38.5	5	4	
545	3618	11546	cinque	43	7	2	2	0.84314	1.6435	0.083453	0.90309	Noun	1	43	1	Noun	43	2.9353	high	2	1	281.78	25	6	0	
3557	26499	45335	overbill	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	3	189.41	38.29	8	1	
2965	20029	68057	tube	838	455	785	435	16.4314	2.9238	5.4244	2.659	Noun	1	838	1	Noun	838	4.2156	high	2	1	117.91	8.67	4	3	
1023	6450	21830	entombment	3	2	3	2	0.058824	0.60206	0.023844	0.47712	Noun	1	3	1	Noun	3	1.8939	low	1	3	528.51	47.11	10	0	
1861	12379	41461	monocle	11	7	7	6	0.21569	1.0792	0.083453	0.90309	Noun	1	10	1	Noun	10	2.371	low	1	3	438.81	47	7	0	
484	3129	10001	catapult	31	22	28	20	0.60784	1.5051	0.26228	1.3617	Noun	1	31	1	Noun	31	2.797	high	2	3	235.6	31.29	8	0	
3352	24093	21689	ennoble	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Verb	2	4	1	Verb	4	1.9908	low	1	3	273.05	37.5	7	0	
3517	26025	40784	minoring	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	3	1896.32	287.71	8	0	
1399	9218	30683	hoch	6	3	6	3	0.11765	0.8451	0.035765	0.60206	Noun	1	6	1	Noun	6	2.1369	low	1	1	1427.59	15.67	4	2	
2832	19032	64822	tale	612	435	563	413	12	2.7875	5.186	2.6395	Noun	1	610	1	Noun	610	4.0793	high	2	1	1375.4	29.67	4	16	
532	3542	11279	cholera	56	33	46	28	1.098	1.7559	0.39342	1.5315	Noun	1	56	1	Noun	56	3.0477	high	2	3	836.49	89.83	7	0	
1887	12532	41910	mousse	59	43	54	39	1.1569	1.7782	0.51264	1.6435	Noun	1	59	1	Noun	59	3.07	high	2	1	1012.47	39.6	6	0	
22	92	327	acceptance	161	140	150	134	3.1569	2.2095	1.6691	2.1492	Noun	1	162	1	Noun	162	3.5013	high	2	3	367.33	42.22	10	0	
915	5734	19428	dominance	39	34	37	32	0.76471	1.6021	0.40534	1.5441	Noun	1	39	1	Noun	39	2.8939	high	2	3	522.79	54.38	9	0	
1689	11125	37496	listener	72	71	72	71	1.4118	1.8633	0.84645	1.8573	Noun	1	72	1	Noun	72	3.1552	high	2	3	988.87	100.43	8	1	
2327	15309	51073	publicist	97	65	97	65	1.902	1.9912	0.77492	1.8195	Noun	1	96	1	Noun	96	3.2831	high	2	3	288.37	46.63	9	0	
2238	14962	49630	prank	204	152	199	151	4	2.3118	1.8121	2.1847	Noun	1	205	1	Noun	205	3.6036	high	2	1	1150.41	45.75	5	4	
2324	15296	51018	psychopath	142	117	130	112	2.7843	2.1553	1.3948	2.0719	Noun	1	142	1	Noun	142	3.4472	high	2	3	71.54	15.11	10	0	
1656	10906	36878	leitmotif	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	51.98	15.13	9	0	
1159	7256	24561	fjord	24	6	24	6	0.47059	1.3979	0.071531	0.8451	Noun	1	24	1	Noun	24	2.6898	low	1	1	343.46	11	5	0	
1570	10190	34584	jain	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1646.63	21	4	9	
174	839	2648	apnea	8	7	8	7	0.15686	0.95424	0.083453	0.90309	Noun	1	8	1	Noun	8	2.2461	low	1	3	258.52	14.5	5	0	
726	4751	15679	cult	227	142	213	135	4.451	2.3579	1.6929	2.1553	Noun	1	227	1	Noun	227	3.6498	high	2	1	418.82	19.67	4	4	
998	6375	21422	enclosure	20	17	19	16	0.39216	1.3222	0.20267	1.2553	Noun	1	20	1	Noun	20	2.6141	low	1	3	287.81	34.63	9	0	
619	4084	13218	concession	69	58	65	57	1.3529	1.8451	0.69146	1.7709	Noun	1	69	1	Noun	69	3.1369	high	2	3	1168.15	126.22	10	2	
1098	6879	23381	faire	33	21	23	18	0.64706	1.5315	0.25036	1.3424	Noun	1	33	1	Noun	33	2.8233	high	2	1	1551.94	33.75	5	2	
1652	10863	36755	lecturer	41	31	37	27	0.80392	1.6232	0.36958	1.5051	Noun	1	41	1	Noun	41	2.9151	high	2	3	914.12	87.43	8	2	
2639	17277	58411	sheikh	30	9	16	5	0.58824	1.4914	0.1073	1	Noun	1	27	1	Noun	27	2.7832	high	2	1	438.35	23.4	6	0	
2979	20145	68373	twine	29	21	27	21	0.56863	1.4771	0.25036	1.3424	Noun	1	29	1	Noun	29	2.769	high	2	1	1555.54	32.75	5	4	
2734	18321	62252	stealth	142	78	80	53	2.7843	2.1553	0.9299	1.8976	Noun	1	142	1	Noun	142	3.4472	high	2	1	564.77	47.5	7	0	
3282	23540	17926	diagnose	53	46	52	45	1.0392	1.7324	0.5484	1.6721	Verb	2	52	1	Verb	52	3.0242	high	2	3	230.56	31.57	8	0	
330	1775	5746	bere	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	5842.51	28	4	7	
1121	7035	23921	fen	18	5	2	2	0.35294	1.2788	0.059609	0.77815	Noun	1	18	1	Noun	18	2.5706	low	1	1	808.1	8.5	3	18	
457	2989	9637	caretaker	125	65	86	59	2.451	2.1004	0.77492	1.8195	Noun	1	127	1	Noun	127	3.3922	high	2	3	379.61	60.25	9	0	
2914	19620	66685	tole	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	1	1259.2	32	4	16	
743	4866	15996	cyst	22	17	22	17	0.43137	1.3617	0.20267	1.2553	Noun	1	22	1	Noun	22	2.6536	low	1	1	2085.36	12.33	4	2	
2506	16234	55102	rift	55	40	50	38	1.0784	1.7482	0.47687	1.6128	Noun	1	55	1	Noun	55	3.04	high	2	1	735.3	13	4	6	
2149	14238	47573	pest	146	112	116	97	2.8627	2.1673	1.3352	2.0531	Noun	1	145	1	Noun	145	3.4592	high	2	1	2599.44	23.33	4	14	
660	4228	14043	conversion	66	58	63	56	1.2941	1.8261	0.69146	1.7709	Noun	1	66	1	Noun	66	3.1179	high	2	3	1149.37	125.89	10	0	
3351	24089	21683	enliven	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	3	512.84	35.67	7	0	
1919	12773	42701	nave	21	12	21	12	0.41176	1.3424	0.14306	1.1139	Noun	1	33	1	Noun	33	2.6343	low	1	1	4104.65	13.33	4	10	
2818	18942	64589	synergy	31	11	26	10	0.60784	1.5051	0.13114	1.0792	Noun	1	31	1	Noun	31	2.797	high	2	3	362.89	25	7	0	
2428	15936	53708	relevance	82	68	63	51	1.6078	1.9191	0.81068	1.8388	Noun	1	82	1	Noun	82	3.2109	high	2	3	480.85	71.5	9	0	
498	3238	10297	celt	4	4	0	0	0.078431	0.69897	0.047687	0.69897	Noun	1	5	1	Noun	5	1.9908	low	1	1	1386.6	16.33	4	9	
31	112	457	acetate	6	5	5	4	0.11765	0.8451	0.059609	0.77815	Noun	1	6	1	Noun	6	2.1369	low	1	3	424.1	36.17	7	0	
1935	12914	43177	niacin	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	221.5	21	6	0	
3389	24562	24988	flout	10	8	10	8	0.19608	1.0414	0.095374	0.95424	Verb	2	10	1	Verb	10	2.3332	low	1	1	1894.9	33.75	5	3	
3257	23167	15685	cultivate	48	45	48	45	0.94118	1.6902	0.53648	1.6628	Verb	2	48	1	Verb	48	2.982	high	2	3	230.6	47.63	9	0	
3593	26649	46349	pare	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Verb	2	6	1	Verb	6	2.1369	low	1	1	3823.17	44	4	22	
1472	9752	32698	inclement	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	1	8	1	Noun	8	2.2461	low	1	3	806.36	75.75	9	1	
2387	15776	52756	receiver	151	105	141	100	2.9608	2.1818	1.2518	2.0253	Noun	1	151	1	Noun	151	3.4737	high	2	3	1050.57	85.57	8	3	
3645	27268	52575	reap	132	89	122	85	2.5882	2.1239	1.061	1.9542	Verb	2	132	1	Verb	132	3.4157	high	2	1	1763.8	29	4	5	
241	1158	3695	atrium	36	23	36	23	0.70588	1.5682	0.2742	1.3802	Noun	1	36	1	Noun	36	2.86	high	2	3	469.05	27.4	6	0	
2835	19048	64878	tamarisk	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	348.43	55.29	8	0	
3208	22596	10229	cease	445	298	234	203	8.7255	2.6493	3.5527	2.4757	Verb	2	444	1	Verb	444	3.9412	high	2	1	2324.8	46.25	5	3	
3491	25752	37013	leve	6	1	5	1	0.11765	0.8451	0.011922	0.30103	Verb	2	6	1	Verb	6	2.1369	low	1	1	2714.65	14.33	4	3	
3027	20463	70793	vang	2	1	2	1	0.039216	0.47712	0.011922	0.30103	Noun	1	2	1	Noun	2	1.769	low	1	1	1408.98	27.67	4	11	
119	577	1837	ambiance	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	1	8	1	Noun	8	2.2461	low	1	3	391.85	33.86	8	1	
2156	14288	47739	philistine	48	21	30	6	0.94118	1.6902	0.25036	1.3424	Noun	1	48	1	Noun	48	2.982	high	2	3	616.92	123.56	10	0	
1027	6466	21876	entryway	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	1	8	1	Noun	8	2.2461	low	1	3	229.88	26.57	8	0	
461	3003	9672	carjackers	3	3	2	2	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	3	180.83	39.33	10	0	
2017	13383	44661	opossum	4	2	4	2	0.078431	0.69897	0.023844	0.47712	Noun	1	4	1	Noun	4	1.9908	low	1	3	165.5	18.5	7	0	
344	1939	6301	bitterness	72	68	71	67	1.4118	1.8633	0.81068	1.8388	Noun	1	72	1	Noun	72	3.1552	high	2	3	203.55	51.33	10	0	
1118	6998	23819	fee	494	358	475	349	9.6863	2.6946	4.268	2.5551	Noun	1	494	1	Noun	494	3.9864	high	2	1	934.41	7.5	3	15	
3035	20520	70946	vehicle	1153	668	1099	648	22.6078	3.0622	7.9638	2.8254	Noun	1	1148	1	Noun	1148	4.354	high	2	3	302.55	33.83	7	0	
192	913	2915	arbitrage	9	6	5	5	0.17647	1	0.071531	0.8451	Noun	1	9	1	Noun	9	2.2918	low	1	3	228.52	27.25	9	0	
3763	28470	60285	snead	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	640.74	22.25	5	3	
1616	10617	36032	lab	2020	1007	1821	969	39.6078	3.3056	12.0052	3.0035	Noun	1	2011	1	Noun	2011	4.5974	high	2	1	196.03	7	3	14	
1598	10474	35603	kiln	19	14	19	14	0.37255	1.301	0.16691	1.1761	Noun	1	19	1	Noun	19	2.5929	low	1	1	1252.18	17.67	4	3	
991	6353	21338	empt	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	74.88	2.33	4	1	
3597	26702	47055	penalize	12	12	12	12	0.23529	1.1139	0.14306	1.1139	Verb	2	12	1	Verb	12	2.4058	low	1	3	270.26	65.43	8	0	
2445	15998	53981	rep	263	173	239	165	5.1569	2.4216	2.0625	2.2405	Noun	1	256	1	Noun	256	3.7134	high	2	1	103.91	4	3	8	
2876	19345	65826	theft	344	291	317	275	6.7451	2.5378	3.4692	2.4654	Noun	1	343	1	Noun	343	3.8297	high	2	1	5166.4	18	5	0	
2858	19235	65499	tench	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1593.54	39	5	3	
359	2122	6959	bog	49	33	30	24	0.96078	1.699	0.39342	1.5315	Noun	1	49	1	Noun	49	2.9908	high	2	1	238.92	8.5	3	19	
2786	18701	63690	summation	33	25	32	24	0.64706	1.5315	0.29804	1.415	Noun	1	33	1	Noun	33	2.8233	high	2	3	1049.41	114.38	9	0	
549	3670	11756	clarinet	80	36	73	36	1.5686	1.9085	0.42918	1.5682	Noun	1	80	1	Noun	80	3.2003	high	2	3	522.52	76.71	8	0	
2643	17332	58609	shive	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	2512.28	35.75	5	4	
1006	6402	21564	energy	1678	995	1587	963	32.902	3.2251	11.8622	2.9983	Noun	1	1675	1	Noun	1675	4.5169	high	2	3	405.48	16.4	6	0	
2419	15892	53398	regalia	6	5	4	4	0.11765	0.8451	0.059609	0.77815	Noun	1	7	1	Noun	7	2.1369	low	1	3	536.11	49.83	7	0	
1574	10218	34676	javelin	24	14	18	12	0.47059	1.3979	0.16691	1.1761	Noun	1	24	1	Noun	24	2.6898	low	1	3	242.91	22.17	7	0	
1831	12139	40671	minaret	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	659.14	57.83	7	0	
1716	11311	38025	lout	28	25	26	24	0.54902	1.4624	0.29804	1.415	Noun	1	28	1	Noun	28	2.7542	low	1	1	1632.3	21.33	4	9	
1314	8524	28583	grouse	23	16	20	14	0.45098	1.3802	0.19075	1.2304	Noun	1	23	1	Noun	23	2.672	low	1	1	1350.75	48.6	6	1	
3807	29057	65478	tempt	129	116	119	109	2.5294	2.1139	1.3829	2.0682	Verb	2	129	1	Verb	129	3.4058	high	2	1	207.62	20	5	3	
1823	12076	40496	mien	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	3573.49	17.33	4	0	
904	5651	19179	dividend	19	14	19	14	0.37255	1.301	0.16691	1.1761	Noun	1	19	1	Noun	19	2.5929	low	1	3	350.11	48.29	8	0	
312	1655	5257	beast	1252	552	899	503	24.549	3.098	6.5808	2.7427	Noun	1	1241	1	Noun	1241	4.3898	high	2	1	2230.73	49.5	5	5	
152	696	2244	angst	47	44	41	40	0.92157	1.6812	0.52456	1.6532	Noun	1	48	1	Noun	48	2.9731	high	2	1	615.58	13	5	0	
2189	14628	48637	plebiscite	3	3	1	1	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	3	144.92	29.22	10	0	
3772	28576	61148	spay	6	5	6	5	0.11765	0.8451	0.059609	0.77815	Verb	2	6	1	Verb	6	2.1369	low	1	1	445.29	9.33	4	7	
3417	24949	28910	guss	3	3	2	2	0.058824	0.60206	0.035765	0.60206	Verb	2	3	1	Verb	3	1.8939	low	1	1	1264.15	18.33	4	9	
2150	14241	47580	pesticide	18	13	18	13	0.35294	1.2788	0.15498	1.1461	Noun	1	18	1	Noun	18	2.5706	low	1	3	378.25	60	9	0	
1697	11166	37628	loam	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	1	1056.29	24.67	4	6	
1837	12179	40771	mink	189	77	123	70	3.7059	2.2788	0.91798	1.8921	Noun	1	189	1	Noun	189	3.5706	high	2	1	1282.08	31.33	4	13	
3737	28102	56760	scammed	17	16	17	16	0.33333	1.2553	0.19075	1.2304	Verb	2	17	1	Verb	17	2.5471	low	1	1	1487.82	180.83	7	1	
1526	9981	33644	instructor	240	165	235	163	4.7059	2.382	1.9671	2.2201	Noun	1	240	1	Noun	240	3.6739	high	2	3	254.65	49.11	10	0	
3101	21050	72511	westerner	10	9	1	1	0.19608	1.0414	0.1073	1	Noun	1	10	1	Noun	10	2.3332	low	1	3	526.45	84.25	9	0	
2066	13725	46011	palm	675	435	344	274	13.2353	2.8299	5.186	2.6395	Noun	1	675	1	Noun	675	4.1218	high	2	1	1178.94	24.67	4	5	
965	6178	20671	edginess	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	492.9	75.86	8	0	
1306	8469	28394	grief	552	450	533	434	10.8235	2.7427	5.3648	2.6542	Noun	1	553	1	Noun	553	4.0346	high	2	1	1005.76	38	5	1	
2934	19822	67253	trance	268	92	81	65	5.2549	2.4298	1.0968	1.9685	Noun	1	268	1	Noun	268	3.7216	high	2	1	739.81	57.8	6	1	
1383	9108	30286	hernia	91	72	89	70	1.7843	1.9638	0.85837	1.8633	Noun	1	91	1	Noun	91	3.2556	high	2	3	395.85	28.8	6	0	
235	1132	3631	atheism	5	5	3	3	0.098039	0.77815	0.059609	0.77815	Noun	1	5	1	Noun	5	2.07	low	1	3	126.36	21.5	7	1	
3784	28751	62767	strafe	5	4	4	4	0.098039	0.77815	0.047687	0.69897	Verb	2	5	1	Verb	5	2.07	low	1	1	600.32	38.6	6	1	
3512	25985	40083	merge	71	48	69	47	1.3922	1.8573	0.57225	1.6902	Verb	2	71	1	Verb	71	3.1492	high	2	1	592.58	31.75	5	3	
2279	15138	50363	proconsul	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	349.2	41.38	9	0	
1438	9611	32006	idleness	8	7	7	7	0.15686	0.95424	0.083453	0.90309	Noun	1	8	1	Noun	8	2.2461	low	1	3	528.56	83	8	0	
2511	16280	55260	rite	74	59	63	50	1.451	1.8751	0.70339	1.7782	Noun	1	72	1	Noun	72	3.1669	high	2	1	2880.32	21	4	12	
1886	12522	41872	mound	77	47	77	47	1.5098	1.8921	0.56032	1.6812	Noun	1	77	1	Noun	77	3.1839	high	2	1	3194.69	40	5	9	
3224	22737	11875	cleek	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	710.7	27.75	5	4	
3108	21150	72939	widower	72	57	70	55	1.4118	1.8633	0.67954	1.7634	Noun	1	72	1	Noun	72	3.1552	high	2	3	827.4	66.33	7	1	
