numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
2644	17356	58687	shopkeeper	20	18	20	18	0.39216	1.3222	0.21459	1.2788	Noun	1	20	1	Noun	20	2.6141	low	1	3	63.63	20.67	10	0	
1653	10865	36763	ledge	179	109	175	108	3.5098	2.2553	1.2995	2.0414	Noun	1	179	1	Noun	179	3.5471	high	2	1	555.07	24	5	4	
2642	17324	58579	shirt	2365	1400	2330	1383	46.3725	3.374	16.6905	3.1464	Noun	1	2363	1	Noun	2363	4.6658	high	2	1	2539.93	36.5	5	4	
2382	15743	52543	realist	45	42	45	42	0.88235	1.6628	0.50072	1.6335	Noun	1	44	1	Noun	44	2.9546	high	2	3	1390.54	115.67	7	1	
3761	28369	59589	skulk	15	14	15	14	0.29412	1.2041	0.16691	1.1761	Verb	2	14	1	Verb	14	2.496	low	1	1	1295.26	7	5	1	
1590	10372	35218	jure	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	3385.77	25	4	7	
718	4698	15534	crux	15	12	14	11	0.29412	1.2041	0.14306	1.1139	Noun	1	15	1	Noun	15	2.496	low	1	1	36.87	5.33	4	0	
2791	18772	63962	supplier	99	76	99	76	1.9412	2	0.90606	1.8865	Noun	1	99	1	Noun	99	3.2918	high	2	3	739.74	93.71	8	2	
1166	7320	24743	flaw	155	130	154	129	3.0392	2.1931	1.5498	2.1173	Noun	1	155	1	Noun	155	3.485	high	2	1	325.41	16	4	9	
1934	12913	43174	ngai	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	0	0	4	0	
2410	15865	53286	reflection	256	225	254	224	5.0196	2.4099	2.6824	2.3541	Noun	1	257	1	Noun	257	3.7018	high	2	3	1063.3	138.33	10	1	
2657	17506	59164	silicone	40	33	33	27	0.78431	1.6128	0.39342	1.5315	Noun	1	40	1	Noun	40	2.9046	high	2	3	367.86	49.57	8	0	
1176	7397	25039	flume	8	3	6	3	0.15686	0.95424	0.035765	0.60206	Noun	1	7	1	Noun	7	2.2461	low	1	1	264.1	27.75	5	4	
1281	8226	27660	goal	854	540	783	520	16.7451	2.932	6.4378	2.7332	Noun	1	854	1	Noun	854	4.2238	high	2	1	921.9	20	4	4	
3518	26047	40974	mislabel	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	3	328.9	35.14	8	0	
2031	13443	44819	orf	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1.76	1	3	4	
2712	18093	61407	spine	293	241	288	237	5.7451	2.4683	2.8732	2.3838	Noun	1	291	1	Noun	291	3.7602	high	2	1	1752.29	43.75	5	9	
3263	23280	16685	decontrol	2	1	0	0	0.039216	0.47712	0.011922	0.30103	Verb	2	2	1	Verb	2	1.769	low	1	3	354.97	42.38	9	0	
531	3536	11260	chok	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	716.53	11	4	3	
2093	13859	46356	parentage	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	1	8	1	Noun	8	2.2461	low	1	3	479.48	63.5	9	0	
3014	20375	70513	urgency	73	66	73	66	1.4314	1.8692	0.78684	1.8261	Noun	1	73	1	Noun	73	3.1611	high	2	3	314.31	21.83	7	0	
3482	25620	35364	kats	2	2	0	0	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	473.3	23.67	4	11	
2875	19336	65778	thane	36	2	20	2	0.70588	1.5682	0.023844	0.47712	Noun	1	36	1	Noun	36	2.86	high	2	1	3528.96	34.5	5	2	
3381	24461	23997	fessed	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	2258.24	188.2	6	2	
2309	15236	50794	protege	23	12	22	12	0.45098	1.3802	0.14306	1.1139	Noun	1	23	1	Noun	23	2.672	low	1	3	1222.55	75	7	0	
1257	8084	27230	gift	3290	1877	3242	1856	64.5098	3.5173	22.3772	3.2737	Noun	1	3287	1	Noun	3287	4.8092	high	2	1	853.66	10	4	5	
2319	15277	50915	prude	70	58	59	51	1.3725	1.8513	0.69146	1.7709	Noun	1	70	1	Noun	70	3.1431	high	2	1	419.74	23.5	5	3	
1800	11975	40173	messenger	411	283	359	267	8.0588	2.6149	3.3739	2.4533	Noun	1	413	1	Noun	413	3.9067	high	2	3	327.48	62.88	9	0	
1998	13259	44297	odds	970	708	906	667	19.0196	2.9872	8.4406	2.8506	Noun	1	971	1	Noun	971	4.2791	high	2	1	95.4	8.67	4	1	
1370	8984	29909	hearth	34	30	31	28	0.66667	1.5441	0.35765	1.4914	Noun	1	34	1	Noun	34	2.8359	high	2	1	851.47	52.6	6	4	
3820	29170	66693	tolerate	354	312	348	310	6.9412	2.5502	3.7196	2.4955	Verb	2	354	1	Verb	354	3.8421	high	2	3	643.75	77.14	8	0	
1743	11536	38766	mall	964	426	855	398	18.902	2.9845	5.0787	2.6304	Noun	1	965	1	Noun	965	4.2764	high	2	1	3750.48	38	4	15	
