numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
1586	10328	35095	jubilee	41	23	15	13	0.80392	1.6232	0.2742	1.3802	Noun	1	41	1	Noun	41	2.9151	high	2	3	320.24	61.33	7	0	
847	5430	18134	diffusion	11	10	9	8	0.21569	1.0792	0.11922	1.0414	Noun	1	11	1	Noun	11	2.371	low	1	3	903.58	76.5	9	0	
1100	6888	23408	fajitas	20	10	15	9	0.39216	1.3222	0.11922	1.0414	Noun	1	20	1	Noun	20	2.6141	low	1	3	202.31	21.5	7	0	
2584	16923	57319	scrutiny	58	53	57	53	1.1373	1.7709	0.63186	1.7324	Noun	1	58	1	Noun	58	3.0627	high	2	3	1192.61	175.71	8	0	
3189	22250	5985	bide	28	21	17	17	0.54902	1.4624	0.25036	1.3424	Verb	2	27	1	Verb	27	2.7542	low	1	1	858.6	16.33	4	13	
115	562	1796	amalgam	9	5	9	5	0.17647	1	0.059609	0.77815	Noun	1	9	1	Noun	9	2.2918	low	1	3	160.75	15.17	7	0	
262	1252	4047	avenue	861	564	87	72	16.8824	2.9355	6.7239	2.752	Noun	1	857	1	Noun	857	4.2273	high	2	3	208.81	15.2	6	1	
3873	29833	73043	wilt	93	58	56	38	1.8235	1.9731	0.69146	1.7709	Verb	2	93	1	Verb	93	3.265	high	2	1	4537.71	27	4	11	
2562	16702	56605	sauerkraut	51	33	44	30	1	1.716	0.39342	1.5315	Noun	1	51	1	Noun	51	3.0078	high	2	3	232.63	26.89	10	0	
2206	14723	48937	polio	45	32	41	30	0.88235	1.6628	0.3815	1.5185	Noun	1	45	1	Noun	45	2.9546	high	2	3	366.78	22.25	5	1	
1080	6774	23021	exporter	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	3	815.43	89.29	8	1	
3569	26540	45525	overplay	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Verb	2	7	1	Verb	7	2.1949	low	1	3	171.66	33	8	0	
3331	23918	21019	elicit	25	25	25	25	0.4902	1.415	0.29804	1.415	Verb	2	25	1	Verb	25	2.7068	low	1	3	164.27	23	6	0	
1918	12772	42696	nav	16	11	10	7	0.31373	1.2304	0.13114	1.0792	Noun	1	16	1	Noun	16	2.5223	low	1	1	4.78	2	3	4	
3723	27951	55149	rile	17	16	17	16	0.33333	1.2553	0.19075	1.2304	Verb	2	17	1	Verb	17	2.5471	low	1	1	1477.43	29	4	15	
393	2388	7830	brevity	11	8	8	7	0.21569	1.0792	0.095374	0.95424	Noun	1	11	1	Noun	11	2.371	low	1	3	682.57	54.67	7	0	
444	2863	9264	candidate	434	277	406	263	8.5098	2.6385	3.3023	2.444	Noun	1	434	1	Noun	434	3.9303	high	2	3	317.28	60.75	9	0	
3529	26156	42170	mummify	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Verb	2	4	1	Verb	4	1.9908	low	1	3	155.3	35.33	7	0	
2692	17958	60918	souk	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1761.73	15.67	4	5	
3209	22600	10242	cede	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Verb	2	6	1	Verb	6	2.1369	low	1	1	674.19	8.33	4	1	
3854	29629	70921	veer	55	23	16	15	1.0784	1.7482	0.2742	1.3802	Verb	2	55	1	Verb	55	3.04	high	2	1	3085	24.67	4	6	
2354	15526	51774	quilt	39	34	39	34	0.76471	1.6021	0.40534	1.5441	Noun	1	39	1	Noun	39	2.8939	high	2	1	1200.29	25	5	5	
2664	17639	59634	slab	94	66	72	63	1.8431	1.9777	0.78684	1.8261	Noun	1	94	1	Noun	94	3.2696	high	2	1	288.68	17	4	8	
1060	6689	22644	exception	409	375	396	367	8.0196	2.6128	4.4707	2.5752	Noun	1	410	1	Noun	410	3.9046	high	2	3	1012.96	101.5	9	0	
2103	13971	46653	path	1252	870	1198	848	24.549	3.098	10.372	2.94	Noun	1	1252	1	Noun	1252	4.3898	high	2	1	3361.16	23.67	4	8	
1923	12816	42840	needlework	14	13	9	9	0.27451	1.1761	0.15498	1.1461	Noun	1	14	1	Noun	14	2.4679	low	1	3	66.65	18.44	10	0	
2432	15954	53770	rem	78	30	2	2	1.5294	1.8976	0.35765	1.4914	Noun	1	78	1	Noun	78	3.1895	high	2	1	102.82	3.5	3	10	
2691	17953	60906	sot	13	12	13	12	0.2549	1.1461	0.14306	1.1139	Noun	1	12	1	Noun	12	2.438	low	1	1	3331.76	9	3	21	
2472	16102	54572	ret	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1458.69	8.5	3	18	
1739	11499	38656	maize	9	7	7	5	0.17647	1	0.083453	0.90309	Noun	1	9	1	Noun	9	2.2918	low	1	1	382.42	26	5	1	
1821	12072	40480	midst	175	157	167	156	3.4314	2.2455	1.8717	2.1987	Noun	1	174	1	Noun	174	3.5373	high	2	1	863.93	22.5	5	1	
1548	10072	34151	invention	310	195	309	195	6.0784	2.4928	2.3247	2.2923	Noun	1	310	1	Noun	310	3.7846	high	2	3	1201.91	129.63	9	1	
3089	20955	72170	waterfowl	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	344.36	47.38	9	0	
