numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
2107	13996	46717	patronage	19	17	18	16	0.37255	1.301	0.20267	1.2553	Noun	1	19	1	Noun	19	2.5929	low	1	3	222.06	48.13	9	0	
1903	12648	42280	musician	308	208	294	202	6.0392	2.49	2.4797	2.3201	Noun	1	308	1	Noun	308	3.7818	high	2	3	390.02	38.71	8	0	
1650	10834	36647	leadership	249	197	232	187	4.8824	2.3979	2.3486	2.2967	Noun	1	249	1	Noun	249	3.6898	high	2	3	226.28	32.33	10	1	
913	5712	19378	doke	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	2210.48	17	4	13	
751	4927	16172	dane	158	48	0	0	3.098	2.2014	0.57225	1.6902	Noun	1	158	1	Noun	158	3.4932	high	2	1	1764.56	33.33	4	18	
705	4543	15071	creator	142	95	110	67	2.7843	2.1553	1.1326	1.9823	Noun	1	142	1	Noun	142	3.4472	high	2	3	555.31	59.5	7	0	
1502	9857	33215	informer	63	50	61	50	1.2353	1.8062	0.59609	1.7076	Noun	1	63	1	Noun	63	3.098	high	2	3	692.34	69.29	8	1	
1672	10976	37071	liaison	139	106	130	100	2.7255	2.1461	1.2637	2.0294	Noun	1	139	1	Noun	139	3.438	high	2	3	398.49	32.5	7	0	
2194	14653	48718	ploy	78	68	76	66	1.5294	1.8976	0.81068	1.8388	Noun	1	78	1	Noun	78	3.1895	high	2	1	237.92	12	4	4	
1544	10056	34106	intuit	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	406.25	24.2	6	0	
473	3074	9875	caseloads	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	3	174.35	36.38	9	0	
2597	17017	57585	seducer	20	11	17	9	0.39216	1.3222	0.13114	1.0792	Noun	1	20	1	Noun	20	2.6141	low	1	3	983.12	81.67	7	2	
3308	23714	18917	disproven	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Verb	2	3	1	Verb	3	1.8939	low	1	3	324.98	45.88	9	1	
2761	18550	63124	stull	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	2660.64	31.25	5	3	
1133	7107	24144	fief	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	712.71	12.67	4	1	
2140	14207	47410	peroxide	55	40	51	38	1.0784	1.7482	0.47687	1.6128	Noun	1	55	1	Noun	55	3.04	high	2	3	203.41	36.14	8	0	
2549	16598	56304	salvation	256	217	187	164	5.0196	2.4099	2.587	2.3385	Noun	1	255	1	Noun	255	3.7018	high	2	3	922.71	106.88	9	0	
3319	23800	19615	doth	117	57	112	57	2.2941	2.0719	0.67954	1.7634	Verb	2	117	1	Verb	117	3.3637	high	2	1	3718.12	17.33	4	3	
77	362	1222	agonist	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	586.16	50.67	7	0	
3844	29500	69892	unravel	49	46	48	46	0.96078	1.699	0.5484	1.6721	Verb	2	50	1	Verb	50	2.9908	high	2	3	254.8	33	7	0	
2293	15179	50548	prom	906	321	857	309	17.7647	2.9576	3.8269	2.5079	Noun	1	910	1	Noun	910	4.2494	high	2	1	3134.58	12	4	8	
2675	17734	60084	smattering	9	8	6	6	0.17647	1	0.095374	0.95424	Noun	1	9	1	Noun	9	2.2918	low	1	3	545.8	152.78	10	3	
3378	24446	23853	feign	23	23	21	21	0.45098	1.3802	0.2742	1.3802	Verb	2	23	1	Verb	23	2.672	low	1	1	299	12.25	5	2	
535	3572	11385	chrome	65	54	57	48	1.2745	1.8195	0.64378	1.7404	Noun	1	64	1	Noun	64	3.1114	high	2	1	742.3	33.8	6	0	
3181	22031	4232	babysit	104	87	101	84	2.0392	2.0212	1.0372	1.9445	Verb	2	104	1	Verb	104	3.313	high	2	3	121.05	21.33	7	0	
1101	6894	23422	falconry	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	273.23	33.71	8	0	
3192	22290	6493	bleed	515	398	493	387	10.098	2.7126	4.7449	2.601	Verb	2	514	1	Verb	514	4.0045	high	2	1	1295.81	72.5	5	3	
2545	16572	56214	salary	548	406	535	400	10.7451	2.7396	4.8402	2.6096	Noun	1	548	1	Noun	548	4.0314	high	2	3	537.89	50.8	6	0	
1839	12200	40840	mirth	11	11	10	10	0.21569	1.0792	0.13114	1.0792	Noun	1	11	1	Noun	11	2.371	low	1	1	1431.37	28.75	5	3	
3185	22104	5075	bathe	128	115	114	104	2.5098	2.1106	1.371	2.0645	Verb	2	127	1	Verb	127	3.4024	high	2	1	499.35	28.75	5	2	
2291	15172	50527	projector	62	44	52	38	1.2157	1.7993	0.52456	1.6532	Noun	1	62	1	Noun	62	3.0912	high	2	3	416.75	45.88	9	1	
740	4847	15960	cyclist	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Noun	1	4	1	Noun	4	2.07	low	1	3	620.59	60	7	0	
2219	14825	49219	porch	491	336	480	334	9.6275	2.692	4.0057	2.5276	Noun	1	491	1	Noun	491	3.9838	high	2	1	2021.79	41.25	5	4	
1412	9389	31248	hots	74	67	71	65	1.451	1.8751	0.79876	1.8325	Noun	1	74	1	Noun	74	3.1669	high	2	1	873.83	28.67	4	12	
1755	11612	38996	manpower	105	96	102	94	2.0588	2.0253	1.1445	1.9868	Noun	1	105	1	Noun	105	3.3171	high	2	3	560.76	63	8	0	
3012	20372	70506	urethane	5	3	4	3	0.098039	0.77815	0.035765	0.60206	Noun	1	5	1	Noun	5	2.07	low	1	3	411.01	50.14	8	0	
2141	14209	47435	pers	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	1	2182.85	17.33	4	8	
1444	9649	32122	illusion	421	305	412	301	8.2549	2.6253	3.6361	2.4857	Noun	1	421	1	Noun	421	3.9171	high	2	3	600.15	45.29	8	1	
1605	10508	35666	kinetics	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	584.39	65.86	8	0	
1355	8824	29439	harassment	300	188	287	180	5.8824	2.4786	2.2413	2.2765	Noun	1	300	1	Noun	300	3.7704	high	2	3	526.33	48.44	10	0	
3426	25058	30320	hert	9	1	0	0	0.17647	1	0.011922	0.30103	Verb	2	8	1	Verb	8	2.2918	low	1	1	3182.96	19.67	4	9	
525	3447	10963	chest	2090	1177	1940	1134	40.9804	3.3204	14.032	3.0711	Noun	1	2085	1	Noun	2085	4.6122	high	2	1	3547.22	32	5	3	
2010	13352	44565	ons	33	8	32	7	0.64706	1.5315	0.095374	0.95424	Noun	1	31	1	Noun	31	2.8233	high	2	1	1727.85	0.5	3	2	
2529	16446	55835	ruff	27	13	10	6	0.52941	1.4472	0.15498	1.1461	Noun	1	27	1	Noun	27	2.739	low	1	1	75.36	11	4	6	
1000	6380	21473	ende	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	595.17	8.33	4	1	
3817	29128	66254	thwart	17	16	16	15	0.33333	1.2553	0.19075	1.2304	Verb	2	17	1	Verb	17	2.5471	low	1	1	697.84	26	6	0	
3286	23584	18262	dine	219	169	209	168	4.2941	2.3424	2.0148	2.2304	Verb	2	219	1	Verb	219	3.6343	high	2	1	1484.32	34	4	17	
3680	27482	53372	refurbish	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Verb	2	4	1	Verb	4	1.9908	low	1	3	294.57	54.38	9	0	
3130	21356	73644	wreath	54	42	52	42	1.0588	1.7404	0.50072	1.6335	Noun	1	54	1	Noun	54	3.0322	high	2	1	425.78	39.2	6	1	
2884	19391	65969	thigh	191	152	177	146	3.7451	2.2833	1.8121	2.1847	Noun	1	191	1	Noun	191	3.5751	high	2	1	4717.87	21.5	5	0	
1738	11473	38598	maid	1164	614	1082	580	22.8235	3.0663	7.32	2.7889	Noun	1	1160	1	Noun	1160	4.3582	high	2	1	3542.57	26.33	4	7	
2533	16489	55955	ruse	85	72	85	72	1.6667	1.9345	0.85837	1.8633	Noun	1	85	1	Noun	85	3.2263	high	2	1	1316.46	20.67	4	9	
3716	27839	54617	retested	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Verb	2	5	1	Verb	5	2.07	low	1	3	1856.15	220.57	8	1	
1946	13002	43423	node	25	20	25	20	0.4902	1.415	0.23844	1.3222	Noun	1	25	1	Noun	25	2.7068	low	1	1	796.06	16.33	4	10	
2619	17194	58085	settler	4	3	3	3	0.078431	0.69897	0.035765	0.60206	Noun	1	4	1	Noun	4	1.9908	low	1	3	1494.75	137.83	7	2	
1873	12454	41686	morn	45	39	42	36	0.88235	1.6628	0.46495	1.6021	Noun	1	45	1	Noun	45	2.9546	high	2	1	3078.2	25.33	4	10	
3321	23813	19747	dowse	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	1374.59	28.75	5	1	
