ITEM   	 BF_TK 	 BF_TP 	 SLBF  	 MLBF  	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
harvesters	 381.09	  57.56	  21.96	   2.44	  10	   0	   1	-1	-1	-1	-1	
hats	2598.24	  33.67	   9.50	   3.17	   4	  16	  18	-1	-1	-1	-1	
haunch	 525.74	  35.60	  13.50	   2.70	   6	   2	   6	-1	-1	-1	-1	
haversack	 270.80	  48.88	  17.26	   2.16	   9	   0	   0	-1	-1	-1	-1	
headmaster	 187.50	  49.89	  18.40	   2.04	  10	   0	   0	-1	 352	-1	 639	
heaps	1325.81	  47.50	  11.27	   2.82	   5	   7	  12	-1	-1	-1	-1	
hearth	 851.47	  52.60	  14.11	   2.82	   6	   4	  14	-1	-1	-1	-1	
hearths	 701.61	  55.67	  15.01	   2.50	   7	   0	   3	-1	-1	-1	-1	
hearts	 970.71	  77.80	  14.43	   2.89	   6	   2	  15	-1	-1	-1	-1	
heats	1631.91	  67.75	  12.40	   3.10	   5	  10	  12	-1	-1	-1	-1	
heaves	1350.02	 119.40	  14.83	   2.97	   6	   4	  11	-1	-1	-1	-1	
heaviness	 289.80	  78.63	  18.64	   2.33	   9	   0	   0	-1	-1	-1	-1	
hecklers	 501.07	  98.43	  17.29	   2.47	   8	   0	   1	-1	-1	-1	-1	
heels	 762.77	  42.25	  11.44	   2.86	   5	   6	  18	-1	-1	-1	-1	
height	 494.53	  24.60	  13.26	   2.65	   6	   1	  25	 294	-1	 472	-1	
heights	 437.11	  51.83	  14.27	   2.38	   7	   1	  19	-1	-1	-1	-1	
heir	 916.09	  11.67	   7.30	   2.43	   4	   3	  19	 533	-1	 295	-1	
heiresses	 615.64	  87.25	  19.52	   2.44	   9	   0	   0	-1	-1	-1	-1	
heirs	 900.73	  27.25	  11.60	   2.90	   5	   2	  21	-1	-1	-1	-1	
hells	 744.94	  50.50	  11.41	   2.85	   5	  14	  23	-1	-1	-1	-1	
hemisphere	 170.35	  27.78	  19.42	   2.16	  10	   0	   0	-1	-1	-1	-1	
hemp	 862.07	  15.00	   6.66	   2.22	   4	   4	   5	-1	-1	-1	-1	
hems	 861.72	  16.00	   6.66	   2.22	   4	   6	  11	-1	-1	-1	-1	
hens	1392.56	  27.67	   9.02	   3.01	   4	   7	  11	-1	-1	-1	-1	
herbalists	 146.98	  40.22	  17.21	   1.91	  10	   0	   0	-1	-1	-1	-1	
herbs	 342.44	  24.25	   8.88	   2.22	   5	   2	   7	-1	-1	-1	-1	
herds	 833.04	  37.25	  11.42	   2.85	   5	   2	  14	-1	-1	-1	-1	
heresies	 706.01	 130.14	  18.94	   2.71	   8	   0	   2	-1	-1	-1	-1	
heresy	 677.04	  45.80	  13.37	   2.67	   6	   1	   1	 628	-1	 329	-1	
heretic	 680.87	  48.83	  15.87	   2.65	   7	   0	   1	-1	-1	-1	-1	
heretics	 691.67	  80.14	  18.37	   2.62	   8	   0	   1	-1	-1	-1	-1	
heritage	 446.18	  55.86	  17.96	   2.57	   8	   0	   0	-1	-1	-1	-1	
hermitage	 407.02	  43.63	  19.84	   2.48	   9	   0	   0	-1	-1	-1	-1	
heroine	2191.13	 166.33	  17.34	   2.89	   7	   0	   1	-1	-1	-1	-1	
heroines	 768.24	 125.71	  17.63	   2.52	   8	   0	   2	-1	-1	-1	-1	
hertz	 602.07	  23.75	   9.44	   2.36	   5	   0	  10	-1	-1	-1	-1	
hiatus	 250.41	  23.00	  11.40	   2.28	   6	   0	   0	-1	-1	-1	-1	
hibiscus	 169.17	  25.86	  11.12	   1.59	   8	   0	   0	-1	-1	-1	-1	
highs	1401.85	  14.75	  10.44	   2.61	   5	   1	  29	-1	-1	-1	-1	
highwaymen	  40.18	  11.78	  12.34	   1.37	  10	   0	   0	-1	-1	-1	-1	
hijackers	 213.76	  44.38	  11.66	   1.46	   9	   0	   0	-1	-1	-1	-1	
hikes	1300.63	  71.00	  10.79	   2.70	   5	   7	  12	-1	-1	-1	-1	
hilt	1387.00	  24.00	   8.99	   3.00	   4	   9	  13	-1	-1	-1	-1	
hinge	 600.38	  39.50	  10.37	   2.59	   5	   2	   4	-1	-1	-1	-1	
hinterland	 235.21	  37.00	  19.12	   2.12	  10	   0	   0	-1	-1	-1	-1	
hips	 285.89	  17.33	   7.12	   2.37	   4	  11	  20	-1	-1	-1	-1	
historian	 403.18	  75.00	  19.51	   2.44	   9	   0	   1	-1	-1	-1	-1	
historians	 275.19	  53.44	  21.07	   2.34	  10	   0	   1	-1	-1	-1	-1	
histories	 727.64	 121.75	  21.24	   2.65	   9	   0	   2	-1	-1	-1	-1	
hive	2779.24	  13.67	   9.57	   3.19	   4	  10	  16	 319	-1	 554	-1	
hives	1847.99	  81.75	  11.95	   2.99	   5	  10	  13	-1	-1	-1	-1	
hob	 821.36	   8.00	   5.61	   2.81	   3	  15	  16	-1	-1	-1	-1	
hogs	 524.68	  23.33	   7.35	   2.45	   4	  12	  11	-1	-1	-1	-1	
hollowness	 137.55	  45.33	  18.02	   2.00	  10	   0	   0	-1	-1	-1	-1	
hollyhocks	  63.87	  17.11	  10.61	   1.18	  10	   0	   1	-1	-1	-1	-1	
homicides	 676.91	  82.63	  20.09	   2.51	   9	   0	   1	-1	-1	-1	-1	
homilies	 760.34	 141.00	  19.39	   2.77	   8	   0	   1	-1	-1	-1	-1	
hooligans	 247.90	  44.50	  16.87	   2.11	   9	   0	   1	-1	-1	-1	-1	
hoops	 680.31	  42.50	  10.93	   2.73	   5	   6	  11	-1	-1	-1	-1	
hooves	1049.94	 107.60	  14.07	   2.81	   6	   1	   6	-1	-1	-1	-1	
hops	 577.57	  22.33	   7.88	   2.63	   4	   9	  15	-1	-1	-1	-1	
horde	1151.90	  34.00	  11.77	   2.94	   5	   1	  28	-1	-1	-1	-1	
hordes	1307.29	 123.60	  15.00	   3.00	   6	   1	  16	-1	-1	-1	-1	
horizon	 719.79	  47.33	  14.88	   2.48	   7	   0	   1	-1	-1	-1	-1	
horizons	 308.77	  56.29	  15.14	   2.16	   8	   0	   1	-1	-1	-1	-1	
horns	1155.49	  43.25	  11.45	   2.86	   5	   2	  16	-1	-1	-1	-1	
horoscope	  95.91	  28.50	  13.82	   1.73	   9	   0	   1	-1	-1	-1	-1	
horoscopes	 260.45	  54.67	  17.44	   1.94	  10	   0	   1	-1	-1	-1	-1	
hospitals	 322.24	  37.63	  19.22	   2.40	   9	   0	   1	-1	-1	-1	-1	
hostages	 713.66	 108.29	  18.93	   2.70	   8	   0	   0	-1	-1	-1	-1	
hostelry	 453.22	  49.14	  15.79	   2.26	   8	   0	   0	-1	-1	-1	-1	
hostesses	 661.02	 102.00	  21.43	   2.68	   9	   0	   0	-1	-1	-1	-1	
hosts	 740.19	  56.25	  11.03	   2.76	   5	   4	   8	-1	-1	-1	-1	
hounds	 780.35	  45.40	  14.06	   2.81	   6	   6	   9	-1	-1	-1	-1	
hovercraft	 328.35	  30.44	  17.90	   1.99	  10	   0	   0	-1	-1	-1	-1	
howitzers	 288.68	  50.13	  12.81	   1.60	   9	   0	   0	-1	-1	-1	-1	
hues	 609.53	  18.33	   7.40	   2.47	   4	   6	  14	-1	-1	-1	-1	
hulks	 435.40	  37.00	   9.87	   2.47	   5	   4	   4	-1	-1	-1	-1	
hulls	 585.33	  46.75	  10.81	   2.70	   5	   9	  13	-1	-1	-1	-1	
humanist	 355.49	  62.71	  17.33	   2.48	   8	   1	   1	-1	-1	-1	-1	
humanists	 222.53	  38.50	  17.07	   2.13	   9	   0	   1	-1	-1	-1	-1	
hurricane	 290.86	  48.38	  18.60	   2.33	   9	   0	   1	-1	-1	 608	-1	
hurricanes	 371.37	  74.00	  20.41	   2.27	  10	   0	   1	-1	-1	-1	-1	
husbandry	 169.21	  28.00	  13.95	   1.74	   9	   0	   0	-1	-1	-1	-1	
husks	 427.38	  36.50	   9.78	   2.45	   5	   5	   5	-1	-1	-1	-1	
hut	4449.19	   8.50	   5.64	   2.82	   3	  18	  28	-1	-1	 560	-1	
huts	 359.79	  25.00	   7.52	   2.51	   4	  11	  16	-1	-1	-1	-1	
hyacinth	 348.65	  40.14	  13.96	   1.99	   8	   0	   1	-1	-1	-1	-1	
hyacinths	 168.30	  30.63	  13.14	   1.64	   9	   0	   1	-1	-1	-1	-1	
hydrangea	 127.85	  26.38	  13.04	   1.63	   9	   0	   1	-1	-1	-1	-1	
hydrangeas	  59.96	  15.56	  12.82	   1.42	  10	   0	   1	-1	-1	-1	-1	
hydrogen	 233.27	  24.00	  13.58	   1.94	   8	   0	   0	-1	-1	-1	-1	
hyenas	 143.21	  15.40	   7.85	   1.57	   6	   0	   1	-1	-1	-1	-1	
hymn	  18.27	   1.33	   3.23	   1.08	   4	   0	  18	 276	-1	 399	-1	
hymns	 197.54	  17.75	   5.28	   1.32	   5	   0	  12	-1	-1	-1	-1	
hypnosis	 108.50	   9.86	  12.12	   1.73	   8	   0	   0	-1	-1	-1	-1	
hypnotist	 451.11	  66.63	  15.09	   1.89	   9	   1	   0	-1	-1	-1	-1	
hypocrites	 354.15	  74.22	  19.54	   2.17	  10	   0	   1	-1	-1	-1	-1	
hysteria	 344.02	  52.14	  15.12	   2.16	   8	   0	   1	-1	-1	-1	-1	
hysterics	 466.84	  80.63	  18.00	   2.25	   9	   0	   0	-1	-1	-1	-1	
icicles	 793.00	 130.83	  13.45	   2.24	   7	   0	   1	-1	-1	-1	-1	
idealists	 198.79	  42.63	  16.81	   2.10	   9	   0	   1	-1	-1	-1	-1	
idiocy	  75.72	   7.20	   8.12	   1.62	   6	   0	   0	-1	 579	-1	 253	
idleness	 528.56	  83.00	  16.51	   2.36	   8	   0	   0	 503	-1	 332	-1	
ignition	 977.02	  81.71	  18.21	   2.60	   8	   0	   0	 500	-1	 466	-1	
ignorance	 390.80	  48.13	  18.51	   2.31	   9	   0	   1	-1	 485	 386	-1	
iguana	 104.52	  12.80	   6.92	   1.38	   6	   0	   1	-1	 595	-1	 451	
iguanas	 176.97	  18.83	  10.52	   1.75	   7	   0	   1	-1	-1	-1	-1	
ilk	  32.51	   2.00	   2.07	   1.03	   3	   3	   5	-1	-1	-1	-1	
illnesses	 517.29	  77.25	  17.54	   2.19	   9	   0	   0	-1	-1	-1	-1	
ills	  13.63	   3.67	   3.08	   1.03	   4	   0	  20	-1	-1	-1	-1	
illusion	 600.15	  45.29	  17.03	   2.43	   8	   1	   3	 542	-1	 396	-1	
illusions	 338.97	  45.00	  18.07	   2.26	   9	   1	   3	-1	-1	-1	-1	
images	 869.60	  95.40	  12.40	   2.48	   6	   0	   1	-1	-1	-1	-1	
imbalance	 339.52	  48.13	  18.56	   2.32	   9	   0	   0	-1	-1	-1	-1	
immersion	 948.74	  89.88	  22.23	   2.78	   9	   0	   2	-1	-1	-1	-1	
immigrants	 236.94	  47.22	  20.26	   2.25	  10	   0	   1	-1	-1	-1	-1	
imminence	 389.71	  50.50	  19.43	   2.43	   9	   0	   2	-1	-1	-1	-1	
impairment	 562.56	  45.67	  20.80	   2.31	  10	   0	   0	-1	-1	-1	-1	
impala	 119.64	  17.80	   9.32	   1.86	   6	   0	   0	-1	-1	-1	-1	
impatience	 516.42	  54.67	  23.76	   2.64	  10	   0	   1	 425	-1	 413	-1	
impeller	 551.93	  79.86	  17.76	   2.54	   8	   1	   0	-1	-1	-1	-1	
impetus	 256.80	  28.33	  13.28	   2.21	   7	   0	   0	 644	-1	 272	-1	
importance	 453.78	  49.56	  23.43	   2.60	  10	   0	   1	 406	-1	 347	-1	
importer	 739.24	  88.14	  18.63	   2.66	   8	   1	   1	-1	-1	-1	-1	
importers	 585.45	  71.25	  21.97	   2.75	   9	   0	   1	-1	-1	-1	-1	
impostor	 265.44	  37.00	  16.58	   2.37	   8	   0	   0	-1	-1	-1	-1	
impression	 980.29	  98.78	  25.96	   2.88	  10	   0	   0	 486	-1	 313	-1	
imps	  60.21	  10.00	   2.04	   0.68	   4	   1	   4	-1	-1	-1	-1	
impulses	 475.52	  93.57	  15.50	   2.21	   8	   0	   0	-1	-1	-1	-1	
inaction	1162.64	 100.29	  20.37	   2.91	   8	   0	   0	 589	-1	 270	-1	
incentive	 917.03	 107.13	  23.00	   2.88	   9	   1	   2	-1	-1	-1	-1	
incentives	 538.11	  85.78	  22.71	   2.52	  10	   0	   1	-1	-1	-1	-1	
inception	1106.04	 116.75	  22.73	   2.84	   9	   0	   1	-1	-1	-1	-1	
incidence	 530.02	  67.38	  20.57	   2.57	   9	   0	   2	-1	-1	-1	-1	
incident	 624.49	  62.43	  18.54	   2.65	   8	   0	   2	 458	-1	 344	-1	
incidents	 491.95	  69.13	  20.29	   2.54	   9	   0	   2	-1	-1	-1	-1	
incision	 924.51	  75.14	  20.12	   2.87	   8	   0	   2	-1	-1	-1	-1	
incisions	 606.38	  75.50	  21.69	   2.71	   9	   0	   1	-1	-1	-1	-1	
incisor	 310.74	  32.33	  13.84	   2.31	   7	   0	   2	-1	-1	-1	-1	
incisors	 574.20	  77.29	  18.19	   2.60	   8	   0	   2	-1	-1	-1	-1	
incitement	 702.32	  71.67	  24.04	   2.67	  10	   0	   2	-1	-1	-1	-1	
inclement	 806.36	  75.75	  22.08	   2.76	   9	   1	   0	-1	-1	-1	-1	
inclusion	 870.43	  89.00	  22.25	   2.78	   9	   0	   0	-1	-1	-1	-1	
increment	 892.51	  80.25	  22.81	   2.85	   9	   1	   1	-1	-1	-1	-1	
increments	 448.50	  72.56	  22.30	   2.48	  10	   0	   1	-1	-1	-1	-1	
incubus	 310.34	  31.17	  12.81	   2.14	   7	   0	   0	-1	-1	-1	-1	
incumbents	 388.02	  61.33	  21.09	   2.34	  10	   0	   1	-1	-1	-1	-1	
incursion	 831.37	  90.50	  21.38	   2.67	   9	   0	   3	 664	-1	 164	-1	
incursions	 405.42	  66.00	  22.05	   2.45	  10	   0	   1	-1	-1	-1	-1	
indices	 843.16	 113.83	  15.96	   2.66	   7	   1	   0	-1	-1	-1	-1	
indictment	 774.72	  70.22	  24.78	   2.75	  10	   0	   1	-1	-1	-1	-1	
indolence	 480.76	  65.50	  19.26	   2.41	   9	   1	   2	 651	-1	 227	-1	
inducement	 727.31	  62.44	  23.37	   2.60	  10	   0	   0	-1	-1	 336	-1	
induction	1076.77	 117.75	  22.03	   2.75	   9	   0	   0	-1	-1	-1	-1	
indulgence	 586.81	  61.56	  21.65	   2.41	  10	   0	   1	-1	-1	-1	-1	
industries	 654.44	  97.56	  24.41	   2.71	  10	   0	   1	-1	-1	-1	-1	
industry	 560.75	  50.14	  18.38	   2.63	   8	   0	   1	 492	-1	 499	-1	
inertia	 289.20	  37.33	  13.28	   2.21	   7	   0	   0	-1	-1	-1	-1	
infamy	 270.87	  20.40	  10.59	   2.12	   6	   0	   0	-1	-1	-1	-1	
infancy	 340.21	  33.50	  13.74	   2.29	   7	   0	   0	-1	-1	-1	-1	
infantry	 495.50	  53.00	  16.86	   2.41	   8	   0	   1	 475	-1	 483	-1	
infection	1146.26	 121.75	  23.24	   2.90	   9	   1	   3	-1	 434	 487	-1	
infections	 437.78	  75.00	  22.27	   2.47	  10	   2	   2	-1	-1	-1	-1	
inference	 642.60	  86.88	  21.65	   2.71	   9	   0	   0	-1	-1	-1	-1	
inferiors	 686.67	 103.00	  22.01	   2.75	   9	   1	   2	-1	-1	-1	-1	
inferno	 419.92	  35.33	  12.41	   2.07	   7	   0	   0	 525	-1	 572	-1	
infidels	 418.38	  50.14	  17.04	   2.43	   8	   0	   1	-1	-1	-1	-1	
infighting	 871.23	 184.67	  21.95	   2.44	  10	   0	   0	-1	-1	-1	-1	
inflation	1137.74	 126.00	  22.91	   2.86	   9	   0	   0	-1	-1	-1	-1	
inflection	1082.16	 138.67	  24.87	   2.76	  10	   1	   2	-1	-1	-1	-1	
infliction	1087.93	 140.56	  24.81	   2.76	  10	   1	   1	-1	-1	-1	-1	
informant	 611.34	  65.63	  19.22	   2.40	   9	   0	   1	-1	-1	-1	-1	
informants	 316.02	  59.00	  20.00	   2.22	  10	   0	   1	-1	-1	-1	-1	
informer	 692.34	  69.29	  17.76	   2.54	   8	   1	   1	-1	-1	-1	-1	
informers	 559.40	  81.13	  19.92	   2.49	   9	   0	   1	-1	-1	-1	-1	
infusion	 818.06	  64.14	  18.47	   2.64	   8	   0	   0	-1	-1	-1	-1	
ingredient	 554.61	  61.78	  21.07	   2.34	  10	   0	   0	-1	-1	-1	-1	
initials	 413.91	  53.86	  16.78	   2.40	   8	   0	   2	-1	-1	-1	-1	
injection	1105.00	 115.75	  22.05	   2.76	   9	   1	   3	-1	-1	-1	-1	
injections	 426.60	  71.00	  21.21	   2.36	  10	   1	   2	-1	-1	-1	-1	
injunction	1002.20	 125.78	  21.17	   2.35	  10	   0	   0	-1	-1	-1	-1	
injuries	 832.83	 129.43	  17.97	   2.57	   8	   0	   2	-1	-1	-1	-1	
injury	 458.47	  30.00	  11.76	   2.35	   6	   1	   2	-1	-1	 551	-1	
injustice	 638.48	  89.50	  18.71	   2.34	   9	   0	   0	-1	-1	-1	-1	
inks	 685.75	   3.67	   5.24	   1.75	   4	   2	   8	-1	-1	-1	-1	
innkeeper	 281.30	  44.38	  14.25	   1.78	   9	   0	   0	-1	-1	-1	-1	
innocence	 473.27	  62.00	  19.71	   2.46	   9	   0	   0	 478	-1	 383	-1	
innocents	 435.21	  63.75	  19.43	   2.43	   9	   0	   1	-1	-1	-1	-1	
inns	 771.15	  14.67	   6.94	   2.31	   4	   2	  13	-1	-1	-1	-1	
insertion	1230.61	 138.88	  23.71	   2.96	   9	   0	   2	-1	-1	-1	-1	
insider	1032.46	  95.00	  16.88	   2.81	   7	   1	   2	-1	-1	-1	-1	
insiders	 687.83	  96.14	  18.98	   2.71	   8	   0	   2	-1	-1	-1	-1	
insignia	 442.16	  38.71	  16.09	   2.30	   8	   0	   0	-1	-1	-1	-1	
insistence	 575.88	  68.33	  23.47	   2.61	  10	   0	   1	 556	-1	 324	-1	
insolence	 504.39	  65.38	  20.28	   2.53	   9	   1	   2	 511	-1	 407	-1	
insomnia	 324.13	  35.14	  14.03	   2.00	   8	   0	   0	-1	-1	-1	-1	
inspection	1077.17	 141.44	  24.88	   2.76	  10	   0	   0	-1	-1	-1	-1	
inspector	 419.99	  55.50	  19.94	   2.49	   9	   0	   1	-1	-1	-1	-1	
inspectors	 388.92	  73.11	  21.88	   2.43	  10	   0	   1	-1	-1	-1	-1	
instalment	 651.02	  68.00	  21.67	   2.41	  10	   0	   0	-1	-1	-1	-1	
instances	 718.43	 103.63	  21.75	   2.72	   9	   0	   0	-1	-1	-1	-1	
institutes	 559.00	 108.22	  22.49	   2.50	  10	   1	   1	-1	-1	-1	-1	
instructor	 254.65	  49.11	  18.68	   2.08	  10	   0	   0	-1	 445	 551	-1	
instrument	 666.34	  70.56	  22.49	   2.50	  10	   0	   0	-1	 379	 521	 552	
insulin	 368.39	  33.00	  14.38	   2.40	   7	   0	   0	-1	-1	-1	-1	
insurers	 706.02	  98.57	  19.03	   2.72	   8	   0	   0	-1	-1	-1	-1	
insurgents	 360.54	  62.67	  19.41	   2.16	  10	   0	   0	-1	-1	-1	-1	
intellect	 434.85	  64.75	  18.77	   2.35	   9	   0	   1	-1	-1	 336	-1	
intellects	 315.74	  54.11	  18.34	   2.04	  10	   0	   1	-1	-1	-1	-1	
intention	1307.55	 137.25	  24.38	   3.05	   9	   1	   2	 481	-1	 286	-1	
intentions	 531.16	  87.56	  24.09	   2.68	  10	   1	   2	-1	-1	-1	-1	
intercom	 634.01	  59.00	  16.10	   2.30	   8	   0	   0	-1	-1	-1	-1	
interiors	 798.95	 113.13	  22.90	   2.86	   9	   1	   2	-1	-1	-1	-1	
interlude	 503.58	  70.88	  16.96	   2.12	   9	   0	   1	-1	-1	-1	-1	
interludes	 613.97	  91.00	  19.23	   2.14	  10	   0	   1	-1	-1	-1	-1	
internment	 953.13	  83.33	  26.17	   2.91	  10	   0	   0	-1	-1	-1	-1	
interplay	 501.81	  66.00	  17.36	   2.17	   9	   0	   0	-1	-1	-1	-1	
interrupts	 469.83	  65.11	  16.01	   1.78	  10	   0	   1	-1	-1	-1	-1	
interval	 909.89	  74.43	  19.48	   2.78	   8	   1	   1	-1	-1	-1	-1	
intervals	 565.94	  76.88	  20.11	   2.51	   9	   0	   1	-1	-1	-1	-1	
interviews	 443.36	  55.56	  18.57	   2.06	  10	   0	   1	-1	-1	-1	-1	
intestine	1239.83	 192.38	  23.07	   2.88	   9	   0	   1	-1	-1	-1	-1	
intestines	 620.99	 101.11	  24.15	   2.68	  10	   0	   1	-1	-1	-1	-1	
introvert	 406.44	  66.63	  18.74	   2.34	   9	   0	   0	-1	-1	-1	-1	
intruder	 780.54	  73.00	  17.65	   2.52	   8	   2	   1	-1	-1	-1	-1	
intruders	 518.14	  82.00	  20.17	   2.52	   9	   0	   1	-1	-1	-1	-1	
intrusion	 836.04	  95.50	  21.32	   2.66	   9	   0	   1	-1	-1	-1	-1	
intrusions	 417.72	  70.33	  22.16	   2.46	  10	   0	   1	-1	-1	-1	-1	
intuit	 406.25	  24.20	  11.90	   2.38	   6	   0	   0	-1	-1	-1	-1	
invader	 905.26	  90.50	  15.23	   2.54	   7	   2	   1	 439	-1	 419	-1	
invaders	 580.30	  90.00	  17.96	   2.57	   8	   0	   1	-1	-1	-1	-1	
invalids	 474.80	  72.43	  16.90	   2.41	   8	   0	   0	-1	-1	-1	-1	
invasion	 853.14	  66.14	  19.47	   2.78	   8	   0	   3	-1	-1	-1	-1	
invasions	 515.21	  67.25	  20.11	   2.51	   9	   0	   2	-1	-1	-1	-1	
invective	 818.41	 100.88	  22.09	   2.76	   9	   1	   1	-1	-1	-1	-1	
invention	1201.91	 129.63	  23.46	   2.93	   9	   1	   2	 406	-1	 408	-1	
inventions	 511.97	  77.44	  23.69	   2.63	  10	   1	   2	-1	-1	-1	-1	
inventor	 552.20	  61.57	  18.32	   2.62	   8	   1	   1	-1	-1	-1	-1	
inventors	 602.29	  88.25	  21.39	   2.67	   9	   2	   1	-1	-1	-1	-1	
inventory	 588.14	  78.13	  21.32	   2.67	   9	   1	   1	-1	-1	-1	-1	
inversion	 944.16	 110.88	  22.21	   2.78	   9	   0	   2	-1	-1	-1	-1	
investment	 758.03	  65.00	  24.58	   2.73	  10	   0	   0	-1	-1	-1	-1	
investor	 527.72	  57.57	  18.16	   2.59	   8	   1	   1	-1	-1	-1	-1	
investors	 493.96	  86.38	  20.63	   2.58	   9	   1	   1	-1	-1	-1	-1	
invoices	 748.55	 104.86	  17.83	   2.55	   8	   0	   0	-1	-1	-1	-1	
iodine	1100.79	  66.60	  11.88	   2.38	   6	   0	   0	 558	-1	 508	-1	
iota	 289.15	   7.67	   4.97	   1.66	   4	   1	   0	-1	-1	 322	-1	
ironstone	 291.97	  54.00	  18.39	   2.30	   9	   0	   0	-1	-1	-1	-1	
ironwork	 320.78	  33.86	  12.75	   1.82	   8	   0	   0	-1	-1	-1	-1	
irritant	 461.94	  54.00	  16.56	   2.37	   8	   0	   1	-1	-1	-1	-1	
irritants	 296.61	  51.00	  18.53	   2.32	   9	   0	   1	-1	-1	-1	-1	
islanders	 336.26	  54.13	  17.10	   2.14	   9	   0	   0	-1	-1	-1	-1	
isle	 322.27	  11.33	   4.74	   1.58	   4	   1	  20	 473	-1	 390	-1	
isles	1045.97	  66.75	   9.13	   2.28	   5	   1	  14	-1	-1	-1	-1	
isotope	 280.13	  17.00	   9.17	   1.53	   7	   0	   1	-1	-1	-1	-1	
isotopes	 366.17	  77.00	  13.09	   1.87	   8	   0	   1	-1	-1	-1	-1	
ivories	 927.19	 126.83	  13.19	   2.20	   7	   0	   2	-1	-1	-1	-1	
ivory	 544.57	  18.50	   8.97	   2.24	   5	   0	   3	-1	-1	 529	-1	
jade	 978.24	  13.67	   8.33	   2.78	   4	   4	  13	 572	-1	 459	-1	
jalopy	 297.54	  29.40	  10.52	   2.10	   6	   0	   0	-1	-1	-1	-1	
jams	 777.14	  16.33	   7.68	   2.56	   4	   7	  11	-1	-1	-1	-1	
jars	 805.51	  27.33	   7.76	   2.59	   4	  10	  11	-1	-1	-1	-1	
jaunt	 930.20	  24.50	  10.52	   2.63	   5	   3	   5	-1	-1	-1	-1	
jaws	 169.85	  12.33	   6.62	   2.21	   4	   7	  22	-1	-1	-1	-1	
jealousies	 430.87	  69.67	  19.49	   2.17	  10	   0	   1	-1	-1	-1	-1	
jeans	1483.56	  52.00	  11.37	   2.84	   5	   4	   6	-1	-1	-1	-1	
jeep	2102.41	  21.00	   8.14	   2.71	   4	   7	   8	 413	-1	 611	-1	
jeeps	 395.97	  32.00	   9.69	   2.42	   5	   4	   6	-1	-1	-1	-1	
jellyfish	 210.10	  35.88	  14.09	   1.76	   9	   0	   0	-1	-1	-1	-1	
jeweller	 444.22	  65.71	  15.02	   2.15	   8	   1	   1	-1	 435	-1	 545	
jewellers	 297.71	  62.38	  17.12	   2.14	   9	   1	   1	-1	-1	-1	-1	
jewellery	 283.56	  52.25	  17.05	   2.13	   9	   1	   0	-1	-1	-1	-1	
jib	   7.85	   4.00	   1.38	   0.69	   3	   8	  10	-1	-1	-1	-1	
jigs	 276.70	  15.33	   5.27	   1.76	   4	   7	   9	-1	-1	-1	-1	
joinery	 760.92	  94.17	  15.71	   2.62	   7	   1	   0	-1	-1	-1	-1	
joints	 668.72	  54.20	  13.48	   2.70	   6	   1	   3	-1	-1	-1	-1	
jollity	 907.33	  77.50	  16.95	   2.83	   7	   0	   1	-1	-1	-1	-1	
joule	3815.34	  29.25	  12.81	   3.20	   5	   0	  11	-1	-1	-1	-1	
journeyman	  46.96	  14.11	  12.61	   1.40	  10	   0	   0	-1	-1	-1	-1	
joys	 596.14	  10.00	   7.93	   2.64	   4	   4	  11	-1	-1	-1	-1	
jubilee	 320.24	  61.33	  13.04	   2.17	   7	   0	   0	-1	-1	-1	-1	
jug	  32.97	   6.00	   2.70	   1.35	   3	  13	  16	-1	-1	-1	-1	
jugs	 619.45	  16.33	   7.73	   2.58	   4	   7	   9	-1	-1	-1	-1	
juice	1877.69	  20.75	  11.95	   2.99	   5	   1	   7	 250	-1	 593	-1	
justices	 678.75	 109.29	  18.49	   2.64	   8	   0	   0	-1	-1	-1	-1	
juveniles	 501.22	  78.25	  16.86	   2.11	   9	   0	   1	-1	-1	-1	-1	
kangaroos	 140.06	  29.50	  13.71	   1.71	   9	   0	   1	-1	-1	-1	-1	
kerb	2279.29	  11.33	   7.94	   2.65	   4	   2	  14	-1	-1	-1	-1	
kerosene	 339.29	  42.29	  15.95	   2.28	   8	   0	   0	-1	-1	 548	-1	
kiln	1252.18	  17.67	   6.49	   2.16	   4	   3	   5	-1	-1	-1	-1	
kilogram	  98.67	  19.00	  12.10	   1.73	   8	   0	   1	-1	-1	-1	-1	
kilograms	  81.55	  22.63	  13.32	   1.66	   9	   0	   1	-1	-1	-1	-1	
kilowatt	 153.12	  31.43	  12.62	   1.80	   8	   0	   1	-1	-1	-1	-1	
kilowatts	 173.49	  44.13	  15.28	   1.91	   9	   0	   1	-1	-1	-1	-1	
kilt	1448.42	  24.33	   9.11	   3.04	   4	   9	  19	 300	-1	 622	-1	
kilts	 440.24	  50.25	   9.51	   2.38	   5	   5	   7	-1	-1	-1	-1	
kimono	 495.55	  21.80	  11.64	   2.33	   6	   0	   0	-1	-1	-1	-1	
kindliness	 133.48	  52.00	  17.89	   1.99	  10	   0	   0	-1	-1	-1	-1	
kinds	 892.95	  44.75	  11.27	   2.82	   5	   9	   7	-1	-1	-1	-1	
kite	2971.81	  19.67	   9.63	   3.21	   4	   6	  22	-1	-1	 624	-1	
kites	1811.56	  80.75	  11.68	   2.92	   5	   5	  19	-1	-1	-1	-1	
