"","X.1","X","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","cmu_sylls","BF_TK","BF_TP","LEN_L","N"
"926",5800,19598,"dosh",4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,"Noun",4,1,"Noun",4,1.990804146,1,1752.73,23.33,4,8
"927",5810,19632,"doubletree",1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,3,134.9,22.78,10,0
"928",5816,19652,"dough",810,407,783,400,15.88235294,2.909020854,4.852169766,2.610660163,"Noun",809,1,"Noun",809,4.200854996,1,2340.21,27,5,4
"929",5824,19682,"dower",1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,1,2294.7,54.25,5,6
"930",5833,19719,"downriver",31,23,31,23,0.607843137,1.505149978,0.27420124,1.380211242,"Noun",31,1,"Noun",31,2.79698412,3,159.57,33.25,9,0
"931",5877,19823,"dram",10,10,9,9,0.196078431,1.041392685,0.11921793,1.041392685,"Noun",10,1,"Noun",10,2.333226827,1,200.43,18.33,4,9
"932",5880,19829,"dramatics",16,16,16,16,0.31372549,1.230448921,0.190748689,1.230448921,"Noun",16,1,"Noun",16,2.522283064,3,550.88,83.88,9,0
"933",5882,19833,"dramatist",5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,"Noun",5,1,"Noun",5,2.069985393,3,630.64,96.25,9,0
"934",5886,19848,"drapery",3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,"Noun",3,1,"Noun",3,1.893894133,3,886.47,105.67,7,0
"935",5888,19857,"draught",24,20,22,19,0.470588235,1.397940009,0.238435861,1.322219295,"Noun",24,1,"Noun",24,2.689774151,1,739.92,36,7,2
"936",5893,19866,"drawer",663,462,654,456,13,2.822168079,5.507868383,2.665580991,"Noun",662,1,"Noun",662,4.114002222,1,1605.16,113,6,1
"937",5896,19876,"dray",5,5,4,4,0.098039216,0.77815125,0.059608965,0.77815125,"Noun",5,1,"Noun",5,2.069985393,1,559.65,16.67,4,9
"938",5909,19929,"dressier",1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,3,777.53,88.43,8,0
"939",5911,19932,"dressmaker",28,23,28,23,0.549019608,1.462397998,0.27420124,1.380211242,"Noun",28,1,"Noun",28,2.75423214,3,94,26.89,10,0
"940",5932,19998,"drogue",7,3,7,3,0.137254902,0.903089987,0.035765379,0.602059991,"Noun",7,1,"Noun",7,2.194924129,1,414.49,29.8,6,0
"941",5947,20039,"dross",4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,"Noun",3,1,"Noun",3,1.990804146,1,1242.55,36,5,4
"942",5948,20040,"drought",70,47,65,44,1.37254902,1.851258349,0.560324273,1.681241237,"Noun",70,1,"Noun",70,3.143092491,1,1180.73,41,7,3
"943",5953,20058,"drowsiness",5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,"Noun",5,1,"Noun",5,2.069985393,3,170.44,54,10,0
"944",5954,20063,"drudgery",9,9,9,9,0.176470588,1,0.107296137,1,"Noun",9,1,"Noun",9,2.291834142,3,329.35,58.86,8,0
"945",5971,20103,"druze",1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,1,336.92,19.5,5,0
"946",6000,20177,"duelist",2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,"Noun",2,1,"Noun",2,1.768955397,3,632.62,64.67,7,0
"947",6016,20206,"dulcimer",5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,"Noun",5,1,"Noun",5,2.069985393,3,364.49,42.29,8,0
"948",6039,20275,"dung",90,65,81,59,1.764705882,1.959041392,0.774916547,1.819543936,"Noun",90,1,"Noun",90,3.250875534,1,613.1,26,4,7
"949",6053,20329,"duration",81,75,74,69,1.588235294,1.913813852,0.894134478,1.880813592,"Noun",81,1,"Noun",81,3.205647995,3,993.52,95.86,8,0
"950",6056,20340,"dusk",61,49,52,46,1.196078431,1.792391689,0.584167859,1.698970004,"Noun",61,1,"Noun",61,3.084225832,1,1030.48,20,4,8
"951",6066,20373,"dwarfism",1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,3,138.9,36,8,1
"952",6067,20376,"dweeb",28,21,23,17,0.549019608,1.462397998,0.250357654,1.342422681,"Noun",28,1,"Noun",28,2.75423214,1,294.84,13.5,5,0
"953",6080,20411,"dynamo",26,25,26,25,0.509803922,1.431363764,0.298044826,1.414973348,"Noun",26,1,"Noun",26,2.723197906,3,88.52,8.4,6,0
"954",6084,20417,"dynasty",130,83,57,46,2.549019608,2.117271296,0.989508822,1.924279286,"Noun",129,1,"Noun",129,3.409105438,3,294.04,23.33,7,0
"955",6089,20435,"dysplasia",6,5,5,5,0.117647059,0.84509804,0.059608965,0.77815125,"Noun",6,1,"Noun",6,2.136932182,3,112.65,18.13,9,0
"956",6090,20436,"dyspnea",3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,"Noun",3,1,"Noun",3,1.893894133,3,196.67,19.5,7,0
"957",6094,20441,"dystrophy",11,7,11,7,0.215686275,1.079181246,0.083452551,0.903089987,"Noun",11,1,"Noun",11,2.371015388,3,126.48,21.88,9,0
"958",6096,20449,"eagerness",13,12,13,12,0.254901961,1.146128036,0.143061516,1.113943352,"Noun",13,1,"Noun",13,2.437962178,3,314.77,77.88,9,0
"959",6098,20453,"ear",1632,1106,1579,1092,32,3.212986185,13.1855031,3.044147621,"Noun",1630,1,"Noun",1630,4.504820327,1,721.29,6,3,11
"960",6140,20561,"eau",24,20,8,8,0.470588235,1.397940009,0.238435861,1.322219295,"Noun",18,1,"Noun",18,2.689774151,1,88.61,1,3,2
"961",6164,20638,"ecstasy",162,120,115,90,3.176470588,2.212187604,1.430615165,2.08278537,"Noun",162,1,"Noun",162,3.504021747,3,405.76,33.67,7,0
"962",6170,20651,"eczema",9,8,8,7,0.176470588,1,0.095374344,0.954242509,"Noun",9,1,"Noun",9,2.291834142,3,34.51,4.6,6,0
"963",6174,20659,"edelweiss",21,3,0,0,0.411764706,1.342422681,0.035765379,0.602059991,"Noun",21,1,"Noun",21,2.634256823,3,141.21,31.13,9,0
"964",6175,20660,"edema",54,44,53,43,1.058823529,1.740362689,0.524558894,1.653212514,"Noun",54,1,"Noun",54,3.032196832,3,151.06,5.5,5,1
"965",6178,20671,"edginess",1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,3,492.9,75.86,8,0
"966",6184,20691,"edition",249,194,229,177,4.882352941,2.397940009,2.312827849,2.290034611,"Noun",248,1,"Noun",248,3.689774151,3,840.88,62.17,7,0
"967",6193,20722,"eel",73,52,64,50,1.431372549,1.86923172,0.619933238,1.72427587,"Noun",72,1,"Noun",72,3.161065862,1,4.66,1.5,3,1
"968",6202,20762,"effigy",14,12,14,12,0.274509804,1.176091259,0.143061516,1.113943352,"Noun",14,1,"Noun",14,2.467925401,3,304.76,10.8,6,0
"969",6203,20766,"effluent",4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,"Noun",4,1,"Noun",4,1.990804146,3,332.26,35.71,8,1
"970",6228,20820,"egotist",7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,"Noun",7,1,"Noun",7,2.194924129,3,815.15,70.17,7,1
"971",6239,20869,"ejection",30,21,28,21,0.588235294,1.491361694,0.250357654,1.342422681,"Noun",30,1,"Noun",30,2.783195836,3,886.8,76,8,2
"972",6248,20896,"elation",18,16,17,15,0.352941176,1.278753601,0.190748689,1.230448921,"Noun",18,1,"Noun",18,2.570587743,3,954.1,82.17,7,0
"973",6254,20919,"election",560,271,530,264,10.98039216,2.748962861,3.230805913,2.434568904,"Noun",559,1,"Noun",559,4.040797003,3,995.53,84.86,8,3
"974",6260,20970,"electron",37,22,36,21,0.725490196,1.579783597,0.262279447,1.361727836,"Noun",37,1,"Noun",37,2.871617739,3,449.06,37.29,8,1
"975",6262,20986,"elegance",65,56,61,54,1.274509804,1.819543936,0.66762041,1.755874856,"Noun",65,1,"Noun",65,3.111378078,3,467.33,34.14,8,0
"976",6263,20990,"elegy",3,3,0,0,0.058823529,0.602059991,0.035765379,0.602059991,"Noun",3,1,"Noun",3,1.893894133,3,197.01,14.75,5,0
"977",6264,20992,"element",338,266,323,264,6.62745098,2.530199698,3.171196948,2.426511261,"Noun",340,1,"Noun",340,3.82203384,3,578.35,44.33,7,1
"978",6292,21125,"embankment",24,20,23,20,0.470588235,1.397940009,0.238435861,1.322219295,"Noun",24,1,"Noun",24,2.689774151,3,464.26,36.89,10,0
"979",6293,21128,"embargo",24,16,20,16,0.470588235,1.397940009,0.190748689,1.230448921,"Noun",24,1,"Noun",24,2.689774151,3,148.71,15.33,7,0
"980",6299,21148,"embassy",397,182,233,117,7.784313725,2.599883072,2.169766333,2.26245109,"Noun",397,1,"Noun",397,3.891717214,3,81.68,12,7,0
"981",6304,21178,"embolden",1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,3,362.19,37.14,8,0
"982",6312,21205,"embryo",39,26,38,25,0.764705882,1.602059991,0.309966619,1.431363764,"Noun",39,1,"Noun",39,2.893894133,3,31.16,6.6,6,0
"983",6317,21221,"emergence",10,9,10,9,0.196078431,1.041392685,0.107296137,1,"Noun",10,1,"Noun",10,2.333226827,3,371.44,47.25,9,1
"984",6322,21242,"eminence",96,37,20,9,1.882352941,1.986771734,0.441106342,1.579783597,"Noun",96,1,"Noun",96,3.278605876,3,620.92,48.86,8,0
"985",6328,21251,"emission",25,20,23,19,0.490196078,1.414973348,0.238435861,1.322219295,"Noun",25,1,"Noun",25,2.70680749,3,602.24,51.71,8,1
"986",6331,21257,"emitter",7,5,7,5,0.137254902,0.903089987,0.059608965,0.77815125,"Noun",7,1,"Noun",7,2.194924129,3,1206.6,114.67,7,1
"987",6334,21269,"emotion",423,341,398,330,8.294117647,2.627365857,4.065331426,2.534026106,"Noun",424,1,"Noun",424,3.919199999,3,959.18,65.5,7,0
"988",6337,21288,"empathy",58,37,51,36,1.137254902,1.770852012,0.441106342,1.579783597,"Noun",58,1,"Noun",58,3.062686154,3,204.26,27.67,7,0
"989",6341,21294,"emphasis",65,63,58,56,1.274509804,1.819543936,0.751072961,1.806179974,"Noun",66,1,"Noun",66,3.111378078,3,139.16,19.71,8,1
"990",6349,21325,"employment",272,234,252,219,5.333333333,2.436162647,2.789699571,2.371067862,"Noun",271,1,"Noun",271,3.727996789,3,549.62,45,10,0
"991",6353,21338,"empt",1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,1,74.88,2.33,4,1
"992",6354,21344,"emptiness",92,79,91,78,1.803921569,1.968482949,0.94182165,1.903089987,"Noun",92,1,"Noun",92,3.260317091,3,384.71,82.63,9,0
"993",6358,21359,"emulsion",8,7,7,6,0.156862745,0.954242509,0.083452551,0.903089987,"Noun",8,1,"Noun",8,2.246076652,3,554.34,46.14,8,0
"994",6363,21372,"enactment",1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,3,590.7,54.88,9,0
"995",6365,21374,"enamel",29,26,29,26,0.568627451,1.477121255,0.309966619,1.431363764,"Noun",29,1,"Noun",29,2.768955397,3,468.04,37.6,6,0
"996",6367,21384,"encampment",16,14,16,14,0.31372549,1.230448921,0.166905103,1.176091259,"Noun",16,1,"Noun",16,2.522283064,3,499.5,43.67,10,0
"997",6371,21402,"enchanter",1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,3,492.46,81.38,9,1
"998",6375,21422,"enclosure",20,17,19,16,0.392156863,1.322219295,0.202670482,1.255272505,"Noun",20,1,"Noun",20,2.614053437,3,287.81,34.63,9,0
"999",6379,21456,"encryption",83,55,80,53,1.62745098,1.924279286,0.655698617,1.748188027,"Noun",83,1,"Noun",83,3.216113428,3,884.26,107.22,10,0
"1000",6380,21473,"ende",1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,"Noun",1,1,"Noun",1,1.592864138,1,595.17,8.33,4,1
"1001",6387,21515,"endorphin",5,5,4,4,0.098039216,0.77815125,0.059608965,0.77815125,"Noun",5,1,"Noun",5,2.069985393,3,143.5,25.38,9,0
"1002",6388,21522,"endoscope",4,2,4,2,0.078431373,0.698970004,0.023843586,0.477121255,"Noun",4,1,"Noun",4,1.990804146,3,68.32,20.38,9,0
"1003",6390,21533,"endowment",28,19,24,17,0.549019608,1.462397998,0.226514068,1.301029996,"Noun",28,1,"Noun",28,2.75423214,3,540.84,50.75,9,0
"1004",6394,21540,"endurance",68,62,61,57,1.333333333,1.838849091,0.739151168,1.799340549,"Noun",68,1,"Noun",68,3.130683233,3,370.12,55.88,9,0
"1005",6396,21547,"enema",72,52,65,50,1.411764706,1.86332286,0.619933238,1.72427587,"Noun",72,1,"Noun",72,3.155157002,3,198.18,9.75,5,1
"1006",6402,21564,"energy",1678,995,1587,963,32.90196078,3.225050696,11.86218407,2.998259338,"Noun",1675,1,"Noun",1675,4.516884838,3,405.48,16.4,6,0
"1007",6407,21583,"enforcer",34,24,24,19,0.666666667,1.544068044,0.286123033,1.397940009,"Noun",34,1,"Noun",34,2.835902186,3,560.43,58.14,8,1
"1008",6409,21592,"engagement",666,431,649,423,13.05882353,2.824125834,5.138292799,2.635483747,"Noun",666,1,"Noun",666,4.115959976,3,521.59,43.22,10,0
"1009",6413,21617,"englishman",119,74,0,0,2.333333333,2.079181246,0.882212685,1.875061263,"Noun",119,1,"Noun",119,3.371015388,3,78.53,19.11,10,0
"1010",6417,21628,"engraver",10,9,10,9,0.196078431,1.041392685,0.107296137,1,"Noun",10,1,"Noun",10,2.333226827,3,561.05,54,8,1
"1011",6420,21645,"enhancer",9,9,9,9,0.176470588,1,0.107296137,1,"Noun",9,1,"Noun",9,2.291834142,3,530.15,56.29,8,2
"1012",6422,21649,"enigma",47,43,42,38,0.921568627,1.681241237,0.512637101,1.643452676,"Noun",47,1,"Noun",47,2.97307538,3,373.41,16.2,6,0
"1013",6424,21660,"enjoyment",69,66,68,66,1.352941176,1.84509804,0.78683834,1.826074803,"Noun",69,1,"Noun",69,3.136932182,3,531.04,45.75,9,0
"1014",6426,21668,"enlarger",7,4,6,4,0.137254902,0.903089987,0.047687172,0.698970004,"Noun",7,1,"Noun",7,2.194924129,3,495.33,55.57,8,2
"1015",6427,21688,"enmity",16,13,13,12,0.31372549,1.230448921,0.154983309,1.146128036,"Noun",16,1,"Noun",16,2.522283064,3,533.69,34.2,6,1
"1016",6428,21694,"ennui",19,9,17,8,0.37254902,1.301029996,0.107296137,1,"Noun",19,1,"Noun",19,2.592864138,3,87.14,6.5,5,0
"1017",6432,21711,"enquiry",9,8,9,8,0.176470588,1,0.095374344,0.954242509,"Noun",9,1,"Noun",9,2.291834142,3,347.25,30.33,7,1
"1018",6433,21722,"enrichment",7,7,6,6,0.137254902,0.903089987,0.083452551,0.903089987,"Noun",7,1,"Noun",7,2.194924129,3,506.14,47.44,10,0
"1019",6437,21736,"ensemble",57,48,49,43,1.117647059,1.763427994,0.572246066,1.69019608,"Noun",57,1,"Noun",57,3.055262136,3,598.07,48,8,0
"1020",6440,21774,"entendre",10,8,10,8,0.196078431,1.041392685,0.095374344,0.954242509,"Noun",10,1,"Noun",10,2.333226827,3,486.97,48.86,8,0
"1021",6446,21813,"enticement",4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,"Noun",4,1,"Noun",4,1.990804146,3,582.26,54.89,10,0
"1022",6449,21826,"entity",86,58,85,58,1.68627451,1.939519253,0.691463996,1.770852012,"Noun",86,1,"Noun",86,3.231353395,3,615.66,43.2,6,1
