,X,Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Zipfvalue,cmu_sylls
4658,15394,crotches,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
4659,15396,crotchets,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4660,15401,croucher,3,1,0,0,0.058823529,0.602059991,0.011921793,0.301029996,Noun,3,1,Noun,3,1.893894133,2
4661,15403,croup,14,11,13,10,0.274509804,1.176091259,0.131139723,1.079181246,Noun,14,1,Noun,14,2.467925401,1
4662,15405,croupiers,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4663,15407,crouton,13,10,7,6,0.254901961,1.146128036,0.11921793,1.041392685,Noun,13,1,Noun,13,2.437962178,NA
4664,15408,croutons,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,NA
4665,15411,crowbars,6,6,4,4,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,NA
4666,15417,crowds,179,159,169,151,3.509803922,2.255272505,1.895565093,2.204119983,Noun,180,1,Noun,180,3.547106647,1
4667,15425,crows,141,75,112,64,2.764705882,2.152288344,0.894134478,1.880813592,Noun,142,1,Noun,142,3.444122487,1
4668,15435,cruciate,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4669,15450,crudeness,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4670,15453,crudites,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
4671,15454,crudity,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
4672,15462,cruelties,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
4673,15463,cruelty,166,139,152,126,3.254901961,2.222716471,1.657129232,2.146128036,Noun,166,1,Noun,166,3.514550613,2
4674,15464,cruet,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4675,15469,cruises,29,23,27,22,0.568627451,1.477121255,0.27420124,1.380211242,Noun,29,1,Noun,29,2.768955397,2
4676,15472,cruller,10,8,10,8,0.196078431,1.041392685,0.095374344,0.954242509,Noun,10,1,Noun,10,2.333226827,NA
4677,15473,crullers,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,NA
4678,15474,crum,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,1
4679,15475,crumb,92,63,64,60,1.803921569,1.968482949,0.751072961,1.806179974,Noun,92,1,Noun,92,3.260317091,1
4680,15481,crumblings,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4681,15483,crumbs,130,103,119,98,2.549019608,2.117271296,1.227944683,2.017033339,Noun,130,1,Noun,130,3.409105438,1
4682,15484,crumby,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,2
4683,15486,crumminess,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4684,15490,crumpet,17,16,17,16,0.333333333,1.255272505,0.190748689,1.230448921,Noun,17,1,Noun,17,2.547106647,NA
4685,15491,crumpets,28,20,26,20,0.549019608,1.462397998,0.238435861,1.322219295,Noun,28,1,Noun,28,2.75423214,NA
4686,15496,crumps,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4687,15500,cruncher,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,2
4688,15501,crunchers,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
4689,15508,cruppers,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4690,15510,crusader,57,46,47,41,1.117647059,1.763427994,0.54840248,1.672097858,Noun,57,1,Noun,57,3.055262136,3
4691,15511,crusaders,19,18,12,12,0.37254902,1.301029996,0.214592275,1.278753601,Noun,19,1,Noun,19,2.592864138,3
4692,15512,crusades,39,30,12,12,0.764705882,1.602059991,0.357653791,1.491361694,Noun,40,1,Noun,40,2.893894133,2
4693,15517,crushers,6,5,6,5,0.117647059,0.84509804,0.059608965,0.77815125,Noun,6,1,Noun,6,2.136932182,2
4694,15518,crushes,59,49,57,47,1.156862745,1.77815125,0.584167859,1.698970004,Noun,59,1,Noun,59,3.069985393,2
4695,15522,crustacea,2,1,1,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
4696,15532,crutch,67,53,66,53,1.31372549,1.832508913,0.631855031,1.73239376,Noun,67,1,Noun,67,3.124343055,1
4697,15533,crutches,83,62,75,59,1.62745098,1.924279286,0.739151168,1.799340549,Noun,83,1,Noun,83,3.216113428,2
4698,15534,crux,15,12,14,11,0.294117647,1.204119983,0.143061516,1.113943352,Noun,15,1,Noun,15,2.495954125,1
4699,15536,cruzeiros,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,NA
4700,15538,crybabies,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,NA
4701,15546,cryogenics,9,8,7,6,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,4
4702,15549,crypt,70,38,67,35,1.37254902,1.851258349,0.453028135,1.591064607,Noun,71,1,Noun,71,3.143092491,1
4703,15552,crypto,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,2
4704,15555,cryptogram,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4705,15563,cryptology,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4706,15564,cryptonym,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4707,15565,cryptos,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4708,15566,crypts,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,1
4709,15578,crystals,125,82,121,81,2.450980392,2.100370545,0.977587029,1.919078092,Noun,125,1,Noun,125,3.392204687,2
4710,15582,cst,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4711,15584,ctenophora,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,NA
4712,15585,cts,11,6,2,1,0.215686275,1.079181246,0.071530758,0.84509804,Noun,11,1,Noun,11,2.371015388,NA
4713,15587,cuarto,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
4714,15592,cubans,57,33,3,3,1.117647059,1.763427994,0.39341917,1.531478917,Noun,57,1,Noun,57,3.055262136,2
4715,15595,cubbyhole,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,3
4716,15596,cubbyholes,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4717,15597,cube,152,91,121,70,2.980392157,2.184691431,1.084883166,1.963787827,Noun,152,1,Noun,152,3.476525573,1
4718,15598,cubeb,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4719,15600,cubes,95,80,94,79,1.862745098,1.982271233,0.953743443,1.908485019,Noun,95,1,Noun,95,3.274105375,1
4720,15604,cubicles,14,12,13,12,0.274509804,1.176091259,0.143061516,1.113943352,Noun,14,1,Noun,14,2.467925401,3
4721,15605,cubics,3,1,3,1,0.058823529,0.602059991,0.011921793,0.301029996,Noun,3,1,Noun,3,1.893894133,NA
4722,15607,cubism,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,3
4723,15608,cubist,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
4724,15610,cubit,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
4725,15612,cubmaster,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4726,15613,cubs,113,59,38,20,2.215686275,2.056904851,0.703385789,1.77815125,Noun,113,1,Noun,113,3.348738993,1
4727,15621,cuckoos,10,8,10,8,0.196078431,1.041392685,0.095374344,0.954242509,Noun,10,1,Noun,10,2.333226827,2
4728,15622,cucumber,101,72,97,71,1.980392157,2.008600172,0.858369099,1.86332286,Noun,101,1,Noun,101,3.300434314,3
4729,15623,cucumbers,21,17,18,15,0.411764706,1.342422681,0.202670482,1.255272505,Noun,21,1,Noun,21,2.634256823,3
4730,15627,cuddies,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
4731,15631,cuddlier,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4732,15635,cudgel,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
4733,15636,cudgels,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
4734,15638,cueball,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4735,15641,cuerpo,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4736,15642,cues,35,34,35,34,0.68627451,1.556302501,0.405340963,1.544068044,Noun,35,1,Noun,35,2.848136643,1
4737,15644,cuff,291,237,197,164,5.705882353,2.465382851,2.82546495,2.376576957,Noun,290,1,Noun,290,3.757216994,1
4738,15647,cufflink,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,NA
4739,15650,cuidado,14,6,1,1,0.274509804,1.176091259,0.071530758,0.84509804,Noun,14,1,Noun,14,2.467925401,3
4740,15652,cuirass,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4741,15653,cuisine,99,86,91,80,1.941176471,2,1.025274201,1.939519253,Noun,99,1,Noun,99,3.291834142,2
4742,15654,cuisines,3,3,1,1,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,2
4743,15655,cukes,5,2,5,2,0.098039216,0.77815125,0.023843586,0.477121255,Noun,5,1,Noun,5,2.069985393,NA
4744,15659,culex,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
4745,15663,cullies,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4746,15665,culls,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
4747,15672,culottes,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4748,15674,culpa,21,16,21,16,0.411764706,1.342422681,0.190748689,1.230448921,Noun,21,1,Noun,21,2.634256823,2
4749,15677,culprit,55,49,55,49,1.078431373,1.748188027,0.584167859,1.698970004,Noun,55,1,Noun,55,3.040022169,2
4750,15678,culprits,21,19,21,19,0.411764706,1.342422681,0.226514068,1.301029996,Noun,21,1,Noun,21,2.634256823,2
4751,15679,cult,227,142,213,135,4.450980392,2.357934847,1.692894611,2.155336037,Noun,227,1,Noun,227,3.649768989,1
4752,15683,cultists,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
4753,15684,cultivar,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
4754,15690,cultivator,5,3,4,3,0.098039216,0.77815125,0.035765379,0.602059991,Noun,5,1,Noun,5,2.069985393,NA
4755,15691,cults,33,22,32,22,0.647058824,1.531478917,0.262279447,1.361727836,Noun,33,1,Noun,33,2.823313059,1
4756,15697,cultures,164,147,160,144,3.215686275,2.217483944,1.752503577,2.170261715,Noun,164,1,Noun,164,3.509318086,2
4757,15699,cultus,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4758,15702,culverts,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,NA
4759,15706,cumin,16,11,13,9,0.31372549,1.230448921,0.131139723,1.079181246,Noun,16,1,Noun,16,2.522283064,2
4760,15707,cummerbund,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Noun,8,1,Noun,8,2.246076652,NA
4761,15711,cumquat,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4762,15712,cums,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
4763,15718,cunners,2,1,1,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
4764,15726,cunt,350,176,313,165,6.862745098,2.545307116,2.098235575,2.247973266,Noun,349,1,Noun,349,3.837141259,1
4765,15727,cunts,41,34,39,33,0.803921569,1.62324929,0.405340963,1.544068044,Noun,41,1,Noun,41,2.915083433,NA
4766,15729,cupboard,127,99,122,97,2.490196078,2.10720997,1.180257511,2,Noun,127,1,Noun,127,3.399044112,2
4767,15730,cupboards,24,21,23,20,0.470588235,1.397940009,0.250357654,1.342422681,Noun,24,1,Noun,24,2.689774151,2
4768,15734,cupholder,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4769,15736,cupidity,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,4
4770,15748,curate,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
4771,15752,curator,47,35,43,31,0.921568627,1.681241237,0.417262756,1.556302501,Noun,47,1,Noun,47,2.97307538,3
4772,15753,curators,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
4773,15759,curbside,7,7,4,4,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,2
4774,15760,curbstone,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,2
4775,15761,curbstones,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4776,15762,curcas,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4777,15763,curculio,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4778,15764,curd,22,16,20,15,0.431372549,1.361727836,0.190748689,1.230448921,Noun,22,1,Noun,22,2.653561978,1
4779,15769,curds,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
4780,15774,curette,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4781,15775,curfew,234,139,208,129,4.588235294,2.371067862,1.657129232,2.146128036,Noun,235,1,Noun,235,3.662902004,2
4782,15776,curfews,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,2
4783,15777,curia,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4784,15781,curio,9,9,9,9,0.176470588,1,0.107296137,1,Noun,9,1,Noun,9,2.291834142,3
4785,15782,curios,9,5,9,5,0.176470588,1,0.059608965,0.77815125,Noun,9,1,Noun,9,2.291834142,3
4786,15788,curium,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4787,15791,curler,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
4788,15792,curlers,17,17,17,17,0.333333333,1.255272505,0.202670482,1.255272505,Noun,17,1,Noun,17,2.547106647,2
4789,15793,curlew,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4790,15794,curlicues,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,NA
4791,15799,curmudgeon,9,6,9,6,0.176470588,1,0.071530758,0.84509804,Noun,9,1,Noun,9,2.291834142,3
4792,15800,curn,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4793,15801,curney,2,2,0,0,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4794,15803,currant,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4795,15804,currants,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4796,15805,currencies,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
4797,15806,currency,186,146,174,139,3.647058824,2.271841607,1.740581784,2.167317335,Noun,186,1,Noun,186,3.563675749,3
4798,15810,currents,86,59,80,55,1.68627451,1.939519253,0.703385789,1.77815125,Noun,86,1,Noun,86,3.231353395,2
4799,15811,curricula,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,4
4800,15813,curriculum,70,47,65,44,1.37254902,1.851258349,0.560324273,1.681241237,Noun,70,1,Noun,70,3.143092491,4
4801,15817,curries,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
4802,15827,cursor,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,2
4803,15831,cursus,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4804,15836,curtain,525,331,376,252,10.29411765,2.720985744,3.946113495,2.521138084,Noun,525,1,Noun,525,4.012819886,2
4805,15838,curtains,321,236,308,229,6.294117647,2.507855872,2.813543157,2.374748346,Noun,319,1,Noun,319,3.799690014,2
4806,15846,curvature,12,12,12,12,0.235294118,1.113943352,0.143061516,1.113943352,Noun,12,1,Noun,12,2.405777494,3
4807,15847,curvatures,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4808,15849,curveball,17,12,12,10,0.333333333,1.255272505,0.143061516,1.113943352,Noun,17,1,Noun,17,2.547106647,NA
4809,15862,cusp,14,14,14,14,0.274509804,1.176091259,0.166905103,1.176091259,Noun,14,1,Noun,14,2.467925401,1
4810,15863,cuspidor,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
4811,15864,cuspidors,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4812,15865,cuspids,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4813,15870,cussedness,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4814,15872,custard,64,40,51,36,1.254901961,1.812913357,0.476871722,1.612783857,Noun,62,1,Noun,62,3.104747499,2
4815,15873,custards,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,5,1,Noun,5,1.893894133,NA
4816,15875,custodian,49,35,41,31,0.960784314,1.698970004,0.417262756,1.556302501,Noun,49,1,Noun,49,2.990804146,4
4817,15876,custodians,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,4
4818,15878,custody,982,603,971,600,19.25490196,2.992553518,7.188841202,2.781036939,Noun,985,1,Noun,985,4.28438766,3
4819,15879,custom,316,263,292,247,6.196078431,2.501059262,3.135431569,2.421603927,Noun,317,1,Noun,317,3.792893404,2
4820,15884,customers,972,672,921,653,19.05882353,2.98811284,8.011444921,2.828015064,Noun,971,1,Noun,971,4.279946982,3
4821,15887,customizer,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4822,15892,cutaway,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
4823,15893,cutaways,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4824,15894,cutback,17,14,16,13,0.333333333,1.255272505,0.166905103,1.176091259,Noun,17,1,Noun,17,2.547106647,2
4825,15895,cutbacks,48,36,40,30,0.941176471,1.69019608,0.429184549,1.568201724,Noun,48,1,Noun,48,2.982030222,2
4826,15896,cutdown,20,12,16,10,0.392156863,1.322219295,0.143061516,1.113943352,Noun,20,1,Noun,20,2.614053437,NA
4827,15900,cutes,6,4,6,4,0.117647059,0.84509804,0.047687172,0.698970004,Noun,6,1,Noun,6,2.136932182,NA
4828,15903,cutey,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
4829,15904,cuticle,19,17,16,15,0.37254902,1.301029996,0.202670482,1.255272505,Noun,19,1,Noun,19,2.592864138,3
4830,15905,cuticles,8,8,7,7,0.156862745,0.954242509,0.095374344,0.954242509,Noun,8,1,Noun,8,2.246076652,NA
4831,15907,cuties,12,11,11,10,0.235294118,1.113943352,0.131139723,1.079181246,Noun,13,1,Noun,13,2.405777494,NA
4832,15909,cutlasses,3,3,1,1,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
4833,15912,cutlery,18,18,17,17,0.352941176,1.278753601,0.214592275,1.278753601,Noun,18,1,Noun,18,2.570587743,3
4834,15913,cutlet,18,12,17,11,0.352941176,1.278753601,0.143061516,1.113943352,Noun,18,1,Noun,18,2.570587743,NA
4835,15916,cutoffs,8,4,8,4,0.156862745,0.954242509,0.047687172,0.698970004,Noun,8,1,Noun,8,2.246076652,2
4836,15917,cutout,15,15,15,15,0.294117647,1.204119983,0.178826896,1.204119983,Noun,15,1,Noun,15,2.495954125,2
4837,15922,cutters,59,48,56,45,1.156862745,1.77815125,0.572246066,1.69019608,Noun,59,1,Noun,59,3.069985393,2
4838,15926,cuttings,7,6,7,6,0.137254902,0.903089987,0.071530758,0.84509804,Noun,7,1,Noun,7,2.194924129,2
4839,15928,cuttlebone,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4840,15929,cuttlefish,10,4,9,4,0.196078431,1.041392685,0.047687172,0.698970004,Noun,10,1,Noun,10,2.333226827,3
4841,15931,cutup,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
4842,15932,cutups,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4843,15938,cyanate,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4844,15943,cyanosis,6,6,4,4,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,NA
4845,15952,cyclamen,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4846,15955,cycler,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4847,15960,cyclist,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,4,1,Noun,4,2.069985393,3
4848,15961,cyclists,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
4849,15962,cyclo,5,2,5,2,0.098039216,0.77815125,0.023843586,0.477121255,Noun,5,1,Noun,5,2.069985393,NA
4850,15964,cyclone,24,18,18,15,0.470588235,1.397940009,0.214592275,1.278753601,Noun,24,1,Noun,24,2.689774151,2
4851,15965,cyclones,3,3,2,2,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,2
4852,15966,cyclopedia,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4853,15969,cyclos,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4854,15972,cyclotron,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
4855,15973,cygnets,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4856,15975,cylinder,80,53,78,52,1.568627451,1.908485019,0.631855031,1.73239376,Noun,80,1,Noun,80,3.200319161,3
4857,15976,cylinders,54,40,54,40,1.058823529,1.740362689,0.476871722,1.612783857,Noun,52,1,Noun,52,3.032196832,3
4858,15980,cymbidium,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4859,15981,cyme,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4860,15985,cynicism,46,38,44,37,0.901960784,1.672097858,0.453028135,1.591064607,Noun,46,1,Noun,46,2.963932,4
4861,15986,cynics,12,12,10,10,0.235294118,1.113943352,0.143061516,1.113943352,Noun,12,1,Noun,12,2.405777494,2
4862,15987,cynips,2,1,1,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
4863,15988,cynosure,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
4864,15990,cypher,17,2,0,0,0.333333333,1.255272505,0.023843586,0.477121255,Noun,17,1,Noun,17,2.547106647,2
4865,15992,cypresses,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4866,15996,cyst,22,17,22,17,0.431372549,1.361727836,0.202670482,1.255272505,Noun,22,1,Noun,22,2.653561978,1
4867,15999,cystoscopy,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4868,16003,cytoplasm,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,4
4869,16005,cytosines,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
4870,16007,czar,35,20,20,10,0.68627451,1.556302501,0.238435861,1.322219295,Noun,35,1,Noun,35,2.848136643,1
