,X,Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Zipfvalue,cmu_sylls
25940,39512,mattered,157,147,157,147,3.078431373,2.198657087,1.752503577,2.170261715,Verb,157,1,Verb,157,3.490491229,2
25941,39513,mattering,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Verb,6,1,Verb,6,2.136932182,NA
25942,39526,matures,6,5,6,5,0.117647059,0.84509804,0.059608965,0.77815125,Verb,6,1,Verb,6,2.136932182,2
25943,39543,mauls,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
25944,39544,maun,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25945,39573,maximise,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
25946,39574,maximising,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
25947,39576,maximize,45,38,41,36,0.882352941,1.662757832,0.453028135,1.591064607,Verb,45,1,Verb,45,2.954591974,3
25948,39577,maximized,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,3
25949,39578,maximizes,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,4
25950,39579,maximizing,10,10,9,9,0.196078431,1.041392685,0.11921793,1.041392685,Verb,10,1,Verb,10,2.333226827,4
25951,39584,maxing,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,NA
25952,39601,mayhap,3,2,2,2,0.058823529,0.602059991,0.023843586,0.477121255,Verb,3,1,Verb,3,1.893894133,NA
25953,39612,mayst,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Verb,5,1,Verb,5,2.069985393,NA
25954,39648,meandered,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
25955,39652,meaned,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25956,39718,medaled,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25957,39721,medalled,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25958,39728,meddled,15,13,15,13,0.294117647,1.204119983,0.154983309,1.146128036,Verb,15,1,Verb,15,2.495954125,NA
25959,39731,meddles,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25960,39746,mediate,14,9,13,9,0.274509804,1.176091259,0.107296137,1,Verb,14,1,Verb,14,2.467925401,3
25961,39747,mediated,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,4
25962,39748,mediating,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,4
25963,39762,medicates,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
25964,39784,meditated,6,5,6,5,0.117647059,0.84509804,0.059608965,0.77815125,Verb,6,1,Verb,6,2.136932182,NA
25965,39855,melamine,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
25966,39872,melded,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,2
25967,39885,mellowing,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,3
25968,39886,mellows,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,NA
25969,39906,melteth,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25970,39909,melts,94,87,87,82,1.843137255,1.977723605,1.037195994,1.944482672,Verb,94,1,Verb,94,3.269557747,1
25971,39940,memorise,17,17,15,15,0.333333333,1.255272505,0.202670482,1.255272505,Verb,17,1,Verb,17,2.547106647,NA
25972,39941,memorised,8,7,8,7,0.156862745,0.954242509,0.083452551,0.903089987,Verb,8,1,Verb,8,2.246076652,NA
25973,39942,memorising,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,NA
25974,39944,memorize,148,124,121,103,2.901960784,2.173186268,1.478302337,2.096910013,Verb,148,1,Verb,148,3.465020411,3
25975,39946,memorizes,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,4
25976,39954,menaced,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
25977,39965,mended,44,39,43,38,0.862745098,1.653212514,0.464949928,1.602059991,Verb,44,1,Verb,44,2.945046656,2
25978,40004,menstruate,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,3
25979,40008,mensurate,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25980,40024,mentioned,1556,1254,1550,1250,30.50980392,3.192288613,14.94992847,3.098643726,Verb,1555,1,Verb,1555,4.484122755,2
25981,40026,mentioning,146,139,143,136,2.862745098,2.167317335,1.657129232,2.146128036,Verb,147,1,Verb,147,3.459151477,3
25982,40030,mentored,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,2
25983,40036,meowed,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25984,40071,mercurized,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25985,40083,merge,71,48,69,47,1.392156863,1.857332496,0.572246066,1.69019608,Verb,71,1,Verb,71,3.149166639,1
25986,40087,merges,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Verb,8,1,Verb,8,2.246076652,2
25987,40138,meshed,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,1
25988,40147,mesmerise,3,2,2,2,0.058823529,0.602059991,0.023843586,0.477121255,Verb,3,1,Verb,3,1.893894133,NA
25989,40148,mesmerised,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Verb,6,1,Verb,6,2.136932182,NA
25990,40151,mesmerize,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
25991,40169,messaged,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,NA
25992,40195,metabolise,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25993,40201,metabolize,12,10,12,10,0.235294118,1.113943352,0.11921793,1.041392685,Verb,12,1,Verb,12,2.405777494,4
25994,40248,mete,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,1
25995,40249,meted,11,11,11,11,0.215686275,1.079181246,0.131139723,1.079181246,Verb,11,1,Verb,11,2.371015388,2
25996,40284,methought,6,4,4,4,0.117647059,0.84509804,0.047687172,0.698970004,Verb,6,1,Verb,6,2.136932182,2
25997,40314,mewed,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25998,40316,mewl,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
25999,40337,miaow,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,NA
26000,40430,micturated,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26001,40486,midwatch,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26002,40493,midwifed,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
26003,40515,migrate,21,20,20,19,0.411764706,1.342422681,0.238435861,1.322219295,Verb,21,1,Verb,21,2.634256823,2
26004,40516,migrated,17,17,16,16,0.333333333,1.255272505,0.202670482,1.255272505,Verb,17,1,Verb,17,2.547106647,3
26005,40517,migrates,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,2
26006,40565,militarize,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,4
26007,40568,militate,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Verb,2,1,Verb,2,1.768955397,3
26008,40572,milked,24,21,22,19,0.470588235,1.397940009,0.250357654,1.342422681,Verb,24,1,Verb,24,2.689774151,1
26009,40588,milkweed,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
26010,40591,millage,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
26011,40594,milled,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,1
26012,40658,mimicked,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,2
26013,40659,mimicking,22,17,17,13,0.431372549,1.361727836,0.202670482,1.255272505,Verb,22,1,Verb,22,2.653561978,3
26014,40662,miming,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Verb,5,1,Verb,5,2.069985393,NA
26015,40687,minding,130,125,121,116,2.549019608,2.117271296,1.49022413,2.100370545,Verb,130,1,Verb,130,3.409105438,2
26016,40710,mingle,137,113,112,97,2.68627451,2.139879086,1.347162613,2.056904851,Verb,137,1,Verb,137,3.431713229,2
26017,40711,mingled,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Verb,8,1,Verb,8,2.246076652,2
26018,40713,mingles,7,7,6,6,0.137254902,0.903089987,0.083452551,0.903089987,Verb,7,1,Verb,7,2.194924129,2
26019,40742,minimise,8,6,8,6,0.156862745,0.954242509,0.071530758,0.84509804,Verb,8,1,Verb,8,2.246076652,NA
26020,40744,minimize,54,53,51,51,1.058823529,1.740362689,0.631855031,1.73239376,Verb,54,1,Verb,54,3.032196832,3
26021,40745,minimized,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
26022,40746,minimizes,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,4
26023,40747,minimizing,7,7,5,5,0.137254902,0.903089987,0.083452551,0.903089987,Verb,7,1,Verb,7,2.194924129,4
26024,40783,minored,7,6,7,6,0.137254902,0.903089987,0.071530758,0.84509804,Verb,7,1,Verb,7,2.194924129,2
26025,40784,minoring,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
26026,40789,minot,2,2,0,0,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,2
26027,40800,minting,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
26028,40823,miracled,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26029,40830,mirate,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26030,40832,mired,13,13,11,11,0.254901961,1.146128036,0.154983309,1.146128036,Verb,13,1,Verb,13,2.437962178,1
26031,40833,mirepoix,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26032,40838,mirroring,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,3
26033,40853,misapplied,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,3
26034,40859,misbegot,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26035,40862,misbehaved,13,12,13,12,0.254901961,1.146128036,0.143061516,1.113943352,Verb,13,1,Verb,13,2.437962178,3
26036,40877,miscarried,10,8,10,8,0.196078431,1.041392685,0.095374344,0.954242509,Verb,10,1,Verb,10,2.333226827,NA
26037,40878,miscarry,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Verb,5,1,Verb,5,2.069985393,NA
26038,40880,miscast,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,2
26039,40898,miscounted,10,10,10,10,0.196078431,1.041392685,0.11921793,1.041392685,Verb,10,1,Verb,10,2.333226827,NA
26040,40918,misdoubt,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26041,40943,misgives,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26042,40947,misguide,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
26043,40952,mishappen,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26044,40955,mishear,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,2
26045,40969,misjudge,13,13,13,13,0.254901961,1.146128036,0.154983309,1.146128036,Verb,13,1,Verb,13,2.437962178,2
26046,40971,misjudging,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Verb,6,1,Verb,6,2.136932182,3
26047,40974,mislabel,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
26048,40977,mislaid,21,19,21,19,0.411764706,1.342422681,0.226514068,1.301029996,Verb,21,1,Verb,21,2.634256823,2
26049,40978,mislay,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,NA
26050,40979,mislead,38,35,37,35,0.745098039,1.591064607,0.417262756,1.556302501,Verb,38,1,Verb,38,2.882898749,2
26051,40981,misled,48,44,47,44,0.941176471,1.69019608,0.524558894,1.653212514,Verb,48,1,Verb,48,2.982030222,2
26052,40983,mismanage,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Verb,3,1,Verb,3,1.893894133,3
26053,40990,misnamed,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26054,41000,misplaces,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
26055,41001,misplacing,9,9,9,9,0.176470588,1,0.107296137,1,Verb,9,1,Verb,9,2.291834142,3
26056,41005,misprising,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26057,41011,misquote,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,2
26058,41013,misquoting,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,3
26059,41014,misread,44,41,42,40,0.862745098,1.653212514,0.488793515,1.62324929,Verb,44,1,Verb,44,2.945046656,2
26060,41033,misshaping,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26061,41048,misspeak,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
26062,41050,misspell,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,2
26063,41052,misspells,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
26064,41069,mistermed,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26065,41072,misting,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,NA
26066,41075,mistook,79,70,78,69,1.549019608,1.903089987,0.834525513,1.851258349,Verb,79,1,Verb,79,3.194924129,2
26067,41083,mistreats,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Verb,3,1,Verb,3,1.893894133,2
26068,41088,mistrusted,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,3
26069,41099,misuses,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
26070,41100,misusing,7,5,7,5,0.137254902,0.903089987,0.059608965,0.77815125,Verb,7,1,Verb,7,2.194924129,3
26071,41101,miswrote,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26072,41110,mitigate,21,19,21,19,0.411764706,1.342422681,0.226514068,1.301029996,Verb,21,1,Verb,21,2.634256823,3
26073,41111,mitigated,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Verb,4,1,Verb,4,1.990804146,4
26074,41112,mitigates,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
26075,41139,mizar,2,2,0,0,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,2
26076,41143,mizzling,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26077,41154,moaned,14,13,14,13,0.274509804,1.176091259,0.154983309,1.146128036,Verb,14,1,Verb,14,2.467925401,1
26078,41168,mobilise,6,6,3,3,0.117647059,0.84509804,0.071530758,0.84509804,Verb,6,1,Verb,6,2.136932182,NA
26079,41169,mobilised,7,6,7,6,0.137254902,0.903089987,0.071530758,0.84509804,Verb,7,1,Verb,7,2.194924129,NA
26080,41170,mobilising,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Verb,5,1,Verb,5,2.069985393,NA
26081,41173,mobilize,52,49,42,40,1.019607843,1.72427587,0.584167859,1.698970004,Verb,52,1,Verb,52,3.016110012,3
26082,41174,mobilized,30,29,30,29,0.588235294,1.491361694,0.345731998,1.477121255,Verb,30,1,Verb,30,2.783195836,3
26083,41175,mobilizing,15,14,14,14,0.294117647,1.204119983,0.166905103,1.176091259,Verb,15,1,Verb,15,2.495954125,4
26084,41187,mocked,51,45,47,42,1,1.716003344,0.536480687,1.662757832,Verb,51,1,Verb,51,3.007837486,1
26085,41207,modelled,15,12,15,12,0.294117647,1.204119983,0.143061516,1.113943352,Verb,15,1,Verb,15,2.495954125,NA
26086,41213,moderated,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,4
26087,41216,moderating,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,4
26088,41229,modernize,6,5,6,5,0.117647059,0.84509804,0.059608965,0.77815125,Verb,6,1,Verb,6,2.136932182,3
26089,41230,modernizes,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,4
26090,41242,modifies,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Verb,2,1,Verb,2,1.768955397,3
26091,41243,modify,50,43,45,39,0.980392157,1.707570176,0.512637101,1.643452676,Verb,47,1,Verb,47,2.999404318,3
26092,41244,modifying,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Verb,8,1,Verb,8,2.246076652,4
26093,41250,modulated,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,4
26094,41252,modulating,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,NA
26095,41265,mogs,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26096,41283,moisten,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Verb,4,1,Verb,4,1.990804146,2
26097,41286,moistens,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26098,41292,moisturize,5,5,4,4,0.098039216,0.77815125,0.059608965,0.77815125,Verb,5,1,Verb,5,2.069985393,NA
26099,41310,moldering,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
26100,41323,molest,31,29,29,28,0.607843137,1.505149978,0.345731998,1.477121255,Verb,31,1,Verb,31,2.79698412,2
26101,41329,molests,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Verb,8,1,Verb,8,2.246076652,2
26102,41331,moline,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
26103,41336,mollified,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,3
26104,41337,mollify,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,3
26105,41398,monetize,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Verb,2,1,Verb,2,1.768955397,NA
26106,41446,monkeyed,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26107,41448,monkeying,10,10,9,9,0.196078431,1.041392685,0.11921793,1.041392685,Verb,10,1,Verb,10,2.333226827,3
26108,41487,monopolise,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Verb,3,1,Verb,3,1.893894133,NA
26109,41492,monopolize,14,13,14,13,0.274509804,1.176091259,0.154983309,1.146128036,Verb,14,1,Verb,14,2.467925401,4
26110,41559,mooched,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
26111,41563,mooching,11,11,11,11,0.215686275,1.079181246,0.131139723,1.079181246,Verb,11,1,Verb,11,2.371015388,NA
26112,41570,mooed,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26113,41614,moored,9,9,9,9,0.176470588,1,0.107296137,1,Verb,9,1,Verb,9,2.291834142,1
26114,41625,mooted,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26115,41638,mopped,19,18,19,18,0.37254902,1.301029996,0.214592275,1.278753601,Verb,19,1,Verb,19,2.592864138,1
26116,41655,moralize,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,3
26117,41656,moralizes,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26118,41700,morphed,6,6,5,5,0.117647059,0.84509804,0.071530758,0.84509804,Verb,6,1,Verb,6,2.136932182,1
26119,41727,mortared,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
26120,41731,mortgaged,16,15,15,14,0.31372549,1.230448921,0.178826896,1.204119983,Verb,16,1,Verb,16,2.522283064,2
26121,41734,mortgaging,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,3
26122,41740,mortifies,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26123,41741,mortify,7,6,3,3,0.137254902,0.903089987,0.071530758,0.84509804,Verb,7,1,Verb,7,2.194924129,3
26124,41745,mortising,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26125,41758,moseying,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Verb,8,1,Verb,8,2.246076652,NA
26126,41759,moseys,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
26127,41783,mothballed,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,2
26128,41789,mothered,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Verb,7,1,Verb,7,2.194924129,NA
26129,41810,motioned,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Verb,4,1,Verb,4,1.990804146,2
26130,41811,motioning,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Verb,2,1,Verb,2,1.768955397,3
26131,41815,motivate,54,50,53,49,1.058823529,1.740362689,0.596089652,1.707570176,Verb,54,1,Verb,54,3.032196832,3
26132,41817,motivates,11,9,10,8,0.215686275,1.079181246,0.107296137,1,Verb,11,1,Verb,11,2.371015388,3
26133,41845,motored,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26134,41866,moulded,9,9,8,8,0.176470588,1,0.107296137,1,Verb,9,1,Verb,9,2.291834142,NA
26135,41867,mouldering,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
26136,41873,mounded,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26137,41893,mourn,129,117,124,112,2.529411765,2.113943352,1.394849785,2.071882007,Verb,129,1,Verb,129,3.405777494,1
26138,41895,mourned,18,17,18,17,0.352941176,1.278753601,0.202670482,1.255272505,Verb,18,1,Verb,18,2.570587743,1
26139,41901,mourns,15,14,13,12,0.294117647,1.204119983,0.166905103,1.176091259,Verb,15,1,Verb,15,2.495954125,1
26140,41911,moussed,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
26141,41914,moussing,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26142,41921,mouthed,16,13,16,13,0.31372549,1.230448921,0.154983309,1.146128036,Verb,15,1,Verb,15,2.522283064,1
26143,41960,mows,10,8,9,7,0.196078431,1.041392685,0.095374344,0.954242509,Verb,10,1,Verb,10,2.333226827,1
26144,41988,mucked,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Verb,7,1,Verb,7,2.194924129,NA
26145,41994,muckrake,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,2
26146,42010,muddied,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Verb,4,1,Verb,4,1.990804146,2
26147,42016,muddying,3,2,2,2,0.058823529,0.602059991,0.023843586,0.477121255,Verb,3,1,Verb,3,1.893894133,3
26148,42024,mudsling,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Verb,2,1,Verb,2,1.768955397,NA
26149,42032,muffed,7,6,7,6,0.137254902,0.903089987,0.071530758,0.84509804,Verb,7,1,Verb,7,2.194924129,NA
26150,42036,muffle,11,11,9,9,0.215686275,1.079181246,0.131139723,1.079181246,Verb,11,1,Verb,11,2.371015388,2
26151,42072,mulched,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,1
26152,42082,muleteer,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Verb,1,1,Verb,1,1.592864138,NA
26153,42135,multiplied,25,22,25,22,0.490196078,1.414973348,0.262279447,1.361727836,Verb,25,1,Verb,25,2.70680749,3
