"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","syllables","cmu_syllss"
"10266","celery",95,63,82,56,1.86274509803922,1.98227123303957,0.751072961373391,1.80617997398389,"Noun",95,1,"Noun","95",3.27410537518403,3,3
"10275","cell",2772,1459,2656,1430,54.3529411764706,3.44294986957786,17.3938960419647,3.16435285578444,"Noun",2769,1,"Noun","2769",4.73478401172232,1,1
"10290","cells",610,366,602,364,11.9607843137255,2.78604121024255,4.36337625178827,2.56466606425209,"Noun",612,1,"Noun","612",4.07787535238701,1,1
"10294","celluloid",24,19,23,18,0.470588235294118,1.39794000867204,0.226514067715784,1.30102999566398,"Noun",24,1,"Noun","24",2.6897741508165,3,3
"10297","celt",4,4,0,0,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",1.99080414648048,NA,1
"10299","celts",6,5,0,0,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",8,1,"Noun","8",2.13693218215872,NA,1
"10314","censorship",54,33,49,32,1.05882352941176,1.74036268949424,0.393419170243205,1.53147891704226,"Noun",54,1,"Noun","54",3.0321968316387,3,3
"10318","cent",483,360,461,344,9.47058823529412,2.68484536164441,4.29184549356223,2.55750720190566,"Noun",480,1,"Noun","480",3.97667950378887,1,1
"10323","centavos",15,11,15,11,0.294117647058824,1.20411998265592,0.131139723414402,1.07918124604762,"Noun",15,1,"Noun","15",2.49595412480038,NA,3
"10339","centigram",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"10364","centrifuge",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"10372","cents",1114,672,1106,667,21.843137254902,3.04727486738418,8.01144492131617,2.82801506422398,"Noun",1109,1,"Noun","1109",4.33910900952864,1,1
"10373","centuries",382,302,363,289,7.49019607843137,2.58319877396862,3.60038149737721,2.4814426285023,"Noun",383,1,"Noun","383",3.87503291611308,3,3
"10375","century",1063,727,950,663,20.843137254902,3.02694162795903,8.66714353838817,2.86213137931304,"Noun",1065,1,"Noun","1065",4.31877577010349,3,3
"10384","ceramics",29,22,21,15,0.568627450980392,1.47712125471966,0.262279446828803,1.36172783601759,"Noun",29,1,"Noun","29",2.76895539686412,3,3
"10387","cereal",324,223,301,214,6.35294117647059,2.51188336097887,2.65855984740105,2.35024801833416,"Noun",324,1,"Noun","324",3.80371750312333,2,3
"10388","cereals",23,20,19,17,0.450980392156863,1.38021124171161,0.238435860753457,1.32221929473392,"Noun",23,1,"Noun","23",2.67204538385607,2,3
"10416","certainty",154,126,152,125,3.01960784313725,2.19033169817029,1.50214592274678,2.10380372095596,"Noun",155,1,"Noun","155",3.48216584031475,3,3
"10428","certitude",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"10439","cesium",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"10441","cessation",10,8,10,8,0.196078431372549,1.04139268515823,0.0953743443013829,0.954242509439325,"Noun",10,1,"Noun","10",2.33322682730268,3,3
"10483","chains",387,274,358,262,7.58823529411765,2.58883172559421,3.26657129232237,2.43933269383026,"Noun",387,1,"Noun","387",3.88066586773867,1,1
"10497","chairwoman",10,8,7,6,0.196078431372549,1.04139268515823,0.0953743443013829,0.954242509439325,"Noun",10,1,"Noun","10",2.33322682730268,NA,3
"10498","chaise",15,14,15,14,0.294117647058824,1.20411998265592,0.16690510252742,1.17609125905568,"Noun",15,1,"Noun","15",2.49595412480038,1,1
"10509","chalk",183,143,151,118,3.58823529411765,2.26481782300954,1.70481640438722,2.15836249209525,"Noun",183,1,"Noun","183",3.556651965154,1,1
"10514","chalks",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,1,1
"10520","challenger",77,50,54,41,1.50980392156863,1.89209460269048,0.596089651883643,1.70757017609794,"Noun",77,1,"Noun","77",3.18392874483494,3,3
"10551","champ",771,275,475,255,15.1176470588235,2.88761730033574,3.27849308536004,2.44090908206522,"Noun",770,1,"Noun","770",4.1794514424802,NA,1
"10561","champions",212,137,185,123,4.15686274509804,2.32837960343874,1.63328564616118,2.13987908640124,"Noun",212,1,"Noun","212",3.6202137455832,2,3
"10579","chandelier",72,54,69,52,1.41176470588235,1.86332286012046,0.643776824034335,1.74036268949424,"Noun",72,1,"Noun","72",3.15515700226492,3,3
"10595","changeover",16,6,15,6,0.313725490196078,1.23044892137827,0.0715307582260372,0.845098040014257,"Noun",16,1,"Noun","16",2.52228306352273,NA,3
"10654","chaps",131,90,125,89,2.56862745098039,2.12057393120585,1.07296137339056,1.95904139232109,"Noun",131,1,"Noun","131",3.41240807335031,1,1
"10660","character",1946,1169,1911,1157,38.156862745098,3.28936595152003,13.9365760610396,3.06818586174616,"Noun",1943,1,"Noun","1943",4.58120009366449,3,3
"10674","characters",486,357,477,353,9.52941176470588,2.68752896121463,4.25608011444921,2.55388302664387,"Noun",485,1,"Noun","485",3.97936310335909,3,3
"10696","chariot",103,73,100,72,2.01960784313725,2.01703333929878,0.870290891750119,1.86923171973098,"Noun",102,1,"Noun","102",3.30886748144324,2,3
"10699","chariots",22,15,16,10,0.431372549019608,1.36172783601759,0.178826895565093,1.20411998265592,"Noun",22,1,"Noun","22",2.65356197816205,2,3
"10704","charities",58,51,53,48,1.13725490196078,1.77085201164214,0.608011444921316,1.7160033436348,"Noun",58,1,"Noun","58",3.0626861537866,3,3
"10705","charity",841,538,787,522,16.4901960784314,2.92531209149965,6.413924654268,2.73158876518674,"Noun",840,1,"Noun","840",4.21714623364411,3,3
"10707","charlatan",44,38,43,37,0.862745098039216,1.65321251377534,0.453028135431569,1.5910646070265,"Noun",43,1,"Noun","43",2.9450466559198,3,3
"10709","charlatans",12,12,9,9,0.235294117647059,1.11394335230684,0.143061516452074,1.11394335230684,"Noun",13,1,"Noun","13",2.4057774944513,NA,3
"10727","charms",173,139,146,123,3.3921568627451,2.2405492482826,1.65712923223653,2.14612803567824,"Noun",172,1,"Noun","172",3.53238339042706,1,1
"10744","charwoman",6,4,6,4,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"10768","chastity",74,55,54,44,1.45098039215686,1.8750612633917,0.655698617072008,1.7481880270062,"Noun",74,1,"Noun","74",3.16689540553616,3,3
"10802","chauvinist",30,23,28,21,0.588235294117647,1.49136169383427,0.274201239866476,1.38021124171161,"Noun",30,1,"Noun","30",2.78319583597873,3,3
"10860","cheeks",225,206,216,199,4.41176470588235,2.3541084391474,2.45588936576061,2.31597034545692,"Noun",225,1,"Noun","225",3.64594258129186,1,1
"10902","chefs",52,40,48,39,1.01960784313725,1.72427586960079,0.476871721506915,1.61278385671974,"Noun",52,1,"Noun","52",3.01611001174525,1,1
"10912","chemicals",291,187,269,177,5.70588235294118,2.46538285144842,2.22937529804483,2.27415784926368,"Noun",292,1,"Noun","292",3.75721699359288,3,3
"10918","chemistry",442,299,400,282,8.66666666666667,2.64640372622307,3.56461611826419,2.47712125471966,"Noun",441,1,"Noun","441",3.93823786836753,3,3
"10929","cheque",294,151,284,145,5.76470588235294,2.46982201597816,1.8001907486886,2.18184358794477,"Noun",296,1,"Noun","296",3.76165615812262,1,1
"10934","cheques",68,52,68,52,1.33333333333333,1.83884909073726,0.619933237958989,1.72427586960079,"Noun",68,1,"Noun","68",3.13068323288172,1,1
"10946","cherokees",10,3,0,0,0.196078431372549,1.04139268515823,0.0357653791130186,0.602059991327962,"Noun",10,1,"Noun","10",2.33322682730268,NA,3
"10963","chest",2090,1177,1940,1134,40.9803921568627,3.32035403281767,14.031950405341,3.07114529045108,"Noun",2085,1,"Noun","2085",4.61218817496213,1,1
"10970","chests",52,51,51,51,1.01960784313725,1.72427586960079,0.608011444921316,1.7160033436348,"Noun",52,1,"Noun","52",3.01611001174525,1,1
"10996","chianti",34,28,6,4,0.666666666666667,1.54406804435028,0.33381020505484,1.46239799789896,"Noun",34,1,"Noun","34",2.83590218649474,NA,3
"11005","chicagoan",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"11047","chiefs",242,97,63,48,4.74509803921569,2.38560627359831,1.15641392465427,1.99122607569249,"Noun",242,1,"Noun","242",3.67744041574277,1,1
"11105","chimes",87,62,80,58,1.70588235294118,1.94448267215017,0.739151168335718,1.79934054945358,"Noun",87,1,"Noun","87",3.23631681429463,1,1
"11110","chimpanzee",62,39,61,38,1.2156862745098,1.79934054945358,0.464949928469242,1.60205999132796,"Noun",62,1,"Noun","62",3.09117469159804,3,3
"11131","chinks",41,29,19,17,0.803921568627451,1.6232492903979,0.345731998092513,1.47712125471966,"Noun",39,1,"Noun","39",2.91508343254236,1,1
"11201","chits",6,4,5,3,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872,1,1
"11208","chivalry",61,46,54,43,1.19607843137255,1.79239168949825,0.548402479732952,1.67209785793572,"Noun",61,1,"Noun","61",3.08422583164271,3,3
"11223","chloroform",51,34,38,30,1,1.7160033436348,0.405340963280877,1.54406804435028,"Noun",51,1,"Noun","51",3.00783748577926,3,3
"11259","choirs",19,17,16,15,0.372549019607843,1.30102999566398,0.202670481640439,1.25527250510331,"Noun",19,1,"Noun","19",2.59286413780844,2,1
"11260","chok",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"11279","cholera",56,33,46,28,1.09803921568627,1.75587485567249,0.393419170243205,1.53147891704226,"Noun",56,1,"Noun","56",3.04770899781695,3,3
"11293","chon",10,5,1,1,0.196078431372549,1.04139268515823,0.0596089651883643,0.778151250383644,"Noun",10,1,"Noun","10",2.33322682730268,NA,1
"11322","chord",93,66,92,65,1.82352941176471,1.9731278535997,0.786838340486409,1.82607480270083,"Noun",93,1,"Noun","93",3.26496199574416,1,1
"11324","chords",77,55,74,53,1.50980392156863,1.89209460269048,0.655698617072008,1.7481880270062,"Noun",75,1,"Noun","75",3.18392874483494,1,1
"11332","chores",214,163,208,161,4.19607843137255,2.33243845991561,1.94325226514068,2.2148438480477,"Noun",214,1,"Noun","214",3.62427260206007,1,1
"11341","choruses",12,9,12,9,0.235294117647059,1.11394335230684,0.107296137339056,1,"Noun",12,1,"Noun","12",2.4057774944513,3,3
"11385","chrome",65,54,57,48,1.27450980392157,1.81954393554187,0.643776824034335,1.74036268949424,"Noun",64,1,"Noun","64",3.11137807768633,1,1
"11391","chromium",33,12,29,10,0.647058823529412,1.53147891704226,0.143061516452074,1.11394335230684,"Noun",33,1,"Noun","33",2.82331305918672,2,3
"11394","chromosome",38,33,38,33,0.745098039215686,1.5910646070265,0.393419170243205,1.53147891704226,"Noun",38,1,"Noun","38",2.88289874917096,3,3
"11400","chronicler",10,4,4,4,0.196078431372549,1.04139268515823,0.0476871721506915,0.698970004336019,"Noun",10,1,"Noun","10",2.33322682730268,3,3
"11413","chrysalis",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"11454","chums",31,27,29,25,0.607843137254902,1.50514997831991,0.321888412017167,1.44715803134222,"Noun",31,1,"Noun","31",2.79698412046437,1,1
"11455","chun",99,24,0,0,1.94117647058824,2,0.286123032904149,1.39794000867204,"Noun",99,1,"Noun","99",3.29183414214446,NA,1
"11465","chunks",95,85,91,82,1.86274509803922,1.98227123303957,1.01335240820219,1.93449845124357,"Noun",96,1,"Noun","96",3.27410537518403,1,1
"11486","churns",9,7,8,7,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446,1,1
"11497","cicada",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"11498","cicadas",6,4,2,2,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"11505","cicerone",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"11513","cigarette",1357,860,1180,770,26.6078431372549,3.13289976994448,10.2527420123987,2.93500315145365,"Noun",1355,1,"Noun","1355",4.42473391208894,3,3
"11534","cinemas",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"11545","cinnamon",152,100,121,91,2.98039215686275,2.1846914308176,1.19217930376729,2.00432137378264,"Noun",152,1,"Noun","152",3.47652557296206,3,3
"11546","cinque",43,7,2,2,0.843137254901961,1.64345267648619,0.0834525512637101,0.903089986991944,"Noun",43,1,"Noun","43",2.93528681863065,NA,1
"11565","circuitry",44,40,42,38,0.862745098039216,1.65321251377534,0.476871721506915,1.61278385671974,"Noun",44,1,"Noun","44",2.9450466559198,NA,3
"11568","circulars",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"11600","circuses",16,14,14,12,0.313725490196078,1.23044892137827,0.16690510252742,1.17609125905568,"Noun",15,1,"Noun","15",2.52228306352273,3,3
"11612","citadel",23,20,18,16,0.450980392156863,1.38021124171161,0.238435860753457,1.32221929473392,"Noun",23,1,"Noun","23",2.67204538385607,3,3
"11614","citation",81,47,77,44,1.58823529411765,1.91381385238372,0.560324272770625,1.68124123737559,"Noun",81,1,"Noun","81",3.20564799452818,3,3
"11615","citations",34,26,34,26,0.666666666666667,1.54406804435028,0.309966618979495,1.43136376415899,"Noun",34,1,"Noun","34",2.83590218649474,3,3
"11648","civilians",306,213,291,204,6,2.48713837547719,2.53934191702432,2.33041377334919,"Noun",305,1,"Noun","305",3.77897251762165,3,3
"11728","clans",38,18,35,16,0.745098039215686,1.5910646070265,0.214592274678112,1.27875360095283,"Noun",38,1,"Noun","38",2.88289874917096,1,1
"11756","clarinet",80,36,73,36,1.56862745098039,1.90848501887865,0.429184549356223,1.56820172406699,"Noun",80,1,"Noun","80",3.20031916102311,3,3
"11759","clarion",15,10,2,2,0.294117647058824,1.20411998265592,0.119217930376729,1.04139268515823,"Noun",15,1,"Noun","15",2.49595412480038,2,3
"11761","clarity",107,97,106,96,2.09803921568627,2.03342375548695,1.15641392465427,1.99122607569249,"Noun",107,1,"Noun","107",3.32525789763141,3,3
"11780","classicist",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"11814","clavichord",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"11815","clavicle",50,37,50,37,0.980392156862745,1.70757017609794,0.441106342393896,1.57978359661681,"Noun",50,1,"Noun","50",2.9994043182424,NA,3
"11830","clays",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,1
"11852","clearances",20,17,20,17,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838,3,3
"11866","cleat",22,11,15,11,0.431372549019608,1.36172783601759,0.131139723414402,1.07918124604762,"Noun",22,1,"Noun","22",2.65356197816205,1,1
"11867","cleats",21,16,21,16,0.411764705882353,1.34242268082221,0.190748688602766,1.23044892137827,"Noun",21,1,"Noun","21",2.63425682296667,1,1
"11876","clef",6,4,2,2,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",2.13693218215872,NA,1
"11892","clergyman",17,13,17,13,0.333333333333333,1.25527250510331,0.154983309489747,1.14612803567824,"Noun",17,1,"Noun","17",2.54710664724777,3,3
"11893","clergymen",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,3,3
"11909","cleverness",26,24,26,24,0.509803921568627,1.43136376415899,0.286123032904149,1.39794000867204,"Noun",26,1,"Noun","26",2.72319790630345,3,3
"11923","clicks",192,127,170,110,3.76470588235294,2.28555730900777,1.51406771578445,2.10720996964787,"Noun",192,1,"Noun","192",3.57739145115223,1,1
"11925","clientele",80,71,77,70,1.56862745098039,1.90848501887865,0.846447305674774,1.85733249643127,"Noun",80,1,"Noun","80",3.20031916102311,3,3
"11930","cliffs",111,87,87,73,2.17647058823529,2.04921802267018,1.03719599427754,1.94448267215017,"Noun",110,1,"Noun","110",3.34105216481464,1,1
"11953","climes",10,10,10,10,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268,1,1
"11968","clinician",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"11969","clinicians",3,2,2,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"11987","clique",39,24,39,24,0.764705882352941,1.60205999132796,0.286123032904149,1.39794000867204,"Noun",40,1,"Noun","40",2.89389413347242,1,1
"11988","cliques",11,9,10,8,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208,1,1
"11993","clitoris",54,21,53,21,1.05882352941176,1.74036268949424,0.25035765379113,1.34242268082221,"Noun",54,1,"Noun","54",3.0321968316387,3,3
"12041","clones",45,29,39,28,0.882352941176471,1.66275783168157,0.345731998092513,1.47712125471966,"Noun",45,1,"Noun","45",2.95459197382603,NA,1
"12066","cloth",311,236,304,230,6.09803921568627,2.49415459401844,2.8135431568908,2.3747483460101,"Noun",311,1,"Noun","311",3.7859887361629,1,1
"12080","cloths",22,18,19,16,0.431372549019608,1.36172783601759,0.214592274678112,1.27875360095283,"Noun",22,1,"Noun","22",2.65356197816205,1,1
"12091","cloudiness",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"12106","cloves",29,22,26,21,0.568627450980392,1.47712125471966,0.262279446828803,1.36172783601759,"Noun",28,1,"Noun","28",2.76895539686412,1,1
"12113","clowns",317,234,280,220,6.2156862745098,2.50242711998443,2.78969957081545,2.37106786227174,"Noun",317,1,"Noun","317",3.79426126212889,1,1
"12124","clubhouses",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"12125","clubs",531,394,513,383,10.4117647058824,2.72591163229505,4.69718645684311,2.59659709562646,"Noun",531,1,"Noun","531",4.01774577443951,1,1
"12136","clues",320,234,307,228,6.27450980392157,2.50650503240487,2.78969957081545,2.37106786227174,"Noun",320,1,"Noun","320",3.79833917454933,1,1
"12141","clumps",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,1,1
"12146","clumsiness",15,13,15,13,0.294117647058824,1.20411998265592,0.154983309489747,1.14612803567824,"Noun",15,1,"Noun","15",2.49595412480038,3,3
"12199","coals",48,44,47,43,0.941176470588235,1.69019608002851,0.524558893657606,1.65321251377534,"Noun",48,1,"Noun","48",2.98203022217297,1,1
"12213","coasts",18,16,18,16,0.352941176470588,1.27875360095283,0.190748688602766,1.23044892137827,"Noun",20,1,"Noun","20",2.57058774309729,1,1
"12225","coauthor",5,4,4,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"12228","coauthors",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"12274","cockatoos",6,5,5,4,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
