run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run4	5	list5_17603_teenager_high3	2	20	1	2	21	22	23	24	3300	11300	teenager	3.8384	3	55.71	8
run4	5	list5_10701_mat_low1	3	30	1	2	31	32	33	34	3350	11350	mat	3.5447	1	11.5	3
run4	5	list5_7801_guild_low1	3	30	1	2	31	32	33	34	3500	11500	guild	3.3089	1	24.5	5
run4	5	list5_10579_manual_high3	2	20	1	2	21	22	23	24	3350	11350	manual	3.9036	3	54.4	6
run4	5	list5_12316_overdose_low3	4	40	1	2	41	42	43	44	3200	11200	overdose	3.4286	3	37.57	8
run4	5	list5_5135_doc_high1	1	10	1	2	11	12	13	14	3500	11500	doc	4.907	1	3.5	3
run4	5	list5_2200_brunch_low1	3	30	1	2	31	32	33	34	3450	11450	brunch	3.5706	1	38.6	6
run4	5	list5_12660_patch_high1	1	10	1	2	11	12	13	14	3400	11400	patch	4.2407	1	46.5	5
run4	5	list5_5839_entity_low3	4	40	1	2	41	42	43	44	3350	11350	entity	3.2314	3	43.2	6
run4	5	list5_15100_ruse_low1	3	30	1	2	31	32	33	34	3250	11250	ruse	3.2263	1	20.67	4
run4	5	list5_112_advisor_low3	4	40	1	2	41	42	43	44	3200	11200	advisor	3.6459	3	21.5	7
run4	5	list5_5126_division_high3	2	20	1	2	21	22	23	24	3500	11500	division	4.2682	3	72.14	8
run4	5	list5_14066_quarantine_low3	4	40	1	2	41	42	43	44	3450	11450	quarantine	3.6498	3	126	10
run4	5	list5_14124_quiz_high1	1	10	1	2	11	12	13	14	3200	11200	quiz	3.695	1	4.33	4
run4	5	list5_18521_underpants_low3	4	40	1	2	41	42	43	44	3500	11500	underpants	3.4708	3	70.44	10
run4	5	list5_14491_refugee_low3	4	40	1	2	41	42	43	44	3450	11450	refugee	3.2875	3	57	7
run4	5	list5_17053_studio_high3	2	20	1	2	21	22	23	24	3300	11300	studio	4.3677	3	30.8	6
run4	5	list5_13650_pretender_low3	4	40	1	2	41	42	43	44	3500	11500	pretender	3.2696	3	79.13	9
run4	5	list5_4808_destroyer_low3	4	40	1	2	41	42	43	44	3350	11350	destroyer	3.5613	3	63	9
run4	5	list5_12805_penalty_high3	2	20	1	2	21	22	23	24	3300	11300	penalty	3.9593	3	47	7
run4	5	list5_1193_barbecue_high3	2	20	1	2	21	22	23	24	3300	11300	barbecue	3.9518	3	40.29	8
run4	5	list5_16356_sock_high1	1	10	1	2	11	12	13	14	3250	11250	sock	3.9536	1	27.33	4
run4	5	list5_7738_grove_low1	3	30	1	2	31	32	33	34	3450	11450	grove	3.5885	1	39.25	5
run4	5	list5_11199_mockery_low3	4	40	1	2	41	42	43	44	3450	11450	mockery	3.2696	3	101.17	7
run4	5	list5_6793_food_high1	1	10	1	2	11	12	13	14	3300	11300	food	5.1882	1	28.33	4
run4	5	list5_8933_influence_high3	2	20	1	2	21	22	23	24	3350	11350	influence	4.1698	3	62.88	9
run4	5	list5_9476_kidnapping_high3	2	20	1	2	21	22	23	24	3500	11500	kidnapping	4.0828	3	114.67	10
run4	5	list5_3213_chum_low1	3	30	1	2	31	32	33	34	3500	11500	chum	3.4877	1	10.33	4
run4	5	list5_13034_pier_high1	1	10	1	2	11	12	13	14	3200	11200	pier	3.8169	1	17	4
run4	5	list5_5680_elf_low1	3	30	1	2	31	32	33	34	3450	11450	elf	3.5796	1	2	3
run4	5	list5_2212_brute_low1	3	30	1	2	31	32	33	34	3300	11300	brute	3.504	1	29.25	5
run4	5	list5_14623_reporter_high3	2	20	1	2	21	22	23	24	3350	11350	reporter	4.3093	3	115.29	8
run4	5	list5_11537_musician_high3	2	20	1	2	21	22	23	24	3400	11400	musician	3.7818	3	38.71	8
run4	5	list5_15341_scan_high1	1	10	1	2	11	12	13	14	3350	11350	scan	3.974	1	8.67	4
run4	5	list5_16104_ski_high1	1	10	1	2	11	12	13	14	3250	11250	ski	3.9088	1	1.5	3
run4	5	list5_218_aisle_high1	1	10	1	2	11	12	13	14	3500	11500	aisle	3.8716	1	17.5	5
run4	5	list5_15808_shell_high1	1	10	1	2	11	12	13	14	3300	11300	shell	4.1211	1	34	5
run4	5	list5_1658_bleach_low1	3	30	1	2	31	32	33	34	3500	11500	bleach	3.3674	1	37.4	6
run4	5	list5_1654_blaze_low1	3	30	1	2	31	32	33	34	3350	11350	blaze	3.3253	1	30	5
run4	5	list5_2952_certainty_low3	4	40	1	2	41	42	43	44	3450	11450	certainty	3.4822	3	58	9
