run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run2	2	list2_8256_herd_high1	1	10	1	2	11	12	13	14	3500	11500	herd	3.8493	1	19.33	4
run2	2	list2_18192_tray_high1	1	10	1	2	11	12	13	14	3350	11350	tray	3.9057	1	17.33	4
run2	2	list2_19066_warmth_low1	3	30	1	2	31	32	33	34	3400	11400	warmth	3.6498	1	45.8	6
run2	2	list2_5660_election_high3	2	20	1	2	21	22	23	24	3450	11450	election	4.0408	3	84.86	8
run2	2	list2_12880_perjury_low3	4	40	1	2	41	42	43	44	3400	11400	perjury	3.3563	3	48.67	7
run2	2	list2_7758_grunt_low1	3	30	1	2	31	32	33	34	3200	11200	grunt	3.3487	1	36.75	5
run2	2	list2_17735_theater_high3	2	20	1	2	21	22	23	24	3250	11250	theater	4.3807	3	130	7
run2	2	list2_3944_corridor_high3	2	20	1	2	21	22	23	24	3250	11250	corridor	3.7467	3	69.86	8
run2	2	list2_6078_exhaustion_low3	4	40	1	2	41	42	43	44	3450	11450	exhaustion	3.2109	3	110.78	10
run2	2	list2_8631_hump_low1	3	30	1	2	31	32	33	34	3250	11250	hump	3.6459	1	16	4
run2	2	list2_12913_pest_low1	3	30	1	2	31	32	33	34	3400	11400	pest	3.4592	1	23.33	4
run2	2	list2_15327_scale_high1	1	10	1	2	11	12	13	14	3400	11400	scale	3.9785	1	27.75	5
run2	2	list2_19078_warrior_high3	2	20	1	2	21	22	23	24	3500	11500	warrior	4.0053	3	78.33	7
run2	2	list2_13276_plow_low1	3	30	1	2	31	32	33	34	3400	11400	plow	3.2786	1	15.33	4
run2	2	list2_7065_fundraiser_low3	4	40	1	2	41	42	43	44	3450	11450	fundraiser	3.2831	3	37	10
run2	2	list2_3668_completion_low3	4	40	1	2	41	42	43	44	3300	11300	completion	3.1949	3	146.44	10
run2	2	list2_17362_sword_high1	1	10	1	2	11	12	13	14	3500	11500	sword	4.4176	1	20	5
run2	2	list2_5063_dispatcher_low3	4	40	1	2	41	42	43	44	3400	11400	dispatcher	3.1726	3	52.33	10
run2	2	list2_15587_seed_high1	1	10	1	2	11	12	13	14	3200	11200	seed	3.8795	1	33.67	4
run2	2	list2_837_asylum_high3	2	20	1	2	21	22	23	24	3350	11350	asylum	3.6629	3	9.2	6
run2	2	list2_5320_drain_high1	1	10	1	2	11	12	13	14	3200	11200	drain	3.9363	1	41.5	5
run2	2	list2_15547_seat_high1	1	10	1	2	11	12	13	14	3250	11250	seat	4.896	1	35	4
run2	2	list2_18721_vehicle_high3	2	20	1	2	21	22	23	24	3200	11200	vehicle	4.354	3	33.83	7
run2	2	list2_1512_bicycle_high3	2	20	1	2	21	22	23	24	3300	11300	bicycle	3.8208	3	32.17	7
run2	2	list2_4839_deuce_low1	3	30	1	2	31	32	33	34	3300	11300	deuce	3.4592	1	20.5	5
run2	2	list2_14666_reservoir_low3	4	40	1	2	41	42	43	44	3250	11250	reservoir	3.2741	3	70.38	9
run2	2	list2_10217_log_high1	1	10	1	2	11	12	13	14	3300	11300	log	4.0779	1	7.5	3
run2	2	list2_3824_contractor_low3	4	40	1	2	41	42	43	44	3450	11450	contractor	3.4987	3	76	10
run2	2	list2_18315_troupe_low1	3	30	1	2	31	32	33	34	3300	11300	troupe	3.2509	1	35.8	6
run2	2	list2_11205_modeling_low3	4	40	1	2	41	42	43	44	3250	11250	modeling	3.5613	3	289.71	8
run2	2	list2_9640_lag_low1	3	30	1	2	31	32	33	34	3200	11200	lag	3.1726	1	10.5	3
run2	2	list2_10329_lullaby_low3	4	40	1	2	41	42	43	44	3500	11500	lullaby	3.2412	3	38	7
run2	2	list2_7946_hamburger_high3	2	20	1	2	21	22	23	24	3400	11400	hamburger	3.8917	3	38.75	9
run2	2	list2_8972_injury_high3	2	20	1	2	21	22	23	24	3350	11350	injury	4.0087	3	30	6
run2	2	list2_15807_shelf_high1	1	10	1	2	11	12	13	14	3400	11400	shelf	3.8433	1	27.5	5
run2	2	list2_6134_extension_high3	2	20	1	2	21	22	23	24	3400	11400	extension	3.7327	3	89.38	9
run2	2	list2_7130_gall_low1	3	30	1	2	31	32	33	34	3400	11400	gall	3.3004	1	34.67	4
run2	2	list2_391_amp_low1	3	30	1	2	31	32	33	34	3200	11200	amp	3.265	1	1.5	3
run2	2	list2_18026_torch_high1	1	10	1	2	11	12	13	14	3450	11450	torch	3.6984	1	40.75	5
run2	2	list2_8756_ignorance_low3	4	40	1	2	41	42	43	44	3450	11450	ignorance	3.559	3	48.13	9
