run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run5	1	list1_12899_persuasion_low3	4	40	1	2	41	42	43	44	3450	11450	persuasion	3.2962	3	84.33	10
run5	1	list1_9321_journalist_high3	2	20	1	2	21	22	23	24	3400	11400	journalist	3.786	3	41	10
run5	1	list1_7325_getaway_low3	4	40	1	2	41	42	43	44	3350	11350	getaway	3.5863	3	27.83	7
run5	1	list1_13562_prank_low1	3	30	1	2	31	32	33	34	3450	11450	prank	3.6036	1	45.75	5
run5	1	list1_19392_womb_low1	3	30	1	2	31	32	33	34	3300	11300	womb	3.5423	1	12.67	4
run5	1	list1_6012_evidence_high3	2	20	1	2	21	22	23	24	3450	11450	evidence	4.9289	3	38.57	8
run5	1	list1_16018_silicon_low3	4	40	1	2	41	42	43	44	3450	11450	silicon	3.2363	3	42	7
run5	1	list1_14851_rim_low1	3	30	1	2	31	32	33	34	3400	11400	rim	3.3922	1	5	3
run5	1	list1_2023_brain_high1	1	10	1	2	11	12	13	14	3350	11350	brain	4.8861	1	42	5
run5	1	list1_7458_goal_high1	1	10	1	2	11	12	13	14	3350	11350	goal	4.2238	1	20	4
run5	1	list1_17260_surf_high1	1	10	1	2	11	12	13	14	3400	11400	surf	3.8037	1	15	4
run5	1	list1_3545_collision_low3	4	40	1	2	41	42	43	44	3500	11500	collision	3.4317	3	112.75	9
run5	1	list1_5803_engagement_high3	2	20	1	2	21	22	23	24	3250	11250	engagement	4.116	3	43.22	10
run5	1	list1_9088_interview_high3	2	20	1	2	21	22	23	24	3200	11200	interview	4.4697	3	84.13	9
run5	1	list1_5514_dye_low1	3	30	1	2	31	32	33	34	3250	11250	dye	3.5885	1	3.5	3
run5	1	list1_13737_processing_low3	4	40	1	2	41	42	43	44	3350	11350	processing	3.5796	3	172.22	10
run5	1	list1_5743_empire_high3	2	20	1	2	21	22	23	24	3250	11250	empire	4.1027	3	24.6	6
run5	1	list1_9992_lid_high1	1	10	1	2	11	12	13	14	3300	11300	lid	3.6932	1	6.5	3
run5	1	list1_4625_deduction_low3	4	40	1	2	41	42	43	44	3300	11300	deduction	3.2363	3	112.75	9
run5	1	list1_19285_wife_high1	1	10	1	2	11	12	13	14	3500	11500	wife	5.5422	1	12	4
run5	1	list1_319_alphabet_low3	4	40	1	2	41	42	43	44	3350	11350	alphabet	3.399	3	16.43	8
run5	1	list1_14181_radius_low3	4	40	1	2	41	42	43	44	3250	11250	radius	3.644	3	35.4	6
run5	1	list1_6982_frequency_high3	2	20	1	2	21	22	23	24	3200	11200	frequency	3.8208	3	43	9
run5	1	list1_4215_crook_high1	1	10	1	2	11	12	13	14	3400	11400	crook	3.7542	1	38.75	5
run5	1	list1_17008_strife_low1	3	30	1	2	31	32	33	34	3450	11450	strife	3.2263	1	48	6
run5	1	list1_6452_field_high1	1	10	1	2	11	12	13	14	3300	11300	field	4.8458	1	20.25	5
run5	1	list1_14824_ridicule_low3	4	40	1	2	41	42	43	44	3250	11250	ridicule	3.2962	3	34.86	8
run5	1	list1_2976_chalk_low1	3	30	1	2	31	32	33	34	3300	11300	chalk	3.5567	1	29.5	5
run5	1	list1_13606_pregnancy_high3	2	20	1	2	21	22	23	24	3350	11350	pregnancy	3.8169	3	51.38	9
run5	1	list1_5736_emotion_high3	2	20	1	2	21	22	23	24	3300	11300	emotion	3.9192	3	65.5	7
run5	1	list1_4096_cramp_low1	3	30	1	2	31	32	33	34	3300	11300	cramp	3.4502	1	43	5
run5	1	list1_17554_tax_high1	1	10	1	2	11	12	13	14	3450	11450	tax	4.1628	1	5.5	3
run5	1	list1_19525_yarn_low1	3	30	1	2	31	32	33	34	3250	11250	yarn	3.2056	1	28	4
run5	1	list1_3410_cluck_low1	3	30	1	2	31	32	33	34	3300	11300	cluck	3.1611	1	33.5	5
run5	1	list1_13359_politics_high3	2	20	1	2	21	22	23	24	3300	11300	politics	4.2192	3	83.71	8
run5	1	list1_19174_weight_high1	1	10	1	2	11	12	13	14	3400	11400	weight	4.5592	1	21	6
run5	1	list1_9577_knot_low1	3	30	1	2	31	32	33	34	3350	11350	knot	3.5683	1	10.67	4
run5	1	list1_4046_covenant_high3	2	20	1	2	21	22	23	24	3400	11400	covenant	3.8259	3	82.29	8
run5	1	list1_2985_champ_high1	1	10	1	2	11	12	13	14	3350	11350	champ	4.1795	1	31.25	5
run5	1	list1_8938_informant_low3	4	40	1	2	41	42	43	44	3500	11500	informant	3.6222	3	65.63	9
