run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run5	7	list7_14329_reaction_high3	2	20	1	2	21	22	23	24	3400	11400	reaction	4.2114	3	125.86	8
run5	7	list7_3039_chart_high1	1	10	1	2	11	12	13	14	3400	11400	chart	3.9767	1	42	5
run5	7	list7_15458_scrap_low1	3	30	1	2	31	32	33	34	3400	11400	scrap	3.6421	1	15.5	5
run5	7	list7_6261_fantasy_high3	2	20	1	2	21	22	23	24	3500	11500	fantasy	4.2104	3	48.17	7
run5	7	list7_13484_possession_high3	2	20	1	2	21	22	23	24	3250	11250	possession	4.125	3	88.67	10
run5	7	list7_17493_tank_high1	1	10	1	2	11	12	13	14	3350	11350	tank	4.4081	1	30.33	4
run5	7	list7_10980_midst_low1	3	30	1	2	31	32	33	34	3350	11350	midst	3.5373	1	22.5	5
run5	7	list7_4291_cubicle_low3	4	40	1	2	41	42	43	44	3500	11500	cubicle	3.4124	3	42.33	7
run5	7	list7_9027_inspector_high3	2	20	1	2	21	22	23	24	3450	11450	inspector	4.343	3	55.5	9
run5	7	list7_18555_unity_low3	4	40	1	2	41	42	43	44	3200	11200	unity	3.4348	3	27	5
run5	7	list7_2309_bun_low1	3	30	1	2	31	32	33	34	3300	11300	bun	3.4621	1	8	3
run5	7	list7_331_altitude_low3	4	40	1	2	41	42	43	44	3350	11350	altitude	3.5907	3	35.57	8
run5	7	list7_15989_sigh_low1	3	30	1	2	31	32	33	34	3350	11350	sigh	3.5324	1	10.33	4
run5	7	list7_4646_defender_low3	4	40	1	2	41	42	43	44	3450	11450	defender	3.4765	3	87.57	8
run5	7	list7_8590_hub_low1	3	30	1	2	31	32	33	34	3450	11450	hub	3.4877	1	7	3
run5	7	list7_6707_flop_low1	3	30	1	2	31	32	33	34	3300	11300	flop	3.3674	1	18.33	4
run5	7	list7_5261_dot_high1	1	10	1	2	11	12	13	14	3200	11200	dot	3.822	1	8	3
run5	7	list7_2198_bruise_low1	3	30	1	2	31	32	33	34	3200	11200	bruise	3.5119	1	43	6
run5	7	list7_18172_trap_high1	1	10	1	2	11	12	13	14	3350	11350	trap	4.3771	1	17.67	4
run5	7	list7_16889_sting_high1	1	10	1	2	11	12	13	14	3250	11250	sting	3.8469	1	48.75	5
run5	7	list7_17841_tiara_low3	4	40	1	2	41	42	43	44	3250	11250	tiara	3.2556	3	25.5	5
run5	7	list7_1330_beach_high1	1	10	1	2	11	12	13	14	3300	11300	beach	4.7526	1	55	5
run5	7	list7_5799_energy_high3	2	20	1	2	21	22	23	24	3300	11300	energy	4.5169	3	16.4	6
run5	7	list7_18473_typewriter_low3	4	40	1	2	41	42	43	44	3500	11500	typewriter	3.5013	3	48	10
run5	7	list7_19385_wolf_high1	1	10	1	2	11	12	13	14	3200	11200	wolf	4.3068	1	19.33	4
run5	7	list7_4377_customer_high3	2	20	1	2	21	22	23	24	3250	11250	customer	4.1817	3	60	8
run5	7	list7_17618_telegraph_low3	4	40	1	2	41	42	43	44	3450	11450	telegraph	3.5171	3	33.25	9
run5	7	list7_7999_handyman_low3	4	40	1	2	41	42	43	44	3450	11450	handyman	3.265	3	42.86	8
run5	7	list7_12141_oppression_low3	4	40	1	2	41	42	43	44	3200	11200	oppression	3.1783	3	92.11	10
run5	7	list7_7100_fuzz_low1	3	30	1	2	31	32	33	34	3450	11450	fuzz	3.2741	1	6	4
run5	7	list7_3301_clause_low1	3	30	1	2	31	32	33	34	3450	11450	clause	3.4502	1	40	6
run5	7	list7_14396_recital_low3	4	40	1	2	41	42	43	44	3500	11500	recital	3.4708	3	68.67	7
run5	7	list7_16473_spa_high1	1	10	1	2	11	12	13	14	3300	11300	spa	3.672	1	1.5	3
run5	7	list7_6632_flare_low1	3	30	1	2	31	32	33	34	3350	11350	flare	3.6263	1	51	5
run5	7	list7_3713_conclusion_high3	2	20	1	2	21	22	23	24	3400	11400	conclusion	3.9602	3	110	10
run5	7	list7_18339_trunk_high1	1	10	1	2	11	12	13	14	3400	11400	trunk	4.2966	1	33.5	5
run5	7	list7_490_announcer_high3	2	20	1	2	21	22	23	24	3500	11500	announcer	4.0515	3	41.63	9
run5	7	list7_17410_tab_high1	1	10	1	2	11	12	13	14	3500	11500	tab	3.7617	1	6	3
run5	7	list7_9113_invasion_high3	2	20	1	2	21	22	23	24	3300	11300	invasion	3.9303	3	66.14	8
run5	7	list7_4949_dimension_high3	2	20	1	2	21	22	23	24	3400	11400	dimension	3.6666	3	89.13	9
