run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run1	1	list1_89_adjustment_low3	4	40	1	2	41	42	43	44	3350	11350	adjustment	3.4932	3	43.33	10
run1	1	list1_10146_livelihood_low3	4	40	1	2	41	42	43	44	3500	11500	livelihood	3.1783	3	21.56	10
run1	1	list1_1898_boost_high1	1	10	1	2	11	12	13	14	3400	11400	boost	3.6554	1	40	5
run1	1	list1_16540_speed_high1	1	10	1	2	11	12	13	14	3500	11500	speed	4.6151	1	73.25	5
run1	1	list1_8213_helium_low3	4	40	1	2	41	42	43	44	3300	11300	helium	3.1611	3	34.4	6
run1	1	list1_6095_expansion_low3	4	40	1	2	41	42	43	44	3350	11350	expansion	3.2412	3	78.5	9
run1	1	list1_13319_poetry_high3	2	20	1	2	21	22	23	24	3250	11250	poetry	4.1263	3	28.4	6
run1	1	list1_7176_gap_low1	3	30	1	2	31	32	33	34	3250	11250	gap	3.6323	1	9	3
run1	1	list1_4131_creator_low3	4	40	1	2	41	42	43	44	3400	11400	creator	3.4472	3	59.5	7
run1	1	list1_8540_host_high1	1	10	1	2	11	12	13	14	3300	11300	host	4.1766	1	28.33	4
run1	1	list1_19418_wool_low1	3	30	1	2	31	32	33	34	3450	11450	wool	3.5013	1	25.33	4
run1	1	list1_2051_bravery_low3	4	40	1	2	41	42	43	44	3400	11400	bravery	3.4621	3	109.33	7
run1	1	list1_18715_vegetable_high3	2	20	1	2	21	22	23	24	3500	11500	vegetable	3.7572	3	45.13	9
run1	1	list1_904_audition_high3	2	20	1	2	21	22	23	24	3450	11450	audition	4.1406	3	85.71	8
run1	1	list1_9263_jet_high1	1	10	1	2	11	12	13	14	3400	11400	jet	4.1504	1	6.5	3
run1	1	list1_14360_reasoning_low3	4	40	1	2	41	42	43	44	3500	11500	reasoning	3.265	3	234.13	9
run1	1	list1_7557_gown_high1	1	10	1	2	11	12	13	14	3250	11250	gown	3.8169	1	14.33	4
run1	1	list1_12191_ore_low1	3	30	1	2	31	32	33	34	3400	11400	ore	3.2213	1	3	3
run1	1	list1_15203_salvation_high3	2	20	1	2	21	22	23	24	3200	11200	salvation	3.7018	3	106.88	9
run1	1	list1_10176_lobe_low1	3	30	1	2	31	32	33	34	3500	11500	lobe	3.2741	1	16.67	4
run1	1	list1_9240_jealousy_high3	2	20	1	2	21	22	23	24	3350	11350	jealousy	3.7602	3	32.57	8
run1	1	list1_3394_cloud_high1	1	10	1	2	11	12	13	14	3250	11250	cloud	4.07	1	30.5	5
run1	1	list1_8785_immigrant_low3	4	40	1	2	41	42	43	44	3300	11300	immigrant	3.1949	3	51.75	9
run1	1	list1_5386_drone_low1	3	30	1	2	31	32	33	34	3350	11350	drone	3.4532	1	41	5
run1	1	list1_16962_strand_low1	3	30	1	2	31	32	33	34	3400	11400	strand	3.2696	1	51.8	6
run1	1	list1_4076_crab_high1	1	10	1	2	11	12	13	14	3450	11450	crab	3.8396	1	14.67	4
run1	1	list1_6126_exposure_high3	2	20	1	2	21	22	23	24	3250	11250	exposure	3.7572	3	29.71	8
run1	1	list1_14254_range_high1	1	10	1	2	11	12	13	14	3250	11250	range	4.357	1	45.75	5
run1	1	list1_17248_supplier_low3	4	40	1	2	41	42	43	44	3200	11200	supplier	3.2918	3	93.71	8
run1	1	list1_2788_casino_high3	2	20	1	2	21	22	23	24	3350	11350	casino	4.3089	3	88.2	6
run1	1	list1_1351_beard_high1	1	10	1	2	11	12	13	14	3400	11400	beard	4.1007	1	50.5	5
run1	1	list1_18936_void_low1	3	30	1	2	31	32	33	34	3450	11450	void	3.6141	1	9	4
run1	1	list1_13488_post_high1	1	10	1	2	11	12	13	14	3500	11500	post	4.5106	1	30.33	4
run1	1	list1_13092_ping_low1	3	30	1	2	31	32	33	34	3350	11350	ping	3.5197	1	33	4
run1	1	list1_17662_tendency_low3	4	40	1	2	41	42	43	44	3400	11400	tendency	3.4348	3	55.57	8
run1	1	list1_10807_medium_high3	2	20	1	2	21	22	23	24	3400	11400	medium	3.8517	3	27.2	6
run1	1	list1_8689_hype_low1	3	30	1	2	31	32	33	34	3250	11250	hype	3.2161	1	6.67	4
run1	1	list1_4031_courtesy_high3	2	20	1	2	21	22	23	24	3400	11400	courtesy	3.9099	3	89.43	8
run1	1	list1_6457_fiend_low1	3	30	1	2	31	32	33	34	3400	11400	fiend	3.4502	1	22	5
run1	1	list1_12629_passenger_high3	2	20	1	2	21	22	23	24	3400	11400	passenger	4.0322	3	59	9
