run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run1	3	list3_6325_fax_high1	1	10	1	2	11	12	13	14	3400	11400	fax	3.8457	1	5	3
run1	3	list3_9055_intellect_low3	4	40	1	2	41	42	43	44	3400	11400	intellect	3.3332	3	64.75	9
run1	3	list3_8249_herb_high1	1	10	1	2	11	12	13	14	3350	11350	herb	3.6984	1	16	4
run1	3	list3_19335_wink_low1	3	30	1	2	31	32	33	34	3500	11500	wink	3.5495	1	32	4
run1	3	list3_19472_wrath_low1	3	30	1	2	31	32	33	34	3450	11450	wrath	3.5929	1	40.5	5
run1	3	list3_10833_melody_high3	2	20	1	2	21	22	23	24	3500	11500	melody	3.8208	3	30.8	6
run1	3	list3_18660_valve_high1	1	10	1	2	11	12	13	14	3400	11400	valve	3.6863	1	23.25	5
run1	3	list3_17065_stun_low1	3	30	1	2	31	32	33	34	3500	11500	stun	3.2786	1	6.67	4
run1	3	list3_5857_envelope_high3	2	20	1	2	21	22	23	24	3200	11200	envelope	4.0028	3	34.57	8
run1	3	list3_12566_parenting_low3	4	40	1	2	41	42	43	44	3450	11450	parenting	3.4222	3	263.13	9
run1	3	list3_14236_ramp_low1	3	30	1	2	31	32	33	34	3450	11450	ramp	3.4621	1	22	4
run1	3	list3_10742_maverick_low3	4	40	1	2	41	42	43	44	3450	11450	maverick	3.4222	3	75.14	8
run1	3	list3_5984_eulogy_low3	4	40	1	2	41	42	43	44	3250	11250	eulogy	3.2213	3	14.4	6
run1	3	list3_1539_bikini_low3	4	40	1	2	41	42	43	44	3450	11450	bikini	3.5683	3	56	6
run1	3	list3_11987_objective_high3	2	20	1	2	21	22	23	24	3300	11300	objective	3.8481	3	73.38	9
run1	3	list3_3245_cinnamon_low3	4	40	1	2	41	42	43	44	3350	11350	cinnamon	3.4765	3	32.29	8
run1	3	list3_167_aide_low1	3	30	1	2	31	32	33	34	3250	11250	aide	3.3089	1	13.67	4
run1	3	list3_9834_lease_high1	1	10	1	2	11	12	13	14	3500	11500	lease	3.7983	1	51.25	5
run1	3	list3_19031_waltz_high1	1	10	1	2	11	12	13	14	3250	11250	waltz	3.739	1	25.75	5
run1	3	list3_1304_battalion_high3	2	20	1	2	21	22	23	24	3200	11200	battalion	3.7675	3	89.63	9
run1	3	list3_16656_spur_low1	3	30	1	2	31	32	33	34	3300	11300	spur	3.1611	1	8.33	4
run1	3	list3_12168_orb_low1	3	30	1	2	31	32	33	34	3250	11250	orb	3.4411	1	1.5	3
run1	3	list3_3675_compliment_high3	2	20	1	2	21	22	23	24	3500	11500	compliment	4.0112	3	81.67	10
run1	3	list3_14913_roar_low1	3	30	1	2	31	32	33	34	3400	11400	roar	3.6057	1	25	4
run1	3	list3_11130_misfortune_low3	4	40	1	2	41	42	43	44	3250	11250	misfortune	3.4286	3	33.56	10
run1	3	list3_10415_magazine_high3	2	20	1	2	21	22	23	24	3200	11200	magazine	4.5207	3	143.71	8
run1	3	list3_2988_champion_high3	2	20	1	2	21	22	23	24	3250	11250	champion	4.3204	3	62.43	8
run1	3	list3_15636_senator_high3	2	20	1	2	21	22	23	24	3450	11450	senator	4.5202	3	50.17	7
run1	3	list3_7242_gaze_low1	3	30	1	2	31	32	33	34	3200	11200	gaze	3.4058	1	12.67	4
run1	3	list3_2794_casserole_low3	4	40	1	2	41	42	43	44	3200	11200	casserole	3.2263	3	62.5	9
run1	3	list3_4493_dart_low1	3	30	1	2	31	32	33	34	3350	11350	dart	3.2875	1	33	4
run1	3	list3_12552_parasite_low3	4	40	1	2	41	42	43	44	3350	11350	parasite	3.3956	3	90	8
run1	3	list3_7653_greed_high1	1	10	1	2	11	12	13	14	3300	11300	greed	3.6828	1	79.5	5
run1	3	list3_5672_element_high3	2	20	1	2	21	22	23	24	3250	11250	element	3.822	3	44.33	7
run1	3	list3_4761_depth_high1	1	10	1	2	11	12	13	14	3400	11400	depth	3.9171	1	20.5	5
run1	3	list3_6765_fog_high1	1	10	1	2	11	12	13	14	3350	11350	fog	3.9758	1	6.5	3
run1	3	list3_16844_stepmother_low3	4	40	1	2	41	42	43	44	3350	11350	stepmother	3.6283	3	26.44	10
run1	3	list3_6501_filth_high1	1	10	1	2	11	12	13	14	3400	11400	filth	3.6573	1	31.25	5
run1	3	list3_12988_phrase_high1	1	10	1	2	11	12	13	14	3300	11300	phrase	3.9593	1	33	6
run1	3	list3_10852_memory_high3	2	20	1	2	21	22	23	24	3400	11400	memory	4.6859	3	37	6
