run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run4	4	list4_12049_officer_high3	2	20	1	2	21	22	23	24	3300	11300	officer	5.0133	3	73.33	7
run4	4	list4_12314_overcoat_low3	4	40	1	2	41	42	43	44	3450	11450	overcoat	3.1669	3	34.71	8
run4	4	list4_13930_pulp_low1	3	30	1	2	31	32	33	34	3400	11400	pulp	3.265	1	15	4
run4	4	list4_554_aorta_low3	4	40	1	2	41	42	43	44	3250	11250	aorta	3.1895	3	23	5
run4	4	list4_19219_wheel_high1	1	10	1	2	11	12	13	14	3450	11450	wheel	4.432	1	30.75	5
run4	4	list4_15796_sheep_high1	1	10	1	2	11	12	13	14	3300	11300	sheep	4.1282	1	33	5
run4	4	list4_7393_glance_low1	3	30	1	2	31	32	33	34	3200	11200	glance	3.5373	1	45.6	6
run4	4	list4_16716_stain_high1	1	10	1	2	11	12	13	14	3450	11450	stain	3.7929	1	37.5	5
run4	4	list4_12719_pawn_low1	3	30	1	2	31	32	33	34	3300	11300	pawn	3.6382	1	20	4
run4	4	list4_17281_surrogate_low3	4	40	1	2	41	42	43	44	3300	11300	surrogate	3.2741	3	58.75	9
run4	4	list4_7045_fudge_low1	3	30	1	2	31	32	33	34	3200	11200	fudge	3.5613	1	22.25	5
run4	4	list4_17268_surge_low1	3	30	1	2	31	32	33	34	3250	11250	surge	3.2696	1	28.25	5
run4	4	list4_18296_troll_low1	3	30	1	2	31	32	33	34	3450	11450	troll	3.4348	1	37.75	5
run4	4	list4_11717_net_high1	1	10	1	2	11	12	13	14	3200	11200	net	4.1917	1	7.5	3
run4	4	list4_17289_survivor_low3	4	40	1	2	41	42	43	44	3200	11200	survivor	3.6382	3	33.86	8
run4	4	list4_15561_secrecy_low3	4	40	1	2	41	42	43	44	3250	11250	secrecy	3.5423	3	38	7
run4	4	list4_3613_commander_high3	2	20	1	2	21	22	23	24	3350	11350	commander	4.5678	3	83.63	9
run4	4	list4_6830_fore_low1	3	30	1	2	31	32	33	34	3250	11250	fore	3.4254	1	32.33	4
run4	4	list4_8262_heritage_low3	4	40	1	2	41	42	43	44	3500	11500	heritage	3.4058	3	55.86	8
run4	4	list4_897_audience_high3	2	20	1	2	21	22	23	24	3500	11500	audience	4.4041	3	43.71	8
run4	4	list4_10362_lust_high1	1	10	1	2	11	12	13	14	3200	11200	lust	3.7467	1	24.33	4
run4	4	list4_16665_squad_high1	1	10	1	2	11	12	13	14	3400	11400	squad	4.332	1	7	5
run4	4	list4_6262_faraway_low3	4	40	1	2	41	42	43	44	3250	11250	faraway	3.265	3	58.17	7
run4	4	list4_7005_fright_low1	3	30	1	2	31	32	33	34	3450	11450	fright	3.4441	1	38.8	6
run4	4	list4_18820_victory_high3	2	20	1	2	21	22	23	24	3450	11450	victory	4.3312	3	48.17	7
run4	4	list4_13952_punishment_high3	2	20	1	2	21	22	23	24	3250	11250	punishment	4.1282	3	41.67	10
run4	4	list4_13818_proposal_high3	2	20	1	2	21	22	23	24	3200	11200	proposal	3.9441	3	68.71	8
run4	4	list4_13809_property_high3	2	20	1	2	21	22	23	24	3400	11400	property	4.522	3	80	8
run4	4	list4_1157_bane_low1	3	30	1	2	31	32	33	34	3200	11200	bane	3.2696	1	36.67	4
run4	4	list4_13939_pump_high1	1	10	1	2	11	12	13	14	3250	11250	pump	4.1021	1	16.67	4
run4	4	list4_9474_kidnapper_low3	4	40	1	2	41	42	43	44	3250	11250	kidnapper	3.6078	3	23.88	9
run4	4	list4_4049_coverage_high3	2	20	1	2	21	22	23	24	3450	11450	coverage	3.7956	3	80.43	8
run4	4	list4_4574_debt_high1	1	10	1	2	11	12	13	14	3450	11450	debt	4.1528	1	7.67	4
run4	4	list4_14409_recording_high3	2	20	1	2	21	22	23	24	3300	11300	recording	4.1663	3	230.5	9
run4	4	list4_18698_varsity_low3	4	40	1	2	41	42	43	44	3300	11300	varsity	3.2461	3	74.5	7
run4	4	list4_7344_gig_high1	1	10	1	2	11	12	13	14	3200	11200	gig	4.0492	1	5	3
run4	4	list4_7808_guilt_high1	1	10	1	2	11	12	13	14	3200	11200	guilt	4.1732	1	25.25	5
run4	4	list4_4790_designer_high3	2	20	1	2	21	22	23	24	3400	11400	designer	3.72	3	82.14	8
run4	4	list4_6849_forensics_low3	4	40	1	2	41	42	43	44	3350	11350	forensics	3.5774	3	64.63	9
run4	4	list4_6619_flan_low1	3	30	1	2	31	32	33	34	3500	11500	flan	3.2314	1	20.67	4
