run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run2	1	list1_12585_parliament_low3	4	40	1	2	41	42	43	44	3250	11250	parliament	3.3525	3	49.78	10
run2	1	list1_18532_underworld_low3	4	40	1	2	41	42	43	44	3200	11200	underworld	3.5519	3	47.11	10
run2	1	list1_15190_saliva_low3	4	40	1	2	41	42	43	44	3400	11400	saliva	3.4254	3	39	6
run2	1	list1_15931_shred_low1	3	30	1	2	31	32	33	34	3200	11200	shred	3.4708	1	76.75	5
run2	1	list1_384_amnesia_low3	4	40	1	2	41	42	43	44	3300	11300	amnesia	3.5706	3	14	7
run2	1	list1_9977_library_high3	2	20	1	2	21	22	23	24	3400	11400	library	4.3604	3	42	7
run2	1	list1_7896_habitat_low3	4	40	1	2	41	42	43	44	3450	11450	habitat	3.3525	3	28.5	7
run2	1	list1_12468_pan_high1	1	10	1	2	11	12	13	14	3350	11350	pan	4.0898	1	9	3
run2	1	list1_16958_strain_high1	1	10	1	2	11	12	13	14	3300	11300	strain	3.8505	1	50.4	6
run2	1	list1_14898_road_high1	1	10	1	2	11	12	13	14	3450	11450	road	5.0485	1	22	4
run2	1	list1_7670_grid_high1	1	10	1	2	11	12	13	14	3350	11350	grid	3.7436	1	14.67	4
run2	1	list1_17013_string_high1	1	10	1	2	11	12	13	14	3250	11250	string	4.1027	1	128.2	6
run2	1	list1_10839_membership_low3	4	40	1	2	41	42	43	44	3400	11400	membership	3.5119	3	30.44	10
run2	1	list1_14671_residence_high3	2	20	1	2	21	22	23	24	3350	11350	residence	3.9171	3	79.38	9
run2	1	list1_15062_rug_high1	1	10	1	2	11	12	13	14	3500	11500	rug	4.0177	1	8	3
run2	1	list1_7210_gasoline_high3	2	20	1	2	21	22	23	24	3350	11350	gasoline	3.8156	3	178.86	8
run2	1	list1_9867_legacy_high3	2	20	1	2	21	22	23	24	3300	11300	legacy	3.7018	3	20.4	6
run2	1	list1_18362_tug_low1	3	30	1	2	31	32	33	34	3500	11500	tug	3.4411	1	6.5	3
run2	1	list1_13838_protection_high3	2	20	1	2	21	22	23	24	3500	11500	protection	4.3703	3	145.78	10
run2	1	list1_2237_buff_low1	3	30	1	2	31	32	33	34	3200	11200	buff	3.399	1	13.33	4
run2	1	list1_663_architect_high3	2	20	1	2	21	22	23	24	3500	11500	architect	3.8169	3	24.13	9
run2	1	list1_16526_speck_low1	3	30	1	2	31	32	33	34	3350	11350	speck	3.2741	1	30.75	5
run2	1	list1_948_avalanche_low3	4	40	1	2	41	42	43	44	3250	11250	avalanche	3.5324	3	23.5	9
run2	1	list1_13175_plaid_low1	3	30	1	2	31	32	33	34	3200	11200	plaid	3.2109	1	35.5	5
run2	1	list1_16557_sphere_low1	3	30	1	2	31	32	33	34	3450	11450	sphere	3.3956	1	50.4	6
run2	1	list1_14052_quake_low1	3	30	1	2	31	32	33	34	3350	11350	quake	3.2109	1	16.25	5
run2	1	list1_6069_exercise_high3	2	20	1	2	21	22	23	24	3350	11350	exercise	4.2485	3	54.86	8
run2	1	list1_2053_brawl_low1	3	30	1	2	31	32	33	34	3300	11300	brawl	3.3293	1	34.5	5
run2	1	list1_12533_paradise_high3	2	20	1	2	21	22	23	24	3400	11400	paradise	4.1224	3	80.14	8
run2	1	list1_8769_imagery_low3	4	40	1	2	41	42	43	44	3350	11350	imagery	3.1669	3	84.5	7
run2	1	list1_12796_pelican_low3	4	40	1	2	41	42	43	44	3500	11500	pelican	3.2461	3	44.17	7
run2	1	list1_7202_gas_high1	1	10	1	2	11	12	13	14	3250	11250	gas	4.8307	1	5	3
run2	1	list1_10087_link_high1	1	10	1	2	11	12	13	14	3250	11250	link	4.0772	1	34	4
run2	1	list1_11005_mile_high1	1	10	1	2	11	12	13	14	3500	11500	mile	4.322	1	29.67	4
run2	1	list1_7199_garrison_high3	2	20	1	2	21	22	23	24	3300	11300	garrison	3.661	3	61.29	8
run2	1	list1_16547_spell_high1	1	10	1	2	11	12	13	14	3250	11250	spell	4.5637	1	29.25	5
run2	1	list1_12788_peep_low1	3	30	1	2	31	32	33	34	3300	11300	peep	3.6479	1	25	4
run2	1	list1_15000_rotation_low3	4	40	1	2	41	42	43	44	3450	11450	rotation	3.4679	3	89.14	8
run2	1	list1_16609_spook_low1	3	30	1	2	31	32	33	34	3200	11200	spook	3.4411	1	26	5
run2	1	list1_6411_festival_high3	2	20	1	2	21	22	23	24	3200	11200	festival	3.996	3	61.29	8
