run	list	file_num	cond_code	trigger_code	len	corr_resp	fix_code	word_code	delay_code	audioresp_code	jittered_ISI	total_time	Word	Zipfvalue	cmu_sylls	BF_TP	LEN_L
run1	6	list6_727_arrival_high3	2	20	1	2	21	22	23	24	3450	11450	arrival	3.9182	3	35.17	7
run1	6	list6_10628_marketing_high3	2	20	1	2	21	22	23	24	3250	11250	marketing	3.6792	3	244.63	9
run1	6	list6_18439_tux_low1	3	30	1	2	31	32	33	34	3250	11250	tux	3.5398	1	1.5	3
run1	6	list6_4818_detective_high3	2	20	1	2	21	22	23	24	3200	11200	detective	4.7857	3	102.75	9
run1	6	list6_4881_dialogue_low3	4	40	1	2	41	42	43	44	3250	11250	dialogue	3.612	3	32.86	8
run1	6	list6_2085_breed_high1	1	10	1	2	11	12	13	14	3500	11500	breed	3.8024	1	77.25	5
run1	6	list6_2343_burglary_low3	4	40	1	2	41	42	43	44	3350	11350	burglary	3.5543	3	47.14	8
run1	6	list6_18787_vest_high1	1	10	1	2	11	12	13	14	3450	11450	vest	3.7467	1	21.33	4
run1	6	list6_1641_blade_high1	1	10	1	2	11	12	13	14	3250	11250	blade	4.114	1	36.5	5
run1	6	list6_3421_clutch_low1	3	30	1	2	31	32	33	34	3250	11250	clutch	3.399	1	28.2	6
run1	6	list6_7818_gulf_high1	1	10	1	2	11	12	13	14	3350	11350	gulf	3.6756	1	12.67	4
run1	6	list6_6192_fact_high1	1	10	1	2	11	12	13	14	3250	11250	fact	5.2364	1	16	4
run1	6	list6_12852_percentage_low3	4	40	1	2	41	42	43	44	3350	11350	percentage	3.5774	3	41.22	10
run1	6	list6_11105_miracle_high3	2	20	1	2	21	22	23	24	3400	11400	miracle	4.4254	3	48	7
run1	6	list6_18007_tooth_high1	1	10	1	2	11	12	13	14	3450	11450	tooth	4.1326	1	37	5
run1	6	list6_13284_plum_low1	3	30	1	2	31	32	33	34	3500	11500	plum	3.5349	1	12.33	4
run1	6	list6_5805_engineer_high3	2	20	1	2	21	22	23	24	3450	11450	engineer	4.0678	3	66.14	8
run1	6	list6_10654_mart_low1	3	30	1	2	31	32	33	34	3300	11300	mart	3.2831	1	36.33	4
run1	6	list6_12609_particle_low3	4	40	1	2	41	42	43	44	3450	11450	particle	3.2556	3	71.29	8
run1	6	list6_15260_sarcasm_low3	4	40	1	2	41	42	43	44	3400	11400	sarcasm	3.4592	3	49.33	7
run1	6	list6_4759_depression_high3	2	20	1	2	21	22	23	24	3350	11350	depression	3.9014	3	106.78	10
run1	6	list6_15136_sacrifice_high3	2	20	1	2	21	22	23	24	3200	11200	sacrifice	4.2528	3	45.38	9
run1	6	list6_2321_bunk_high1	1	10	1	2	11	12	13	14	3500	11500	bunk	3.7983	1	25.33	4
run1	6	list6_6867_forgery_low3	4	40	1	2	41	42	43	44	3200	11200	forgery	3.2962	3	105.33	7
run1	6	list6_16257_smear_low1	3	30	1	2	31	32	33	34	3400	11400	smear	3.3411	1	22	5
run1	6	list6_294_alliance_high3	2	20	1	2	21	22	23	24	3300	11300	alliance	3.9602	3	42.14	8
run1	6	list6_4109_crate_low1	3	30	1	2	31	32	33	34	3400	11400	crate	3.6141	1	50	5
run1	6	list6_19380_woe_low1	3	30	1	2	31	32	33	34	3350	11350	woe	3.371	1	6	3
run1	6	list6_10239_loneliness_high3	2	20	1	2	21	22	23	24	3400	11400	loneliness	3.7001	3	66	10
run1	6	list6_7185_gardener_low3	4	40	1	2	41	42	43	44	3500	11500	gardener	3.6243	3	91.14	8
run1	6	list6_16316_snob_low1	3	30	1	2	31	32	33	34	3200	11200	snob	3.3411	1	6	4
run1	6	list6_12458_palm_high1	1	10	1	2	11	12	13	14	3500	11500	palm	4.1218	1	24.67	4
run1	6	list6_9003_inquiry_low3	4	40	1	2	41	42	43	44	3300	11300	inquiry	3.5447	3	37.17	7
run1	6	list6_1092_bale_low1	3	30	1	2	31	32	33	34	3400	11400	bale	3.313	1	33	4
run1	6	list6_404_amulet_low3	4	40	1	2	41	42	43	44	3250	11250	amulet	3.3674	3	55.2	6
run1	6	list6_9830_leap_high1	1	10	1	2	11	12	13	14	3300	11300	leap	3.8246	1	31	4
run1	6	list6_12504_pantyhose_low3	4	40	1	2	41	42	43	44	3500	11500	pantyhose	3.2363	3	33.25	9
run1	6	list6_17288_survival_high3	2	20	1	2	21	22	23	24	3350	11350	survival	4.0045	3	46.14	8
run1	6	list6_8096_hay_high1	1	10	1	2	11	12	13	14	3200	11200	hay	3.8051	1	10.5	3
run1	6	list6_3367_cloak_low1	3	30	1	2	31	32	33	34	3500	11500	cloak	3.4794	1	29.5	5
