,Word,Unnamed,FREQcount,CDcount,FREQlow,Cdlow,SUBLTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Zipfvalue,CMUSylls
477,animus,2283,5,4,4,4,0.0980392156862745,0.7781512503836441,0.0476871721506915,0.698970004336019,Noun,5,1.0,Noun,5,2.0699853925281,3
478,anise,2286,3,3,3,3,0.0588235294117647,0.6020599913279621,0.0357653791130186,0.6020599913279621,Noun,3,1.0,Noun,3,1.89389413347242,2
479,anisette,2287,2,2,1,1,0.0392156862745098,0.47712125471966205,0.0238435860753457,0.47712125471966205,Noun,2,1.0,Noun,2,1.76895539686412,3
480,ankh,2289,17,5,15,5,0.33333333333333304,1.25527250510331,0.0596089651883643,0.7781512503836441,Noun,17,1.0,Noun,17,2.54710664724777,1
481,ankle,2291,409,286,399,278,8.01960784313725,2.6127838567197403,3.4096328087744396,2.45788189673399,Noun,409,1.0,Noun,409,3.9046179988642002,2
482,anklebone,2292,1,1,1,1,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,3
483,ankles,2293,219,178,217,176,4.29411764705882,2.34242268082221,2.12207916070577,2.25285303097989,Noun,219,1.0,Noun,219,3.6342568229666696,2
484,anklet,2294,21,7,21,7,0.411764705882353,1.34242268082221,0.0834525512637101,0.9030899869919442,Noun,21,1.0,Noun,21,2.6342568229666696,2
485,anklets,2295,7,5,5,5,0.137254901960784,0.9030899869919442,0.0596089651883643,0.7781512503836441,Noun,7,1.0,Noun,7,2.1949241291364,2
486,annals,2301,33,29,27,24,0.647058823529412,1.5314789170422598,0.34573199809251304,1.47712125471966,Noun,33,1.0,Noun,33,2.82331305918672,2
487,annex,2306,43,29,28,19,0.8431372549019609,1.6434526764861899,0.34573199809251304,1.47712125471966,Noun,31,0.7380952380952379,Noun.Verb,31.11,2.93528681863065,2
488,annexation,2307,7,5,6,5,0.137254901960784,0.9030899869919442,0.0596089651883643,0.7781512503836441,Noun,7,1.0,Noun,7,2.1949241291364,4
489,announcer,2331,574,201,217,75,11.254901960784302,2.7596678446896297,2.39628040057225,2.30535136944662,Noun,529,0.923211169284468,Noun.Name,529.44,4.05150198683409,3
490,announcers,2332,6,6,4,4,0.11764705882352902,0.8450980400142571,0.0715307582260372,0.8450980400142571,Noun,6,1.0,Noun,6,2.13693218215872,3
491,annoyance,2336,25,24,25,24,0.49019607843137303,1.41497334797082,0.286123032904149,1.3979400086720402,Noun,25,1.0,Noun,25,2.7068074901152794,3
492,annoyances,2337,6,6,6,6,0.11764705882352902,0.8450980400142571,0.0715307582260372,0.8450980400142571,Noun,6,1.0,Noun,6,2.13693218215872,4
493,annuals,2345,2,2,2,2,0.0392156862745098,0.47712125471966205,0.0238435860753457,0.47712125471966205,Noun,2,1.0,Noun,2,1.76895539686412,3
494,annuities,2346,5,4,4,3,0.0980392156862745,0.7781512503836441,0.0476871721506915,0.698970004336019,Noun,5,1.0,Noun,5,2.0699853925281,4
495,annuity,2347,18,16,17,15,0.3529411764705879,1.27875360095283,0.19074868860276603,1.23044892137827,Noun,18,1.0,Noun,18,2.57058774309729,4
496,annulment,2352,76,28,75,28,1.4901960784313704,1.88649072517248,0.33381020505484005,1.4623979978989599,Noun,76,1.0,Noun,76,3.17832486731694,3
497,anode,2358,8,2,1,1,0.156862745098039,0.9542425094393249,0.0238435860753457,0.47712125471966205,Noun,8,1.0,Noun,8,2.24607665158378,2
498,anomalies,2367,38,34,37,33,0.7450980392156858,1.5910646070265002,0.40534096328087704,1.5440680443502801,Noun,38,1.0,Noun,38,2.8828987491709603,4
499,anomaly,2369,63,56,63,56,1.23529411764706,1.8061799739838897,0.6676204101096811,1.75587485567249,Noun,63,1.0,Noun,63,3.09801411612835,4
500,anonymity,2372,46,42,38,34,0.901960784313726,1.6720978579357202,0.50071530758226,1.6334684555795902,Noun,46,1.0,Noun,46,2.96393200008018,5
501,anorexia,2378,13,9,12,8,0.254901960784314,1.14612803567824,0.107296137339056,1.0,Noun,12,0.923076923076923,Noun.Name,12.1,2.4379621778227003,5
502,anorexics,2380,4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,Noun,4,1.0,Noun,4,1.9908041464804798,4
503,anschluss,2387,4,2,0,0,0.0784313725490196,0.698970004336019,0.0238435860753457,0.47712125471966205,Noun,4,1.0,Noun,4,1.9908041464804798,2
504,answers,2392,1527,1099,1493,1086,29.941176470588196,3.18412335423967,13.1020505484025,3.04139268515822,Noun,1307,0.8536903984323969,Noun.Verb,1307.224,4.47595749638413,2
505,ant,2393,273,111,200,95,5.35294117647059,2.43775056282039,1.32331902718169,2.0492180226701797,Noun,249,0.915441176470588,Noun.Name,249.23,3.72958470496485,1
506,antacid,2394,16,11,14,10,0.313725490196078,1.23044892137827,0.131139723414402,1.07918124604762,Noun,15,0.9375,Noun.Adjective,15.1,2.52228306352273,3
507,antacids,2395,10,7,10,7,0.19607843137254896,1.04139268515823,0.0834525512637101,0.9030899869919442,Noun,10,1.0,Noun,10,2.3332268273026804,3
508,antagonism,2399,11,11,11,11,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,Noun,11,1.0,Noun,11,2.37101538819208,5
509,antagonist,2400,13,12,12,11,0.254901960784314,1.14612803567824,0.14306151645207402,1.11394335230684,Noun,13,1.0,Noun,13,2.4379621778227003,4
510,antares,2409,11,6,0,0,0.215686274509804,1.07918124604762,0.0715307582260372,0.8450980400142571,Noun,6,0.545454545454545,Noun.Name,6.5,2.37101538819208,3
511,anteater,2411,11,11,10,10,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,Noun,11,1.0,Noun,11,2.37101538819208,3
512,antebellum,2412,5,4,4,4,0.0980392156862745,0.7781512503836441,0.0476871721506915,0.698970004336019,Noun,5,1.0,Noun,5,2.0699853925281,4
513,antelope,2421,50,33,38,28,0.980392156862745,1.7075701760979398,0.393419170243205,1.5314789170422598,Noun,50,1.0,Noun,50,2.9994043182423997,3
514,antenna,2425,122,81,113,78,2.3921568627450998,2.0899051114394,0.9656652360515021,1.91381385238372,Noun,122,1.0,Noun,122,3.3817392535838597,3
515,antennae,2426,28,22,28,22,0.549019607843137,1.4623979978989599,0.262279446828803,1.3617278360175902,Noun,28,1.0,Noun,28,2.75423214004342,3
516,antennas,2427,22,14,21,13,0.431372549019608,1.3617278360175902,0.16690510252742002,1.1760912590556798,Noun,22,1.0,Noun,22,2.65356197816205,3
517,antes,2434,2,2,2,2,0.0392156862745098,0.47712125471966205,0.0238435860753457,0.47712125471966205,Noun,2,1.0,Noun,2,1.76895539686412,2
518,anthem,2437,96,72,75,57,1.88235294117647,1.98677173426624,0.8583690987124459,1.8633228601204601,Noun,96,1.0,Noun,96,3.2786058764107002,2
519,anthems,2438,3,3,3,3,0.0588235294117647,0.6020599913279621,0.0357653791130186,0.6020599913279621,Noun,3,1.0,Noun,3,1.89389413347242,2
520,anthill,2441,29,21,29,21,0.5686274509803921,1.47712125471966,0.25035765379113,1.34242268082221,Noun,29,1.0,Noun,29,2.7689553968641203,2
521,anthills,2442,6,6,6,6,0.11764705882352902,0.8450980400142571,0.0715307582260372,0.8450980400142571,Noun,6,1.0,Noun,6,2.13693218215872,2
522,anthology,2445,14,10,11,7,0.27450980392156893,1.1760912590556798,0.119217930376729,1.04139268515823,Noun,14,1.0,Noun,14,2.46792540120014,4
523,anthracite,2448,3,3,2,2,0.0588235294117647,0.6020599913279621,0.0357653791130186,0.6020599913279621,Noun,3,1.0,Noun,3,1.89389413347242,3
524,anthrax,2449,66,33,38,23,1.29411764705882,1.82607480270083,0.393419170243205,1.5314789170422598,Noun,66,1.0,Noun,66,3.1179089448452904,2
525,antibiotic,2465,33,29,32,28,0.647058823529412,1.5314789170422598,0.34573199809251304,1.47712125471966,Noun,33,1.0,Noun,33,2.82331305918672,5
526,antibodies,2467,30,21,27,20,0.588235294117647,1.49136169383427,0.25035765379113,1.34242268082221,Noun,30,1.0,Noun,30,2.78319583597873,4
527,antibody,2468,13,9,12,8,0.254901960784314,1.14612803567824,0.107296137339056,1.0,Noun,13,1.0,Noun,13,2.4379621778227003,4
528,anticline,2482,1,1,1,1,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,3
529,antics,2490,50,47,49,47,0.980392156862745,1.7075701760979398,0.560324272770625,1.6812412373755903,Noun,50,1.0,Noun,50,2.9994043182423997,2
530,antidote,2497,221,82,213,81,4.33333333333333,2.34635297445064,0.977587029089175,1.91907809237607,Noun,222,1.0,Noun,222,3.6381871165951,3
531,antifreeze,2502,16,12,13,11,0.313725490196078,1.23044892137827,0.14306151645207402,1.11394335230684,Noun,13,0.8125,Noun.Verb,13.3,2.52228306352273,3
532,antigen,2504,19,7,19,7,0.3725490196078429,1.30102999566398,0.0834525512637101,0.9030899869919442,Noun,19,1.0,Noun,19,2.59286413780844,3
533,antigens,2505,6,5,5,4,0.11764705882352902,0.8450980400142571,0.0596089651883643,0.7781512503836441,Noun,6,1.0,Noun,6,2.13693218215872,3
534,antigone,2506,3,3,0,0,0.0588235294117647,0.6020599913279621,0.0357653791130186,0.6020599913279621,Noun,2,0.666666666666667,Noun.Name,2.1,1.89389413347242,4
535,antimatter,2517,10,6,8,6,0.19607843137254896,1.04139268515823,0.0715307582260372,0.8450980400142571,Noun,7,1.0,Noun,7,2.3332268273026804,4
536,antipathy,2527,4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,Noun,4,1.0,Noun,4,1.9908041464804798,4
537,antiques,2536,137,92,106,77,2.6862745098039196,2.13987908640124,1.0968049594659,1.9684829485539401,Noun,132,0.963503649635037,Noun.Name,132.5,3.4317132285457004,2
538,antiquity,2539,14,13,12,12,0.27450980392156893,1.1760912590556798,0.15498330948974698,1.14612803567824,Noun,14,1.0,Noun,14,2.46792540120014,4
539,antithesis,2549,16,12,13,12,0.313725490196078,1.23044892137827,0.14306151645207402,1.11394335230684,Noun,16,1.0,Noun,16,2.52228306352273,4
540,antitoxin,2551,18,9,17,9,0.3529411764705879,1.27875360095283,0.107296137339056,1.0,Noun,18,1.0,Noun,18,2.57058774309729,4
541,antitrust,2552,12,7,8,6,0.23529411764705901,1.11394335230684,0.0834525512637101,0.9030899869919442,Noun,6,0.5,Noun.Name.Verb,6.4.2,2.4057774944513,3
542,antiwar,2560,16,12,14,10,0.313725490196078,1.23044892137827,0.14306151645207402,1.11394335230684,Noun,13,0.8125,Noun.Verb,13.3,2.52228306352273,3
543,antler,2561,15,13,14,12,0.294117647058824,1.20411998265592,0.15498330948974698,1.14612803567824,Noun,15,1.0,Noun,15,2.49595412480038,2
544,antlers,2562,46,32,43,31,0.901960784313726,1.6720978579357202,0.38149737720553206,1.5185139398778897,Noun,46,1.0,Noun,46,2.96393200008018,2
545,ants,2569,365,147,329,138,7.15686274509804,2.56348108539441,1.7525035765379098,2.17026171539496,Noun,365,1.0,Noun,365,3.85531522753887,1
546,antsy,2571,32,30,31,30,0.627450980392157,1.5185139398778897,0.357653791130186,1.49136169383427,Noun,16,0.5,Noun.Adjective,16.16,2.8103480820223496,2
547,anus,2574,56,41,49,39,1.09803921568627,1.75587485567249,0.48879351454458797,1.6232492903979001,Noun,53,0.9464285714285708,Noun.Name,53.3,3.04770899781695,2
548,anvil,2576,32,24,26,20,0.627450980392157,1.5185139398778897,0.286123032904149,1.3979400086720402,Noun,32,1.0,Noun,32,2.8103480820223496,2
549,anxieties,2578,27,27,27,27,0.529411764705882,1.44715803134222,0.321888412017167,1.44715803134222,Noun,27,1.0,Noun,27,2.7389921734866802,4
550,anxiety,2579,345,265,322,260,6.76470588235294,2.53907609879278,3.1592751549833102,2.4248816366310697,Noun,346,1.0,Noun,346,3.83091024093724,4
551,anytime,2591,1248,1031,805,709,24.470588235294105,3.09656243837414,12.291368621840698,3.01367969729119,Noun,1246,1.0,Noun,1246,4.3883965805186005,3
552,anyways,2593,444,336,270,227,8.70588235294118,2.64836001098093,4.00572246065808,2.52762990087134,Noun,436,0.9886621315192741,Noun.Name.Verb,436.3.2,3.9401941531253906,3
553,aorta,2598,78,50,75,48,1.52941176470588,1.89762709129044,0.5960896518836429,1.7075701760979398,Noun,77,0.987179487179487,Noun.Name,77.1,3.1894612334349,3
554,apaches,2606,107,18,0,0,2.09803921568627,2.03342375548695,0.214592274678112,1.27875360095283,Noun,107,1.0,Noun,107,3.32525789763141,3
555,apartheid,2609,19,14,17,12,0.3725490196078429,1.30102999566398,0.16690510252742002,1.1760912590556798,Noun,19,1.0,Noun,19,2.59286413780844,3
556,apartment,2610,4235,1774,4152,1755,83.0392156862745,3.62695595143545,21.149260848831698,3.24919835739111,Noun,4230,1.0,Noun,4230,4.9187900935799105,3
557,apartments,2611,215,166,171,135,4.2156862745098005,2.3344537511509302,1.9790176442537,2.22271647114758,Noun,215,1.0,Noun,215,3.62628789329539,3
558,apathy,2614,24,22,23,22,0.47058823529411803,1.3979400086720402,0.262279446828803,1.3617278360175902,Noun,24,1.0,Noun,24,2.6897741508165,3
559,apatite,2615,2,2,1,1,0.0392156862745098,0.47712125471966205,0.0238435860753457,0.47712125471966205,Noun,2,1.0,Noun,2,1.76895539686412,3
560,ape,2617,493,173,387,168,9.66666666666667,2.6937269489236497,2.06247019551741,2.2405492482826,Noun,464,0.941176470588235,Noun.Verb.Name,464.22.7,3.98556109106811,1
561,aperture,2623,14,13,13,12,0.27450980392156893,1.1760912590556798,0.15498330948974698,1.14612803567824,Noun,14,1.0,Noun,14,2.46792540120014,3
562,apes,2624,209,95,172,74,4.09803921568627,2.32221929473392,1.1325703385789199,1.9822712330395702,Noun,203,0.9854368932038841,Noun.Verb,203.3,3.6140534368783803,1
563,apex,2625,43,19,18,15,0.8431372549019609,1.6434526764861899,0.226514067715784,1.30102999566398,Noun,43,1.0,Noun,43,2.93528681863065,2
564,aphasia,2626,9,7,9,7,0.17647058823529396,1.0,0.0834525512637101,0.9030899869919442,Noun,9,1.0,Noun,9,2.29183414214446,3
565,aphid,2628,4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.6020599913279621,Noun,4,1.0,Noun,4,1.9908041464804798,2
566,aphids,2629,12,5,9,4,0.23529411764705901,1.11394335230684,0.0596089651883643,0.7781512503836441,Noun,12,1.0,Noun,12,2.4057774944513,2
567,aphorism,2632,1,1,1,1,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,4
568,aphorisms,2633,5,5,3,3,0.0980392156862745,0.7781512503836441,0.0596089651883643,0.7781512503836441,Noun,5,1.0,Noun,5,2.0699853925281,4
569,aplenty,2646,11,10,8,8,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,Noun,10,0.9090909090909091,Noun.Adjective,10.1,2.37101538819208,3
570,aplomb,2647,8,8,8,8,0.156862745098039,0.9542425094393249,0.0953743443013829,0.9542425094393249,Noun,8,1.0,Noun,8,2.24607665158378,2
571,apnea,2648,8,7,8,7,0.156862745098039,0.9542425094393249,0.0834525512637101,0.9030899869919442,Noun,8,1.0,Noun,8,2.24607665158378,3
572,apocalypse,2650,126,91,79,57,2.47058823529412,2.10380372095596,1.08488316642823,1.9637878273455602,Noun,126,1.0,Noun,126,3.39563786310042,4
573,apogee,2654,4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,Noun,4,1.0,Noun,4,1.9908041464804798,3
574,apologies,2661,449,386,420,364,8.80392156862745,2.6532125137753395,4.60181211254173,2.58771096501891,Noun,449,1.0,Noun,449,3.9450466559198,4
575,apologist,2665,1,1,1,1,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,4
576,apologists,2666,1,1,1,1,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,4
577,apology,2671,804,636,741,590,15.764705882352901,2.9057958803678705,7.58226037195994,2.80413943233535,Noun,802,1.0,Noun,802,4.19763002251233,4
578,apoplexy,2673,9,8,7,7,0.17647058823529396,1.0,0.0953743443013829,0.9542425094393249,Noun,9,1.0,Noun,9,2.29183414214446,4
579,apostate,2675,3,3,3,3,0.0588235294117647,0.6020599913279621,0.0357653791130186,0.6020599913279621,Noun,3,1.0,Noun,3,1.89389413347242,3
580,apostle,2677,71,28,33,17,1.3921568627451,1.8573324964312699,0.33381020505484005,1.4623979978989599,Noun,70,0.9859154929577459,Noun.Name,70.1,3.1491666385757298,3
581,apostles,2678,30,21,23,14,0.588235294117647,1.49136169383427,0.25035765379113,1.34242268082221,Noun,30,1.0,Noun,30,2.78319583597873,3
582,apostrophe,2680,12,10,11,10,0.23529411764705901,1.11394335230684,0.119217930376729,1.04139268515823,Noun,6,0.5,Noun.Verb.Name,6.5.1,2.4057774944513,4
583,apothecary,2683,20,9,16,8,0.3921568627450979,1.32221929473392,0.107296137339056,1.0,Noun,20,1.0,Noun,20,2.61405343687838,5
584,apotheosis,2684,4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,Noun,4,1.0,Noun,4,1.9908041464804798,5
585,app,2685,8,7,7,6,0.156862745098039,0.9542425094393249,0.0834525512637101,0.9030899869919442,Noun,6,0.75,Noun.Verb,6.2,2.24607665158378,1
586,apparatus,2698,77,63,76,62,1.5098039215686296,1.8920946026904801,0.751072961373391,1.8061799739838897,Noun,77,1.0,Noun,77,3.18392874483494,4
587,apparel,2700,35,32,30,28,0.686274509803922,1.55630250076729,0.38149737720553206,1.5185139398778897,Noun,35,1.0,Noun,35,2.8481366429117503,3
588,apparition,2704,39,29,35,27,0.7647058823529409,1.6020599913279598,0.34573199809251304,1.47712125471966,Noun,39,1.0,Noun,39,2.89389413347242,4
589,appeal,2709,663,486,650,479,13.0,2.82216807936802,5.79399141630901,2.68752896121463,Noun,422,0.6384266263237521,Noun.Verb,422.239,4.11400222151248,2
590,appeals,2712,137,109,119,98,2.6862745098039196,2.13987908640124,1.29947544110634,2.04139268515822,Noun,111,0.804347826086957,Noun.Verb,111.27,3.4317132285457004,2
591,appearance,2714,591,498,585,494,11.588235294117599,2.77232170672292,5.93705293276109,2.69810054562339,Noun,593,1.0,Noun,593,4.06415584886738,3
592,appendage,2730,21,17,19,15,0.411764705882353,1.34242268082221,0.202670481640439,1.25527250510331,Noun,21,1.0,Noun,21,2.6342568229666696,3
593,appendages,2731,8,8,8,8,0.156862745098039,0.9542425094393249,0.0953743443013829,0.9542425094393249,Noun,8,1.0,Noun,8,2.24607665158378,4
594,appendix,2738,133,88,125,86,2.6078431372549002,2.12710479836481,1.04911778731521,1.94939000664491,Noun,133,1.0,Noun,133,3.41893894050927,3
595,appendixes,2739,1,1,1,1,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,4
596,appetite,2746,456,389,450,384,8.94117647058824,2.65991620006985,4.63757749165474,2.5910646070265,Noun,456,1.0,Noun,456,3.9517503422143103,3
597,appetites,2747,46,43,44,42,0.901960784313726,1.6720978579357202,0.5126371006199331,1.6434526764861899,Noun,46,1.0,Noun,46,2.96393200008018,3
598,appetizer,2748,61,58,59,56,1.1960784313725499,1.79239168949825,0.6914639961850261,1.7708520116421398,Noun,60,1.0,Noun,60,3.08422583164271,4
599,appetizers,2749,54,44,47,39,1.05882352941176,1.74036268949424,0.524558893657606,1.65321251377534,Noun,54,1.0,Noun,54,3.0321968316387005,4
600,applause,2756,576,362,460,309,11.294117647058801,2.7611758131557296,4.31568907963758,2.5599066250361098,Noun,574,1.0,Noun,574,4.0530099553001895,2
601,apple,2757,1207,689,878,560,23.6666666666667,3.0820669342851095,8.214115402956601,2.83884909073726,Noun,1205,1.0,Noun,1205,4.373901076429569,2
602,apples,2760,423,225,370,214,8.29411764705882,2.62736585659273,2.6824034334764,2.3541084391474,Noun,421,0.9952718676122929,Noun.Verb.Name,421.1.1,3.9191999987371897,2
603,applesauce,2761,30,25,24,20,0.588235294117647,1.49136169383427,0.298044825941822,1.41497334797082,Noun,20,0.6896551724137929,Noun.Verb,20.9,2.78319583597873,3
604,appliance,2763,41,34,39,32,0.8039215686274509,1.6232492903979001,0.40534096328087704,1.5440680443502801,Noun,41,1.0,Noun,41,2.91508343254236,3
605,appliances,2764,56,49,53,47,1.09803921568627,1.75587485567249,0.58416785884597,1.69897000433602,Noun,56,1.0,Noun,56,3.04770899781695,4
606,applicant,2767,31,24,28,23,0.607843137254902,1.5051499783199098,0.286123032904149,1.3979400086720402,Noun,31,1.0,Noun,31,2.79698412046437,3
607,applicants,2768,44,38,42,36,0.862745098039216,1.65321251377534,0.453028135431569,1.5910646070265002,Noun,44,1.0,Noun,44,2.9450466559198,3
608,applicator,2772,10,9,10,9,0.19607843137254896,1.04139268515823,0.107296137339056,1.0,Noun,10,1.0,Noun,10,2.3332268273026804,4
609,appointee,2780,4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,Noun,4,1.0,Noun,4,1.9908041464804798,3
610,appointees,2781,3,2,3,2,0.0588235294117647,0.6020599913279621,0.0238435860753457,0.47712125471966205,Noun,3,1.0,Noun,3,1.89389413347242,3
611,appraisal,2789,39,29,38,28,0.7647058823529409,1.6020599913279598,0.34573199809251304,1.47712125471966,Noun,39,1.0,Noun,39,2.89389413347242,3
612,appraisals,2790,5,3,3,2,0.0980392156862745,0.7781512503836441,0.0357653791130186,0.6020599913279621,Noun,5,1.0,Noun,5,2.0699853925281,3
613,appraiser,2793,11,10,11,10,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,Noun,11,1.0,Noun,11,2.37101538819208,3
614,appraisers,2794,4,2,4,2,0.0784313725490196,0.698970004336019,0.0238435860753457,0.47712125471966205,Noun,4,1.0,Noun,4,1.9908041464804798,3
615,apprentice,2814,99,64,85,52,1.94117647058824,2.0,0.762994754411063,1.8129133566428601,Noun,99,1.0,Noun,99,3.29183414214446,3
616,approach,2823,1070,804,1005,774,20.9803921568627,3.02978947083186,9.58512160228898,2.9057958803678705,Noun,673,0.631332082551595,Noun.Verb,673.393,4.32162361297632,2
617,approval,2836,428,333,423,330,8.392156862745098,2.6324572921847205,3.9699570815450604,2.52374646681156,Noun,429,1.0,Noun,429,3.92429143432918,3
618,approvals,2837,7,7,6,6,0.137254901960784,0.9030899869919442,0.0834525512637101,0.9030899869919442,Noun,7,1.0,Noun,7,2.1949241291364,3
619,apps,2851,10,5,9,5,0.19607843137254896,1.04139268515823,0.0596089651883643,0.7781512503836441,Noun,8,0.8,Noun.Verb.Name,8.1.1,2.3332268273026804,1
620,apricot,2855,32,26,20,19,0.627450980392157,1.5185139398778897,0.30996661897949496,1.43136376415899,Noun,16,0.5,Noun.Adjective,16.16,2.8103480820223496,3
621,apricots,2856,14,13,14,13,0.27450980392156893,1.1760912590556798,0.15498330948974698,1.14612803567824,Noun,14,1.0,Noun,14,2.46792540120014,3
622,apron,2859,136,107,132,105,2.6666666666666696,2.13672056715641,1.275631855031,2.03342375548695,Noun,136,1.0,Noun,136,3.42855470930087,2
623,aprons,2861,18,16,17,16,0.3529411764705879,1.27875360095283,0.19074868860276603,1.23044892137827,Noun,18,1.0,Noun,18,2.57058774309729,2
624,aptitude,2865,55,41,53,40,1.07843137254902,1.7481880270062,0.48879351454458797,1.6232492903979001,Noun,55,1.0,Noun,55,3.04002216915066,3
625,aptitudes,2866,2,2,1,1,0.0392156862745098,0.47712125471966205,0.0238435860753457,0.47712125471966205,Noun,2,1.0,Noun,2,1.76895539686412,3
626,aqualung,2871,5,4,3,3,0.0980392156862745,0.7781512503836441,0.0476871721506915,0.698970004336019,Noun,5,1.0,Noun,5,2.0699853925281,3
627,aquarium,2876,141,85,125,77,2.76470588235294,2.15228834438306,1.0133524082021899,1.9344984512435701,Noun,140,1.0,Noun,140,3.4441224865275197,4
628,aquariums,2877,7,6,7,6,0.137254901960784,0.9030899869919442,0.0715307582260372,0.8450980400142571,Noun,7,1.0,Noun,7,2.1949241291364,4
629,aqueduct,2882,17,11,9,6,0.33333333333333304,1.25527250510331,0.131139723414402,1.07918124604762,Noun,9,0.529411764705882,Noun.Verb.Name,9.4.4,2.54710664724777,3
630,aqueducts,2883,6,4,5,4,0.11764705882352902,0.8450980400142571,0.0476871721506915,0.698970004336019,Noun,6,1.0,Noun,6,2.13693218215872,3
631,aquifer,2885,2,2,2,2,0.0392156862745098,0.47712125471966205,0.0238435860753457,0.47712125471966205,Noun,1,1.0,Noun,1,1.76895539686412,3
632,aquilino,2888,2,1,0,0,0.0392156862745098,0.47712125471966205,0.0119217930376729,0.30102999566398103,Noun,1,0.5,Noun.Name,1.1,1.76895539686412,4
633,arabians,2897,10,8,0,0,0.19607843137254896,1.04139268515823,0.0953743443013829,0.9542425094393249,Noun,10,1.0,Noun,10,2.3332268273026804,4
634,arabic,2898,174,72,9,6,3.41176470588235,2.24303804868629,0.8583690987124459,1.8633228601204601,Noun,88,0.505747126436782,Noun.Adjective,88.86,3.53487219083075,3
635,arabs,2900,108,53,1,1,2.11764705882353,2.0374264979406203,0.631855030996662,1.73239375982297,Noun,108,1.0,Noun,108,3.32926064008508,2
636,arachnids,2904,12,5,5,4,0.23529411764705901,1.11394335230684,0.0596089651883643,0.7781512503836441,Noun,9,0.818181818181818,Noun.Name,9.2,2.4057774944513,3
637,arapaho,2910,5,3,0,0,0.0980392156862745,0.7781512503836441,0.0357653791130186,0.6020599913279621,Noun,4,0.8,Noun.Name,4.1,2.0699853925281,4
638,arb,2912,3,2,2,1,0.0588235294117647,0.6020599913279621,0.0238435860753457,0.47712125471966205,Noun,2,0.666666666666667,Noun.Name,2.1,1.89389413347242,1
639,arbiter,2913,10,10,8,8,0.19607843137254896,1.04139268515823,0.119217930376729,1.04139268515823,Noun,9,0.9,Noun.Name,9.1,2.3332268273026804,3
640,arbiters,2914,5,4,5,4,0.0980392156862745,0.7781512503836441,0.0476871721506915,0.698970004336019,Noun,5,1.0,Noun,5,2.0699853925281,3
641,arbitrage,2915,9,6,5,5,0.17647058823529396,1.0,0.0715307582260372,0.8450980400142571,Noun,9,1.0,Noun,9,2.29183414214446,3
642,arbitrager,2916,1,1,1,1,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,4
643,arbitrator,2925,4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,Noun,4,1.0,Noun,4,1.9908041464804798,4
644,arboretum,2928,10,7,7,5,0.19607843137254896,1.04139268515823,0.0834525512637101,0.9030899869919442,Noun,10,1.0,Noun,10,2.3332268273026804,4
645,arbour,2932,2,2,1,1,0.0392156862745098,0.47712125471966205,0.0238435860753457,0.47712125471966205,Noun,1,0.5,Noun.Name,1.1,1.76895539686412,2
646,arbs,2933,1,1,1,1,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,1
647,arcade,2936,111,71,88,63,2.17647058823529,2.0492180226701797,0.846447305674774,1.8573324964312699,Noun,111,1.0,Noun,111,3.34105216481464,2
648,arcades,2937,12,11,11,11,0.23529411764705901,1.11394335230684,0.131139723414402,1.07918124604762,Noun,12,1.0,Noun,12,2.4057774944513,2
649,arcadians,2939,1,1,0,0,0.0196078431372549,0.30102999566398103,0.0119217930376729,0.30102999566398103,Noun,1,1.0,Noun,1,1.59286413780844,4
