orderID,run,list,numID,cond,file_num,Word,Zipfvalue,cmu_sylls,BF_TP,LEN_L,reason_for_change,cond_code,trigger_code,len,corr_resp,fix_code,word_code,delay_code,audioresp_code,jittered_ISI,total_time,OLD_file_num
353,run4,2,12520,high3,list2_12520_paperwork_high3,paperwork,4.0177,3,53.13,9,,2,20,1,2,21,22,23,24,3450,11450,list2_12520_paperwork_high3
354,run4,2,18003,high1,list2_18003_tool_high1,tool,4.0314,1,29.67,4,,1,10,1,2,11,12,13,14,3350,11350,list2_18003_tool_high1
355,run4,2,8677,low3,list2_8677_hydrogen_low3,hydrogen,3.4286,3,24,8,,4,40,1,2,41,42,43,44,3300,11300,list2_8677_hydrogen_low3
356,run4,2,880,high3,list2_880_attention_high3,attention,4.9937,3,112,9,,2,20,1,2,21,22,23,24,3400,11400,list2_880_attention_high3
357,run4,2,6736,low1,list2_6736_fluke_low1,fluke,3.2461,1,25.25,5,"move this or ""flake"" to another list",3,30,1,2,31,32,33,34,3350,11350,list7_6736_fluke_low1
358,run4,2,12744,low1,list2_12744_pea_low1,pea,3.5929,1,6.5,3,"move this or ""peer"" somewhere else in this run",3,30,1,2,31,32,33,34,3400,11400,list2_12744_pea_low1
359,run4,2,2177,low1,list2_2177_brook_low1,brook,3.313,1,35.25,5,,3,30,1,2,31,32,33,34,3350,11350,list2_2177_brook_low1
360,run4,2,159,high3,list2_159_agreement_high3,agreement,4.2427,3,52.63,9,,2,20,1,2,21,22,23,24,3400,11400,list2_159_agreement_high3
361,run5,2,9242,high1,list2_9242_jeep_high1,jeep,4.012,1,21,4,,1,10,1,2,11,12,13,14,3450,11450,list2_9242_jeep_high1
362,run5,2,2926,high1,list2_2926_cent_high1,cent,3.9767,1,18,4,,1,10,1,2,11,12,13,14,3450,11450,list2_2926_cent_high1
363,run5,2,14245,high1,list2_14245_ranch_high1,ranch,4.2441,1,49.25,5,,1,10,1,2,11,12,13,14,3350,11350,list2_14245_ranch_high1
364,run5,2,5892,low3,list2_5892_equation_low3,equation,3.5447,3,83.43,8,,4,40,1,2,41,42,43,44,3200,11200,list2_5892_equation_low3
365,run5,2,17808,high1,list2_17808_thrill_high1,thrill,3.9253,1,41.6,6,,1,10,1,2,11,12,13,14,3400,11400,list2_17808_thrill_high1
366,run5,2,9150,high3,list2_9150_irony_high3,irony,3.661,3,34.25,5,,2,20,1,2,21,22,23,24,3450,11450,list2_9150_irony_high3
367,run5,2,7135,high3,list2_7135_gallery_high3,gallery,3.9303,3,118.67,7,,2,20,1,2,21,22,23,24,3250,11250,list2_7135_gallery_high3
368,run5,2,8753,low3,list2_8753_ignition_low3,ignition,3.6202,3,81.71,8,,4,40,1,2,41,42,43,44,3300,11300,list2_8753_ignition_low3
369,run5,2,9102,low3,list2_9102_intrusion_low3,intrusion,3.399,3,95.5,9,,4,40,1,2,41,42,43,44,3250,11250,list2_9102_intrusion_low3
370,run5,2,18397,low1,list2_18397_turf_low1,turf,3.6323,1,14,4,,3,30,1,2,31,32,33,34,3500,11500,list2_18397_turf_low1
371,run5,2,2518,low1,list2_2518_calf_low1,calf,3.4737,1,22.33,4,,3,30,1,2,31,32,33,34,3250,11250,list2_2518_calf_low1
372,run5,2,3736,low1,list2_3736_cone_low1,cone,3.4679,1,32.67,4,,3,30,1,2,31,32,33,34,3250,11250,list2_3736_cone_low1
373,run5,2,15579,low3,list2_15579_sedative_low3,sedative,3.4091,3,78.43,8,,4,40,1,2,41,42,43,44,3250,11250,list2_15579_sedative_low3
374,run5,2,10215,low1,list2_10215_loft_low1,loft,3.5637,1,16,4,,3,30,1,2,31,32,33,34,3300,11300,list2_10215_loft_low1
375,run5,2,16864,low3,list2_16864_stewardess_low3,stewardess,3.5013,3,34.33,10,,4,40,1,2,41,42,43,44,3250,11250,list2_16864_stewardess_low3
376,run5,2,13751,high3,list2_13751_production_high3,production,4.1021,3,132.89,10,,2,20,1,2,21,22,23,24,3400,11400,list2_13751_production_high3
377,run5,2,15985,low1,list2_15985_siege_low1,siege,3.3674,1,23.5,5,,3,30,1,2,31,32,33,34,3350,11350,list2_15985_siege_low1
378,run5,2,16392,low3,list2_16392_solitude_low3,solitude,3.3047,3,45.57,8,,4,40,1,2,41,42,43,44,3500,11500,list2_16392_solitude_low3
379,run5,2,8038,low1,list2_8038_hare_low1,hare,3.5841,1,43.33,4,,3,30,1,2,31,32,33,34,3500,11500,list2_8038_hare_low1
380,run5,2,18804,high1,list2_18804_vibe_high1,vibe,3.7183,1,6,4,,1,10,1,2,11,12,13,14,3500,11500,list2_18804_vibe_high1
381,run5,2,15735,high1,list2_15735_shack_high1,shack,3.7527,1,43,5,,1,10,1,2,11,12,13,14,3300,11300,list2_15735_shack_high1
382,run5,2,10916,low3,list2_10916_metaphor_low3,metaphor,3.5907,3,26.57,8,,4,40,1,2,41,42,43,44,3350,11350,list2_10916_metaphor_low3
383,run5,2,11527,high3,list2_11527_museum_high3,museum,4.2663,3,22.6,6,,2,20,1,2,21,22,23,24,3450,11450,list2_11527_museum_high3
384,run5,2,14881,high3,list2_14881_ritual_high3,ritual,3.9518,3,33.2,6,,2,20,1,2,21,22,23,24,3400,11400,list2_14881_ritual_high3
385,run5,2,11712,high1,list2_11712_nest_high1,nest,4.0454,1,21,4,,1,10,1,2,11,12,13,14,3250,11250,list2_11712_nest_high1
386,run5,2,13805,low3,list2_13805_propeller_low3,propeller,3.1895,3,67.63,9,,4,40,1,2,41,42,43,44,3400,11400,list2_13805_propeller_low3
387,run5,2,17437,high1,list2_17437_tad_high1,tad,3.6702,1,9,3,what even is a tad? lol,1,10,1,2,11,12,13,14,3450,11450,list2_17437_tad_high1
388,run5,2,3629,high3,list2_3629_committee_high3,committee,4.3426,3,91.38,9,,2,20,1,2,21,22,23,24,3200,11200,list2_3629_committee_high3
389,run5,2,18676,low3,list2_18676_vanilla_low3,vanilla,3.6015,3,37.83,7,,4,40,1,2,41,42,43,44,3300,11300,list2_18676_vanilla_low3
390,run5,2,4858,low3,list2_4858_devotion_low3,devotion,3.6182,3,98.29,8,,4,40,1,2,41,42,43,44,3300,11300,list2_4858_devotion_low3
391,run5,2,3274,low1,list2_3274_clam_low1,clam,3.595,1,17.33,4,,3,30,1,2,31,32,33,34,3400,11400,list2_3274_clam_low1
392,run5,2,6201,high3,list2_6201_faculty_high3,faculty,3.688,3,34.83,7,,2,20,1,2,21,22,23,24,3400,11400,list2_6201_faculty_high3
393,run5,2,7475,high3,list2_7475_godfather_high3,godfather,3.7374,3,39.88,9,,2,20,1,2,21,22,23,24,3200,11200,list2_7475_godfather_high3
394,run5,2,8362,low1,list2_8362_hitch_low1,hitch,3.612,1,31.75,5,,3,30,1,2,31,32,33,34,3350,11350,list2_8362_hitch_low1
395,run5,2,6245,high1,list2_6245_fame_high1,fame,3.9373,1,19.67,4,,1,10,1,2,11,12,13,14,3300,11300,list2_6245_fame_high1
396,run5,2,10590,high3,list2_10590_marathon_high3,marathon,3.6517,3,71.29,8,,2,20,1,2,21,22,23,24,3300,11300,list2_10590_marathon_high3
397,run5,2,18858,low1,list2_18858_vine_low1,vine,3.3253,1,31,4,,3,30,1,2,31,32,33,34,3200,11200,list2_18858_vine_low1
398,run5,2,7261,low1,list2_7261_gem_low1,gem,3.3956,1,3.5,3,,3,30,1,2,31,32,33,34,3350,11350,list2_7261_gem_low1
399,run5,2,16785,high1,list2_16785_stash_high1,stash,3.7035,1,40.75,5,,1,10,1,2,11,12,13,14,3250,11250,list2_16785_stash_high1
400,run5,2,12336,high3,list2_12336_override_high3,override,3.7134,3,60.29,8,,2,20,1,2,21,22,23,24,3250,11250,list2_12336_override_high3
401,run1,3,6325,high1,list3_6325_fax_high1,fax,3.8457,1,5,3,,1,10,1,2,11,12,13,14,3400,11400,list3_6325_fax_high1
402,run1,3,9055,low3,list3_9055_intellect_low3,intellect,3.3332,3,64.75,9,,4,40,1,2,41,42,43,44,3400,11400,list3_9055_intellect_low3
403,run1,3,8249,high1,list3_8249_herb_high1,herb,3.6984,1,16,4,,1,10,1,2,11,12,13,14,3350,11350,list3_8249_herb_high1
404,run1,3,19335,low1,list3_19335_wink_low1,wink,3.5495,1,32,4,,3,30,1,2,31,32,33,34,3500,11500,list3_19335_wink_low1
405,run1,3,19472,low1,list3_19472_wrath_low1,wrath,3.5929,1,40.5,5,,3,30,1,2,31,32,33,34,3450,11450,list3_19472_wrath_low1
406,run1,3,10833,high3,list3_10833_melody_high3,melody,3.8208,3,30.8,6,,2,20,1,2,21,22,23,24,3500,11500,list3_10833_melody_high3
407,run1,3,18660,high1,list3_18660_valve_high1,valve,3.6863,1,23.25,5,,1,10,1,2,11,12,13,14,3400,11400,list3_18660_valve_high1
408,run1,3,17065,low1,list3_17065_stun_low1,stun,3.2786,1,6.67,4,,3,30,1,2,31,32,33,34,3500,11500,list3_17065_stun_low1
409,run1,3,5857,high3,list3_5857_envelope_high3,envelope,4.0028,3,34.57,8,,2,20,1,2,21,22,23,24,3200,11200,list3_5857_envelope_high3
410,run1,3,12566,low3,list3_12566_parenting_low3,parenting,3.4222,3,263.13,9,,4,40,1,2,41,42,43,44,3450,11450,list3_12566_parenting_low3
411,run1,3,14236,low1,list3_14236_ramp_low1,ramp,3.4621,1,22,4,,3,30,1,2,31,32,33,34,3450,11450,list3_14236_ramp_low1
412,run1,3,10742,low3,list3_10742_caliber_low3,caliber,3.437962178,3,95.83,7,2 syllable word,4,40,1,2,41,42,43,44,3450,11450,list3_10742_maverick_low3
413,run1,3,5984,low3,list3_5984_fiasco_low3,fiasco,3.216113428,3,23,6,negative connotation,4,40,1,2,41,42,43,44,3250,11250,list3_5984_eulogy_low3
414,run1,3,1539,low3,list3_1539_bikini_low3,bikini,3.5683,3,56,6,,4,40,1,2,41,42,43,44,3450,11450,list3_1539_bikini_low3
415,run1,3,11987,high3,list3_11987_objective_high3,objective,3.8481,3,73.38,9,,2,20,1,2,21,22,23,24,3300,11300,list3_11987_objective_high3
416,run1,3,3245,low3,list3_3245_cinnamon_low3,cinnamon,3.4765,3,32.29,8,,4,40,1,2,41,42,43,44,3350,11350,list3_3245_cinnamon_low3
417,run1,3,167,low1,list3_167_aide_low1,aide,3.3089,1,13.67,4,,3,30,1,2,31,32,33,34,3250,11250,list3_167_aide_low1
418,run1,3,9834,high1,list3_9834_lease_high1,lease,3.7983,1,51.25,5,,1,10,1,2,11,12,13,14,3500,11500,list3_9834_lease_high1
419,run1,3,19031,high1,list3_19031_waltz_high1,waltz,3.739,1,25.75,5,,1,10,1,2,11,12,13,14,3250,11250,list3_19031_waltz_high1
420,run1,3,1304,high3,list3_1304_battalion_high3,battalion,3.7675,3,89.63,9,,2,20,1,2,21,22,23,24,3200,11200,list3_1304_battalion_high3
421,run1,3,16656,low1,list3_16656_spur_low1,spur,3.1611,1,8.33,4,,3,30,1,2,31,32,33,34,3300,11300,list3_16656_spur_low1
422,run1,3,12168,low1,list3_12168_orb_low1,orb,3.4411,1,1.5,3,,3,30,1,2,31,32,33,34,3250,11250,list3_12168_orb_low1
423,run1,3,3675,high3,list3_3675_compliment_high3,compliment,4.0112,3,81.67,10,,2,20,1,2,21,22,23,24,3500,11500,list3_3675_compliment_high3
424,run1,3,14913,low1,list3_14913_roar_low1,roar,3.6057,1,25,4,,3,30,1,2,31,32,33,34,3400,11400,list3_14913_roar_low1
425,run1,3,11130,low3,list3_11130_misfortune_low3,misfortune,3.4286,3,33.56,10,,4,40,1,2,41,42,43,44,3250,11250,list3_11130_misfortune_low3
426,run1,3,10415,high3,list3_10415_magazine_high3,magazine,4.5207,3,143.71,8,,2,20,1,2,21,22,23,24,3200,11200,list3_10415_magazine_high3
427,run1,3,2988,high3,list3_2988_champion_high3,champion,4.3204,3,62.43,8,,2,20,1,2,21,22,23,24,3250,11250,list3_2988_champion_high3
428,run1,3,15636,high3,list3_15636_senator_high3,senator,4.5202,3,50.17,7,,2,20,1,2,21,22,23,24,3450,11450,list3_15636_senator_high3
429,run1,3,7242,low1,list3_7242_gaze_low1,gaze,3.4058,1,12.67,4,,3,30,1,2,31,32,33,34,3200,11200,list3_7242_gaze_low1
430,run1,3,2794,low3,list3_2794_casserole_low3,casserole,3.2263,3,62.5,9,,4,40,1,2,41,42,43,44,3200,11200,list3_2794_casserole_low3
431,run1,3,4493,low1,list3_4493_dart_low1,dart,3.2875,1,33,4,,3,30,1,2,31,32,33,34,3350,11350,list3_4493_dart_low1
432,run1,3,12552,low3,list3_12552_parasite_low3,parasite,3.3956,3,90,8,,4,40,1,2,41,42,43,44,3350,11350,list3_12552_parasite_low3
433,run1,3,7653,high1,list3_7653_greed_high1,greed,3.6828,1,79.5,5,,1,10,1,2,11,12,13,14,3300,11300,list3_7653_greed_high1
434,run1,3,5672,high3,list3_5672_element_high3,element,3.822,3,44.33,7,,2,20,1,2,21,22,23,24,3250,11250,list3_5672_element_high3
435,run1,3,4761,high1,list3_4761_depth_high1,depth,3.9171,1,20.5,5,,1,10,1,2,11,12,13,14,3400,11400,list3_4761_depth_high1
436,run1,3,6765,high1,list3_6765_fog_high1,fog,3.9758,1,6.5,3,,1,10,1,2,11,12,13,14,3350,11350,list3_6765_fog_high1
437,run1,3,16844,low3,list3_16844_stepmother_low3,stepmother,3.6283,3,26.44,10,,4,40,1,2,41,42,43,44,3350,11350,list3_16844_stepmother_low3
438,run1,3,6501,high1,list3_6501_filth_high1,filth,3.6573,1,31.25,5,,1,10,1,2,11,12,13,14,3400,11400,list3_6501_filth_high1
439,run1,3,12988,high1,list3_12988_phrase_high1,phrase,3.9593,1,33,6,,1,10,1,2,11,12,13,14,3300,11300,list3_12988_phrase_high1
440,run1,3,10852,high3,list3_10852_memory_high3,memory,4.6859,3,37,6,,2,20,1,2,21,22,23,24,3400,11400,list3_10852_memory_high3
441,run2,3,3357,high1,list3_3357_clip_high1,clip,3.7557,1,11.33,4,,1,10,1,2,11,12,13,14,3200,11200,list3_3357_clip_high1
442,run2,3,876,low3,list3_876_attendant_low3,attendant,3.4932,3,59,9,,4,40,1,2,41,42,43,44,3500,11500,list3_876_attendant_low3
443,run2,3,17706,high1,list3_17706_test_high1,test,4.9242,1,23.33,4,,1,10,1,2,11,12,13,14,3450,11450,list3_17706_test_high1
444,run2,3,17772,high1,list3_17772_thief_high1,thief,4.3849,1,26,5,,1,10,1,2,11,12,13,14,3400,11400,list3_17772_thief_high1
445,run2,3,4163,low1,list3_4163_crest_low1,crest,3.3253,1,37.5,5,,3,30,1,2,31,32,33,34,3200,11200,list3_4163_crest_low1
446,run2,3,14938,high3,list3_14938_rodeo_high3,rodeo,3.7452,3,25,5,,2,20,1,2,21,22,23,24,3250,11250,list3_14938_rodeo_high3
447,run2,3,7712,high1,list3_7712_groom_high1,groom,3.8939,1,38.5,5,,1,10,1,2,11,12,13,14,3350,11350,list3_7712_groom_high1
448,run2,3,13250,high1,list3_13250_plea_high1,plea,3.8359,1,9.67,4,,1,10,1,2,11,12,13,14,3400,11400,list3_13250_plea_high1
449,run2,3,4991,low3,list3_4991_diplomat_low3,diplomat,3.3332,3,33.86,8,,4,40,1,2,41,42,43,44,3200,11200,list3_4991_diplomat_low3
450,run2,3,3837,high3,list3_3837_convention_high3,convention,4.0912,3,159,10,,2,20,1,2,21,22,23,24,3450,11450,list3_3837_convention_high3
451,run2,3,11082,low1,list3_11082_mink_low1,mink,3.5706,1,31.33,4,,3,30,1,2,31,32,33,34,3450,11450,list3_11082_mink_low1
452,run2,3,10288,high3,list3_10288_lottery_high3,lottery,3.8297,3,108,7,,2,20,1,2,21,22,23,24,3300,11300,list3_10288_lottery_high3
453,run2,3,15754,low1,list3_15754_mold_low1,mold,3.634256823,1,23.67,4,"I feel like we'll be saying ""sham"" a lot in this study, so its frequency is going to be off...",3,30,1,2,31,32,33,34,3350,11350,list3_15754_sham_low1
454,run2,3,16593,low1,list3_16593_spleen_low1,spleen,3.4124,1,40.2,6,,3,30,1,2,31,32,33,34,3500,11500,list3_16593_spleen_low1
455,run2,3,8820,high3,list3_8820_impression_high3,impression,4.2682,3,98.78,10,,2,20,1,2,21,22,23,24,3250,11250,list3_8820_impression_high3
456,run2,3,868,low3,list3_868_attacker_low3,attacker,3.1611,3,44,8,,4,40,1,2,41,42,43,44,3200,11200,list3_868_attacker_low3
457,run2,3,7683,low1,list3_7683_grin_low1,grin,3.4348,1,17.33,4,,3,30,1,2,31,32,33,34,3300,11300,list3_7683_grin_low1
458,run2,3,7620,high1,list3_7620_grasp_high1,grasp,3.661,1,42,5,,1,10,1,2,11,12,13,14,3250,11250,list3_7620_grasp_high1
459,run2,3,289,low3,list3_289_allergy_low3,allergy,3.2314,3,27.83,7,,4,40,1,2,41,42,43,44,3300,11300,list3_289_allergy_low3
460,run2,3,17654,low3,list3_17654_temptation_low3,temptation,3.6283,3,134.44,10,,4,40,1,2,41,42,43,44,3500,11500,list3_17654_temptation_low3
461,run2,3,5440,low1,list3_5440_duct_low1,duct,3.4987,1,13,4,,3,30,1,2,31,32,33,34,3350,11350,list3_5440_duct_low1
462,run2,3,13943,low1,list3_13943_pun_low1,pun,3.2696,1,7.5,3,,3,30,1,2,31,32,33,34,3450,11450,list3_13943_pun_low1
463,run2,3,14545,low3,list3_14545_relevance_low3,relevance,3.2109,3,71.5,9,,4,40,1,2,41,42,43,44,3450,11450,list3_14545_relevance_low3
464,run2,3,4948,high1,list3_4948_dime_high1,dime,4.0814,1,15.67,4,,1,10,1,2,11,12,13,14,3250,11250,list3_4948_dime_high1
465,run2,3,1269,high3,list3_1269_basketball_high3,basketball,4.3301,3,11.56,10,,2,20,1,2,21,22,23,24,3200,11200,list3_1269_basketball_high3
466,run2,3,18165,low3,list3_18165_transition_low3,transition,3.496,3,126.89,10,,4,40,1,2,41,42,43,44,3300,11300,list3_18165_transition_low3
467,run2,3,14743,high3,list3_14743_reunion_high3,reunion,3.946,3,76.83,7,,2,20,1,2,21,22,23,24,3500,11500,list3_14743_reunion_high3
468,run2,3,4596,high3,list3_4596_decency_high3,decency,3.6666,3,49.67,7,,2,20,1,2,21,22,23,24,3350,11350,list3_4596_decency_high3
469,run2,3,2272,low1,list3_2272_bulk_low1,bulk,3.2831,1,18.67,4,,3,30,1,2,31,32,33,34,3300,11300,list3_2272_bulk_low1
470,run2,3,10902,high3,list3_10902_messenger_high3,messenger,3.9067,3,62.88,9,,2,20,1,2,21,22,23,24,3500,11500,list3_10902_messenger_high3
471,run2,3,1344,high1,list3_1344_beam_high1,beam,3.9412,1,34,4,,1,10,1,2,11,12,13,14,3400,11400,list3_1344_beam_high1
472,run2,3,7283,low3,list3_7283_genetics_low3,genetics,3.2509,3,67.29,8,,4,40,1,2,41,42,43,44,3300,11300,list3_7283_genetics_low3
473,run2,3,13086,high1,list3_13086_pinch_high1,pinch,3.7874,1,45.75,5,,1,10,1,2,11,12,13,14,3400,11400,list3_13086_pinch_high1
474,run2,3,8408,high3,list3_8408_holiday_high3,holiday,4.3281,3,35,7,,2,20,1,2,21,22,23,24,3250,11250,list3_8408_holiday_high3
475,run2,3,264,low3,list3_264_alias_low3,alias,3.612,3,21.25,5,,4,40,1,2,41,42,43,44,3350,11350,list3_264_alias_low3
476,run2,3,4456,high1,list3_4456_dam_high1,dam,3.7602,1,6,3,,1,10,1,2,11,12,13,14,3300,11300,list3_4456_dam_high1
477,run2,3,10519,high3,list3_10519_management_high3,management,4.0664,3,49.11,10,,2,20,1,2,21,22,23,24,3400,11400,list3_10519_management_high3
478,run2,3,1763,low1,list3_1763_blush_low1,blush,3.4286,1,30,5,,3,30,1,2,31,32,33,34,3450,11450,list3_1763_blush_low1
479,run2,3,2173,low1,list3_2173_bronze_low1,bronze,3.4502,1,35.4,6,,3,30,1,2,31,32,33,34,3300,11300,list3_2173_bronze_low1
480,run2,3,9716,low3,list3_9716_larceny_low3,larceny,3.3487,3,61.5,7,,4,40,1,2,41,42,43,44,3450,11450,list3_9716_larceny_low3
481,run3,3,9627,high1,list3_9627_lad_high1,lad,4.1593,1,10,3,,1,10,1,2,11,12,13,14,3250,11250,list3_9627_lad_high1
482,run3,3,14641,high3,list3_14641_republic_high3,republic,3.7497,3,58.29,8,,2,20,1,2,21,22,23,24,3200,11200,list3_14641_republic_high3
483,run3,3,4726,low1,list3_4726_dent_low1,dent,3.5495,1,24,4,,3,30,1,2,31,32,33,34,3500,11500,list3_4726_dent_low1
484,run3,3,14154,high1,list3_14154_rack_high1,rack,3.8917,1,32,4,,1,10,1,2,11,12,13,14,3500,11500,list3_14154_rack_high1
485,run3,3,13541,low3,list3_13541_poverty_low3,poverty,3.6382,3,47,7,,4,40,1,2,41,42,43,44,3300,11300,list3_13541_poverty_low3
486,run3,3,12241,low1,list3_12241_ounce_low1,ounce,3.6078,1,22.5,5,,3,30,1,2,31,32,33,34,3450,11450,list3_12241_ounce_low1
487,run3,3,6934,high1,list3_6934_frame_high1,frame,4.1492,1,35.75,5,,1,10,1,2,11,12,13,14,3400,11400,list3_6934_frame_high1
488,run3,3,3405,high1,list3_3405_club_high1,club,4.9942,1,11.33,4,,1,10,1,2,11,12,13,14,3450,11450,list3_3405_club_high1
489,run3,3,11076,high3,list3_11076_minister_high3,minister,4.2659,3,100.29,8,"move this or ""ministry"" to another list",2,20,1,2,21,22,23,24,3250,11250,list4_11076_minister_high3
490,run3,3,7189,low3,list3_7189_gardening_low3,gardening,3.3853,3,223.75,9,"move this or ""guardian"" to another list",4,40,1,2,41,42,43,44,3400,11400,list3_7189_gardening_low3
491,run3,3,19070,high1,list3_19070_craft_high1,craft,3.75423214,1,37.75,5,verb,1,10,1,2,11,12,13,14,3450,11450,list3_19070_warp_high1
492,run3,3,13477,high3,list3_13477_position_high3,position,4.8573,3,92.29,8,,2,20,1,2,21,22,23,24,3250,11250,list3_13477_position_high3
493,run3,3,13916,low1,list3_13916_puff_low1,puff,3.6498,1,11.33,4,,3,30,1,2,31,32,33,34,3350,11350,list3_13916_puff_low1
494,run3,3,19139,high1,list3_19139_wealth_high1,wealth,3.8037,1,36.8,6,,1,10,1,2,11,12,13,14,3300,11300,list3_19139_wealth_high1
495,run3,3,15276,high3,list3_15276_satellite_high3,satellite,4.1944,3,82.75,9,,2,20,1,2,21,22,23,24,3500,11500,list3_15276_satellite_high3
496,run3,3,12149,low3,list3_12149_optimist_low3,optimist,3.1895,3,50.29,8,,4,40,1,2,41,42,43,44,3500,11500,list3_12149_optimist_low3
497,run3,3,16149,low1,list3_16149_slab_low1,slab,3.2696,1,17,4,,3,30,1,2,31,32,33,34,3450,11450,list3_16149_slab_low1
498,run3,3,13528,low1,list3_13528_pouch_low1,pouch,3.2363,1,41.25,5,,3,30,1,2,31,32,33,34,3200,11200,list3_13528_pouch_low1
499,run3,3,933,high3,list3_933_autograph_high3,autograph,3.912,3,24.38,9,,2,20,1,2,21,22,23,24,3200,11200,list3_933_autograph_high3
500,run3,3,12923,low3,list3_12923_petition_low3,petition,3.6263,3,99.29,8,,4,40,1,2,41,42,43,44,3300,11300,list3_12923_petition_low3
501,run3,3,13282,high1,list3_13282_plug_high1,plug,4.0177,1,11.67,4,,1,10,1,2,11,12,13,14,3350,11350,list3_13282_plug_high1
502,run3,3,15251,low1,list3_15251_sap_low1,sap,3.5447,1,9,3,,3,30,1,2,31,32,33,34,3450,11450,list3_15251_sap_low1
503,run3,3,2583,high3,list3_2583_candidate_high3,candidate,3.9303,3,60.75,9,,2,20,1,2,21,22,23,24,3250,11250,list3_2583_candidate_high3
504,run3,3,16453,high1,list3_16453_soup_high1,soup,4.4011,1,16.33,4,,1,10,1,2,11,12,13,14,3500,11500,list3_16453_soup_high1
505,run3,3,11387,low3,list3_11387_mosquito_low3,mosquito,3.265,3,36,8,,4,40,1,2,41,42,43,44,3400,11400,list3_11387_mosquito_low3
506,run3,3,17297,low3,list3_17297_suspension_low3,suspension,3.6401,3,91.22,10,,4,40,1,2,41,42,43,44,3350,11350,list3_17297_suspension_low3
507,run3,3,11628,high3,list3_11628_narrator_high3,narrator,4.0161,3,61.29,8,,2,20,1,2,21,22,23,24,3350,11350,list3_11628_narrator_high3
508,run3,3,5520,high3,list3_5520_dynamite_high3,dynamite,4.0045,3,47.86,8,,2,20,1,2,21,22,23,24,3350,11350,list3_5520_dynamite_high3
509,run3,3,15157,low1,list3_15157_sage_low1,sage,3.2461,1,17,4,,3,30,1,2,31,32,33,34,3450,11450,list3_15157_sage_low1
510,run3,3,18167,low3,list3_18167_translator_low3,translator,3.3563,3,49.78,10,,4,40,1,2,41,42,43,44,3300,11300,list3_18167_translator_low3
511,run3,3,4480,low1,list3_4480_dane_low1,dane,3.4932,1,33.33,4,not an appropriate noun - only refers to a nationality,3,30,1,2,31,32,33,34,3300,11300,list3_4480_dane_low1
512,run3,3,3796,low3,list3_3796_consumer_low3,consumer,3.3212,3,86.29,8,,4,40,1,2,41,42,43,44,3250,11250,list3_3796_consumer_low3
513,run3,3,6504,low3,list3_6504_finale_low3,finale,3.3922,3,73.2,6,,4,40,1,2,41,42,43,44,3450,11450,list3_6504_finale_low3
514,run3,3,18556,high3,list3_18556_universe_high3,universe,4.4024,3,48.43,8,,2,20,1,2,21,22,23,24,3350,11350,list3_18556_universe_high3
515,run3,3,15333,low1,list3_15333_scalp_low1,scalp,3.5683,1,18.5,5,,3,30,1,2,31,32,33,34,3200,11200,list3_15333_scalp_low1
516,run3,3,17517,low1,list3_17517_tar_low1,tar,3.4987,1,8.5,3,,3,30,1,2,31,32,33,34,3300,11300,list3_17517_tar_low1
517,run3,3,1201,low3,list3_1201_barbershop_low3,barbershop,3.3293,3,31.78,10,,4,40,1,2,41,42,43,44,3500,11500,list3_1201_barbershop_low3
518,run3,3,15130,high1,list3_15130_sack_high1,sack,4.1114,1,30,4,,1,10,1,2,11,12,13,14,3250,11250,list3_15130_sack_high1
519,run3,3,6613,high1,list3_6613_flame_high1,flame,3.9565,1,36.25,5,,1,10,1,2,11,12,13,14,3400,11400,list3_6613_flame_high1
520,run3,3,3654,high3,list3_3654_company_high3,company,5.1674,3,61,7,,2,20,1,2,21,22,23,24,3250,11250,list3_3654_company_high3
521,run4,3,5796,high3,list3_5796_enemy_high3,enemy,4.6854,3,12,5,,2,20,1,2,21,22,23,24,3350,11350,list3_5796_enemy_high3
522,run4,3,11998,low3,list3_11998_observer_low3,observer,3.5683,3,69.14,8,,4,40,1,2,41,42,43,44,3500,11500,list3_11998_observer_low3
523,run4,3,14311,low1,list3_14311_rave_low1,rave,3.4058,1,20,4,,3,30,1,2,31,32,33,34,3500,11500,list3_14311_rave_low1
524,run4,3,11280,high1,list3_11280_monk_high1,monk,3.8682,1,24.33,4,,1,10,1,2,11,12,13,14,3500,11500,list3_11280_monk_high1
525,run4,3,7932,high1,list3_7932_hall_high1,hall,4.7151,1,37.67,4,,1,10,1,2,11,12,13,14,3200,11200,list3_7932_hall_high1
526,run4,3,16364,low3,list3_16364_sodium_low3,sodium,3.3956,3,25.8,6,,4,40,1,2,41,42,43,44,3450,11450,list3_16364_sodium_low3
527,run4,3,157,low3,list3_157_agony_low3,agony,3.5751,3,19,5,,4,40,1,2,41,42,43,44,3500,11500,list3_157_agony_low3
528,run4,3,3089,high1,list3_3089_chef_high1,chef,4.075,1,9.33,4,,1,10,1,2,11,12,13,14,3250,11250,list3_3089_chef_high1
529,run4,3,12994,high3,list3_12994_physician_high3,physician,3.7888,3,26.88,9,,2,20,1,2,21,22,23,24,3400,11400,list3_12994_physician_high3
530,run4,3,2841,low3,list3_2841_catering_low3,catering,3.4348,3,305.86,8,,4,40,1,2,41,42,43,44,3300,11300,list3_2841_catering_low3
531,run4,3,7416,low1,list3_7416_glitch_low1,glitch,3.3089,1,31.2,6,,3,30,1,2,31,32,33,34,3500,11500,list3_7416_glitch_low1
