numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
10805	36570	lawmaker	3	3	3	2	2	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	39.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
14593	48547	platypus	3	3	3	2	2	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	35.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
15000	49766	prediction	66	66	46	60	43	1.2941	1.8261	0.5484	1.6721	Noun	66	1	3.1179	3	136.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6437	21736	ensemble	57	57	48	49	43	1.1176	1.7634	0.57225	1.6902	Noun	57	1	3.0553	3	48	8	0	1	low	low3	4	40	1	2	41	42	43	44	
12354	41385	monarchy	34	34	24	31	23	0.66667	1.5441	0.28612	1.3979	Noun	34	1	2.8359	3	40.43	8	1	1	low	low3	4	40	1	2	41	42	43	44	
11461	38548	magnetics	2	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	67.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
14572	48511	plasterer	6	6	6	4	4	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	3	65.88	9	1	1	low	low3	4	40	1	2	41	42	43	44	
14824	49218	porcelain	80	80	68	75	63	1.5686	1.9085	0.81068	1.8388	Noun	80	1	3.2003	3	43	9	0	1	low	low3	4	40	1	2	41	42	43	44	
9751	32695	incitement	12	12	7	12	7	0.23529	1.1139	0.083453	0.90309	Noun	12	1	2.4058	3	71.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
7943	26812	gatherings	29	29	28	29	28	0.56863	1.4771	0.33381	1.4624	Noun	29	1	2.769	3	37.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
3087	9902	cask	6	6	4	6	4	0.11765	0.8451	0.047687	0.69897	Noun	6	1	2.1369	1	24	4	6	1	low	low1	3	30	1	2	31	32	33	34	
4452	14769	coverall	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	78.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
20042	68094	tuft	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	1	10.67	4	0	1	low	low1	3	30	1	2	31	32	33	34	
10056	34106	intuit	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	24.2	6	0	1	low	low3	4	40	1	2	41	42	43	44	
15526	51774	quilt	39	39	34	39	34	0.76471	1.6021	0.40534	1.5441	Noun	39	1	2.8939	1	25	5	5	1	low	low1	3	30	1	2	31	32	33	34	
4999	16425	dealership	66	66	58	65	57	1.2941	1.8261	0.69146	1.7709	Noun	66	1	3.1179	3	44.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6284	21090	elves	178	178	82	137	75	3.4902	2.2529	0.97759	1.9191	Noun	178	1	3.5447	1	73.5	5	1	1	low	low1	3	30	1	2	31	32	33	34	
15572	51928	racks	44	44	35	43	35	0.86275	1.6532	0.41726	1.5563	Noun	44	1	2.945	1	48.25	5	12	1	low	low1	3	30	1	2	31	32	33	34	
1704	5413	beers	548	548	382	475	372	10.7451	2.7396	4.5541	2.5832	Noun	548	1	4.0314	1	38.75	5	6	1	high	high1	1	10	1	2	11	12	13	14	
8747	29239	hames	2	2	1	2	1	0.039216	0.47712	0.011922	0.30103	Noun	2	1	1.769	1	75.75	5	7	1	low	low1	3	30	1	2	31	32	33	34	
4888	16050	daffodil	10	10	9	9	8	0.19608	1.0414	0.1073	1	Noun	10	1	2.3332	3	11.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
5488	18301	dinnertime	91	91	77	67	58	1.7843	1.9638	0.91798	1.8921	Noun	91	1	3.2556	3	79.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
17407	58854	shrift	4	4	3	4	3	0.078431	0.69897	0.035765	0.60206	Noun	4	1	1.9908	1	41	6	1	1	low	low1	3	30	1	2	31	32	33	34	
19633	66719	tomb	287	287	140	250	126	5.6275	2.4594	1.6691	2.1492	Noun	286	1	3.7512	1	17	4	5	1	high	high1	1	10	1	2	11	12	13	14	
6076	20404	dynamics	43	43	37	31	28	0.84314	1.6435	0.44111	1.5798	Noun	43	1	2.9353	3	24.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
