numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
7693	25996	fridge	502	502	392	499	390	9.8431	2.7016	4.6733	2.5944	Noun	502	1	3.9934	1	41.8	6	2	1	high	high1	1	10	1	2	11	12	13	14	
1793	5841	bestseller	35	35	29	35	29	0.68627	1.5563	0.34573	1.4771	Noun	35	1	2.8481	3	39.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8822	29435	harasser	3	3	3	1	1	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	82.86	8	1	1	low	low3	4	40	1	2	41	42	43	44	
2251	7376	botany	20	20	19	17	16	0.39216	1.3222	0.22651	1.301	Noun	20	1	2.6141	3	37.2	6	0	1	low	low3	4	40	1	2	41	42	43	44	
8472	28397	grievances	39	39	29	38	28	0.76471	1.6021	0.34573	1.4771	Noun	39	1	2.8939	3	60.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
13996	46717	patronage	19	19	17	18	16	0.37255	1.301	0.20267	1.2553	Noun	19	1	2.5929	3	48.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
65	238	absorption	18	18	17	16	15	0.35294	1.2788	0.20267	1.2553	Noun	18	1	2.5706	3	107.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
9686	32314	impatience	35	35	33	30	28	0.68627	1.5563	0.39342	1.5315	Noun	35	1	2.8481	3	54.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
18639	63494	successes	44	44	42	44	42	0.86275	1.6532	0.50072	1.6335	Noun	44	1	2.945	3	88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5122	16889	deflation	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	123.75	9	1	1	low	low3	4	40	1	2	41	42	43	44	
16120	54638	retina	37	37	29	33	27	0.72549	1.5798	0.34573	1.4771	Noun	37	1	2.8716	3	94.8	6	0	1	low	low3	4	40	1	2	41	42	43	44	
19611	66662	toiletries	11	11	11	8	8	0.21569	1.0792	0.13114	1.0792	Noun	11	1	2.371	3	72.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
5227	17335	depiction	16	16	15	16	15	0.31373	1.2304	0.17883	1.2041	Noun	16	1	2.5223	3	117.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
9657	32162	imbalance	54	54	49	53	48	1.0588	1.7404	0.58417	1.699	Noun	54	1	3.0322	3	48.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
12386	41478	monologue	58	58	37	57	36	1.1373	1.7709	0.44111	1.5798	Noun	58	1	3.0627	3	34.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3979	12722	combustion	64	64	45	63	45	1.2549	1.8129	0.53648	1.6628	Noun	64	1	3.1047	3	138.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
11413	38361	lynx	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	1	4	0	1	low	low1	3	30	1	2	31	32	33	34	
15971	53865	remoteness	4	4	4	3	3	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	70.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6755	22931	expenses	393	393	316	381	307	7.7059	2.5955	3.7673	2.5011	Noun	393	1	3.8873	3	109.57	8	1	1	high	high3	2	20	1	2	21	22	23	24	
6574	22241	eskimos	41	41	28	0	0	0.80392	1.6232	0.33381	1.4624	Noun	42	1	2.9151	3	6.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
152	589	activist	50	50	40	47	37	0.98039	1.7076	0.47687	1.6128	Noun	50	1	2.9994	3	48	8	1	1	low	low3	4	40	1	2	41	42	43	44	
9106	30283	hermitage	11	11	7	6	4	0.21569	1.0792	0.083453	0.90309	Noun	11	1	2.371	3	43.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
16685	56558	satire	33	33	22	31	22	0.64706	1.5315	0.26228	1.3617	Noun	33	1	2.8233	3	47.4	6	0	1	low	low3	4	40	1	2	41	42	43	44	
8858	29549	harnesses	10	10	9	10	9	0.19608	1.0414	0.1073	1	Noun	10	1	2.3332	3	99.25	9	1	1	low	low3	4	40	1	2	41	42	43	44	
608	1945	amnesty	68	68	46	38	26	1.3333	1.8388	0.5484	1.6721	Noun	68	1	3.1307	3	25.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
11432	38431	machinists	4	4	2	4	2	0.078431	0.69897	0.023844	0.47712	Noun	4	1	1.9908	3	38.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
12154	40702	mines	316	316	192	295	179	6.1961	2.5011	2.289	2.2856	Noun	321	1	3.7929	1	92.25	5	19	1	high	high1	1	10	1	2	11	12	13	14	
8358	28049	graduates	99	99	83	96	82	1.9412	2	0.98951	1.9243	Noun	99	1	3.2918	3	113.13	9	1	1	low	low3	4	40	1	2	41	42	43	44	
4982	16357	daze	28	28	25	22	19	0.54902	1.4624	0.29804	1.415	Noun	28	1	2.7542	1	12.67	4	10	1	low	low1	3	30	1	2	31	32	33	34	
10707	36287	landowner	19	19	16	19	16	0.37255	1.301	0.19075	1.2304	Noun	19	1	2.5929	3	48.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3496	11110	chimpanzee	62	62	39	61	38	1.2157	1.7993	0.46495	1.6021	Noun	62	1	3.0912	3	22.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8801	29366	handymen	5	5	4	4	4	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	3	49	8	1	1	low	low3	4	40	1	2	41	42	43	44	
6779	23054	expresso	5	5	4	5	4	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	3	21.43	8	1	1	low	low3	4	40	1	2	41	42	43	44	
11000	37130	libyans	8	8	4	0	0	0.15686	0.95424	0.047687	0.69897	Noun	8	1	2.2461	3	36.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	
15976	53877	remover	33	33	28	32	27	0.64706	1.5315	0.33381	1.4624	Noun	33	1	2.8233	3	103	7	4	1	low	low3	4	40	1	2	41	42	43	44	
16005	54016	repayment	12	12	11	11	10	0.23529	1.1139	0.13114	1.0792	Noun	12	1	2.4058	3	75.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10476	35605	kilobyte	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	28.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
1188	3819	audibles	3	3	2	3	2	0.058824	0.60206	0.023844	0.47712	Noun	3	1	1.8939	3	101.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
4219	13980	controller	66	66	47	65	46	1.2941	1.8261	0.56032	1.6812	Noun	66	1	3.1179	3	75.44	10	1	1	low	low3	4	40	1	2	41	42	43	44	
11332	38098	loyalists	5	5	4	4	3	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	3	39.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
