numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
7397	25039	flume	8	8	3	6	3	0.15686	0.95424	0.035765	0.60206	Noun	7	1	2.2461	1	27.75	5	4	1	low	low1	3	30	1	2	31	32	33	34	
7472	25257	fools	681	681	509	601	467	13.3529	2.8338	6.0682	2.7076	Noun	681	1	4.1256	1	44.75	5	7	1	high	high1	1	10	1	2	11	12	13	14	
7591	25613	fortresses	11	11	9	7	6	0.21569	1.0792	0.1073	1	Noun	11	1	2.371	3	75.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
205	735	adjective	25	25	21	23	20	0.4902	1.415	0.25036	1.3424	Noun	25	1	2.7068	3	74.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
11532	38739	males	134	134	113	123	106	2.6275	2.1303	1.3472	2.0569	Noun	134	1	3.4222	1	87	5	15	1	low	low1	3	30	1	2	31	32	33	34	
2147	7057	bombardier	35	35	12	22	11	0.68627	1.5563	0.14306	1.1139	Noun	35	1	2.8481	3	38.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
15953	53764	reluctance	46	46	43	45	42	0.90196	1.6721	0.51264	1.6435	Noun	46	1	2.9639	3	60.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8354	28040	grades	451	451	306	439	300	8.8431	2.6551	3.6481	2.4871	Noun	451	1	3.947	1	131.2	6	8	1	high	high1	1	10	1	2	11	12	13	14	
15592	51993	radishes	24	24	17	22	16	0.47059	1.3979	0.20267	1.2553	Noun	24	1	2.6898	3	109	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10406	35371	kayaker	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	72.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
1265	4080	avoidance	26	26	24	21	19	0.5098	1.4314	0.28612	1.3979	Noun	26	1	2.7232	3	32.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
2414	7904	brigadier	52	52	27	21	10	1.0196	1.7243	0.32189	1.4472	Noun	52	1	3.0161	3	56.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
16134	54703	retriever	38	38	28	30	24	0.7451	1.5911	0.33381	1.4624	Noun	38	1	2.8829	3	72.38	9	1	1	low	low3	4	40	1	2	41	42	43	44	
6375	21422	enclosure	20	20	17	19	16	0.39216	1.3222	0.20267	1.2553	Noun	20	1	2.6141	3	34.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
6056	20340	dusk	61	61	49	52	46	1.1961	1.7924	0.58417	1.699	Noun	61	1	3.0842	1	20	4	8	1	low	low1	3	30	1	2	31	32	33	34	
665	2133	ancestry	24	24	22	24	22	0.47059	1.3979	0.26228	1.3617	Noun	24	1	2.6898	3	44.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
6954	23627	fastener	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	96.29	8	1	1	low	low3	4	40	1	2	41	42	43	44	
11244	37819	londoner	6	6	3	2	1	0.11765	0.8451	0.035765	0.60206	Noun	6	1	2.1369	3	80	8	0	1	low	low3	4	40	1	2	41	42	43	44	
17476	59067	sienna	9	9	9	6	6	0.17647	1	0.1073	1	Noun	9	1	2.2918	3	22	6	0	1	low	low3	4	40	1	2	41	42	43	44	
11736	39399	masterwork	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	41.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
1089	3449	assemblers	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	38.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
