numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
5142	16979	deity	28	28	22	26	22	0.54902	1.4624	0.26228	1.3617	Noun	28	1	2.7542	3	33.25	5	0	1	low	low3	4	40	1	2	41	42	43	44	
13594	45505	overlord	21	21	10	3	3	0.41176	1.3424	0.11922	1.0414	Noun	21	1	2.6343	3	46	8	1	1	low	low3	4	40	1	2	41	42	43	44	
1502	4761	baptism	61	61	36	55	31	1.1961	1.7924	0.42918	1.5682	Noun	61	1	3.0842	3	70.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
3022	9736	carotene	7	7	2	7	2	0.13725	0.90309	0.023844	0.47712	Noun	7	1	2.1949	3	71.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
19652	66765	tongues	157	157	141	154	138	3.0784	2.1987	1.681	2.1523	Noun	157	1	3.4905	1	117.17	7	0	1	low	low1	3	30	1	2	31	32	33	34	
9799	32990	induction	37	37	35	34	32	0.72549	1.5798	0.41726	1.5563	Noun	37	1	2.8716	3	117.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
6000	20177	duelist	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	64.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	
10537	35739	kite	117	117	76	113	72	2.2941	2.0719	0.90606	1.8865	Noun	117	1	3.3637	1	19.67	4	6	1	low	low1	3	30	1	2	31	32	33	34	
12757	42640	nationals	88	88	53	64	44	1.7255	1.9494	0.63186	1.7324	Noun	89	1	3.2412	3	39.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
16091	54510	restorer	11	11	8	10	7	0.21569	1.0792	0.095374	0.95424	Noun	11	1	2.371	3	122.57	8	2	1	low	low3	4	40	1	2	41	42	43	44	
15065	50109	prevalence	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	56.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
12175	40765	ministries	8	8	6	6	5	0.15686	0.95424	0.071531	0.8451	Noun	8	1	2.2461	3	82	10	0	1	low	low3	4	40	1	2	41	42	43	44	
16145	54761	rev	207	207	64	19	19	4.0588	2.3181	0.76299	1.8129	Noun	151	1	3.6099	3	3	3	4	1	low	low3	4	40	1	2	41	42	43	44	
7683	25962	freshener	20	20	18	20	18	0.39216	1.3222	0.21459	1.2788	Noun	20	1	2.6141	3	61	9	1	1	low	low3	4	40	1	2	41	42	43	44	
19149	65213	teal	26	26	14	15	10	0.5098	1.4314	0.16691	1.1761	Noun	26	1	2.7232	1	32.67	4	15	1	low	low1	3	30	1	2	31	32	33	34	
2719	8873	cabinets	61	61	55	61	55	1.1961	1.7924	0.6557	1.7482	Noun	61	1	3.0842	3	75	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10863	36755	lecturer	41	41	31	37	27	0.80392	1.6232	0.36958	1.5051	Noun	41	1	2.9151	3	87.43	8	2	1	low	low3	4	40	1	2	41	42	43	44	
7046	23975	ferryboats	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	37	10	0	1	low	low3	4	40	1	2	41	42	43	44	
1842	5996	bier	2	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	1	15	4	3	1	low	low1	3	30	1	2	31	32	33	34	
15986	53919	renewal	49	49	37	47	35	0.96078	1.699	0.44111	1.5798	Noun	49	1	2.9908	3	71.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
8184	27528	globe	266	266	208	200	166	5.2157	2.4265	2.4797	2.3201	Noun	267	1	3.7183	1	22.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	
10878	36793	leftovers	127	127	110	119	103	2.4902	2.1072	1.3114	2.0453	Noun	127	1	3.399	3	53.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
6863	23328	fad	39	39	36	39	36	0.76471	1.6021	0.42918	1.5682	Noun	39	1	2.8939	1	8.5	3	16	1	low	low1	3	30	1	2	31	32	33	34	
13924	46549	passageway	60	60	48	60	48	1.1765	1.7853	0.57225	1.6902	Noun	60	1	3.0772	3	13.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
15520	51765	quietness	6	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	3	60.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
20104	68240	turnover	30	30	25	25	20	0.58824	1.4914	0.29804	1.415	Noun	30	1	2.7832	3	49.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
2411	7900	brig	155	155	60	88	57	3.0392	2.1931	0.71531	1.7853	Noun	155	1	3.485	1	10	4	3	1	low	low1	3	30	1	2	31	32	33	34	
12816	42840	needlework	14	14	13	9	9	0.27451	1.1761	0.15498	1.1461	Noun	14	1	2.4679	3	18.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
12066	40472	midseason	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	2	1	1.8939	3	41.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
6096	20449	eagerness	13	13	12	13	12	0.2549	1.1461	0.14306	1.1139	Noun	13	1	2.438	3	77.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
174	647	adapter	11	11	7	11	7	0.21569	1.0792	0.083453	0.90309	Noun	11	1	2.371	3	105	7	1	1	low	low3	4	40	1	2	41	42	43	44	
11154	37589	livery	65	65	35	61	32	1.2745	1.8195	0.41726	1.5563	Noun	65	1	3.1114	3	54.6	6	2	1	low	low3	4	40	1	2	41	42	43	44	
5301	17676	detachment	65	65	49	54	41	1.2745	1.8195	0.58417	1.699	Noun	65	1	3.1114	3	53.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
7329	24783	fleets	18	18	13	17	12	0.35294	1.2788	0.15498	1.1461	Noun	19	1	2.5706	1	58.4	6	0	1	low	low1	3	30	1	2	31	32	33	34	
16054	54293	researcher	38	38	33	36	33	0.7451	1.5911	0.39342	1.5315	Noun	38	1	2.8829	3	51.22	10	2	1	low	low3	4	40	1	2	41	42	43	44	
6744	22870	exotics	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	57.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	
16978	57475	seasonings	6	6	6	5	5	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	3	28.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
18316	62232	stead	54	54	44	44	40	1.0588	1.7404	0.52456	1.6532	Noun	55	1	3.0322	1	37.25	5	4	1	low	low1	3	30	1	2	31	32	33	34	
16530	56086	sacs	12	12	11	11	10	0.23529	1.1139	0.13114	1.0792	Noun	12	1	2.4058	1	17	4	6	1	low	low1	3	30	1	2	31	32	33	34	
