numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
20683	71397	violas	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	17.6	6	1	1	low	low3	4	40	1	2	41	42	43	44	
3212	10231	ceasefire	15	15	11	12	8	0.29412	1.2041	0.13114	1.0792	Noun	15	1	2.496	3	33.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
12478	41752	mosaics	10	10	5	9	5	0.19608	1.0414	0.059609	0.77815	Noun	10	1	2.3332	3	27.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	
3779	12124	clubhouses	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	49.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
17374	58759	shots	1447	1447	951	1357	913	28.3725	3.1608	11.3376	2.9786	Noun	1448	1	4.4526	1	61.75	5	7	1	high	high1	1	10	1	2	11	12	13	14	
9864	33248	infuses	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	115.67	7	1	1	low	low3	4	40	1	2	41	42	43	44	
12042	40414	microscope	129	129	103	126	100	2.5294	2.1139	1.2279	2.017	Noun	129	1	3.4058	3	18.44	10	1	1	low	low3	4	40	1	2	41	42	43	44	
3734	11968	clinician	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	37.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
11341	38120	lubricant	35	35	27	34	27	0.68627	1.5563	0.32189	1.4472	Noun	35	1	2.8481	3	49.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
7220	24472	fishery	11	11	7	10	6	0.21569	1.0792	0.083453	0.90309	Noun	11	1	2.371	3	95	7	1	1	low	low3	4	40	1	2	41	42	43	44	
