numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
7364	24917	floodwater	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	55.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
9741	32658	inception	21	21	17	18	17	0.41176	1.3424	0.20267	1.2553	Noun	21	1	2.6343	3	116.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
9173	30508	hilt	28	28	27	28	27	0.54902	1.4624	0.32189	1.4472	Noun	28	1	2.7542	1	24	4	9	1	low	low1	3	30	1	2	31	32	33	34	
17837	60549	socialites	5	5	4	5	4	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	3	72.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6371	21402	enchanter	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	81.38	9	1	1	low	low3	4	40	1	2	41	42	43	44	
13795	46174	papering	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	296.57	8	2	1	low	low3	4	40	1	2	41	42	43	44	
185	678	additions	11	11	10	11	10	0.21569	1.0792	0.11922	1.0414	Noun	11	1	2.371	3	60.88	9	1	1	low	low3	4	40	1	2	41	42	43	44	
16476	55928	rungs	6	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	1	27	5	2	1	low	low1	3	30	1	2	31	32	33	34	
10023	33903	internist	14	14	13	13	12	0.27451	1.1761	0.15498	1.1461	Noun	14	1	2.4679	3	98.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3195	10182	caveats	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	70.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	
16339	55504	romantics	12	12	10	10	9	0.23529	1.1139	0.11922	1.0414	Noun	12	1	2.4058	3	74.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10190	34584	jain	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	21	4	9	1	low	low1	3	30	1	2	31	32	33	34	
8788	29335	handover	4	4	3	3	2	0.078431	0.69897	0.035765	0.60206	Noun	4	1	1.9908	3	69.57	8	1	1	low	low3	4	40	1	2	41	42	43	44	
3670	11756	clarinet	80	80	36	73	36	1.5686	1.9085	0.42918	1.5682	Noun	80	1	3.2003	3	76.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
8247	27718	goddesses	28	28	21	24	17	0.54902	1.4624	0.25036	1.3424	Noun	28	1	2.7542	3	79.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
20061	68138	tums	16	16	12	0	0	0.31373	1.2304	0.14306	1.1139	Noun	16	1	2.5223	1	15.33	4	8	1	low	low1	3	30	1	2	31	32	33	34	
4500	14894	cracks	251	251	214	235	203	4.9216	2.4014	2.5513	2.3324	Noun	250	1	3.6932	1	60	6	3	1	high	high1	1	10	1	2	11	12	13	14	
15684	52288	rarity	20	20	19	20	19	0.39216	1.3222	0.22651	1.301	Noun	20	1	2.6141	3	76.2	6	1	1	low	low3	4	40	1	2	41	42	43	44	
7536	25416	forerunner	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	51	10	0	1	low	low3	4	40	1	2	41	42	43	44	
9203	30633	hive	50	50	34	50	34	0.98039	1.7076	0.40534	1.5441	Noun	50	1	2.9994	1	13.67	4	10	1	low	low1	3	30	1	2	31	32	33	34	
4122	13374	confidant	31	31	28	30	28	0.60784	1.5051	0.33381	1.4624	Noun	31	1	2.797	3	78.88	9	1	1	low	low3	4	40	1	2	41	42	43	44	
9327	31070	hops	46	46	46	44	44	0.90196	1.6721	0.5484	1.6721	Noun	46	1	2.9639	1	22.33	4	9	1	low	low1	3	30	1	2	31	32	33	34	
19803	67193	tragedies	50	50	46	49	45	0.98039	1.7076	0.5484	1.6721	Noun	51	1	2.9994	3	90.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
6709	22722	excursion	34	34	34	31	31	0.66667	1.5441	0.40534	1.5441	Noun	34	1	2.8359	3	75.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
15378	51285	punts	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	49.75	5	7	1	low	low1	3	30	1	2	31	32	33	34	
2983	9610	cards	2449	2449	1353	2381	1319	48.0196	3.3892	16.1302	3.1316	Noun	2447	1	4.681	1	50.5	5	6	1	high	high1	1	10	1	2	11	12	13	14	
17511	59176	silliness	21	21	19	20	18	0.41176	1.3424	0.22651	1.301	Noun	21	1	2.6343	3	86.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
19315	65718	tetanus	71	71	62	64	56	1.3922	1.8573	0.73915	1.7993	Noun	70	1	3.1492	3	40	7	0	1	low	low3	4	40	1	2	41	42	43	44	
11974	40170	messages	948	948	688	930	675	18.5882	2.9773	8.2022	2.8382	Noun	948	1	4.2691	3	99.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	
13549	45207	outrages	6	6	4	5	4	0.11765	0.8451	0.047687	0.69897	Noun	6	1	2.1369	3	102.86	8	1	1	low	low3	4	40	1	2	41	42	43	44	
20766	71621	volcanos	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	2	1	1.8939	3	22.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
11195	37697	locator	48	48	33	46	33	0.94118	1.6902	0.39342	1.5315	Noun	48	1	2.982	3	33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
4931	16215	daredevils	5	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Noun	5	1	2.07	3	22.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8832	29478	hardliner	3	3	1	3	1	0.058824	0.60206	0.011922	0.30103	Noun	3	1	1.8939	3	70.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
242	879	adulthood	37	37	33	37	33	0.72549	1.5798	0.39342	1.5315	Noun	36	1	2.8716	3	18.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
7464	25232	font	48	48	34	46	33	0.94118	1.6902	0.40534	1.5441	Noun	48	1	2.982	1	25.33	4	4	1	low	low1	3	30	1	2	31	32	33	34	
10363	35196	junipers	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	75.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
20323	70362	upbringing	59	59	56	59	56	1.1569	1.7782	0.66762	1.7559	Noun	59	1	3.07	3	125.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
1748	5611	bellyache	15	15	14	15	14	0.29412	1.2041	0.16691	1.1761	Noun	15	1	2.496	3	25.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
