numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
19270	65585	tequila	299	299	207	213	160	5.8627	2.4771	2.4678	2.3181	Noun	300	1	3.769	3	23.83	7	0	1	high	high3	2	20	1	2	21	22	23	24	
20415	70637	vacancies	38	38	32	38	32	0.7451	1.5911	0.3815	1.5185	Noun	38	1	2.8829	3	78.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3895	12431	cohesion	5	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Noun	5	1	2.07	3	78	8	0	1	low	low3	4	40	1	2	41	42	43	44	
1037	3290	artistry	24	24	22	24	22	0.47059	1.3979	0.26228	1.3617	Noun	24	1	2.6898	3	49.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10535	35734	kitchener	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	50.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5742	19449	dominion	58	58	38	35	30	1.1373	1.7709	0.45303	1.5911	Noun	58	1	3.0627	3	71.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
6922	23520	fantasies	255	255	210	250	208	5	2.4082	2.5036	2.3243	Noun	253	1	3.7001	3	98.5	9	0	1	high	high3	2	20	1	2	21	22	23	24	
4229	14048	converter	11	11	10	9	8	0.21569	1.0792	0.11922	1.0414	Noun	11	1	2.371	3	120.25	9	1	1	low	low3	4	40	1	2	41	42	43	44	
21381	73719	wrongdoer	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	32.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3053	9815	cartilage	37	37	31	36	30	0.72549	1.5798	0.36958	1.5051	Noun	37	1	2.8716	3	58.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3784	12146	clumsiness	15	15	13	15	13	0.29412	1.2041	0.15498	1.1461	Noun	15	1	2.496	3	44.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6038	20274	dunes	45	45	26	27	18	0.88235	1.6628	0.30997	1.4314	Noun	45	1	2.9546	1	80.5	5	6	1	low	low1	3	30	1	2	31	32	33	34	
3804	12213	coasts	18	18	16	18	16	0.35294	1.2788	0.19075	1.2304	Noun	20	1	2.5706	1	69.6	6	3	1	low	low1	3	30	1	2	31	32	33	34	
954	3051	argonaut	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	16.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
12288	41215	moderates	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	138.5	9	1	1	low	low3	4	40	1	2	41	42	43	44	
9086	30216	heraldry	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	47.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
8176	27495	glint	16	16	15	13	13	0.31373	1.2304	0.17883	1.2041	Noun	16	1	2.5223	1	42.25	5	1	1	low	low1	3	30	1	2	31	32	33	34	
11148	37567	liturgy	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	25.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	
19925	67709	tricycle	27	27	17	26	17	0.52941	1.4472	0.20267	1.2553	Noun	26	1	2.739	3	43.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
9439	31389	hues	9	9	9	7	7	0.17647	1	0.1073	1	Noun	9	1	2.2918	1	18.33	4	6	1	low	low1	3	30	1	2	31	32	33	34	
5070	16649	decoders	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	99.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
12606	42128	multiples	15	15	13	14	12	0.29412	1.2041	0.15498	1.1461	Noun	15	1	2.496	3	70.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
18735	63781	suns	48	48	31	34	25	0.94118	1.6902	0.36958	1.5051	Noun	49	1	2.982	1	26.33	4	14	1	low	low1	3	30	1	2	31	32	33	34	
13776	46137	pantomime	17	17	15	16	14	0.33333	1.2553	0.17883	1.2041	Noun	17	1	2.5471	3	37.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5732	19425	domestics	3	3	3	2	2	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	81.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
20471	70810	vans	53	53	47	48	43	1.0392	1.7324	0.56032	1.6812	Noun	53	1	3.0242	1	30.33	4	9	1	low	low1	3	30	1	2	31	32	33	34	
12706	42426	mysteries	165	165	148	151	138	3.2353	2.2201	1.7644	2.1732	Noun	164	1	3.5119	3	129.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
16784	56871	sceneries	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	115.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
19140	65179	taxpayer	29	29	28	27	27	0.56863	1.4771	0.33381	1.4624	Noun	29	1	2.769	3	33.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
11900	39919	memento	65	65	53	60	52	1.2745	1.8195	0.63186	1.7324	Noun	65	1	3.1114	3	28.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
14225	47536	perusal	5	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Noun	5	1	2.07	3	47.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
679	2177	anecdote	55	55	41	55	41	1.0784	1.7482	0.48879	1.6232	Noun	55	1	3.04	3	30.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
2182	7180	bookcases	4	4	4	3	3	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	68.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10123	34377	irritant	6	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	3	54	8	0	1	low	low3	4	40	1	2	41	42	43	44	
16285	55283	rivalry	54	54	49	54	49	1.0588	1.7404	0.58417	1.699	Noun	54	1	3.0322	3	31.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	
12162	40730	minibus	28	28	7	28	7	0.54902	1.4624	0.083453	0.90309	Noun	28	1	2.7542	3	40	7	0	1	low	low3	4	40	1	2	41	42	43	44	
15606	52036	rags	161	161	126	151	119	3.1569	2.2095	1.5021	2.1038	Noun	161	1	3.5013	1	27.33	4	16	1	low	low1	3	30	1	2	31	32	33	34	
14390	48047	piggyback	55	55	42	43	33	1.0784	1.7482	0.50072	1.6335	Noun	55	1	3.04	3	15.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10591	35905	koalas	4	4	2	3	2	0.078431	0.69897	0.023844	0.47712	Noun	4	1	1.9908	3	18	6	0	1	low	low3	4	40	1	2	41	42	43	44	
13022	43476	nominee	40	40	22	40	22	0.78431	1.6128	0.26228	1.3617	Noun	40	1	2.9046	3	44.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	
