numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
4457	14781	coverups	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	65	8	0	1	low	low3	4	40	1	2	41	42	43	44	
18190	61782	squalls	3	3	3	2	2	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	1	33.17	7	0	1	low	low1	3	30	1	2	31	32	33	34	
11416	38371	lyricist	9	9	3	9	3	0.17647	1	0.035765	0.60206	Noun	9	1	2.2918	3	55.14	8	1	1	low	low3	4	40	1	2	41	42	43	44	
2241	7337	borrower	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	63.71	8	1	1	low	low3	4	40	1	2	41	42	43	44	
17550	59330	sinuses	42	42	34	41	34	0.82353	1.6335	0.40534	1.5441	Noun	41	1	2.9253	3	120.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
13221	44213	occident	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	43.57	8	1	1	low	low3	4	40	1	2	41	42	43	44	
4169	13682	consonants	11	11	10	11	10	0.21569	1.0792	0.11922	1.0414	Noun	11	1	2.371	3	85.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
4434	14731	courtesies	10	10	10	10	10	0.19608	1.0414	0.11922	1.0414	Noun	10	1	2.3332	3	105	10	0	1	low	low3	4	40	1	2	41	42	43	44	
12275	41181	moccasin	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	22.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
11336	38103	lozenges	8	8	4	8	4	0.15686	0.95424	0.047687	0.69897	Noun	8	1	2.2461	3	95.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
4550	15089	creditor	7	7	7	6	6	0.13725	0.90309	0.083453	0.90309	Noun	7	1	2.1949	3	49.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
11357	38199	lumberyard	9	9	9	9	9	0.17647	1	0.1073	1	Noun	9	1	2.2918	3	23.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8587	28783	guitarist	36	36	24	36	24	0.70588	1.5682	0.28612	1.3979	Noun	36	1	2.86	3	67.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
2586	8441	bumblebees	2	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	47.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
4028	12920	commuter	30	30	28	30	28	0.58824	1.4914	0.33381	1.4624	Noun	30	1	2.7832	3	102.57	8	2	1	low	low3	4	40	1	2	41	42	43	44	
8871	29599	harvester	11	11	5	5	2	0.21569	1.0792	0.059609	0.77815	Noun	11	1	2.371	3	91.25	9	1	1	low	low3	4	40	1	2	41	42	43	44	
7200	24427	firewood	77	77	65	72	62	1.5098	1.8921	0.77492	1.8195	Noun	77	1	3.1839	3	35.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
9611	32006	idleness	8	8	7	7	7	0.15686	0.95424	0.083453	0.90309	Noun	8	1	2.2461	3	83	8	0	1	low	low3	4	40	1	2	41	42	43	44	
17937	60866	sorcery	33	33	22	30	21	0.64706	1.5315	0.26228	1.3617	Noun	33	1	2.8233	3	100.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	
20209	68579	umpire	54	54	30	44	26	1.0588	1.7404	0.35765	1.4914	Noun	54	1	3.0322	3	22.8	6	1	1	low	low3	4	40	1	2	41	42	43	44	
14996	49743	predation	7	7	7	6	6	0.13725	0.90309	0.083453	0.90309	Noun	7	1	2.1949	3	123.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10328	35095	jubilee	41	41	23	15	13	0.80392	1.6232	0.2742	1.3802	Noun	41	1	2.9151	3	61.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
16171	54856	revival	60	60	47	50	40	1.1765	1.7853	0.56032	1.6812	Noun	60	1	3.0772	3	62	7	0	1	low	low3	4	40	1	2	41	42	43	44	
19878	67573	trees	1565	1565	973	1492	945	30.6863	3.1948	11.5999	2.9886	Noun	1565	1	4.4866	1	87.75	5	4	1	high	high1	1	10	1	2	11	12	13	14	
9684	32310	impassion	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	73.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
13736	46042	pals	300	300	241	286	232	5.8824	2.4786	2.8732	2.3838	Noun	299	1	3.7704	1	25.67	4	10	1	high	high1	1	10	1	2	11	12	13	14	
9769	32818	incumbents	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	61.33	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8881	29648	hatchery	7	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Noun	7	1	2.1949	3	78	8	0	1	low	low3	4	40	1	2	41	42	43	44	
14971	49654	prayer	805	805	564	752	537	15.7843	2.9063	6.7239	2.752	Noun	805	1	4.1982	1	112.8	6	2	1	high	high1	1	10	1	2	11	12	13	14	
877	2763	appliance	41	41	34	39	32	0.80392	1.6232	0.40534	1.5441	Noun	41	1	2.9151	3	48.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
15833	53144	reds	119	119	69	45	36	2.3333	2.0792	0.8226	1.8451	Noun	119	1	3.371	1	12.67	4	3	1	low	low1	3	30	1	2	31	32	33	34	
2695	8829	byte	6	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	1	9.33	4	2	1	low	low1	3	30	1	2	31	32	33	34	
5634	19083	distresses	5	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Noun	5	1	2.07	3	94.33	10	2	1	low	low3	4	40	1	2	41	42	43	44	
5044	16552	decathlon	20	20	6	17	6	0.39216	1.3222	0.071531	0.8451	Noun	20	1	2.6141	3	55.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
18250	62039	stamina	81	81	72	78	69	1.5882	1.9138	0.85837	1.8633	Noun	81	1	3.2056	3	173.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
15813	52998	rectangle	11	11	9	10	8	0.21569	1.0792	0.1073	1	Noun	11	1	2.371	3	73	9	0	1	low	low3	4	40	1	2	41	42	43	44	
9802	32997	indulgence	49	49	45	49	45	0.96078	1.699	0.53648	1.6628	Noun	49	1	2.9908	3	61.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
12061	40463	midmorning	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	131.33	10	0	1	low	low3	4	40	1	2	41	42	43	44	
13229	44228	occupant	41	41	21	35	16	0.80392	1.6232	0.25036	1.3424	Noun	41	1	2.9151	3	34.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
5543	18515	disclaimer	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	48.89	10	1	1	low	low3	4	40	1	2	41	42	43	44	
