numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
16793	56893	scheduler	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	40.63	9	2	1	low	low3	4	40	1	2	41	42	43	44	
18600	63339	submission	55	55	47	52	46	1.0784	1.7482	0.56032	1.6812	Noun	55	1	3.04	3	88.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
14359	47952	picketers	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	60.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
4270	14207	cops	4290	4290	1694	3873	1603	84.1176	3.6326	20.1955	3.2292	Noun	4291	1	4.9244	1	26.67	4	15	1	high	high1	1	10	1	2	11	12	13	14	
21356	73644	wreath	54	54	42	52	42	1.0588	1.7404	0.50072	1.6335	Noun	54	1	3.0322	1	39.2	6	1	1	low	low1	3	30	1	2	31	32	33	34	
2172	7149	bonuses	36	36	31	34	29	0.70588	1.5682	0.36958	1.5051	Noun	36	1	2.86	3	124.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	
5489	18302	dinnerware	7	7	6	7	6	0.13725	0.90309	0.071531	0.8451	Noun	7	1	2.1949	3	36.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
2770	8989	cakes	291	291	192	268	182	5.7059	2.4654	2.289	2.2856	Noun	286	1	3.7572	1	83.5	5	15	1	high	high1	1	10	1	2	11	12	13	14	
18363	62438	stews	7	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Noun	7	1	2.1949	1	28.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	
8351	28033	gradation	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	114.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
15058	50082	pretenses	42	42	39	41	38	0.82353	1.6335	0.46495	1.6021	Noun	42	1	2.9253	3	106.5	9	1	1	low	low3	4	40	1	2	41	42	43	44	
12594	42071	mulch	22	22	15	21	15	0.43137	1.3617	0.17883	1.2041	Noun	22	1	2.6536	1	29.25	5	2	1	low	low1	3	30	1	2	31	32	33	34	
9816	33083	infamy	22	22	20	22	20	0.43137	1.3617	0.23844	1.3222	Noun	22	1	2.6536	3	20.4	6	0	1	low	low3	4	40	1	2	41	42	43	44	
3029	9753	carpentry	23	23	22	19	19	0.45098	1.3802	0.26228	1.3617	Noun	22	1	2.672	3	65.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
4728	15622	cucumber	101	101	72	97	71	1.9804	2.0086	0.85837	1.8633	Noun	101	1	3.3004	3	37	8	0	1	low	low3	4	40	1	2	41	42	43	44	
