numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
13552	45223	outs	99	99	68	98	67	1.9412	2	0.81068	1.8388	Noun	99	1	3.2918	1	21	4	8	1	low	low1	3	30	1	2	31	32	33	34	
14721	48931	policies	157	157	118	153	116	3.0784	2.1987	1.4068	2.0755	Noun	156	1	3.4905	3	123.14	8	1	1	low	low3	4	40	1	2	41	42	43	44	
20863	71937	wanderings	8	8	6	8	6	0.15686	0.95424	0.071531	0.8451	Noun	8	1	2.2461	3	43.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
10997	37122	libration	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	108.88	9	1	1	low	low3	4	40	1	2	41	42	43	44	
10690	36247	lan	417	417	91	271	74	8.1765	2.6212	1.0849	1.9638	Noun	417	1	3.913	1	9	3	18	1	high	high1	1	10	1	2	11	12	13	14	
11867	39822	megabyte	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	29.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
15384	51300	puppetry	2	2	1	1	1	0.039216	0.47712	0.011922	0.30103	Noun	2	1	1.769	3	33.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
11768	39509	matte	14	14	9	9	7	0.27451	1.1761	0.1073	1	Noun	14	1	2.4679	1	39.75	5	0	1	low	low1	3	30	1	2	31	32	33	34	
13223	44221	occlusion	7	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Noun	7	1	2.1949	3	63.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
17340	58648	shoemakers	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	2	1	1.5929	3	32.33	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6388	21522	endoscope	4	4	2	4	2	0.078431	0.69897	0.023844	0.47712	Noun	4	1	1.9908	3	20.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8778	29319	handlebar	10	10	7	7	5	0.19608	1.0414	0.083453	0.90309	Noun	10	1	2.3332	3	28.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
9752	32698	inclement	8	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	8	1	2.2461	3	75.75	9	1	1	low	low3	4	40	1	2	41	42	43	44	
2988	9635	caresses	7	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Noun	7	1	2.1949	3	131.57	8	1	1	low	low3	4	40	1	2	41	42	43	44	
18869	64315	sweetener	14	14	11	11	10	0.27451	1.1761	0.13114	1.0792	Noun	14	1	2.4679	3	52	9	1	1	low	low3	4	40	1	2	41	42	43	44	
16381	55638	rote	6	6	5	6	5	0.11765	0.8451	0.059609	0.77815	Noun	6	1	2.1369	1	23.33	4	15	1	low	low1	3	30	1	2	31	32	33	34	
482	1549	aliens	491	491	215	433	198	9.6275	2.692	2.5632	2.3345	Noun	494	1	3.9838	2	42.8	6	0	1	high	high3	2	20	1	2	21	22	23	24	
7295	24676	flask	57	57	40	57	40	1.1176	1.7634	0.47687	1.6128	Noun	57	1	3.0553	1	37.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	
20561	71056	verb	54	54	37	54	37	1.0588	1.7404	0.44111	1.5798	Noun	53	1	3.0322	1	12.67	4	3	1	low	low1	3	30	1	2	31	32	33	34	
6996	23816	fedora	13	13	11	13	11	0.2549	1.1461	0.13114	1.0792	Noun	13	1	2.438	3	23.8	6	0	1	low	low3	4	40	1	2	41	42	43	44	
5095	16797	defaulters	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	49.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
18798	64076	surpluses	3	3	3	2	2	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	78.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8678	29022	hackberry	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	39.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10312	35033	joule	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	29.25	5	0	1	low	low1	3	30	1	2	31	32	33	34	
13032	43547	nonfiction	20	20	13	19	13	0.39216	1.3222	0.15498	1.1461	Noun	19	1	2.6141	3	132.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
12418	41568	moods	108	108	90	102	86	2.1176	2.0374	1.073	1.959	Noun	108	1	3.3293	1	44.75	5	7	1	low	low1	3	30	1	2	31	32	33	34	
