numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
7941	26809	gatherer	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	93	8	1	1	low	low3	4	40	1	2	41	42	43	44	
8449	28327	greenery	7	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Noun	7	1	2.1949	3	106.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10094	34244	iodine	64	64	47	60	43	1.2549	1.8129	0.56032	1.6812	Noun	64	1	3.1047	3	66.6	6	0	1	low	low3	4	40	1	2	41	42	43	44	
3776	12106	cloves	29	29	22	26	21	0.56863	1.4771	0.26228	1.3617	Noun	28	1	2.769	1	106.6	6	4	1	low	low1	3	30	1	2	31	32	33	34	
141	560	acronym	15	15	14	14	13	0.29412	1.2041	0.16691	1.1761	Noun	15	1	2.496	3	18.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
7766	26262	fumes	146	146	110	134	107	2.8627	2.1673	1.3114	2.0453	Noun	145	1	3.4592	1	73.75	5	2	1	low	low1	3	30	1	2	31	32	33	34	
20239	69036	undergrad	18	18	18	14	14	0.35294	1.2788	0.21459	1.2788	Noun	18	1	2.5706	3	52.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
11224	37779	logistics	36	36	33	29	28	0.70588	1.5682	0.39342	1.5315	Noun	36	1	2.86	3	68.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8607	28829	gums	96	96	79	93	77	1.8824	1.9868	0.94182	1.9031	Noun	96	1	3.2786	1	15	4	8	1	low	low1	3	30	1	2	31	32	33	34	
16000	53997	repairman	54	54	42	48	38	1.0588	1.7404	0.50072	1.6335	Noun	54	1	3.0322	3	52.13	9	1	1	low	low3	4	40	1	2	41	42	43	44	
13912	46513	partisans	8	8	6	6	5	0.15686	0.95424	0.071531	0.8451	Noun	8	1	2.2461	3	70.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
13590	45463	overheads	7	7	6	7	6	0.13725	0.90309	0.071531	0.8451	Noun	7	1	2.1949	3	30.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10786	36498	lauds	2	2	1	1	1	0.039216	0.47712	0.011922	0.30103	Noun	2	1	1.769	1	32.5	5	1	1	low	low1	3	30	1	2	31	32	33	34	
3832	12274	cockatoos	6	6	5	5	4	0.11765	0.8451	0.059609	0.77815	Noun	6	1	2.1369	3	63.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
6005	20183	dues	104	104	87	100	86	2.0392	2.0212	1.0372	1.9445	Noun	104	1	3.313	1	20	4	9	1	low	low1	3	30	1	2	31	32	33	34	
12502	41830	motorbike	38	38	34	31	28	0.7451	1.5911	0.40534	1.5441	Noun	38	1	2.8829	3	26.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
20416	70638	vacancy	45	45	40	42	39	0.88235	1.6628	0.47687	1.6128	Noun	45	1	2.9546	3	31.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
15796	52835	recliner	9	9	6	7	5	0.17647	1	0.071531	0.8451	Noun	9	1	2.2918	3	116	8	1	1	low	low3	4	40	1	2	41	42	43	44	
5631	19070	distortion	60	60	52	60	52	1.1765	1.7853	0.61993	1.7243	Noun	60	1	3.0772	3	138.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
10066	34136	invalids	13	13	10	12	9	0.2549	1.1461	0.11922	1.0414	Noun	13	1	2.438	3	72.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
