numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
18074	61343	sphinx	52	52	31	18	15	1.0196	1.7243	0.36958	1.5051	Noun	52	1	3.0161	1	63.6	6	0	1	low	low1	3	30	1	2	31	32	33	34	
21399	73809	yak	71	71	41	59	39	1.3922	1.8573	0.48879	1.6232	Noun	71	1	3.1492	1	2.5	3	3	1	low	low1	3	30	1	2	31	32	33	34	
16253	55171	rind	14	14	8	14	8	0.27451	1.1761	0.095374	0.95424	Noun	14	1	2.4679	1	30.67	4	9	1	low	low1	3	30	1	2	31	32	33	34	
897	2865	aptitude	55	55	41	53	40	1.0784	1.7482	0.48879	1.6232	Noun	55	1	3.04	3	35.71	8	2	1	low	low3	4	40	1	2	41	42	43	44	
4067	13114	compressor	25	25	19	25	19	0.4902	1.415	0.22651	1.301	Noun	25	1	2.7068	3	60.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
10012	33828	interfaith	6	6	3	6	3	0.11765	0.8451	0.035765	0.60206	Noun	6	1	2.1369	3	61.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
13625	45740	oxidants	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	42.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
2471	8088	broom	243	243	179	215	168	4.7647	2.3874	2.134	2.2553	Noun	243	1	3.6792	1	36.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	
11561	38839	manatees	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	120.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
1397	4488	bakeries	6	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	3	135.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
5492	18306	dinosaur	203	203	116	180	110	3.9804	2.3096	1.3829	2.0682	Noun	202	1	3.6015	3	36.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
19632	66718	tomatoes	220	220	152	194	142	4.3137	2.3444	1.8121	2.1847	Noun	220	1	3.6362	3	96.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10556	35790	knave	19	19	14	17	12	0.37255	1.301	0.16691	1.1761	Noun	19	1	2.5929	1	19	5	0	1	low	low1	3	30	1	2	31	32	33	34	
13367	44622	openness	20	20	19	20	19	0.39216	1.3222	0.22651	1.301	Noun	20	1	2.6141	3	77.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
11033	37222	ligation	5	5	4	5	4	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	3	92.14	8	1	1	low	low3	4	40	1	2	41	42	43	44	
1947	6333	blackberry	38	38	27	21	14	0.7451	1.5911	0.32189	1.4472	Noun	38	1	2.8829	3	23.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
11428	38418	machetes	8	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	8	1	2.2461	3	127	8	0	1	low	low3	4	40	1	2	41	42	43	44	
2625	8564	burglaries	41	41	31	39	29	0.80392	1.6232	0.36958	1.5051	Noun	40	1	2.9151	3	74.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
3740	11987	clique	39	39	24	39	24	0.76471	1.6021	0.28612	1.3979	Noun	40	1	2.8939	1	25.4	6	0	1	low	low1	3	30	1	2	31	32	33	34	
10738	36363	larch	7	7	5	2	2	0.13725	0.90309	0.059609	0.77815	Noun	7	1	2.1949	1	43.5	5	3	1	low	low1	3	30	1	2	31	32	33	34	
17635	59624	skyrockets	6	6	6	3	3	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	3	20.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8229	27664	goalkeeper	16	16	7	16	7	0.31373	1.2304	0.083453	0.90309	Noun	16	1	2.5223	3	17.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
757	2421	antelope	50	50	33	38	28	0.98039	1.7076	0.39342	1.5315	Noun	50	1	2.9994	3	34.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
13232	44239	occurrence	60	60	57	60	57	1.1765	1.7853	0.67954	1.7634	Noun	60	1	3.0772	3	38.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
1029	3274	artifacts	75	75	55	74	54	1.4706	1.8808	0.6557	1.7482	Noun	76	1	3.1726	3	28.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
12073	40482	midsummer	30	30	24	6	5	0.58824	1.4914	0.28612	1.3979	Noun	28	1	2.7832	3	30.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8915	29749	haymaker	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	42	8	0	1	low	low3	4	40	1	2	41	42	43	44	
5893	19866	drawer	663	663	462	654	456	13	2.8222	5.5079	2.6656	Noun	662	1	4.114	2	113	6	1	1	high	high3	2	20	1	2	21	22	23	24	
3181	10137	causation	9	9	8	7	7	0.17647	1	0.095374	0.95424	Noun	9	1	2.2918	3	110.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
12749	42591	narration	14	14	10	14	10	0.27451	1.1761	0.11922	1.0414	Noun	14	1	2.4679	3	124.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
4666	15417	crowds	179	179	159	169	151	3.5098	2.2553	1.8956	2.2041	Noun	180	1	3.5471	1	47.8	6	1	1	low	low1	3	30	1	2	31	32	33	34	
15938	53715	reliance	14	14	13	12	12	0.27451	1.1761	0.15498	1.1461	Noun	14	1	2.4679	3	78.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
13247	44274	octopi	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	7.4	6	0	1	low	low3	4	40	1	2	41	42	43	44	
4696	15532	crutch	67	67	53	66	53	1.3137	1.8325	0.63186	1.7324	Noun	67	1	3.1243	1	32.8	6	3	1	low	low1	3	30	1	2	31	32	33	34	
7454	25208	follower	34	34	30	33	30	0.66667	1.5441	0.35765	1.4914	Noun	33	1	2.8359	3	65.71	8	1	1	low	low3	4	40	1	2	41	42	43	44	
16169	54844	revision	29	29	23	24	20	0.56863	1.4771	0.2742	1.3802	Noun	29	1	2.769	3	93	8	0	1	low	low3	4	40	1	2	41	42	43	44	
8942	29812	headliner	22	22	18	22	18	0.43137	1.3617	0.21459	1.2788	Noun	22	1	2.6536	3	62.13	9	2	1	low	low3	4	40	1	2	41	42	43	44	
12880	43077	neutralist	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	49.44	10	1	1	low	low3	4	40	1	2	41	42	43	44	
11002	37133	licences	13	13	8	13	8	0.2549	1.1461	0.095374	0.95424	Noun	13	1	2.438	3	104	8	1	1	low	low3	4	40	1	2	41	42	43	44	
1985	6505	blemishes	12	12	10	12	10	0.23529	1.1139	0.11922	1.0414	Noun	10	1	2.4058	3	72.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
