numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
20690	71411	violets	53	53	37	40	28	1.0392	1.7324	0.44111	1.5798	Noun	53	1	3.0242	3	70.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	
10393	35318	kangaroos	34	34	22	28	21	0.66667	1.5441	0.26228	1.3617	Noun	34	1	2.8359	3	29.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
1834	5974	bicuspids	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	19.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
2266	7422	bough	15	15	11	8	8	0.29412	1.2041	0.13114	1.0792	Noun	15	1	2.496	1	31.5	5	4	1	low	low1	3	30	1	2	31	32	33	34	
8086	27236	gigabyte	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	27.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10031	33978	interval	45	45	37	44	36	0.88235	1.6628	0.44111	1.5798	Noun	45	1	2.9546	3	74.43	8	1	1	low	low3	4	40	1	2	41	42	43	44	
3952	12620	colonist	3	3	2	3	2	0.058824	0.60206	0.023844	0.47712	Noun	3	1	1.8939	3	89.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
8074	27198	ghouls	47	47	34	43	32	0.92157	1.6812	0.40534	1.5441	Noun	47	1	2.9731	1	34.8	6	0	1	low	low1	3	30	1	2	31	32	33	34	
2272	7443	bounciness	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	52.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
21062	72559	whales	297	297	103	263	94	5.8235	2.4742	1.2279	2.017	Noun	298	1	3.7661	1	116.8	6	0	1	high	high1	1	10	1	2	11	12	13	14	
12394	41497	monorail	5	5	3	5	3	0.098039	0.77815	0.035765	0.60206	Noun	5	1	2.07	3	55.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
15509	51728	queues	5	5	3	5	3	0.098039	0.77815	0.035765	0.60206	Noun	5	1	2.07	1	77	6	1	1	low	low1	3	30	1	2	31	32	33	34	
3028	9752	carpenters	35	35	30	28	24	0.68627	1.5563	0.35765	1.4914	Noun	35	1	2.8481	3	61.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8311	27889	gooseberry	14	14	10	11	9	0.27451	1.1761	0.11922	1.0414	Noun	14	1	2.4679	3	21.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
14149	47181	peppermint	71	71	57	46	42	1.3922	1.8573	0.67954	1.7634	Noun	71	1	3.1492	3	104	10	0	1	low	low3	4	40	1	2	41	42	43	44	
15555	51864	quotation	18	18	17	17	16	0.35294	1.2788	0.20267	1.2553	Noun	18	1	2.5706	3	107.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
292	1023	affection	431	431	334	419	330	8.451	2.6355	3.9819	2.525	Noun	430	1	3.9273	3	100.75	9	0	1	high	high3	2	20	1	2	21	22	23	24	
