numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
15172	50527	projector	62	62	44	52	38	1.2157	1.7993	0.52456	1.6532	Noun	62	1	3.0912	3	45.88	9	1	1	low	low3	4	40	1	2	41	42	43	44	
8002	26984	genes	147	147	118	141	114	2.8824	2.1703	1.4068	2.0755	Noun	147	1	3.4621	1	79.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	
4082	13216	concertos	2	2	2	0	0	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	82.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
13176	44034	oars	55	55	32	53	32	1.0784	1.7482	0.3815	1.5185	Noun	55	1	3.04	1	26	4	10	1	low	low1	3	30	1	2	31	32	33	34	
5651	19179	dividend	19	19	14	19	14	0.37255	1.301	0.16691	1.1761	Noun	19	1	2.5929	3	48.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
16133	54699	retrieval	57	57	46	53	44	1.1176	1.7634	0.5484	1.6721	Noun	57	1	3.0553	3	65.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
14904	49462	potatoes	566	566	405	516	371	11.098	2.7536	4.8283	2.6085	Noun	565	1	4.0454	3	97.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	
20467	70802	vanities	11	11	10	7	6	0.21569	1.0792	0.11922	1.0414	Noun	10	1	2.371	3	153.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
13606	45677	overview	22	22	22	21	21	0.43137	1.3617	0.26228	1.3617	Noun	22	1	2.6536	3	46.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
15918	53573	reins	74	74	63	74	63	1.451	1.8751	0.75107	1.8062	Noun	74	1	3.1669	1	47.5	5	3	1	low	low1	3	30	1	2	31	32	33	34	
6448	21821	entities	30	30	22	26	21	0.58824	1.4914	0.26228	1.3617	Noun	30	1	2.7832	3	155.71	8	2	1	low	low3	4	40	1	2	41	42	43	44	
3689	11830	clays	2	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	1	30	5	6	1	low	low1	3	30	1	2	31	32	33	34	
9972	33595	instances	34	34	34	34	34	0.66667	1.5441	0.40534	1.5441	Noun	34	1	2.8359	3	103.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
11029	37215	ligament	25	25	20	25	20	0.4902	1.415	0.23844	1.3222	Noun	25	1	2.7068	3	50.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
13973	46658	pathfinder	6	6	4	0	0	0.11765	0.8451	0.047687	0.69897	Noun	6	1	2.1369	3	37	10	0	1	low	low3	4	40	1	2	41	42	43	44	
2021	6643	blonds	35	35	25	30	21	0.68627	1.5563	0.29804	1.415	Noun	35	1	2.8481	1	39.4	6	3	1	low	low1	3	30	1	2	31	32	33	34	
16594	56281	salts	73	73	53	71	52	1.4314	1.8692	0.63186	1.7324	Noun	74	1	3.1611	1	55.75	5	3	1	low	low1	3	30	1	2	31	32	33	34	
9932	33456	inquirer	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	77.57	8	2	1	low	low3	4	40	1	2	41	42	43	44	
9858	33216	informers	20	20	20	18	18	0.39216	1.3222	0.23844	1.3222	Noun	20	1	2.6141	3	81.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
9787	32896	indices	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	113.83	7	1	1	low	low3	4	40	1	2	41	42	43	44	
21050	72511	westerner	10	10	9	1	1	0.19608	1.0414	0.1073	1	Noun	10	1	2.3332	3	84.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8286	27817	gondolas	5	5	4	4	3	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	3	35.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
7160	24302	finances	79	79	73	76	70	1.549	1.9031	0.87029	1.8692	Noun	79	1	3.1949	3	104.29	8	1	1	low	low3	4	40	1	2	41	42	43	44	
11773	39521	mattresses	55	55	41	54	41	1.0784	1.7482	0.48879	1.6232	Noun	58	1	3.04	3	72.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
13613	45716	owl	286	286	137	191	117	5.6078	2.4579	1.6333	2.1399	Noun	286	1	3.7497	1	2	3	3	1	high	high1	1	10	1	2	11	12	13	14	
1601	5088	baths	161	161	121	153	117	3.1569	2.2095	1.4425	2.0864	Noun	161	1	3.5013	1	29.75	5	5	1	low	low1	3	30	1	2	31	32	33	34	
1454	4634	bandages	168	168	131	158	127	3.2941	2.2279	1.5618	2.1206	Noun	168	1	3.5197	3	113.43	8	1	1	low	low3	4	40	1	2	41	42	43	44	
3783	12141	clumps	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	1	27.4	6	1	1	low	low1	3	30	1	2	31	32	33	34	
9143	30401	hideaway	52	52	37	35	29	1.0196	1.7243	0.44111	1.5798	Noun	52	1	3.0161	3	22	8	0	1	low	low3	4	40	1	2	41	42	43	44	
18950	64602	synthesis	15	15	14	14	13	0.29412	1.2041	0.16691	1.1761	Noun	15	1	2.496	3	22	9	0	1	low	low3	4	40	1	2	41	42	43	44	
4263	14185	copier	32	32	26	32	26	0.62745	1.5185	0.30997	1.4314	Noun	32	1	2.8103	3	121.4	6	4	1	low	low3	4	40	1	2	41	42	43	44	
15723	52435	rays	221	221	149	186	136	4.3333	2.3464	1.7763	2.1761	Noun	219	1	3.6382	1	17.33	4	11	1	low	low1	3	30	1	2	31	32	33	34	
4454	14773	coverings	4	4	3	4	3	0.078431	0.69897	0.035765	0.60206	Noun	4	1	1.9908	3	91.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
11345	38150	lucks	5	5	4	4	3	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	1	39.25	5	10	1	low	low1	3	30	1	2	31	32	33	34	
20206	68570	umbrella	382	382	209	368	204	7.4902	2.5832	2.4917	2.3222	Noun	382	1	3.875	3	14.71	8	0	1	high	high3	2	20	1	2	21	22	23	24	
20905	72053	warranty	42	42	38	42	38	0.82353	1.6335	0.45303	1.5911	Noun	42	1	2.9253	3	69	8	1	1	low	low3	4	40	1	2	41	42	43	44	
12921	43203	niche	47	47	38	47	38	0.92157	1.6812	0.45303	1.5911	Noun	47	1	2.9731	1	8.5	5	0	1	low	low1	3	30	1	2	31	32	33	34	
