numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
11911	39938	memories	1132	1132	764	1061	734	22.1961	3.0542	9.1082	2.8837	Noun	1133	1	4.3461	3	129.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	
10814	36589	laxatives	13	13	11	10	8	0.2549	1.1461	0.13114	1.0792	Noun	13	1	2.438	3	66.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5590	18800	dismissal	57	57	50	54	48	1.1176	1.7634	0.59609	1.7076	Noun	57	1	3.0553	3	60.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
15277	50915	prude	70	70	58	59	51	1.3725	1.8513	0.69146	1.7709	Noun	70	1	3.1431	1	23.5	5	3	1	low	low1	3	30	1	2	31	32	33	34	
18878	64358	swifts	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	38.8	6	1	1	low	low1	3	30	1	2	31	32	33	34	
20265	69323	unfairness	11	11	8	11	8	0.21569	1.0792	0.095374	0.95424	Noun	11	1	2.371	3	49.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
11280	37902	loons	17	17	9	17	9	0.33333	1.2553	0.1073	1	Noun	17	1	2.5471	1	47.5	5	9	1	low	low1	3	30	1	2	31	32	33	34	
11829	39722	medallion	68	68	30	66	29	1.3333	1.8388	0.35765	1.4914	Noun	68	1	3.1307	3	82.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8291	27826	gongs	8	8	6	7	5	0.15686	0.95424	0.071531	0.8451	Noun	8	1	2.2461	1	28.5	5	4	1	low	low1	3	30	1	2	31	32	33	34	
526	1685	almanac	43	43	27	17	13	0.84314	1.6435	0.32189	1.4472	Noun	43	1	2.9353	3	18.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	
12438	41650	moralist	6	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	6	1	2.1369	3	101.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
21110	72756	whisperer	9	9	7	7	5	0.17647	1	0.083453	0.90309	Noun	9	1	2.2918	3	53.13	9	1	1	low	low3	4	40	1	2	41	42	43	44	
2772	8992	cal	530	530	131	13	12	10.3922	2.7251	1.5618	2.1206	Noun	525	1	4.0169	1	5	3	11	1	high	high1	1	10	1	2	11	12	13	14	
7845	26514	galaxies	49	49	36	46	36	0.96078	1.699	0.42918	1.5682	Noun	48	1	2.9908	3	96.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10629	36064	labyrinth	41	41	23	38	23	0.80392	1.6232	0.2742	1.3802	Noun	41	1	2.9151	3	33.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5611	18968	dissection	44	44	25	41	25	0.86275	1.6532	0.29804	1.415	Noun	40	1	2.945	3	142.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
15869	53296	reflexes	122	122	103	116	99	2.3922	2.0899	1.2279	2.017	Noun	122	1	3.3817	3	108.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
7456	25212	followings	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	27.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
1345	4325	backpedals	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	12.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
2714	8865	cabdrivers	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	38	10	0	1	low	low3	4	40	1	2	41	42	43	44	
2467	8074	brooch	67	67	30	66	30	1.3137	1.8325	0.35765	1.4914	Noun	67	1	3.1243	1	44.8	6	1	1	low	low1	3	30	1	2	31	32	33	34	
