numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
19584	66608	toboggan	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	16.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
9180	30538	hinge	29	29	27	27	27	0.56863	1.4771	0.32189	1.4472	Noun	29	1	2.769	1	39.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	
12607	42148	multitude	29	29	25	29	25	0.56863	1.4771	0.29804	1.415	Noun	29	1	2.769	3	35.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5646	19144	divergence	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	63.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
5965	20089	drums	367	367	217	318	203	7.1961	2.5658	2.587	2.3385	Noun	367	1	3.8577	1	29.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	
9148	30418	hieroglyph	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	14.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
19367	65900	therm	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	22.75	5	1	1	low	low1	3	30	1	2	31	32	33	34	
17619	59565	skirmishes	10	10	10	8	8	0.19608	1.0414	0.11922	1.0414	Noun	10	1	2.3332	3	51.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
7592	25614	forts	20	20	17	17	16	0.39216	1.3222	0.20267	1.2553	Noun	20	1	2.6141	1	60.25	5	8	1	low	low1	3	30	1	2	31	32	33	34	
11145	37555	lits	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	30.33	4	14	1	low	low1	3	30	1	2	31	32	33	34	
3474	11047	chiefs	242	242	97	63	48	4.7451	2.3856	1.1564	1.9912	Noun	242	1	3.6774	1	28	6	0	1	high	high1	1	10	1	2	11	12	13	14	
12348	41374	moms	242	242	168	194	141	4.7451	2.3856	2.0029	2.2279	Noun	287	1	3.6774	1	18.67	4	6	1	high	high1	1	10	1	2	11	12	13	14	
12798	42794	necks	164	164	146	162	145	3.2157	2.2175	1.7406	2.1673	Noun	163	1	3.5093	1	37	5	1	1	low	low1	3	30	1	2	31	32	33	34	
362	1222	agonist	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	50.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	
1430	4577	balloonist	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	36.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
1665	5290	beautician	11	11	10	8	7	0.21569	1.0792	0.11922	1.0414	Noun	11	1	2.371	3	28.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
1254	4056	aversion	68	68	54	63	53	1.3333	1.8388	0.64378	1.7404	Noun	68	1	3.1307	3	60.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
18677	63626	suitcases	93	93	75	90	73	1.8235	1.9731	0.89413	1.8808	Noun	93	1	3.265	3	75.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
9771	32826	incursion	13	13	11	13	11	0.2549	1.1461	0.13114	1.0792	Noun	13	1	2.438	3	90.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
15034	49971	preseason	7	7	2	7	2	0.13725	0.90309	0.023844	0.47712	Noun	7	1	2.1949	3	62.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
15795	52827	reclaimer	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	68.88	9	1	1	low	low3	4	40	1	2	41	42	43	44	
6817	23226	eyelashes	62	62	44	52	43	1.2157	1.7993	0.52456	1.6532	Noun	62	1	3.0912	3	62.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
13645	45788	pacemaker	38	38	28	38	28	0.7451	1.5911	0.33381	1.4624	Noun	38	1	2.8829	3	41.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3078	9880	caseworker	14	14	10	14	10	0.27451	1.1761	0.11922	1.0414	Noun	14	1	2.4679	3	26.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
5423	18098	dieters	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	136	7	0	1	low	low3	4	40	1	2	41	42	43	44	
4096	13284	condenser	7	7	4	7	4	0.13725	0.90309	0.047687	0.69897	Noun	7	1	2.1949	3	96.88	9	1	1	low	low3	4	40	1	2	41	42	43	44	
12324	41317	molecule	40	40	34	39	33	0.78431	1.6128	0.40534	1.5441	Noun	40	1	2.9046	3	43.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
7126	24204	figurine	14	14	9	14	9	0.27451	1.1761	0.1073	1	Noun	14	1	2.4679	3	167.14	8	1	1	low	low3	4	40	1	2	41	42	43	44	
1607	5102	batt	4	4	2	1	1	0.078431	0.69897	0.023844	0.47712	Noun	4	1	1.9908	1	20.67	4	5	1	low	low1	3	30	1	2	31	32	33	34	
9865	33250	infusion	18	18	15	18	15	0.35294	1.2788	0.17883	1.2041	Noun	18	1	2.5706	3	64.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
