numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
6152	20611	eclipses	9	9	9	9	9	0.17647	1	0.1073	1	Noun	9	1	2.2918	3	87.29	8	1	1	low	low3	4	40	1	2	41	42	43	44	
8921	29768	hazelnut	9	9	9	8	8	0.17647	1	0.1073	1	Noun	9	1	2.2918	3	20.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
8223	27649	gnome	32	32	24	29	23	0.62745	1.5185	0.28612	1.3979	Noun	32	1	2.8103	1	10.25	5	0	1	low	low1	3	30	1	2	31	32	33	34	
9389	31248	hots	74	74	67	71	65	1.451	1.8751	0.79876	1.8325	Noun	74	1	3.1669	1	28.67	4	12	1	low	low1	3	30	1	2	31	32	33	34	
18842	64237	swans	65	65	36	59	33	1.2745	1.8195	0.42918	1.5682	Noun	65	1	3.1114	1	38.75	5	4	1	low	low1	3	30	1	2	31	32	33	34	
9653	32148	images	401	401	281	381	270	7.8627	2.6042	3.35	2.4502	Noun	401	1	3.8961	3	95.4	6	0	1	high	high3	2	20	1	2	21	22	23	24	
13923	46548	passages	91	91	74	87	70	1.7843	1.9638	0.88221	1.8751	Noun	92	1	3.2556	3	103.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10078	34166	inversion	13	13	8	12	8	0.2549	1.1461	0.095374	0.95424	Noun	13	1	2.438	3	110.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
11444	38492	madrigals	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	34.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3598	11486	churns	9	9	7	8	7	0.17647	1	0.083453	0.90309	Noun	9	1	2.2918	1	36.2	6	0	1	low	low1	3	30	1	2	31	32	33	34	
2669	8747	butterfat	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	46.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
12122	40615	milliner	5	5	3	5	3	0.098039	0.77815	0.035765	0.60206	Noun	5	1	2.07	3	94.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
20771	71632	volt	9	9	9	7	7	0.17647	1	0.1073	1	Noun	9	1	2.2918	1	20.33	4	4	1	low	low1	3	30	1	2	31	32	33	34	
10344	35139	juice	1371	1371	830	1269	801	26.8824	3.1374	9.8951	2.9196	Noun	1371	1	4.4292	1	20.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	
3243	10314	censorship	54	54	33	49	32	1.0588	1.7404	0.39342	1.5315	Noun	54	1	3.0322	3	27.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
15904	53448	registries	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	97.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
573	1821	amazement	36	36	34	34	33	0.70588	1.5682	0.40534	1.5441	Noun	36	1	2.86	3	44.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
21067	72572	wharfs	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	31.2	6	0	1	low	low1	3	30	1	2	31	32	33	34	
11401	38320	luxuries	25	25	24	25	24	0.4902	1.415	0.28612	1.3979	Noun	24	1	2.7068	3	111.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
11076	37364	linebacker	30	30	23	30	23	0.58824	1.4914	0.2742	1.3802	Noun	29	1	2.7832	3	24	10	0	1	low	low3	4	40	1	2	41	42	43	44	
7787	26339	funs	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	25.33	4	14	1	low	low1	3	30	1	2	31	32	33	34	
15860	53269	refiner	2	2	1	2	1	0.039216	0.47712	0.011922	0.30103	Noun	2	1	1.769	3	117.67	7	1	1	low	low3	4	40	1	2	41	42	43	44	
3906	12470	coke	948	948	481	435	234	18.5882	2.9773	5.7344	2.683	Noun	950	1	4.2691	1	22	4	12	1	high	high1	1	10	1	2	11	12	13	14	
7721	26092	frogs	172	172	95	147	88	3.3725	2.238	1.1326	1.9823	Noun	172	1	3.5299	1	31	5	0	1	low	low1	3	30	1	2	31	32	33	34	
15700	52345	rationale	19	19	19	19	19	0.37255	1.301	0.22651	1.301	Noun	19	1	2.5929	3	46.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
4106	13324	conduction	6	6	4	5	3	0.11765	0.8451	0.047687	0.69897	Noun	6	1	2.1369	3	152.33	10	0	1	low	low3	4	40	1	2	41	42	43	44	
7317	24734	flavorings	5	5	4	5	4	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	3	30.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
15489	51654	quartz	27	27	24	22	20	0.52941	1.4472	0.28612	1.3979	Noun	27	1	2.739	1	27.4	6	2	1	low	low1	3	30	1	2	31	32	33	34	
19901	67642	triangle	218	218	125	138	88	4.2745	2.3404	1.4902	2.1004	Noun	217	1	3.6323	3	52.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
10028	33916	interplay	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	66	9	0	1	low	low3	4	40	1	2	41	42	43	44	
11271	37879	lookalike	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	38.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
19583	66606	tobaccos	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	13.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
1510	4796	barbeques	2	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	69.63	9	1	1	low	low3	4	40	1	2	41	42	43	44	
7995	26953	generale	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	65.86	8	2	1	low	low3	4	40	1	2	41	42	43	44	
9798	32988	inductee	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	66.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
8935	29800	headhunter	9	9	6	8	6	0.17647	1	0.071531	0.8451	Noun	9	1	2.2918	3	49.11	10	0	1	low	low3	4	40	1	2	41	42	43	44	
10148	34443	issuance	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	31.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
6660	22520	eviction	43	43	36	37	33	0.84314	1.6435	0.42918	1.5682	Noun	42	1	2.9353	3	76.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
6821	23232	eyeliner	52	52	37	51	37	1.0196	1.7243	0.44111	1.5798	Noun	51	1	3.0161	3	74.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
1630	5171	bazookas	13	13	11	10	8	0.2549	1.1461	0.13114	1.0792	Noun	13	1	2.438	3	14.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
