numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	
13373	13372	pollution	48995	97	77	85	69	1.902	1.9912	0.91798	1.8921	Noun	97	1	3.2831	3	108	9	0	1	low	
17188	17187	summary	63688	85	69	79	65	1.6667	1.9345	0.8226	1.8451	Noun	85	1	3.2263	3	52.67	7	1	1	low	
3801	3800	container	13808	219	144	210	141	4.2941	2.3424	1.7167	2.1614	Noun	219	1	3.6343	3	95.75	9	1	1	low	
1241	1240	barrier	4946	173	117	155	108	3.3922	2.2405	1.3948	2.0719	Noun	172	1	3.5324	3	147.17	7	2	1	low	
9731	9730	lasagna	36403	183	94	144	80	3.5882	2.2648	1.1206	1.9777	Noun	175	0.95628	3.5567	3	24.83	7	0	1	low	
19024	19023	wallpaper	71912	171	122	164	120	3.3529	2.2355	1.4545	2.0899	Noun	171	1	3.5274	3	38.75	9	0	1	low	
14545	14544	relevance	53708	82	68	63	51	1.6078	1.9191	0.81068	1.8388	Noun	82	1	3.2109	3	71.5	9	0	1	low	
11015	11014	militia	40569	115	47	101	44	2.2549	2.0645	0.56032	1.6812	Noun	115	1	3.3563	3	35.17	7	0	1	low	
13990	13989	purity	51347	121	99	109	91	2.3725	2.0864	1.1803	2	Noun	121	1	3.3782	3	61.6	6	2	1	low	
3287	3286	clarity	11761	107	97	106	96	2.098	2.0334	1.1564	1.9912	Noun	107	1	3.3253	3	81.67	7	2	1	low	
18532	18531	underworld	69160	181	123	159	114	3.549	2.2601	1.4664	2.0934	Noun	181	1	3.5519	3	47.11	10	0	1	low	
18605	18604	urgency	70513	73	66	73	66	1.4314	1.8692	0.78684	1.8261	Noun	73	1	3.1611	3	21.83	7	0	1	low	
3814	3813	continent	13872	187	135	168	121	3.6667	2.2742	1.6094	2.1335	Noun	185	1	3.566	3	115.5	9	0	1	low	
6849	6848	forensics	25412	192	147	124	97	3.7647	2.2856	1.7525	2.1703	Noun	174	0.91099	3.5774	3	64.63	9	0	1	low	
14299	14298	ratio	52340	164	92	160	91	3.2157	2.2175	1.0968	1.9685	Noun	158	1	3.5093	3	28	5	2	1	low	
7577	7576	graffiti	28055	103	57	64	49	2.0196	2.017	0.67954	1.7634	Noun	103	1	3.3089	3	48	8	0	1	low	
14558	14557	remainder	53774	77	71	76	70	1.5098	1.8921	0.84645	1.8573	Noun	77	1	3.1839	3	77.63	9	0	1	low	
9100	9099	intruder	34094	186	122	145	106	3.6471	2.2718	1.4545	2.0899	Noun	186	1	3.5637	3	73	8	2	1	low	
4	3	abduction	70	185	111	179	109	3.6275	2.2695	1.3233	2.0492	Noun	185	1	3.5613	3	93.38	9	0	1	low	
14066	14065	quarantine	51613	227	91	202	87	4.451	2.3579	1.0849	1.9638	Noun	195	0.85903	3.6498	3	126	10	0	1	low	
2511	2510	calcium	9016	90	58	77	55	1.7647	1.959	0.69146	1.7709	Noun	90	1	3.2509	3	43.5	7	0	1	low	
10058	10057	limousine	37335	144	100	138	94	2.8235	2.1614	1.1922	2.0043	Noun	144	1	3.4532	3	126.13	9	0	1	low	
6867	6866	forgery	25482	100	67	90	61	1.9608	2.0043	0.79876	1.8325	Noun	100	1	3.2962	3	105.33	7	0	1	low	
8785	8784	immigrant	32213	79	61	79	61	1.549	1.9031	0.72723	1.7924	Noun	60	0.75949	3.1949	3	51.75	9	0	1	low	
1649	1648	blasphemy	6452	75	63	54	51	1.4706	1.8808	0.75107	1.8062	Noun	74	1	3.1726	3	23.5	9	1	1	low	
5200	5199	domino	19452	205	46	16	16	4.0196	2.3139	0.5484	1.6721	Noun	203	0.99024	3.6057	3	65.6	6	0	1	low	
14775	14774	revolver	54888	141	101	140	101	2.7647	2.1523	1.2041	2.0086	Noun	144	1	3.4441	3	82.43	8	2	1	low	
3207	3206	chronicle	11398	80	45	15	13	1.5686	1.9085	0.53648	1.6628	Noun	76	0.95	3.2003	3	35.25	9	0	1	low	
4988	4987	diploma	18332	129	103	128	102	2.5294	2.1139	1.2279	2.017	Noun	128	1	3.4058	3	31.67	7	0	1	low	
8229	8228	hemisphere	30141	76	62	45	39	1.4902	1.8865	0.73915	1.7993	Noun	76	1	3.1783	3	27.78	10	0	1	low	
13435	13434	popsicle	49199	82	58	33	26	1.6078	1.9191	0.69146	1.7709	Noun	73	0.89024	3.2109	3	35.14	8	0	1	low	
18540	18539	unicorn	69499	126	37	99	33	2.4706	2.1038	0.44111	1.5798	Noun	125	0.99206	3.3956	3	32.67	7	0	1	low	
2732	2731	carousel	9743	73	50	52	40	1.4314	1.8692	0.59609	1.7076	Noun	49	0.67123	3.1611	3	60.71	8	0	1	low	
2979	2978	challenger	10520	77	50	54	41	1.5098	1.8921	0.59609	1.7076	Noun	77	1	3.1839	3	42.44	10	2	1	low	
16864	16863	stewardess	62429	161	104	133	92	3.1569	2.2095	1.2399	2.0212	Noun	122	0.7625	3.5013	3	34.33	10	0	1	low	
12504	12503	pantyhose	46147	87	61	77	55	1.7059	1.9445	0.72723	1.7924	Noun	68	0.78161	3.2363	3	33.25	9	0	1	low	
14291	14290	raspberry	52304	96	71	75	57	1.8824	1.9868	0.84645	1.8573	Noun	93	0.97895	3.2786	3	35.38	9	0	1	low	
1207	1206	bargaining	4846	106	79	94	74	2.0784	2.0294	0.94182	1.9031	Noun	65	0.61905	3.3212	3	140.67	10	0	1	low	
4817	4816	detection	17693	85	67	76	63	1.6667	1.9345	0.79876	1.8325	Noun	85	1	3.2263	3	126.13	9	3	1	low	
9250	9249	jellyfish	34745	74	40	67	38	1.451	1.8751	0.47687	1.6128	Noun	74	1	3.1669	3	35.88	9	0	1	low	
2841	2840	catering	10055	138	86	113	76	2.7059	2.143	1.0253	1.9395	Noun	86	0.62319	3.4348	3	305.86	8	2	1	low	
2316	2315	bungalow	8481	84	48	63	43	1.6471	1.9294	0.57225	1.6902	Noun	84	1	3.2213	3	26.43	8	0	1	low	
1086	1085	bakery	4491	179	117	158	108	3.5098	2.2553	1.3948	2.0719	Noun	175	0.97765	3.5471	3	53.4	6	1	1	low	
2354	2353	burrito	8623	84	50	75	49	1.6471	1.9294	0.59609	1.7076	Noun	80	0.94118	3.2213	3	65.5	7	0	1	low	
13305	13304	pocketbook	48817	76	56	72	53	1.4902	1.8865	0.66762	1.7559	Noun	74	1	3.1783	3	12.44	10	0	1	low	
3243	3242	cinema	11533	198	135	163	111	3.8824	2.2989	1.6094	2.1335	Noun	197	0.99495	3.5907	3	26	6	0	1	low	
3633	3632	commodore	12869	184	29	6	4	3.6078	2.2672	0.34573	1.4771	Noun	184	1	3.559	3	65	9	0	1	low	
17289	17288	survivor	64129	221	153	191	138	4.3333	2.3464	1.824	2.1875	Noun	219	1	3.6382	3	33.86	8	0	1	low	
9753	9752	latitude	36474	81	67	72	60	1.5882	1.9138	0.79876	1.8325	Noun	78	1	3.2056	3	47	8	0	1	low	
4998	4997	directive	18366	90	65	78	58	1.7647	1.959	0.77492	1.8195	Noun	90	1	3.2509	3	97.88	9	0	1	low	
4646	4645	defender	16828	152	111	127	96	2.9804	2.1847	1.3233	2.0492	Noun	153	1	3.4765	3	87.57	8	1	1	low	
10960	10959	microwave	40424	199	165	188	160	3.902	2.301	1.9671	2.2201	Noun	200	1	3.5929	3	29.88	9	0	1	low	
3942	3941	correction	14398	163	134	74	64	3.1961	2.2148	1.5975	2.1303	Noun	163	1	3.5067	3	155.89	10	0	1	low	
2794	2793	casserole	9914	85	64	83	63	1.6667	1.9345	0.76299	1.8129	Noun	85	1	3.2263	3	62.5	9	0	1	low	
2549	2548	camouflage	9174	94	77	76	64	1.8431	1.9777	0.91798	1.8921	Noun	64	0.68817	3.2696	3	17.56	10	0	1	low	
2891	2890	cavity	10203	152	123	147	120	2.9804	2.1847	1.4664	2.0934	Noun	152	1	3.4765	3	53	6	0	1	low	
17457	17456	takeover	64808	80	54	77	53	1.5686	1.9085	0.64378	1.7404	Noun	80	1	3.2003	3	40.86	8	0	1	low	
10582	10581	manuscript	39041	137	80	131	76	2.6863	2.1399	0.95374	1.9085	Noun	137	1	3.4317	3	33.67	10	0	1	low	
497	496	annulment	2352	76	28	75	28	1.4902	1.8865	0.33381	1.4624	Noun	76	1	3.1783	3	47.5	9	0	1	low	
18698	18697	varsity	70865	89	66	67	51	1.7451	1.9542	0.78684	1.8261	Noun	88	0.98876	3.2461	3	74.5	7	0	1	low	
404	403	amulet	2024	118	37	117	36	2.3137	2.0755	0.44111	1.5798	Noun	116	1	3.3674	3	55.2	6	0	1	low	
14752	14751	revenue	54792	122	86	82	61	2.3922	2.0899	1.0253	1.9395	Noun	122	1	3.3817	3	56.67	7	1	1	low	
18165	18164	transition	67360	159	136	155	135	3.1176	2.2041	1.6214	2.1367	Noun	160	1	3.496	3	126.89	10	0	1	low	
3795	3794	consultant	13767	187	142	179	137	3.6667	2.2742	1.6929	2.1553	Noun	187	1	3.566	3	71.67	10	0	1	low	
17248	17247	supplier	63962	99	76	99	76	1.9412	2	0.90606	1.8865	Noun	99	1	3.2918	3	93.71	8	2	1	low	
14661	14660	resentment	54321	76	69	73	67	1.4902	1.8865	0.8226	1.8451	Noun	76	1	3.1783	3	71.33	10	0	1	low	
14380	14379	receiver	52756	151	105	141	100	2.9608	2.1818	1.2518	2.0253	Noun	151	1	3.4737	3	85.57	8	3	1	low	
7189	7188	gardening	26688	123	93	108	86	2.4118	2.0934	1.1087	1.9731	Noun	123	1	3.3853	3	223.75	9	1	1	low	
5984	5983	eulogy	22399	84	42	80	42	1.6471	1.9294	0.50072	1.6335	Noun	84	1	3.2213	3	14.4	6	0	1	low	
3612	3611	commandant	12774	131	50	65	34	2.5686	2.1206	0.59609	1.7076	Noun	131	1	3.4124	3	65.22	10	0	1	low	
16429	16428	sorcerer	60862	87	39	75	36	1.7059	1.9445	0.46495	1.6021	Noun	79	0.90805	3.2363	3	99.71	8	0	1	low	
331	330	altitude	1765	198	146	175	133	3.8824	2.2989	1.7406	2.1673	Noun	196	0.99492	3.5907	3	35.57	8	2	1	low	
1313	1312	battleship	5128	87	64	70	56	1.7059	1.9445	0.76299	1.8129	Noun	87	1	3.2363	3	29	10	0	1	low	
2283	2282	bulletin	8383	183	148	163	137	3.5882	2.2648	1.7644	2.1732	Noun	183	1	3.5567	3	40.71	8	0	1	low	
8769	8768	imagery	32147	74	62	72	62	1.451	1.8751	0.73915	1.7993	Noun	74	1	3.1669	3	84.5	7	0	1	low	
9957	9956	liaison	37071	139	106	130	100	2.7255	2.1461	1.2637	2.0294	Noun	139	1	3.438	3	32.5	7	0	1	low	
13526	13525	pottery	49509	94	61	74	47	1.8431	1.9777	0.72723	1.7924	Noun	94	1	3.2696	3	111	7	2	1	low	
12880	12879	perjury	47367	115	70	105	69	2.2549	2.0645	0.83453	1.8513	Noun	114	1	3.3563	3	48.67	7	0	1	low	
12149	12148	optimist	44707	78	73	77	72	1.5294	1.8976	0.87029	1.8692	Noun	78	1	3.1895	3	50.29	8	1	1	low	
1111	1110	ballistics	4571	120	82	76	54	2.3529	2.0828	0.97759	1.9191	Noun	112	0.93333	3.3746	3	72.56	10	0	1	low	
4131	4130	creator	15071	142	95	110	67	2.7843	2.1553	1.1326	1.9823	Noun	142	1	3.4472	3	59.5	7	0	1	low	
18676	18675	vanilla	70795	203	147	140	110	3.9804	2.3096	1.7525	2.1703	Noun	202	1	3.6015	3	37.83	7	0	1	low	
17297	17296	suspension	64151	222	152	212	148	4.3529	2.3483	1.8121	2.1847	Noun	222	1	3.6401	3	91.22	10	0	1	low	
10146	10145	livelihood	37574	76	65	76	65	1.4902	1.8865	0.77492	1.8195	Noun	75	1	3.1783	3	21.56	10	1	1	low	
11949	11948	nursery	43959	207	139	202	136	4.0588	2.3181	1.6571	2.1461	Noun	207	1	3.6099	3	95.83	7	0	1	low	
13380	13379	polygraph	49030	81	40	72	37	1.5882	1.9138	0.47687	1.6128	Noun	73	0.90123	3.2056	3	28.25	9	0	1	low	
12297	12296	outsider	45239	121	97	117	93	2.3725	2.0864	1.1564	1.9912	Noun	121	1	3.3782	3	60.43	8	0	1	low	
89	88	adjustment	762	158	129	152	125	3.098	2.2014	1.5379	2.1139	Noun	157	1	3.4932	3	43.33	10	0	1	low	
1539	1538	bikini	6046	188	133	160	120	3.6863	2.2765	1.5856	2.1271	Noun	187	1	3.5683	3	56	6	0	1	low	
5063	5062	dispatcher	18854	75	54	50	39	1.4706	1.8808	0.64378	1.7404	Noun	68	0.91892	3.1726	3	52.33	10	2	1	low	
10398	10397	mackerel	38438	108	87	102	85	2.1176	2.0374	1.0372	1.9445	Noun	108	1	3.3293	3	77.43	8	0	1	low	
6262	6261	faraway	23543	93	74	81	69	1.8235	1.9731	0.88221	1.8751	Noun	86	0.92473	3.265	3	58.17	7	1	1	low	
11130	11129	misfortune	40941	136	117	128	116	2.6667	2.1367	1.3948	2.0719	Noun	136	1	3.4286	3	33.56	10	0	1	low	
8697	8696	hypnosis	31801	101	57	88	52	1.9804	2.0086	0.67954	1.7634	Noun	100	1	3.3004	3	9.86	8	0	1	low	
11205	11204	modeling	41206	185	107	165	101	3.6275	2.2695	1.2756	2.0334	Noun	138	0.74595	3.5613	3	289.71	8	0	1	low	
8885	8884	indictment	32901	126	87	124	86	2.4706	2.1038	1.0372	1.9445	Noun	126	1	3.3956	3	70.22	10	0	1	low	
2439	2438	cabaret	8855	115	44	78	35	2.2549	2.0645	0.52456	1.6532	Noun	115	1	3.3563	3	52.5	7	0	1	low	
13855	13854	prototype	50828	169	109	164	108	3.3137	2.2304	1.2995	2.0414	Noun	168	1	3.5223	3	38.88	9	0	1	low	
9035	9034	institute	33626	166	123	140	112	3.2549	2.2227	1.4664	2.0934	Noun	158	0.95758	3.5146	3	79.38	9	0	1	low	
17102	17101	subpoena	63370	113	87	109	83	2.2157	2.0569	1.0372	1.9445	Noun	71	0.63393	3.3487	3	30.71	8	0	1	low	
17662	17661	tendency	65503	138	135	137	134	2.7059	2.143	1.6094	2.1335	Noun	138	1	3.4348	3	55.57	8	0	1	low	
5117	5116	diversion	19156	158	133	151	130	3.098	2.2014	1.5856	2.1271	Noun	158	1	3.4932	3	105.5	9	0	1	low	
11998	11997	observer	44158	188	81	152	73	3.6863	2.2765	0.96567	1.9138	Noun	187	1	3.5683	3	69.14	8	2	1	low	
419	418	analyst	2090	177	109	171	107	3.4706	2.2504	1.2995	2.0414	Noun	177	1	3.5423	3	33.33	7	1	1	low	
15228	15227	sanctity	56368	84	75	84	75	1.6471	1.9294	0.89413	1.8808	Noun	84	1	3.2213	3	98.71	8	0	1	low	
11255	11254	momentum	41366	87	78	81	75	1.7059	1.9445	0.9299	1.8976	Noun	87	1	3.2363	3	49.43	8	0	1	low	
16030	16029	silverware	59196	109	86	105	84	2.1373	2.0414	1.0253	1.9395	Noun	107	0.98165	3.3332	3	28.33	10	0	1	low	
2820	2819	catalogue	9983	108	74	102	69	2.1176	2.0374	0.88221	1.8751	Noun	100	0.92593	3.3293	3	30.88	9	0	1	low	
14038	14037	pyramid	51482	204	99	186	90	4	2.3118	1.1803	2	Noun	203	0.9951	3.6036	3	17.83	7	0	1	low	
15561	15560	secrecy	57520	177	156	171	150	3.4706	2.2504	1.8598	2.1959	Noun	177	1	3.5423	3	38	7	0	1	low	
17968	17967	tolerance	66689	130	106	121	101	2.549	2.1173	1.2637	2.0294	Noun	130	1	3.4091	3	77.38	9	0	1	low	
7283	7282	genetics	26991	90	68	61	54	1.7647	1.959	0.81068	1.8388	Noun	90	1	3.2509	3	67.29	8	0	1	low	
8815	8814	impostor	32459	101	70	101	70	1.9804	2.0086	0.83453	1.8513	Noun	101	1	3.3004	3	37	8	0	1	low	
5591	5590	ecstasy	20638	162	120	115	90	3.1765	2.2122	1.4306	2.0828	Noun	162	1	3.504	3	33.67	7	0	1	low	
3545	3544	collision	12581	137	100	118	90	2.6863	2.1399	1.1922	2.0043	Noun	136	1	3.4317	3	112.75	9	1	1	low	
18473	18472	typewriter	68445	161	92	154	91	3.1569	2.2095	1.0968	1.9685	Noun	160	1	3.5013	3	48	10	0	1	low	
15224	15223	samurai	56351	160	70	103	51	3.1373	2.2068	0.83453	1.8513	Noun	159	1	3.4987	3	24.67	7	0	1	low	
7325	7324	getaway	27156	196	152	182	146	3.8431	2.2945	1.8121	2.1847	Noun	196	1	3.5863	3	27.83	7	0	1	low	
5776	5775	encryption	21456	83	55	80	53	1.6275	1.9243	0.6557	1.7482	Noun	83	1	3.2161	3	107.22	10	0	1	low	
7999	7998	handyman	29365	93	57	88	56	1.8235	1.9731	0.67954	1.7634	Noun	92	0.98925	3.265	3	42.86	8	0	1	low	
554	553	aorta	2598	78	50	75	48	1.5294	1.8976	0.59609	1.7076	Noun	77	0.98718	3.1895	3	23	5	0	1	low	
112	111	advisor	941	225	145	198	132	4.4118	2.3541	1.7287	2.1644	Noun	224	0.99556	3.6459	3	21.5	7	1	1	low	
13817	13816	proportion	50676	139	127	138	127	2.7255	2.1461	1.5141	2.1072	Noun	133	0.96377	3.438	3	134.67	10	0	1	low	
12538	12537	paragraph	46240	144	109	116	95	2.8235	2.1614	1.2995	2.0414	Noun	144	1	3.4532	3	44.38	9	0	1	low	
14677	14676	residue	54370	140	103	134	101	2.7451	2.1492	1.2279	2.017	Noun	140	1	3.4411	3	54	7	0	1	low	
11079	11078	ministry	40766	196	100	78	41	3.8431	2.2945	1.1922	2.0043	Noun	196	1	3.5863	3	55.29	8	0	1	low	
13775	13774	projection	50524	107	78	98	73	2.098	2.0334	0.9299	1.8976	Noun	106	1	3.3253	3	138.44	10	1	1	low	
13112	13111	pioneer	48258	106	73	67	55	2.0784	2.0294	0.87029	1.8692	Noun	101	0.97115	3.3212	3	79.5	7	0	1	low	
18497	18496	ultrasound	68557	125	75	111	71	2.451	2.1004	0.89413	1.8808	Noun	111	0.888	3.3922	3	18	10	0	1	low	
1322	1321	bayonet	5159	80	50	71	45	1.5686	1.9085	0.59609	1.7076	Noun	79	0.9875	3.2003	3	41.33	7	1	1	low	
17618	17617	telegraph	65360	167	104	121	78	3.2745	2.2253	1.2399	2.0212	Noun	160	0.95808	3.5171	3	33.25	9	0	1	low	
11217	11216	modesty	41236	90	79	70	63	1.7647	1.959	0.94182	1.9031	Noun	89	0.97802	3.2509	3	32.5	7	0	1	low	
18678	18677	vanity	70803	210	168	158	135	4.1176	2.3243	2.0029	2.2279	Noun	210	1	3.6161	3	53.6	6	1	1	low	
12003	12002	obstacle	44176	132	107	131	107	2.5882	2.1239	1.2756	2.0334	Noun	132	1	3.4157	3	44.57	8	0	1	low	
15442	15441	scorpion	57105	136	55	86	39	2.6667	2.1367	0.6557	1.7482	Noun	136	1	3.4286	3	52.43	8	0	1	low	
787	786	assailant	3420	75	62	73	60	1.4706	1.8808	0.73915	1.7993	Noun	75	1	3.1726	3	45.13	9	0	1	low	
13839	13838	protector	50788	149	99	115	88	2.9216	2.1761	1.1803	2	Noun	145	0.97973	3.4679	3	60.75	9	1	1	low	
10916	10915	metaphor	40226	198	159	197	158	3.8824	2.2989	1.8956	2.2041	Noun	199	1	3.5907	3	26.57	8	0	1	low	
6495	6494	filmmaker	24263	104	62	100	59	2.0392	2.0212	0.73915	1.7993	Noun	101	0.97115	3.313	3	29	9	0	1	low	
8677	8676	hydrogen	31687	136	79	122	73	2.6667	2.1367	0.94182	1.9031	Noun	136	1	3.4286	3	24	8	0	1	low	
15260	15259	sarcasm	56488	146	129	126	114	2.8627	2.1673	1.5379	2.1139	Noun	146	1	3.4592	3	49.33	7	0	1	low	
3261	3260	citation	11614	81	47	77	44	1.5882	1.9138	0.56032	1.6812	Noun	81	1	3.2056	3	88.57	8	0	1	low	
6095	6094	expansion	22879	88	73	82	69	1.7255	1.9494	0.87029	1.8692	Noun	88	1	3.2412	3	78.5	9	0	1	low	
17137	17136	successor	63501	85	67	84	67	1.6667	1.9345	0.79876	1.8325	Noun	85	1	3.2263	3	41.38	9	0	1	low	
875	874	attendance	3740	135	113	118	99	2.6471	2.1335	1.3472	2.0569	Noun	135	1	3.4254	3	46.67	10	0	1	low	
12856	12855	perception	47215	180	144	169	136	3.5294	2.2577	1.7167	2.1614	Noun	180	1	3.5495	3	119.67	10	0	1	low	
3732	3731	conductor	13327	155	107	122	91	3.0392	2.1931	1.2756	2.0334	Noun	155	1	3.485	3	68.88	9	0	1	low	
2606	2605	cannonball	9328	73	49	35	23	1.4314	1.8692	0.58417	1.699	Noun	72	0.9863	3.1611	3	21	10	0	1	low	
744	743	arthritis	3255	99	79	87	72	1.9412	2	0.94182	1.9031	Noun	99	1	3.2918	3	28.25	9	1	1	low	
12923	12922	petition	47605	215	131	208	126	4.2157	2.3345	1.5618	2.1206	Noun	194	0.87783	3.6263	3	99.29	8	0	1	low	
4820	4819	detector	17696	166	127	164	125	3.2549	2.2227	1.5141	2.1072	Noun	166	1	3.5146	3	52.57	8	1	1	low	
381	380	ammonia	1934	76	49	60	44	1.4902	1.8865	0.58417	1.699	Noun	76	1	3.1783	3	15.83	7	0	1	low	
4597	4596	deception	16584	160	135	144	127	3.1373	2.2068	1.6094	2.1335	Noun	160	1	3.4987	3	114.88	9	1	1	low	
12796	12795	pelican	47033	89	38	26	15	1.7451	1.9542	0.45303	1.5911	Noun	88	0.98876	3.2461	3	44.17	7	0	1	low	
832	831	astronaut	3591	202	99	190	99	3.9608	2.3075	1.1803	2	Noun	182	0.91	3.5993	3	32.5	9	0	1	low	
4892	4891	diaphragm	17987	105	69	97	66	2.0588	2.0253	0.8226	1.8451	Noun	105	1	3.3171	3	32.63	9	0	1	low	
9066	9065	interface	33824	77	55	74	55	1.5098	1.8921	0.6557	1.7482	Noun	57	0.74026	3.1839	3	76.75	9	0	1	low	
16529	16528	spectacle	61220	131	116	130	115	2.5686	2.1206	1.3829	2.0682	Noun	131	1	3.4124	3	37.38	9	0	1	low	
2343	2342	burglary	8570	182	105	151	97	3.5686	2.2625	1.2518	2.0253	Noun	175	1	3.5543	3	47.14	8	1	1	low	
9041	9040	insulin	33671	107	56	91	50	2.098	2.0334	0.66762	1.7559	Noun	107	1	3.3253	3	33	7	0	1	low	
6844	6843	foreigner	25396	150	102	132	93	2.9412	2.179	1.216	2.0128	Noun	150	1	3.4708	3	58.38	9	0	1	low	
