numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
7135	7134	gallery	26540	434	239	385	223	8.5098	2.6385	2.8493	2.3802	Noun	434	1	3.9303	3	118.67	7	0	1	high	high3	2	20	1	2	21	22	23	24	
9836	9835	leash	36711	219	165	215	162	4.2941	2.3424	1.9671	2.2201	Noun	213	0.97706	3.6343	1	44	5	3	1	low	low1	3	30	1	2	31	32	33	34	
3826	3825	contrary	13943	454	409	411	371	8.902	2.658	4.876	2.6128	Noun	333	0.73348	3.9498	3	88.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	
11894	11893	notch	43761	170	131	148	129	3.3333	2.233	1.5618	2.1206	Noun	152	0.89412	3.5248	1	31	5	1	1	low	low1	3	30	1	2	31	32	33	34	
3627	3626	commitment	12855	550	438	533	429	10.7843	2.7412	5.2217	2.6425	Noun	550	1	4.033	3	76.56	10	0	1	high	high3	2	20	1	2	21	22	23	24	
13300	13299	pneumonia	48803	257	184	239	178	5.0392	2.4116	2.1936	2.2672	Noun	256	1	3.7035	3	11.38	9	1	1	high	high3	2	20	1	2	21	22	23	24	
19226	19225	whiff	72666	127	112	123	109	2.4902	2.1072	1.3352	2.0531	Noun	117	0.936	3.399	1	21.25	5	0	1	low	low1	3	30	1	2	31	32	33	34	
294	293	alliance	1630	465	190	174	115	9.1176	2.6684	2.2651	2.281	Noun	471	1	3.9602	3	42.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
12646	12645	paste	46591	87	71	81	65	1.7059	1.9445	0.84645	1.8573	Noun	66	0.75862	3.2363	1	41	5	8	1	low	low1	3	30	1	2	31	32	33	34	
11628	11627	narrator	42594	529	164	113	70	10.3725	2.7243	1.9552	2.2175	Noun	520	0.99426	4.0161	3	61.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	
3039	3038	chart	10735	483	339	464	331	9.4706	2.6848	4.0415	2.5315	Noun	439	0.9089	3.9767	1	42	5	4	1	high	high1	1	10	1	2	11	12	13	14	
13373	13372	pollution	48995	97	77	85	69	1.902	1.9912	0.91798	1.8921	Noun	97	1	3.2831	3	108	9	0	1	low	low3	4	40	1	2	41	42	43	44	
13435	13434	popsicle	49199	82	58	33	26	1.6078	1.9191	0.69146	1.7709	Noun	73	0.89024	3.2109	3	35.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
2316	2315	bungalow	8481	84	48	63	43	1.6471	1.9294	0.57225	1.6902	Noun	84	1	3.2213	3	26.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
17005	17004	stride	62957	107	68	75	67	2.098	2.0334	0.81068	1.8388	Noun	76	0.7037	3.3253	1	53	6	5	1	low	low1	3	30	1	2	31	32	33	34	
5793	5792	enema	21547	72	52	65	50	1.4118	1.8633	0.61993	1.7243	Noun	72	1	3.1552	3	9.75	5	1	1	low	low3	4	40	1	2	41	42	43	44	
