word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s
sparing-A	1	7	6	2	0	0	0	0	A
sparing-J	1	7	6	2	0	0	0	0	J
sparing-V	1	7	6	2	0	0	0	0	V
sparkle-N	4	7	5	2	0	0	0	0	N
sparkle-V	4	7	5	2	0	0	0	0	V
sparkling-J	5	9	7	2	0	0	0	0	J
sparkling-V	5	9	7	2	0	0	0	0	V
spark-N	12	5	4	1	505	526	539	0	N
spark-V	12	5	4	1	505	526	539	0	V
sparse-J	5	6	4	1	0	0	0	0	J
sparse-V	5	6	4	1	0	0	0	0	V
spartan-J	2	7	6	2	0	0	0	0	J
spartan-N	2	7	6	2	0	0	0	0	N
spasm-N	3	5	6	2	422	439	486	558	N
spate-N	2	5	4	1	0	0	0	0	N
spate-V	2	5	4	1	0	0	0	0	V
spatial-J	10	7	6	2	0	0	0	0	J
spat-N	9	4	4	1	0	0	0	0	N
spatter-N	1	7	5	2	0	0	0	0	N
spatter-V	1	7	5	2	0	0	0	0	V
spat-V	9	4	4	1	0	0	0	0	V
spa-V	2	3	3	1	0	0	0	0	V
speaker-N	49	7	5	2	554	537	549	0	N
speaking-V	62	8	6	2	0	0	0	0	V
speak-V	110	5	4	1	600	419	488	0	V
spear-J	7	5	4	1	513	584	545	0	J
spear-N	7	5	3	1	513	584	545	0	N
spear-V	7	5	3	1	513	584	545	0	V
special-A	250	7	5	2	607	0	305	0	A
specialist-N	16	10	9	3	495	487	448	517	N
specialize-V	3	10	8	3	0	0	0	0	V
special-J	250	7	6	2	607	0	305	0	J
specially-A	9	9	7	3	0	0	0	0	A
special-N	250	7	6	2	607	0	305	0	N
specialty-N	4	9	8	3	0	0	0	0	N
specie-N	2	6	5	2	0	0	0	0	N
species-N	37	7	6	2	0	0	0	0	N
specific-J	115	8	8	3	0	0	0	0	J
specific-N	115	8	8	3	0	0	0	0	N
specify-V	11	7	7	3	0	0	0	0	V
specimen-N	24	8	8	3	512	481	417	0	N
specious-J	2	8	6	2	0	0	0	0	J
speck-J	7	5	4	1	477	484	503	353	J
speckled-J	1	8	6	2	0	0	0	0	J
speck-N	7	5	4	1	477	484	503	353	N
speck-V	7	5	4	1	477	484	503	353	V
spec-N	1	4	4	1	0	0	0	0	N
spectacle-N	18	9	8	3	0	0	0	0	N
spectator-N	9	9	8	3	0	0	0	0	N
spectral-J	6	8	8	2	0	0	0	0	J
spectra-N	18	7	7	2	0	0	0	0	N
spectre-N	1	7	6	2	0	0	0	0	N
spectrum-N	14	8	8	2	0	0	0	0	N
specular-J	1	8	8	3	0	0	0	0	J
speculate-V	7	9	9	3	0	0	0	0	V
speculator-N	1	10	10	4	0	0	0	0	N
sped-V	9	4	4	1	0	0	0	0	V
speechless-J	3	10	7	2	0	0	0	0	J
speech-N	61	6	5	1	549	453	447	369	N
speech-V	61	6	4	1	549	453	447	369	V
speed-N	83	5	4	1	0	0	0	0	N
speed-V	83	5	4	1	0	0	0	0	V
speedy-A	6	6	5	2	0	0	0	0	A
speedy-J	6	6	5	2	0	0	0	0	J
spellbound-J	1	10	8	2	0	0	0	0	J
spelling-N	4	8	6	2	0	0	0	0	N
spelling-V	4	8	6	2	0	0	0	0	V
spell-N	19	5	4	1	525	376	429	292	N
spell-V	19	5	4	1	525	376	429	292	V
spencer-N	23	7	6	2	0	0	0	0	N
spending-V	41	8	7	2	0	0	0	0	V
spend-N	53	5	5	1	0	0	0	0	N
spend-V	53	5	5	1	0	0	0	0	V
spent-J	104	5	5	1	0	0	0	0	J
spent-V	104	5	5	1	0	0	0	0	V
sphere-N	22	6	3	1	457	489	562	0	N
sphere-V	22	6	4	1	457	489	562	0	V
spherical-J	8	9	8	3	0	0	0	0	J
sphinx-N	1	6	6	1	0	0	0	0	N
spiced-V	3	6	5	2	0	0	0	0	V
spice-N	4	5	4	1	518	590	592	0	N
spice-V	4	5	4	1	518	590	592	0	V
spicy-J	1	5	5	2	509	478	494	0	J
spider-N	2	6	5	2	526	607	597	0	N
spidery-J	1	7	7	3	0	0	0	0	J
spiked-J	2	6	5	2	0	0	0	0	J
spiked-V	2	6	5	2	0	0	0	0	V
spike-N	2	5	4	1	471	572	573	353	N
spike-V	2	5	4	1	471	572	573	353	V
spiller-N	1	7	5	2	0	0	0	0	N
spill-N	1	5	4	1	0	0	0	0	N
spill-V	1	5	4	1	0	0	0	0	V
spinach-N	2	7	6	2	452	589	606	0	N
spindle-N	8	7	6	2	0	0	0	0	N
spindle-V	8	7	6	2	0	0	0	0	V
spineless-J	2	9	7	3	0	0	0	0	J
spine-N	6	5	4	1	0	0	0	0	N
spin-N	5	4	4	1	0	0	0	0	N
spinning-V	11	8	6	2	0	0	0	0	V
spin-V	5	4	4	1	0	0	0	0	V
spiral-J	8	6	7	3	0	0	0	0	J
spiral-N	8	6	7	3	0	0	0	0	N
spiral-V	8	6	7	2	0	0	0	0	V
spire-N	5	5	4	2	309	576	541	0	N
spire-V	5	5	5	1	309	576	541	0	V
spirited-J	8	8	8	3	425	0	426	0	J
spirited-V	8	8	8	3	425	0	426	0	V
spirit-N	182	6	6	2	518	296	450	389	N
spiritual-J	64	9	10	3	0	0	0	0	J
spiritual-N	64	9	8	3	0	0	0	0	N
spirit-V	182	6	6	2	518	296	450	389	V
spite-N	56	5	4	1	459	262	405	442	N
spite-V	56	5	4	1	459	262	405	442	V
spit-N	11	4	4	1	0	0	0	0	N
spittle-N	2	7	5	2	0	0	0	0	N
spittle-V	2	7	5	1	0	0	0	0	V
spit-V	11	4	4	1	0	0	0	0	V
splash-A	3	6	5	1	0	0	0	0	A
splash-N	3	6	5	1	0	0	0	0	N
splash-V	3	6	5	1	0	0	0	0	V
splashy-J	1	7	6	2	0	0	0	0	J
spleen-N	2	6	5	1	0	0	0	0	N
spleen-V	2	6	5	1	0	0	0	0	V
splendid-J	20	8	8	2	510	0	383	0	J
splenetic-J	1	9	9	3	0	0	0	0	J
splenetic-N	1	9	9	3	0	0	0	0	N
splice-N	1	6	5	1	0	0	0	0	N
splice-V	1	6	5	1	0	0	0	0	V
splinter-N	4	8	7	2	0	0	0	0	N
splinter-V	4	8	8	2	0	0	0	0	V
splintery-J	1	9	9	3	0	0	0	0	J
split-N	30	5	5	1	514	417	445	381	N
split-V	30	5	5	1	514	417	445	381	V
splurge-N	1	7	5	1	0	0	0	0	N
splurge-V	1	7	5	1	0	0	0	0	V
spoilage-N	8	8	6	2	0	0	0	0	N
spoil-N	3	5	4	1	0	0	0	0	N
spoil-V	3	5	4	1	0	0	0	0	V
spoke-N	87	5	4	1	532	526	466	328	N
spoken-V	37	6	6	2	0	0	0	0	V
spokesman-N	13	9	8	2	0	0	0	0	N
spokesmen-N	13	9	8	2	0	0	0	0	N
spoke-V	87	5	4	1	532	526	466	328	V
sponge-N	7	6	5	1	538	597	577	0	N
sponge-V	7	6	5	1	538	597	577	0	V
sponging-V	1	8	7	2	0	0	0	0	V
spongy-J	2	6	6	2	0	0	0	0	J
sponsor-N	22	7	6	2	0	0	0	0	N
sponsor-V	22	7	6	2	0	0	0	0	V
spoof-N	1	5	4	1	0	0	0	0	N
spoof-V	1	5	4	1	0	0	0	0	V
spooky-J	2	6	5	2	0	0	0	0	J
spoonful-N	1	8	7	2	0	0	0	0	N
spoon-N	6	5	4	1	612	614	584	186	N
spoon-V	6	5	4	1	612	614	584	186	V
sporadic-J	7	8	8	3	0	0	0	0	J
sporting-J	9	8	6	2	0	0	0	0	J
sporting-V	9	8	6	2	0	0	0	0	V
sport-N	17	5	4	1	0	0	0	0	N
sportsman-N	5	9	8	2	0	0	0	0	N
sportsmen-N	6	9	8	2	0	0	0	0	N
sport-V	17	5	4	1	0	0	0	0	V
spot-A	57	4	4	1	560	512	507	261	A
spotless-J	3	8	7	2	0	0	0	0	J
spotlight-N	6	9	9	2	0	0	0	0	N
spotlight-V	6	9	9	2	0	0	0	0	V
spot-N	57	4	4	1	560	512	507	261	N
spotted-J	16	7	6	2	0	0	0	0	J
spotted-V	16	7	6	2	0	0	0	0	V
spotty-J	1	6	5	2	0	0	0	0	J
spot-V	57	4	4	1	560	512	507	261	V
spouse-N	3	6	4	1	0	0	0	0	N
spouse-V	3	6	4	1	0	0	0	0	V
spout-N	1	5	4	1	433	468	466	0	N
spout-V	1	5	4	1	433	468	466	0	V
sprang-V	13	6	5	1	0	0	0	0	V
sprawl-N	3	6	5	1	0	0	0	0	N
sprawl-V	3	6	5	1	0	0	0	0	V
spray-N	16	5	4	1	521	514	559	0	N
spray-V	16	5	4	1	521	514	559	0	V
spreader-N	1	8	6	2	0	0	0	0	N
spread-N	83	6	5	1	0	0	0	0	N
spread-V	83	6	5	1	0	0	0	0	V
spree-N	4	5	4	1	410	333	425	531	N
sprightly-A	1	9	7	2	0	0	0	0	A
sprightly-J	1	9	7	2	0	0	0	0	J
sprig-N	1	5	5	1	0	0	0	0	N
sprig-V	1	5	5	1	0	0	0	0	V
springing-V	2	9	7	2	0	0	0	0	V
spring-N	127	6	5	1	588	524	585	0	N
springtime-N	4	10	8	2	0	0	0	0	N
spring-V	127	6	5	1	588	524	585	0	V
sprinkle-N	7	8	7	2	0	0	0	0	N
sprinkle-V	7	8	7	2	0	0	0	0	V
sprinkling-N	7	10	9	2	0	0	0	0	N
sprinkling-V	7	10	9	2	0	0	0	0	V
sprite-N	1	6	5	1	0	0	0	0	N
sprout-N	1	6	5	1	0	0	0	0	N
sprout-V	1	6	5	1	0	0	0	0	V
spruce-A	5	6	5	1	499	568	532	0	A
spruce-J	5	6	5	1	499	568	532	0	J
spruce-N	5	6	5	1	499	568	532	0	N
spruce-V	5	6	5	1	499	568	532	0	V
sprue-N	2	5	4	1	0	0	0	0	N
sprung-V	8	6	5	1	0	0	0	0	V
spume-N	1	5	5	1	0	0	0	0	N
spume-V	1	5	5	1	0	0	0	0	V
spun-V	16	4	4	1	0	0	0	0	V
spurious-J	2	8	8	2	0	0	0	0	J
spur-N	13	4	3	1	0	0	0	0	N
spurred-J	6	7	4	2	0	0	0	0	J
spurred-V	6	7	4	2	0	0	0	0	V
spurt-N	2	5	4	1	417	417	491	406	N
spurt-V	2	5	4	1	417	417	491	406	V
spur-V	13	4	3	1	0	0	0	0	V
sputnik-N	2	7	7	2	0	0	0	0	N
sputter-N	1	7	5	2	0	0	0	0	N
sputter-V	1	7	5	2	0	0	0	0	V
spy-N	9	3	3	1	0	0	0	0	N
spy-V	9	3	3	1	0	0	0	0	V
squad-N	18	5	5	1	0	0	0	0	N
squadron-N	3	8	8	2	0	0	0	0	N
squad-V	18	5	5	1	0	0	0	0	V
squalid-J	1	7	7	2	0	0	0	0	J
squall-N	7	6	5	1	0	0	0	0	N
squall-V	7	6	5	1	0	0	0	0	V
square-A	143	6	4	1	576	516	610	250	A
square-J	143	6	4	1	576	516	610	250	J
square-N	143	6	4	1	576	516	610	250	N
square-V	143	6	4	1	576	516	610	250	V
squash-A	2	6	5	1	0	0	0	0	A
squash-N	2	6	5	1	0	0	0	0	N
squash-V	2	6	5	1	0	0	0	0	V
squashy-J	1	7	6	2	0	0	0	0	J
squat-J	7	5	5	1	0	0	0	0	J
squat-N	7	5	5	1	0	0	0	0	N
squat-V	7	5	5	1	0	0	0	0	V
squawk-N	1	6	5	1	0	0	0	0	N
squawk-V	1	6	5	1	0	0	0	0	V
squaw-N	1	5	4	1	0	0	0	0	N
squeak-N	1	6	5	1	506	461	492	0	N
squeak-V	1	6	5	1	506	461	492	0	V
squeaky-J	1	7	6	2	0	0	0	0	J
squeal-N	1	6	5	1	0	0	0	0	N
squeal-V	1	6	5	1	0	0	0	0	V
squeamish-J	1	9	7	2	0	0	0	0	J
squeeze-N	11	7	5	1	0	0	0	0	N
squeeze-V	11	7	5	1	0	0	0	0	V
squeezing-V	4	9	7	2	0	0	0	0	V
squinting-V	3	9	8	2	0	0	0	0	V
squint-J	1	6	6	1	528	456	515	0	J
squint-N	1	6	6	1	528	456	515	0	N
squint-V	1	6	6	1	528	456	515	0	V
squire-N	5	6	5	2	323	502	459	525	N
squire-V	5	6	6	1	323	502	459	525	V
squirrel-N	1	8	6	2	511	612	642	0	N
squirt-N	1	6	5	1	492	453	496	0	N
squirt-V	1	6	5	1	492	453	496	0	V
stability-N	13	9	9	4	0	0	0	0	N
stabilize-V	2	9	8	3	0	0	0	0	V
stable-J	30	6	5	2	519	562	537	292	J
stableman-N	1	9	8	3	0	0	0	0	N
stable-N	30	6	5	2	519	562	537	292	N
stable-V	30	6	5	2	519	562	537	292	V
stab-N	3	4	4	1	0	0	0	0	N
stab-V	3	4	4	1	0	0	0	0	V
staccato-A	5	8	7	3	0	0	0	0	A
staccato-J	5	8	7	3	0	0	0	0	J
staccato-N	5	8	7	3	0	0	0	0	N
staccato-V	5	8	7	3	0	0	0	0	V
stacking-V	2	8	6	2	0	0	0	0	V
stack-N	9	5	4	1	0	0	0	0	N
stack-V	9	5	4	1	0	0	0	0	V
stadium-N	25	7	7	2	526	569	586	0	N
staff-N	113	5	4	1	577	515	478	403	N
staff-V	113	5	4	1	577	515	478	403	V
stage-N	174	5	4	1	0	0	0	0	N
stager-N	1	6	5	2	0	0	0	0	N
stage-V	174	5	4	1	0	0	0	0	V
stagger-N	2	7	5	2	0	0	0	0	N
stagger-V	2	7	5	2	0	0	0	0	V
staging-N	3	7	6	2	0	0	0	0	N
staging-V	3	7	6	2	0	0	0	0	V
stag-J	8	4	4	1	0	0	0	0	J
stag-N	8	4	4	1	0	0	0	0	N
stagnant-J	5	8	8	2	0	0	0	0	J
stagnation-N	1	10	9	3	0	0	0	0	N
stag-V	8	4	4	1	0	0	0	0	V
staid-J	1	5	4	1	0	0	0	0	J
stained-V	28	7	5	2	0	0	0	0	V
stainless-J	2	9	7	2	0	0	0	0	J
stain-N	6	5	4	1	534	535	533	311	N
stain-V	6	5	4	1	534	535	533	311	V
staircase-N	8	9	6	2	0	0	0	0	N
stair-N	2	5	3	1	560	558	551	0	N
stairway-N	6	8	5	2	0	0	0	0	N
stake-N	20	5	4	1	460	540	506	0	N
stake-V	20	5	4	1	460	540	506	0	V
stale-J	4	5	4	1	509	393	412	0	J
stalemate-N	2	9	7	2	0	0	0	0	N
stalemate-V	2	9	7	2	0	0	0	0	V
stale-N	4	5	4	1	509	393	412	0	N
stale-V	4	5	4	1	509	393	412	0	V
stalked-J	7	7	5	2	0	0	0	0	J
stalked-V	7	7	5	2	0	0	0	0	V
stalled-V	4	7	5	2	0	0	0	0	V
stalling-V	2	8	6	2	0	0	0	0	V
stallion-N	3	8	7	2	0	0	0	0	N
stall-N	18	5	4	1	0	0	0	0	N
stall-V	18	5	4	1	0	0	0	0	V
stalwart-J	4	8	7	2	0	0	0	0	J
stalwart-N	4	8	7	2	0	0	0	0	N
stamina-N	2	7	7	3	0	0	0	0	N
stammering-V	1	10	8	3	0	0	0	0	V
stampede-N	4	8	7	2	0	0	0	0	N
stampede-V	4	8	7	2	0	0	0	0	V
stamping-V	5	8	7	2	0	0	0	0	V
stamp-N	8	5	5	1	0	0	0	0	N
stamp-V	8	5	5	1	0	0	0	0	V
stance-N	6	6	5	1	0	0	0	0	N
stanch-V	1	6	6	1	0	0	0	0	V
standard-J	110	8	7	2	556	324	319	472	J
standard-N	110	8	7	2	556	324	319	472	N
standing-J	101	8	7	2	0	0	0	0	J
standing-N	101	8	7	2	0	0	0	0	N
standing-V	101	8	7	2	0	0	0	0	V
stand-N	148	5	5	1	564	450	471	0	N
standpoint-N	13	10	9	2	0	0	0	0	N
standstill-J	1	10	9	2	0	0	0	0	J
standstill-N	1	10	9	2	0	0	0	0	N
stand-V	148	5	5	1	564	450	471	0	V
stanhope-N	1	8	6	2	0	0	0	0	N
staple-J	1	6	5	1	0	0	0	0	J
staple-N	1	6	5	2	0	0	0	0	N
staple-V	1	6	5	1	0	0	0	0	V
starboard-A	1	9	6	2	0	0	0	0	A
starboard-J	1	9	6	2	0	0	0	0	J
starboard-N	1	9	6	2	0	0	0	0	N
starboard-V	1	9	6	2	0	0	0	0	V
starched-V	2	8	5	2	0	0	0	0	V
starch-J	4	6	4	1	459	555	497	489	J
starch-N	4	6	5	1	459	555	497	489	N
starch-V	4	6	5	1	459	555	497	489	V
starchy-J	2	7	6	2	0	0	0	0	J
stardom-N	2	7	6	2	0	0	0	0	N
stare-N	14	5	3	1	508	365	420	0	N
stare-V	14	5	3	1	508	365	420	0	V
stark-A	7	5	4	1	0	0	0	0	A
stark-J	7	5	4	1	0	0	0	0	J
stark-V	7	5	4	1	0	0	0	0	V
starlet-N	2	7	6	2	0	0	0	0	N
starlight-J	1	9	6	2	0	0	0	0	J
starlight-N	1	9	6	2	0	0	0	0	N
star-N	25	4	3	1	574	574	623	0	N
starred-V	2	7	4	2	0	0	0	0	V
starter-N	3	7	5	2	0	0	0	0	N
starting-V	68	8	6	2	0	0	0	0	V
startle-N	1	7	5	1	450	0	410	0	N
startle-V	1	7	5	2	450	0	410	0	V
start-N	154	5	4	1	0	0	0	0	N
start-V	154	5	4	1	0	0	0	0	V
star-V	25	4	3	1	574	574	623	0	V
starvation-N	7	10	8	3	0	0	0	0	N
starve-V	1	6	4	1	0	0	0	0	V
stated-J	85	6	6	2	0	0	0	0	J
stated-V	85	6	6	2	0	0	0	0	V
stateless-J	1	9	7	3	0	0	0	0	J
stately-A	4	7	6	3	0	0	0	0	A
stately-J	4	7	6	2	0	0	0	0	J
statement-N	141	9	8	2	505	379	386	481	N
state-N	808	5	4	1	560	440	511	0	N
stateroom-N	2	9	7	2	0	0	0	0	N
statesman-N	12	9	8	2	0	0	0	0	N
statesmen-N	8	9	8	2	0	0	0	0	N
state-V	808	5	4	1	560	440	511	0	V
static-J	13	6	6	2	0	0	0	0	J
static-N	13	6	6	2	0	0	0	0	N
stating-V	16	7	6	2	0	0	0	0	V
stationary-J	2	10	8	4	0	0	0	0	J
stationary-N	2	10	8	4	0	0	0	0	N
stationery-N	2	10	8	4	0	0	0	0	N
station-N	105	7	6	2	548	572	554	300	N
station-V	105	7	6	2	548	572	554	300	V
statistics-N	22	10	10	3	0	0	0	0	N
statuary-J	2	8	9	3	0	0	0	0	J
statuary-N	2	8	7	3	0	0	0	0	N
statue-N	17	6	6	2	444	600	562	406	N
statuette-N	1	9	8	3	0	0	0	0	N
statue-V	17	6	5	2	444	600	562	406	V
stature-N	15	7	6	2	0	0	0	0	N
stature-V	15	7	6	2	0	0	0	0	V
status-N	97	6	6	2	0	0	0	0	N
statute-J	13	7	7	2	0	0	0	0	J
statute-N	13	7	7	2	0	0	0	0	N
statutory-J	13	9	10	4	0	0	0	0	J
staunch-J	3	7	6	1	0	0	0	0	J
staunch-V	3	7	6	1	0	0	0	0	V
stave-N	2	5	4	1	0	0	0	0	N
stave-V	2	5	4	1	0	0	0	0	V
staying-V	17	7	5	1	0	0	0	0	V
stay-N	113	4	3	1	573	329	321	0	N
stay-V	113	4	3	1	573	329	321	0	V
stead-N	5	5	4	1	0	0	0	0	N
stead-V	5	5	4	1	0	0	0	0	V
steady-A	41	6	5	2	606	0	378	0	A
steady-J	41	6	5	2	606	0	378	0	J
steady-N	41	6	5	2	606	0	378	0	N
steady-V	41	6	5	2	606	0	378	0	V
steak-N	10	5	4	1	558	646	647	329	N
stealer-N	1	7	5	2	0	0	0	0	N
steal-N	5	5	4	1	562	363	448	0	N
stealth-N	5	7	5	1	0	0	0	0	N
steal-V	5	5	4	1	562	363	448	0	V
steamboat-N	3	9	7	2	0	0	0	0	N
steamer-N	1	7	5	2	458	591	616	0	N
steamer-V	1	7	6	2	458	591	616	0	V
steam-N	17	5	4	1	545	552	591	308	N
steamship-N	3	9	7	2	0	0	0	0	N
steam-V	17	5	4	1	545	552	591	308	V
steed-N	1	5	4	1	0	0	0	0	N
steel-N	45	5	4	1	553	586	534	0	N
steel-V	45	5	4	1	553	586	534	0	V
steely-J	1	6	5	2	0	0	0	0	J
steep-A	13	5	4	1	0	0	0	0	A
steep-J	13	5	4	1	0	0	0	0	J
steeple-N	9	7	5	2	405	561	559	361	N
steep-N	13	5	4	1	0	0	0	0	N
steep-V	13	5	4	1	0	0	0	0	V
steering-V	9	8	6	2	0	0	0	0	V
steer-N	9	5	3	1	0	0	0	0	N
steer-V	9	5	3	1	0	0	0	0	V
stein-N	18	5	4	1	0	0	0	0	N
stellar-J	1	7	5	2	0	0	0	0	J
stem-N	29	4	4	1	513	556	533	0	N
stem-V	29	4	4	1	513	556	533	0	V
stench-N	1	6	6	1	0	0	0	0	N
stench-V	1	6	5	1	0	0	0	0	V
stepmother-N	3	10	9	3	0	0	0	0	N
stepmother-V	3	10	9	3	0	0	0	0	V
step-N	131	4	4	1	578	508	483	267	N
stepped-V	41	7	5	2	0	0	0	0	V
step-V	131	4	4	1	578	508	483	267	V
stereo-J	12	6	6	2	0	0	0	0	J
stereo-N	12	6	6	3	0	0	0	0	N
stereotype-J	12	10	8	3	0	0	0	0	J
stereotype-N	12	10	9	3	0	0	0	0	N
stereotype-V	12	10	9	3	0	0	0	0	V
sterile-J	9	7	6	2	0	0	0	0	J
sterility-N	2	9	9	4	0	0	0	0	N
sterilize-V	1	9	8	3	0	0	0	0	V
sterling-J	7	8	6	2	0	0	0	0	J
sterling-N	7	8	6	2	0	0	0	0	N
stern-A	23	5	4	1	481	349	424	0	A
stern-J	23	5	4	1	481	349	424	0	J
stern-N	23	5	4	1	481	349	424	0	N
sternum-N	1	7	6	2	0	0	0	0	N
stern-V	23	5	4	1	481	349	424	0	V
stetson-N	2	7	6	2	0	0	0	0	N
stevedore-N	1	9	7	3	0	0	0	0	N
stewardess-N	2	10	7	2	0	0	0	0	N
steward-N	2	7	6	2	0	0	0	0	N
steward-V	2	7	6	2	0	0	0	0	V
stewed-J	1	6	5	2	0	0	0	0	J
stewed-V	1	6	5	2	0	0	0	0	V
stew-N	5	4	4	1	522	603	587	283	N
stew-V	5	4	4	1	522	603	587	283	V
sticking-V	8	8	6	2	0	0	0	0	V
stickler-N	2	8	6	2	0	0	0	0	N
stick-N	39	5	4	1	528	604	517	0	N
stick-V	39	5	4	1	528	604	517	0	V
sticky-J	9	6	5	2	0	0	0	0	J
sticky-V	9	6	5	2	0	0	0	0	V
stiff-A	21	5	4	1	0	0	0	0	A
stiffening-N	4	10	7	3	0	0	0	0	N
stiffening-V	4	10	7	3	0	0	0	0	V
stiff-J	21	5	4	1	0	0	0	0	J
stiff-N	21	5	4	1	0	0	0	0	N
stifled-V	2	7	6	2	0	0	0	0	V
stifle-N	2	6	5	1	453	292	381	0	N
stifle-V	2	6	5	2	453	292	381	0	V
stigma-N	1	6	6	2	0	0	0	0	N
stigmata-N	1	8	8	3	0	0	0	0	N
stiletto-N	1	8	7	3	0	0	0	0	N
stiletto-V	1	8	7	3	0	0	0	0	V
still-A	782	5	4	1	557	354	345	0	A
still-C	782	5	4	1	557	354	345	0	C
still-J	782	5	4	1	557	354	345	0	J
still-N	782	5	4	1	557	354	345	0	N
stillness-N	9	9	7	2	0	0	0	0	N
still-V	782	5	4	1	557	354	345	0	V
stilted-J	2	7	7	2	0	0	0	0	J
stimulant-J	1	9	10	3	0	0	0	0	J
stimulant-N	1	9	10	3	0	0	0	0	N
stimulate-V	6	9	9	3	0	0	0	0	V
stimuli-N	5	7	8	3	0	0	0	0	N
stimulus-J	15	8	9	3	0	0	0	0	J
stimulus-N	15	8	9	3	0	0	0	0	N
stinging-V	2	8	6	2	0	0	0	0	V
sting-N	5	5	4	1	480	509	553	261	N
sting-V	5	5	4	1	480	509	553	261	V
stingy-J	1	6	6	2	452	299	395	0	J
stinking-V	2	8	7	2	0	0	0	0	V
stink-N	3	5	5	1	0	0	0	0	N
stink-V	3	5	5	1	0	0	0	0	V
stint-N	6	5	5	1	0	0	0	0	N
stint-V	6	5	5	1	0	0	0	0	V
stipulate-V	2	9	9	3	0	0	0	0	V
stir-N	7	4	3	1	0	0	0	0	N
stirring-J	16	8	6	2	0	0	0	0	J
stirring-V	16	8	6	2	0	0	0	0	V
stirrup-N	1	7	6	2	0	0	0	0	N
stirrup-V	1	7	6	2	0	0	0	0	V
stir-V	7	4	3	1	0	0	0	0	V
stitch-N	3	6	5	1	0	0	0	0	N
stitch-V	3	6	5	1	0	0	0	0	V
stockade-N	12	8	6	2	0	0	0	0	N
stockade-V	12	8	6	2	0	0	0	0	V
stocking-N	1	8	6	2	516	551	555	0	N
stocking-V	1	8	6	2	516	551	555	0	V
stock-J	147	5	4	1	0	0	0	0	J
stock-N	147	5	4	1	0	0	0	0	N
stock-V	147	5	4	1	0	0	0	0	V
stocky-J	2	6	5	2	0	0	0	0	J
stodgy-J	1	6	5	2	0	0	0	0	J
stoicism-N	5	8	9	4	0	0	0	0	N
stoic-J	3	5	5	2	302	305	340	639	J
stoic-N	3	5	5	2	302	305	340	639	N
stoker-N	1	6	5	2	0	0	0	0	N
stole-N	10	5	4	1	549	342	441	0	N
stolen-J	18	6	6	2	0	0	0	0	J
stolen-V	18	6	6	2	0	0	0	0	V
stole-V	10	5	4	1	549	342	441	0	V
stolid-J	1	6	6	2	0	0	0	0	J
stomach-N	37	7	6	2	547	617	551	0	N
stomach-V	37	7	6	2	547	617	551	0	V
stone-J	58	5	4	1	564	614	585	0	J
stone-N	58	5	4	1	564	614	585	0	N
stone-V	58	5	4	1	564	614	585	0	V
stony-J	5	5	5	2	0	0	0	0	J
stony-V	5	5	5	2	0	0	0	0	V
stood-V	212	5	4	1	0	0	0	0	V
stool-N	8	5	4	1	531	592	584	203	N
stool-V	8	5	4	1	531	592	584	203	V
stoop-N	4	5	4	1	0	0	0	0	N
stoop-V	4	5	4	1	0	0	0	0	V
stop-N	120	4	4	1	563	308	452	0	N
stoppage-N	1	8	6	2	0	0	0	0	N
stopped-V	129	7	5	2	607	0	397	0	V
stopper-N	2	7	5	2	0	0	0	0	N
stopper-V	2	7	6	2	0	0	0	0	V
stopping-N	14	8	6	2	0	0	0	0	N
stopping-V	14	8	6	2	0	0	0	0	V
stop-V	120	4	4	1	563	308	452	0	V
storage-N	41	7	6	2	0	0	0	0	N
storehouse-N	3	10	6	3	0	0	0	0	N
store-N	74	5	3	1	562	548	506	0	N
store-V	74	5	3	1	562	548	506	0	V
storming-V	1	8	6	2	0	0	0	0	V
storm-N	26	5	4	1	555	527	587	0	N
storm-V	26	5	4	1	555	527	587	0	V
stormy-J	8	6	5	2	0	0	0	0	J
story-N	153	5	5	2	578	427	491	0	N
story-V	153	5	5	2	578	427	491	0	V
stout-A	3	5	4	1	511	413	521	0	A
stout-J	3	5	4	1	511	413	521	0	J
stout-N	3	5	4	1	511	413	521	0	N
stout-V	3	5	4	1	511	413	521	0	V
stove-N	15	5	4	1	525	591	592	297	N
stove-V	15	5	4	1	525	591	592	297	V
strafe-N	2	6	5	1	0	0	0	0	N
strafe-V	2	6	5	1	0	0	0	0	V
straggle-N	2	8	6	1	0	0	0	0	N
straggle-V	2	8	6	2	0	0	0	0	V
straight-A	114	8	5	1	582	404	453	0	A
straighten-V	7	10	6	2	0	0	0	0	V
straight-J	114	8	5	1	582	404	453	0	J
straight-N	114	8	5	1	582	404	453	0	N
straight-V	114	8	5	1	582	404	453	0	V
strained-J	11	8	6	2	0	0	0	0	J
strained-V	11	8	6	2	0	0	0	0	V
straining-V	7	9	7	2	0	0	0	0	V
strain-N	31	6	5	1	533	338	402	422	N
strain-V	31	6	5	1	533	338	402	422	V
strait-A	5	6	5	1	0	0	0	0	A
strait-J	5	6	5	1	0	0	0	0	J
strait-N	5	6	5	1	0	0	0	0	N
strait-V	5	6	5	1	0	0	0	0	V
strand-N	7	6	6	1	500	442	431	0	N
strand-V	7	6	6	1	500	442	431	0	V
strange-J	84	7	6	1	606	0	378	0	J
