"","X","Word","Unnamed","FREQcount","CDcount","FREQlow","Cdlow","SUBLTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","CMUSylls"
"11711",11710,"nerves",42974,559,444,534,428,10.9607843137255,2.7481880270062,5.29327610872675,2.64836001098093,"Noun",558,1,"Noun","558",4.04002216915066,1
"11712",11711,"nest",42986,566,367,514,343,11.0980392156863,2.75358305889291,4.37529804482594,2.56584781867352,"Noun",541,0.962633451957295,"Noun.Verb","541.21",4.04541720103737,1
"11716",11715,"nests",42995,23,21,22,20,0.450980392156863,1.38021124171161,0.25035765379113,1.34242268082221,"Noun",23,1,"Noun","23",2.67204538385607,1
"11717",11716,"net",42996,793,541,699,479,15.5490196078431,2.8998205024271,6.44969003338102,2.73399928653839,"Noun",580,0.827389443651926,"Noun.Adjective.Verb","580.108.13",4.19165464457156,1
"11718",11717,"nets",43003,99,71,86,64,1.94117647058824,2,0.846447305674774,1.85733249643127,"Noun",98,1,"Noun","98",3.29183414214446,1
"11723",11722,"networking",43011,27,25,26,25,0.529411764705882,1.44715803134222,0.298044825941822,1.41497334797082,"Noun",17,0.62962962962963,"Noun.Verb","17.10",2.73899217348668,3
"11728",11727,"neuroses",43051,27,25,27,25,0.529411764705882,1.44715803134222,0.298044825941822,1.41497334797082,"Noun",25,0.925925925925926,"Noun.Verb","25.2",2.73899217348668,3
"11729",11728,"neurosis",43052,32,27,32,27,0.627450980392157,1.51851393987789,0.321888412017167,1.44715803134222,"Noun",32,1,"Noun","32",2.81034808202235,3
"11730",11729,"neutering",43069,9,6,9,6,0.176470588235294,1,0.0715307582260372,0.845098040014257,"Noun",5,0.555555555555556,"Noun.Verb","5.4",2.29183414214446,3
"11731",11730,"neutralist",43077,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"11734",11733,"neutrino",43087,12,7,9,6,0.235294117647059,1.11394335230684,0.0834525512637101,0.903089986991944,"Noun",11,0.916666666666667,"Noun.Name","11.1",2.4057774944513,3
"11735",11734,"neutrinos",43088,2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3
"11739",11738,"newcomer",43111,55,43,48,37,1.07843137254902,1.7481880270062,0.512637100619933,1.64345267648619,"Noun",55,1,"Noun","55",3.04002216915066,3
"11740",11739,"newcomers",43112,29,26,26,24,0.568627450980392,1.47712125471966,0.309966618979495,1.43136376415899,"Noun",29,1,"Noun","29",2.76895539686412,3
"11741",11740,"newlywed",43123,22,17,16,15,0.431372549019608,1.36172783601759,0.202670481640439,1.25527250510331,"Noun",22,1,"Noun","22",2.65356197816205,3
"11742",11741,"newlyweds",43124,74,63,58,51,1.45098039215686,1.8750612633917,0.751072961373391,1.80617997398389,"Noun",73,1,"Noun","73",3.16689540553616,3
"11744",11743,"news",43128,8399,3976,7681,3838,164.686274509804,3.92427928606188,47.4010491177873,3.59955559098598,"Noun",8382,0.999642218246869,"Noun.Name","8382.3",5.21611342820634,1
"11746",11745,"newscaster",43135,29,25,12,12,0.568627450980392,1.47712125471966,0.298044825941822,1.41497334797082,"Noun",29,1,"Noun","29",2.76895539686412,3
"11750",11749,"newsletter",43144,43,30,41,28,0.843137254901961,1.64345267648619,0.357653791130186,1.49136169383427,"Noun",43,1,"Noun","43",2.93528681863065,3
"11753",11752,"newspaper",43148,1208,752,1152,729,23.6862745098039,3.08242630086077,8.96518836432999,2.8767949762007,"Noun",1206,0.99917149958575,"Noun.Name","1206.1",4.37426044300523,3
"11754",11753,"newspapers",43151,585,435,549,419,11.4705882352941,2.76789761601809,5.1859799713877,2.63948648926859,"Noun",587,1,"Noun","587",4.05973175816255,3
"11762",11761,"newswoman",43163,8,5,6,4,0.156862745098039,0.954242509439325,0.0596089651883643,0.778151250383644,"Noun",6,0.75,"Noun.Name","6.2",2.24607665158378,3
"11765",11764,"ngai",43174,1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,1
"11766",11765,"niacin",43177,2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3
"11767",11766,"nib",43180,5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,1
"11769",11768,"nibs",43191,29,19,13,10,0.568627450980392,1.47712125471966,0.226514067715784,1.30102999566398,"Noun",29,1,"Noun","29",2.76895539686412,1
"11771",11770,"niceties",43201,12,12,12,12,0.235294117647059,1.11394335230684,0.143061516452074,1.11394335230684,"Noun",12,1,"Noun","12",2.4057774944513,3
"11772",11771,"nicety",43202,2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3
"11773",11772,"niche",43203,47,38,47,38,0.92156862745098,1.68124123737559,0.453028135431569,1.5910646070265,"Noun",47,1,"Noun","47",2.97307537952005,1
"11779",11778,"nicotine",43227,87,46,72,44,1.70588235294118,1.94448267215017,0.548402479732952,1.67209785793572,"Noun",87,1,"Noun","87",3.23631681429463,3
"11780",11779,"niece",43229,486,275,482,275,9.52941176470588,2.68752896121463,3.27849308536004,2.44090908206522,"Noun",485,1,"Noun","485",3.97936310335909,1
"11786",11785,"night",43253,44168,7381,42911,7343,866.039215686274,4.64511756680654,87.9947544110634,3.86817404085964,"Noun",44121,1,"Noun","44121",5.936951708951,1
"11796",11795,"nights",43284,1727,1286,1670,1252,33.8627450980392,3.23754373814287,15.3314258464473,3.10957854690439,"Noun",1731,1,"Noun","1731",4.52937788028733,1
"11803",11802,"nihilists",43302,3,1,2,1,0.0588235294117647,0.602059991327962,0.0119217930376729,0.301029995663981,"Noun",3,1,"Noun","3",1.89389413347242,3
"11805",11804,"nils",43310,10,6,0,0,0.196078431372549,1.04139268515823,0.0715307582260372,0.845098040014257,"Noun",6,0.6,"Noun.Name","6.4",2.33322682730268,1
"11807",11806,"nincompoop",43319,42,36,39,34,0.823529411764706,1.63346845557959,0.429184549356223,1.56820172406699,"Noun",42,1,"Noun","42",2.92530259772405,3
"11812",11811,"nip",43341,165,128,121,111,3.23529411764706,2.22010808804005,1.52598950882213,2.11058971029925,"Noun",81,0.525974025974026,"Noun.Verb","81.73",3.51194223018451,1
"11816",11815,"nips",43352,31,17,9,8,0.607843137254902,1.50514997831991,0.202670481640439,1.25527250510331,"Noun",27,0.870967741935484,"Noun.Verb","27.4",2.79698412046437,1
"11820",11819,"nitrogen",43369,61,45,51,38,1.19607843137255,1.79239168949825,0.536480686695279,1.66275783168157,"Noun",61,1,"Noun","61",3.08422583164271,3
"11824",11823,"nobleman",43398,37,29,37,29,0.725490196078431,1.57978359661681,0.345731998092513,1.47712125471966,"Noun",37,1,"Noun","37",2.87161773876127,3
"11828",11827,"nobodies",43407,31,29,31,29,0.607843137254902,1.50514997831991,0.345731998092513,1.47712125471966,"Noun",31,1,"Noun","31",2.79698412046437,3
"11829",11828,"nock",43410,5,3,4,2,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281,1
"11830",11829,"node",43423,25,20,25,20,0.490196078431373,1.41497334797082,0.238435860753457,1.32221929473392,"Noun",25,1,"Noun","25",2.70680749011528,1
"11831",11830,"nodes",43424,28,21,28,21,0.549019607843137,1.46239799789896,0.25035765379113,1.34242268082221,"Noun",28,1,"Noun","28",2.75423214004342,1
"11832",11831,"nods",43425,17,15,16,14,0.333333333333333,1.25527250510331,0.178826895565093,1.20411998265592,"Noun",11,0.647058823529412,"Noun.Verb","11.6",2.54710664724777,1
"11835",11834,"noes",43429,2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,1
"11836",11835,"noh",43433,13,10,1,1,0.254901960784314,1.14612803567824,0.119217930376729,1.04139268515823,"Noun",9,0.692307692307692,"Noun.Name","9.4",2.4379621778227,1
"11837",11836,"noir",43435,41,24,20,13,0.803921568627451,1.6232492903979,0.286123032904149,1.39794000867204,"Noun",27,0.658536585365854,"Noun.Name","27.14",2.91508343254236,1
"11838",11837,"noise",43438,1779,1252,1741,1237,34.8823529411765,3.25042000230889,14.9260848831664,3.09795107099415,"Noun",1773,0.998310810810811,"Noun.Name.Verb","1773.2.1",4.54225414445335,1
"11841",11840,"nom",43457,17,12,15,10,0.333333333333333,1.25527250510331,0.143061516452074,1.11394335230684,"Noun",14,0.823529411764706,"Noun.Verb","14.3",2.54710664724777,1
"11845",11844,"nominee",43476,40,22,40,22,0.784313725490196,1.61278385671974,0.262279446828803,1.36172783601759,"Noun",40,1,"Noun","40",2.9046179988642,3
"11846",11845,"nominees",43477,46,26,41,26,0.901960784313726,1.67209785793572,0.309966618979495,1.43136376415899,"Noun",46,1,"Noun","46",2.96393200008018,3
"11847",11846,"nonce",43496,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,1
"11849",11848,"nonevent",43538,2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3
"11851",11850,"nonfiction",43547,20,13,19,13,0.392156862745098,1.32221929473392,0.154983309489747,1.14612803567824,"Noun",19,1,"Noun","19",2.61405343687838,3
"11852",11851,"nonhuman",43553,8,6,7,5,0.156862745098039,0.954242509439325,0.0715307582260372,0.845098040014257,"Noun",6,0.75,"Noun.Adjective","6.2",2.24607665158378,3
"11853",11852,"nonmembers",43565,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"11854",11853,"nonnatives",43570,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"11855",11854,"nonpayment",43581,8,7,6,5,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378,3
"11857",11856,"nonsmoker",43621,6,5,4,3,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872,3
"11858",11857,"nonstarter",43626,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"11860",11859,"nonunion",43638,2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3
"11863",11862,"nook",43652,54,40,51,38,1.05882352941176,1.74036268949424,0.476871721506915,1.61278385671974,"Noun",54,1,"Noun","54",3.0321968316387,1
"11864",11863,"nooks",43654,10,10,10,10,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268,1
"11865",11864,"noon",43656,924,703,848,673,18.1176470588235,2.96614173273903,8.38102050548403,2.84757265914211,"Noun",922,1,"Noun","922",4.25797587488349,1
"11866",11865,"noons",43659,13,2,0,0,0.254901960784314,1.14612803567824,0.0238435860753457,0.477121254719662,"Noun",13,1,"Noun","13",2.4379621778227,1
"11868",11867,"noose",43662,111,89,111,89,2.17647058823529,2.04921802267018,1.06103958035289,1.95424250943932,"Noun",110,1,"Noun","110",3.34105216481464,1
"11869",11868,"norm",43673,170,64,28,28,3.33333333333333,2.23299611039215,0.762994754411063,1.81291335664286,"Noun",160,0.941176470588235,"Noun.Name","160.10",3.52483025253661,1
"11870",11869,"normalcy",43676,20,17,18,16,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838,3
"11872",11871,"norms",43690,16,11,16,11,0.313725490196078,1.23044892137827,0.131139723414402,1.07918124604762,"Noun",16,1,"Noun","16",2.52228306352273,1
"11874",11873,"norse",43692,78,13,0,0,1.52941176470588,1.89762709129044,0.154983309489747,1.14612803567824,"Noun",70,0.897435897435897,"Noun.Name.Verb","70.6.2",3.1894612334349,1
"11875",11874,"north",43694,3258,1616,1583,979,63.8823529411765,3.51308436046514,19.2656175488794,3.2087100199064,"Noun",2942,0.903285231808413,"Noun.Name","2942.315",4.8049185026096,1
"11878",11877,"northerner",43704,3,2,0,0,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,3
"11880",11879,"norwegians",43716,14,11,0,0,0.274509803921569,1.17609125905568,0.131139723414402,1.07918124604762,"Noun",14,1,"Noun","14",2.46792540120014,3
"11881",11880,"nose",43718,3557,2125,3407,2081,69.7450980392157,3.55120594374791,25.3338102050548,3.32756326018728,"Noun",3539,0.995219347581552,"Noun.Verb","3539.17",4.84304008589237,1
"11885",11884,"nosiness",43733,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"11886",11885,"nostalgia",43736,39,37,30,29,0.764705882352941,1.60205999132796,0.441106342393896,1.57978359661681,"Noun",39,1,"Noun","39",2.89389413347242,3
"11890",11889,"notables",43750,6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",4,0.666666666666667,"Noun.Verb","4.2",2.13693218215872,3
"11891",11890,"notary",43756,35,27,31,26,0.686274509803922,1.55630250076729,0.321888412017167,1.44715803134222,"Noun",35,1,"Noun","35",2.84813664291175,3
"11892",11891,"notation",43759,12,12,10,10,0.235294117647059,1.11394335230684,0.143061516452074,1.11394335230684,"Noun",12,1,"Noun","12",2.4057774944513,3
"11893",11892,"notations",43760,10,7,10,7,0.196078431372549,1.04139268515823,0.0834525512637101,0.903089986991944,"Noun",10,1,"Noun","10",2.33322682730268,3
"11894",11893,"notch",43761,170,131,148,129,3.33333333333333,2.23299611039215,1.56175488793515,2.12057393120585,"Noun",152,0.894117647058824,"Noun.Verb","152.18",3.52483025253661,1
"11896",11895,"note",43764,2731,1622,2545,1540,53.5490196078431,3.43648069500949,19.3371483071054,3.21031851982623,"Noun",2421,0.8794042862332,"Noun.Verb","2421.332",4.72831483715396,1
"11899",11898,"notes",43771,1255,786,1205,759,24.6078431372549,3.09898963940118,9.37052932761087,2.89597473235906,"Noun",1172,0.933864541832669,"Noun.Verb","1172.83",4.39082378154564,1
"11904",11903,"notochord",43793,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"11906",11905,"noun",43802,27,24,20,19,0.529411764705882,1.44715803134222,0.286123032904149,1.39794000867204,"Noun",27,1,"Noun","27",2.73899217348668,1
"11907",11906,"nouns",43803,13,11,12,10,0.254901960784314,1.14612803567824,0.131139723414402,1.07918124604762,"Noun",13,1,"Noun","13",2.4379621778227,1
"11908",11907,"nous",43810,28,20,19,14,0.549019607843137,1.46239799789896,0.238435860753457,1.32221929473392,"Noun",16,0.571428571428571,"Noun.Unclassified.Adverb","16.11.1",2.75423214004342,1
"11911",11910,"novelist",43822,61,50,61,50,1.19607843137255,1.79239168949825,0.596089651883643,1.70757017609794,"Noun",61,1,"Noun","61",3.08422583164271,3
"11912",11911,"novelists",43824,11,10,10,9,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208,3
"11913",11912,"novella",43825,2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3
"11915",11914,"novelties",43828,6,6,5,5,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3
"11916",11915,"novelty",43829,85,72,80,67,1.66666666666667,1.93449845124357,0.858369098712446,1.86332286012046,"Noun",85,1,"Noun","85",3.22633259338803,3
"11918",11917,"novices",43834,12,11,9,8,0.235294117647059,1.11394335230684,0.131139723414402,1.07918124604762,"Noun",12,1,"Noun","12",2.4057774944513,3
"11920",11919,"nowaday",43842,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"11924",11923,"nuances",43865,14,13,14,13,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Noun",14,1,"Noun","14",2.46792540120014,3
"11925",11924,"nub",43866,7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,1
"11926",11925,"nuclei",43876,8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378,3
"11927",11926,"nucleus",43881,45,27,43,26,0.882352941176471,1.66275783168157,0.321888412017167,1.44715803134222,"Noun",45,1,"Noun","45",2.95459197382603,3
"11928",11927,"nudes",43886,36,27,26,22,0.705882352941177,1.56820172406699,0.321888412017167,1.44715803134222,"Noun",35,1,"Noun","35",2.86003586621145,1
"11929",11928,"nudge",43887,57,45,56,45,1.11764705882353,1.76342799356294,0.536480686695279,1.66275783168157,"Noun",29,0.508771929824561,"Noun.Verb","29.28",3.0552621357074,1
"11931",11930,"nudity",43897,89,65,80,59,1.74509803921569,1.95424250943932,0.774916547448736,1.81954393554187,"Noun",89,1,"Noun","89",3.24607665158378,3
"11935",11934,"nuisances",43902,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"11936",11935,"nuke",43903,121,70,107,62,2.37254901960784,2.08635983067475,0.834525512637101,1.85125834871908,"Noun",85,0.702479338842975,"Noun.Verb.Name","85.26.10",3.37819397281921,1
"11937",11936,"nukes",43905,114,45,106,41,2.23529411764706,2.06069784035361,0.536480686695279,1.66275783168157,"Noun",97,0.850877192982456,"Noun.Verb.Name","97.16.1",3.35253198249807,1
"11941",11940,"numeral",43928,9,8,8,7,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",7,0.777777777777778,"Noun.Name.Adjective","7.1.1",2.29183414214446,3
"11942",11941,"numerals",43929,9,7,9,7,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446,3
"11944",11943,"nun",43944,355,175,331,163,6.96078431372549,2.55144999797288,2.08631378159275,2.24551266781415,"Noun",354,1,"Noun","354",3.84328414011734,1
"11945",11944,"nunnery",43949,23,17,23,17,0.450980392156863,1.38021124171161,0.202670481640439,1.25527250510331,"Noun",23,1,"Noun","23",2.67204538385607,3
"11946",11945,"nuns",43950,218,141,196,132,4.27450980392157,2.34044411484012,1.68097281831187,2.15228834438306,"Noun",219,1,"Noun","219",3.63227825698458,1
"11947",11946,"nurse",43954,2294,1099,1589,906,44.9803921568627,3.36078268987328,13.1020505484025,3.04139268515822,"Noun",2021,0.882147533828023,"Noun.Verb.Name","2021.264.6",4.65261683201774,1
"11948",11947,"nurseries",43958,8,4,8,4,0.156862745098039,0.954242509439325,0.0476871721506915,0.698970004336019,"Noun",8,1,"Noun","8",2.24607665158378,3
"11949",11948,"nursery",43959,207,139,202,136,4.05882352941176,2.31806333496276,1.65712923223653,2.14612803567824,"Noun",207,1,"Noun","207",3.60989747710722,3
"11952",11951,"nurturer",43965,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"11953",11952,"nut",43969,797,551,744,536,15.6274509803922,2.90200289135073,6.56890796375775,2.7419390777292,"Noun",762,0.956085319949812,"Noun.Verb.Name","762.34.1",4.19383703349519,1
"11954",11953,"nutcracker",43973,36,31,18,14,0.705882352941177,1.56820172406699,0.369575584167859,1.50514997831991,"Noun",34,0.971428571428571,"Noun.Name","34.1",2.86003586621145,3
"11956",11955,"nutrient",43979,19,8,17,7,0.372549019607843,1.30102999566398,0.0953743443013829,0.954242509439325,"Noun",18,0.947368421052632,"Noun.Adjective","18.1",2.59286413780844,3
"11957",11956,"nutrients",43980,36,27,36,27,0.705882352941177,1.56820172406699,0.321888412017167,1.44715803134222,"Noun",36,1,"Noun","36",2.86003586621145,3
"11958",11957,"nutrition",43981,48,43,46,41,0.941176470588235,1.69019608002851,0.512637100619933,1.64345267648619,"Noun",48,1,"Noun","48",2.98203022217297,3
"11959",11958,"nuts",43987,2729,1712,2587,1659,53.5098039215686,3.43616264704076,20.4101096804959,3.23375736296551,"Noun",2255,0.827522935779817,"Noun.Adjective.Verb.Name","2255.452.17.1",4.72799678918522,1
"11964",11963,"nymph",44008,38,21,33,18,0.745098039215686,1.5910646070265,0.25035765379113,1.34242268082221,"Noun",37,0.973684210526316,"Noun.Name","37.1",2.88289874917096,1
"11965",11964,"nymphs",44018,29,11,27,10,0.568627450980392,1.47712125471966,0.131139723414402,1.07918124604762,"Noun",29,1,"Noun","29",2.76895539686412,1
"11966",11965,"oak",44025,286,187,189,129,5.6078431372549,2.45788189673399,2.22937529804483,2.27415784926368,"Noun",269,0.937282229965157,"Noun.Name","269.18",3.74971603887845,1
"11967",11966,"oaks",44028,86,39,7,7,1.68627450980392,1.93951925261862,0.464949928469242,1.60205999132796,"Noun",86,1,"Noun","86",3.23135339476308,1
"11968",11967,"oar",44032,42,30,33,25,0.823529411764706,1.63346845557959,0.357653791130186,1.49136169383427,"Noun",34,0.80952380952381,"Noun.Verb.Name","34.5.3",2.92530259772405,1
"11969",11968,"oars",44034,55,32,53,32,1.07843137254902,1.7481880270062,0.381497377205532,1.51851393987789,"Noun",55,1,"Noun","55",3.04002216915066,1
"11971",11970,"oasis",44038,98,66,75,51,1.92156862745098,1.99563519459755,0.786838340486409,1.82607480270083,"Noun",96,1,"Noun","96",3.28746933674201,3
"11972",11971,"oat",44040,27,21,17,15,0.529411764705882,1.44715803134222,0.25035765379113,1.34242268082221,"Noun",16,0.592592592592593,"Noun.Verb.Name","16.10.1",2.73899217348668,1
"11973",11972,"oath",44041,504,308,485,297,9.88235294117647,2.70329137811866,3.67191225560324,2.48995847942483,"Noun",504,1,"Noun","504",3.99512552026312,1
"11974",11973,"oaths",44042,19,17,19,17,0.372549019607843,1.30102999566398,0.202670481640439,1.25527250510331,"Noun",19,1,"Noun","19",2.59286413780844,1
"11976",11975,"oats",44044,105,71,70,52,2.05882352941176,2.02530586526477,0.846447305674774,1.85733249643127,"Noun",79,0.752380952380952,"Noun.Name","79.26",3.31714000740923,1
"11979",11978,"obfuscate",44066,5,3,5,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",3,0.6,"Noun.Verb","3.2",2.0699853925281,3
"11985",11984,"objection",44086,1108,361,263,193,21.7254901960784,3.04493154614916,4.30376728659991,2.55870857053317,"Noun",1098,1,"Noun","1098",4.33676568829362,3
"11986",11985,"objections",44088,205,161,201,159,4.01960784313725,2.31386722036915,1.91940867906533,2.20951501454263,"Noun",205,1,"Noun","205",3.60570136251361,3
"11987",11986,"objective",44089,359,270,348,266,7.03921568627451,2.55630250076729,3.21888412017167,2.43296929087441,"Noun",229,0.636111111111111,"Noun.Adjective","229.131",3.84813664291175,3
"11988",11987,"objectives",44091,71,57,68,54,1.3921568627451,1.85733249643127,0.679542203147353,1.76342799356294,"Noun",71,1,"Noun","71",3.14916663857573,3
"11989",11988,"objector",44093,15,9,15,9,0.294117647058824,1.20411998265592,0.107296137339056,1,"Noun",14,1,"Noun","14",2.49595412480038,3
"11990",11989,"objectors",44094,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"11997",11996,"observance",44148,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"11998",11997,"observer",44158,188,81,152,73,3.68627450980392,2.27646180417324,0.965665236051502,1.91381385238372,"Noun",187,1,"Noun","187",3.5682959463177,3
"11999",11998,"observers",44159,55,41,52,40,1.07843137254902,1.7481880270062,0.488793514544588,1.6232492903979,"Noun",55,1,"Noun","55",3.04002216915066,3
"12000",11999,"obsession",44166,289,224,271,217,5.66666666666667,2.46239799789896,2.67048164043872,2.35218251811136,"Noun",289,1,"Noun","289",3.75423214004342,3
"12001",12000,"obsessions",44168,25,23,22,21,0.490196078431373,1.41497334797082,0.274201239866476,1.38021124171161,"Noun",25,1,"Noun","25",2.70680749011528,3
"12003",12002,"obstacle",44176,132,107,131,107,2.58823529411765,2.12385164096709,1.275631855031,2.03342375548695,"Noun",132,1,"Noun","132",3.41568578311155,3
"12004",12003,"obstacles",44177,120,103,117,102,2.35294117647059,2.08278537031645,1.22794468288031,2.01703333929878,"Noun",120,1,"Noun","120",3.37461951246091,3
"12005",12004,"obstetrics",44182,7,6,1,1,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364,3
"12007",12006,"occasion",44208,844,692,839,690,16.5490196078431,2.92685670894969,8.24988078206962,2.84073323461181,"Noun",838,0.996432818073722,"Noun.Verb","838.3",4.21869085109415,3
"12008",12007,"occasions",44212,193,181,192,180,3.7843137254902,2.28780172993023,2.15784453981879,2.26007138798507,"Noun",192,0.989690721649485,"Noun.Verb","192.2",3.57963587207469,3
"12009",12008,"occident",44213,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"12010",12009,"occlusion",44221,7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3
"12013",12012,"occupant",44228,41,21,35,16,0.803921568627451,1.6232492903979,0.25035765379113,1.34242268082221,"Noun",41,1,"Noun","41",2.91508343254236,3
"12014",12013,"occupants",44229,22,20,19,18,0.431372549019608,1.36172783601759,0.238435860753457,1.32221929473392,"Noun",22,1,"Noun","22",2.65356197816205,3
"12016",12015,"occurrence",44239,60,57,60,57,1.17647058823529,1.78532983501077,0.679542203147353,1.76342799356294,"Noun",60,1,"Noun","60",3.07716397715523,3
"12018",12017,"oceanfront",44245,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"12020",12019,"octagon",44261,11,7,9,5,0.215686274509804,1.07918124604762,0.0834525512637101,0.903089986991944,"Noun",11,1,"Noun","11",2.37101538819208,3
"12025",12024,"octillion",44269,1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"12026",12025,"octopi",44274,2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3
"12027",12026,"octopus",44275,99,64,87,56,1.94117647058824,2,0.762994754411063,1.81291335664286,"Noun",97,0.97979797979798,"Noun.Name","97.2",3.29183414214446,3
"12030",12029,"oddities",44292,8,8,7,7,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378,3
"12031",12030,"oddity",44293,6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3
"12032",12031,"odds",44297,970,708,906,667,19.0196078431373,2.987219229908,8.44062947067239,2.85064623518307,"Noun",971,1,"Noun","971",4.27905337205246,1
"12033",12032,"ode",44298,41,33,11,11,0.803921568627451,1.6232492903979,0.393419170243205,1.53147891704226,"Noun",40,0.975609756097561,"Noun.Verb","40.1",2.91508343254236,1
